cluster.index	parent.mass	RTMean	LibraryID	MetFragID	MetFragSC	FusionID	FusionSC	ConsensusID	ConsensusSC
233	258.2066	0	N/A	SN00142795#SN00306172#CHEBI:74441	Organic oxygen compounds#Alkaloids and derivatives#Organic acids and derivatives			SN00142795#SN00306172#CHEBI:74441	Organic oxygen compounds#Alkaloids and derivatives#Organic acids and derivatives
234	536.166	0	N/A	SN00111534#SN00110854	Organic acids and derivatives			SN00115374#SN00062410#SN00061071	Phenylpropanoids and polyketides
235	205.0174	0	N/A	SN00127335#SN00131397	Organoheterocyclic compounds#Organic oxygen compounds				
236	247.2018	0	N/A						
237	463.4265	0	N/A						
238	352.3216	0	N/A	SN00166054#SN00166084#SN00370071	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00166054#SN00166084#SN00370071	Lipids and lipid-like molecules#Organoheterocyclic compounds
239	193.1431	0	N/A						
240	511.3274	0	N/A	SN00376398#SN00270695#SN00168458#SN00334453	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives			SN00376867#SN00318533#SN00041573#SN00262724#SN00357949#SN00358865#SN00308692#SN00306810	Lipids and lipid-like molecules
241	245.2266	0	Linoleoylglycine						
242	328.1969	0	N/A	SN00018286#SN00063908	Organoheterocyclic compounds#Organic acids and derivatives			SN00018286#SN00063908	Organoheterocyclic compounds#Organic acids and derivatives
245	265.2527	0	SpectralMatchto9-Octadecenamide,(Z)-fromNIST14	CHEBI:77474#SN00067014#SN00349229	Lipids and lipid-like molecules#Organic oxygen compounds			CHEBI:77474#SN00067014#SN00349229	Lipids and lipid-like molecules#Organic oxygen compounds
246	300.2535	0	N/A						
247	336.3263	0	N/A						
248	361.2224	0	N/A	SN00275496#SN00163912#SN00392919#SN00075179	Lipids and lipid-like molecules#Organic acids and derivatives			SN00275496#SN00163912#SN00392919#SN00075179	Lipids and lipid-like molecules#Organic acids and derivatives
249	848.6315	0	N/A						
250	252.2323	0	11-Hexadecenoicacid,16-[[(ethylamino)carbonyl]amino]-,(11Z)-	SN00159411#SN00177670#SN00038441#CHEBI:87154	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00159411#SN00177670#SN00038441#CHEBI:87154	Lipids and lipid-like molecules#Organoheterocyclic compounds
251	534.3098	0	N/A	CHEBI:79375#CHEBI:79357	Lipids and lipid-like molecules			CHEBI:79375#CHEBI:79357	Lipids and lipid-like molecules
252	604.3854	0	N/A						
256	402.1257	0	N/A	SN00112184#CHEBI:112219#CHEBI:92454	Organoheterocyclic compounds#Benzenoids			SN00112184#CHEBI:112219#CHEBI:92454	Organoheterocyclic compounds#Benzenoids
257	417.0853	0	N/A	CHEBI:117181#CHEBI:122049#SN00066009#CHEBI:92161#CHEBI:121120#SN00134672#SN00159032#CHEBI:92780#SN00137288	Benzenoids#Organoheterocyclic compounds#Phenylpropanoids and polyketides			SN00060030#SN00146088#SN00145581	Organoheterocyclic compounds#Phenylpropanoids and polyketides
258	308.2947	0	N/A						
259	186.149	0	N/A	SN00236814#SN00368118	Alkaloids and derivatives	SN00236814#SN00368118	Alkaloids and derivatives	SN00236814#SN00368118	Alkaloids and derivatives
263	458.3482	0	N/A						
264	328.9156	0	N/A						
268	458.1312	0	N/A	SN00061657#SN00061797#SN00062352#SN00061884	Organic acids and derivatives#Phenylpropanoids and polyketides			SN00061657#SN00061797#SN00062352#SN00061884	Organic acids and derivatives#Phenylpropanoids and polyketides
269	491.3745	0	N/A	SN00252911#SN00379095#SN00313726#CHEBI:69995#SN00328647#SN00375446#SN00393747#SN00231884#SN00241801#SN00384678	Lipids and lipid-like molecules			SN00170016#SN00171113#SN00384204	Lipids and lipid-like molecules#Organoheterocyclic compounds
274	482.369	0	N/A	SN00256410#SN00105393#SN00112289	Organic acids and derivatives#Lipids and lipid-like molecules			SN00256410#SN00105393#SN00112289	Organic acids and derivatives#Lipids and lipid-like molecules
276	200.201	0	SpectralMatchtoLauricacidleelamidefromNIST14	SN00323891#CHEBI:34726#SN00094070	Organic nitrogen compounds#Lipids and lipid-like molecules	SN00323891#CHEBI:34726#SN00094070	Organic nitrogen compounds#Lipids and lipid-like molecules	SN00323891#CHEBI:34726#SN00094070	Organic nitrogen compounds#Lipids and lipid-like molecules
277	286.2376	0	N/A	SN00336605#CHEBI:87142#SN00230750	Alkaloids and derivatives#Organic acids and derivatives			SN00336605#CHEBI:87142#SN00230750	Alkaloids and derivatives#Organic acids and derivatives
279	212.1648	0	N/A	SN00117709#SN00301244#CHEBI:109321#SN00129687	Organic acids and derivatives#Organoheterocyclic compounds#Organic oxygen compounds			SN00260390#SN00367347#SN00316907#SN00349813#SN00362877#SN00360643	Organoheterocyclic compounds#Alkaloids and derivatives
280	326.3054	0	N/A	SN00166058#SN00382686#SN00216135#SN00166086	Lipids and lipid-like molecules#Alkaloids and derivatives			SN00166058#SN00382686#SN00216135#SN00166086	Lipids and lipid-like molecules#Alkaloids and derivatives
282	395.3637	0	N/A	SN00388500#SN00292664#SN00291873	Organic oxygen compounds#Lipids and lipid-like molecules			SN00388500#SN00292664#SN00291873	Organic oxygen compounds#Lipids and lipid-like molecules
283	548.3637	0	N/A	SN00176286#SN00176283#SN00176318	Organoheterocyclic compounds#Benzenoids			SN00176286#SN00176283#SN00176318	Organoheterocyclic compounds#Benzenoids
285	577.3648	0	N/A	SN00403651#SN00396705#SN00362286	Lipids and lipid-like molecules			SN00403651#SN00396705#SN00362286	Lipids and lipid-like molecules
286	415.2544	0	SpectralMatchtoNonaethyleneglycolfromNIST14	CHEBI:39784#CHEBI:129740#SN00002353#CHEBI:129014	Organic oxygen compounds#Organoheterocyclic compounds			CHEBI:39784#CHEBI:129740#SN00002353#CHEBI:129014	Organic oxygen compounds#Organoheterocyclic compounds
289	600.4688	0	N/A						
291	296.2948	0	N/A						
292	194.1753	0	N/A						
294	549.4164	0	N/A	SN00170013#SN00312380#SN00373682	Lipids and lipid-like molecules			SN00170013#SN00312380#SN00373682	Lipids and lipid-like molecules
295	599.3802	0	N/A	SN00176906#SN00176924	Phenylpropanoids and polyketides			SN00261256#SN00371805#SN00249481#SN00278946#SN00394773	Lipids and lipid-like molecules
296	406.2805	0	N/A	SN00071059#SN00070806#SN00021518#CHEBI:83355	Organoheterocyclic compounds#Benzenoids			SN00071059#SN00070806#SN00021518#CHEBI:83355	Organoheterocyclic compounds#Benzenoids
299	654.3331	0	N/A	SN00330103#SN00242246	Benzenoids			SN00330103#SN00242246	Benzenoids
300	578.3368	0	N/A	CHEBI:59925#CHEBI:59919	Alkaloids and derivatives			SN00176728#SN00107589#CHEBI:126039	Benzenoids#Lipids and lipid-like molecules#Organoheterocyclic compounds
301	351.265	0	N/A	SN00027721#SN00027877#SN00224277#SN00086591	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00025685#SN00017977#SN00024665	Lipids and lipid-like molecules#Organoheterocyclic compounds
302	332.3313	0	Benzyldimethyltetradecylammoniumcation						
303	534.1835	0	N/A	CHEBI:91525#SN00357970#CHEBI:90532#SN00111662	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids			SN00062564#SN00053075	Phenylpropanoids and polyketides#Organic acids and derivatives
304	236.1132	0	N/A	CHEBI:114349#CHEBI:44096#CHEBI:108403#SN00285039#SN00117750#SN00035752#SN00051124#CHEBI:92510	Organosulfur compounds#Organic oxygen compounds#Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds			CHEBI:114349#CHEBI:44096#CHEBI:108403#SN00285039#SN00117750#SN00035752#SN00051124#CHEBI:92510	Organosulfur compounds#Organic oxygen compounds#Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds
305	270.1912	0	N/A						
306	275.2329	0	N/A	SN00169683#SN00294034#SN00253904#SN00238375#SN00247728#SN00215021#SN00298062#SN00122749#SN00126972	Benzenoids#Organic oxygen compounds#Lipids and lipid-like molecules			SN00169683#SN00294034#SN00253904#SN00238375#SN00247728#SN00215021#SN00298062#SN00122749#SN00126972	Benzenoids#Organic oxygen compounds#Lipids and lipid-like molecules
307	404.2188	0	N/A	SN00025297#SN00025127	Organic oxygen compounds#Organoheterocyclic compounds			SN00063651#SN00050083#SN00163945#SN00041728	Phenylpropanoids and polyketides#Benzenoids#Lipids and lipid-like molecules#Organoheterocyclic compounds
309	294.2059	0	N/A	SN00010594#SN00105517#SN00142764#CHEBI:64041#CCMSLIB00000578986	Organoheterocyclic compounds#Organic acids and derivatives#Organic nitrogen compounds#Benzenoids			SN00010594#SN00105517#SN00142764#CHEBI:64041#CCMSLIB00000578986	Organoheterocyclic compounds#Organic acids and derivatives#Organic nitrogen compounds#Benzenoids
311	178.1078	0	N/A	SN00333533#SN00397125#CHEBI:30449#SN00234497#SN00354225#SN00294834#SN00356277#SN00287697	Organoheterocyclic compounds#Organic oxygen compounds			SN00333533#SN00397125#CHEBI:30449#SN00234497#SN00354225#SN00294834#SN00356277#SN00287697	Organoheterocyclic compounds#Organic oxygen compounds
313	622.3651	0	N/A						
314	269.2102	0	Aleuriticacid	SN00297959#SN00278786#CHEBI:91685	Lipids and lipid-like molecules			SN00285212#SN00362980#SN00291625	Organic oxygen compounds#Lipids and lipid-like molecules
316	298.2224	0	N/A						
318	634.5526	0	N/A						
319	319.1378	0	N/A	SN00295602#SN00243272#SN00225217#SN00371516	Lipids and lipid-like molecules#Organic oxygen compounds			SN00295602#SN00243272#SN00225217#SN00371516	Lipids and lipid-like molecules#Organic oxygen compounds
321	592.3908	0	N/A	CCMSLIB00000839190#SN00275107#SN00347198	Lipids and lipid-like molecules			CCMSLIB00000839190#SN00275107#SN00347198	Lipids and lipid-like molecules
322	328.2654	0	N/A	SN00167464	Organoheterocyclic compounds			SN00347748#SN00238574#SN00333730#SN00158194	Lipids and lipid-like molecules
323	298.3467	0	N/A						
324	566.8894	0	N/A						
326	408.3689	0	N/A						
328	202.1805	0	N/A						
330	477.4423	0	N/A						
331	214.1804	0	N/A						
332	716.2302	0	N/A						
334	255.1592	0	N/A	SN00305273#SN00013714#SN00384265#SN00332834#SN00288943#SN00240853	Organic oxygen compounds#Organic acids and derivatives#Lipids and lipid-like molecules			SN00305273#SN00013714#SN00384265#SN00332834#SN00288943#SN00240853	Organic oxygen compounds#Organic acids and derivatives#Lipids and lipid-like molecules
335	459.1641	0	N/A	SN00008479#SN00004419#SN00017526#SN00017525#CHEBI:105453#SN00014651#CHEBI:101072#CHEBI:103280#SN00035773#SN00088031#SN00366814	Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids#Organic nitrogen compounds			SN00008479#SN00004419#SN00017526#SN00017525#CHEBI:105453#SN00014651#CHEBI:101072#CHEBI:103280#SN00035773#SN00088031#SN00366814	Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids#Organic nitrogen compounds
338	263.233	0	N/A						
340	308.2212	0	N/A	SN00299369#SN00309488	Organoheterocyclic compounds#Organic oxygen compounds			SN00101545#CCMSLIB00004722211#SN00380703#SN00260431#SN00141351	Organoheterocyclic compounds#Benzenoids
342	452.3934	0	N/A						
343	402.1638	0	N/A	CHEBI:114561#SN00261603	Organoheterocyclic compounds#Nucleosides, nucleotides, and analogues			CHEBI:114561#SN00261603	Organoheterocyclic compounds#Nucleosides, nucleotides, and analogues
345	390.201	0	N/A	SN00041493#SN00135157	Lipids and lipid-like molecules			SN00073757#CHEBI:81005#SN00027042#SN00023895	Organic acids and derivatives
346	496.4212	0	N/A						
350	678.4798	0	N/A	SN00165919#SN00170727	Benzenoids#Lipids and lipid-like molecules			SN00167654#SN00167718	Lipids and lipid-like molecules
353	194.1178	0	2-Methyl-N-(4-Methylphenyl)alanine	CHEBI:52073#CHEBI:521021#SN00118521#CHEBI:86192#SN00134432#SN00002155#SN00263800#CHEBI:86302	Benzenoids	SN00065348#SN00118008#SN00213499#SN00001110	Organoheterocyclic compounds#Benzenoids	CHEBI:52073#CHEBI:521021#SN00118521#CHEBI:86192#SN00134432#SN00002155#SN00263800#CHEBI:86302	Benzenoids
354	556.4424	0	N/A						
356	792.2477	0	N/A						
358	621.3917	0	N/A	SN00294691#SN00297597#SN00249844#SN00329672#SN00314240#SN00256088#SN00247740#SN00284406#CCMSLIB00004714187#SN00243517#SN00333456#SN00372833#SN00178072	Lipids and lipid-like molecules			SN00266364#SN00258065#SN00234230	Lipids and lipid-like molecules
359	440.4107	0	N/A						
360	910.2195	0	N/A						
361	473.1478	0	N/A	SN00074374#SN00236750#SN00086290#SN00074364#SN00086051	Phenylpropanoids and polyketides			SN00074374#SN00236750#SN00086290#SN00074364#SN00086051	Phenylpropanoids and polyketides
362	656.227	0	N/A	SN00164335#SN00295497#SN00166220	Phenylpropanoids and polyketides#Organic acids and derivatives			SN00164335#SN00295497#SN00166220	Phenylpropanoids and polyketides#Organic acids and derivatives
364	333.242	0	N/A	SN00243999#SN00277033#SN00343965#SN00230067#SN00362692#SN00231546#SN00332949#SN00296340#SN00388223#SN00352698#SN00355844#SN00230384#SN00366944#SN00389383	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00235070#SN00333982#SN00245968#SN00300990#SN00384278#SN00350049#SN00067985#SN00330158#SN00248039#SN00314076#SN00364831#SN00306662#SN00381907#SN00337975#SN00255693#SN00373557#SN00320391#SN00295872#SN00235445#SN00362332#SN00385363#SN00397869	Lipids and lipid-like molecules#Organic acids and derivatives#Organic oxygen compounds
365	425.3113	0	N/A	SN00054253#SN00272266#SN00099655	Organoheterocyclic compounds#Organic acids and derivatives	SN00054253#SN00272266#SN00099655	Organoheterocyclic compounds#Organic acids and derivatives	CHEBI:68054#SN00386231#SN00305967#SN00231501#SN00323747	Lipids and lipid-like molecules#Organic oxygen compounds
367	537.5361	0	N/A						
368	924.2719	0	N/A						
370	438.3431	0	N/A	SN00027148#SN00164240	Organic acids and derivatives			SN00027148#SN00164240	Organic acids and derivatives
371	256.2061	0	N/A	SN00282069	Lipids and lipid-like molecules			SN00063579#SN00167001#SN00051800	Lipids and lipid-like molecules
372	576.291	0	N/A	SN00173990#SN00351485#CHEBI:129576	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids			SN00173990#SN00351485#CHEBI:129576	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids
373	402.164	0	N/A	CHEBI:114561#CHEBI:90748#CHEBI:90727#CHEBI:48392#CHEBI:127041#SN00261603#SN00007226#SN00018605#SN00026426#CHEBI:93578#CHEBI:121504#SN00012827#SN00074204	Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids#Nucleosides, nucleotides, and analogues#Alkaloids and derivatives			CHEBI:114561#CHEBI:90748#CHEBI:90727#CHEBI:48392#CHEBI:127041#SN00261603#SN00007226#SN00018605#SN00026426#CHEBI:93578#CHEBI:121504#SN00012827#SN00074204	Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids#Nucleosides, nucleotides, and analogues#Alkaloids and derivatives
376	336.311	0	N/A						
377	202.1805	0	N/A						
380	304.2997	0	SpectralMatchtoBenzyldodecyldimethylammoniumfromNIST14						
381	198.1491	0	N/A	SN00029434#SN00030095	Organic acids and derivatives			SN00327146#SN00353479	Alkaloids and derivatives
382	459.2805	0	SpectralMatchtoDecaethyleneglycolfromNIST14	CHEBI:46550#CHEBI:125538#SN00008896#SN00013974#SN00032019#SN00028347#SN00097374#SN00035855#SN00137449	Organic oxygen compounds#Alkaloids and derivatives#Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds			CHEBI:46550#CHEBI:125538#SN00008896#SN00013974#SN00032019#SN00028347#SN00097374#SN00035855#SN00137449	Organic oxygen compounds#Alkaloids and derivatives#Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds
383	283.2257	0	N/A	SN00170143#SN00171081#SN00162778#SN00260343	Lipids and lipid-like molecules#Organoheterocyclic compounds	SN00170143#SN00171081#SN00162778#SN00260343	Lipids and lipid-like molecules#Organoheterocyclic compounds	SN00278172#SN00280428#SN00163931#SN00229018#SN00295950	Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic acids and derivatives
384	476.1778	0	N/A	SN00013481#SN00011963	Alkaloids and derivatives			SN00100226#CHEBI:120533#SN00090761#SN00300541#SN00078420#SN00078865	Organic acids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides
385	576.2912	0	N/A	SN00173990#SN00351485#CHEBI:129576	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids			SN00173990#SN00351485#CHEBI:129576	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids
386	297.2413	0	SpectralMatchto12(13)-Epoxy-9Z-octadecenoicacidfromNIST14	SN00268188#SN00399287#SN00360147#SN00315770#SN00243512	Lipids and lipid-like molecules	SN00170142#SN00171087#SN00314591#SN00344198	Lipids and lipid-like molecules#Organic oxygen compounds	SN00170142#SN00171087#SN00314591#SN00344198	Lipids and lipid-like molecules#Organic oxygen compounds
388	740.4648	0	N/A	SN00305197#SN00164468	Organic acids and derivatives#Benzenoids			CCMSLIB00004709591#SN00293709#SN00236901	Lipids and lipid-like molecules
392	308.2947	0	N/A						
394	864.2682	0	N/A						
397	258.2065	0	N/A	SN00142795#SN00306172#CHEBI:74441	Organic oxygen compounds#Alkaloids and derivatives#Organic acids and derivatives	SN00142795#SN00306172#CHEBI:74441	Organic oxygen compounds#Alkaloids and derivatives#Organic acids and derivatives	SN00056552#SN00120384#SN00167606	Organoheterocyclic compounds
399	644.4954	0	N/A	SN00165947#SN00169407	Lipids and lipid-like molecules			SN00165947#SN00169407	Lipids and lipid-like molecules
407	212.1648	0	N/A	SN00367347#SN00316907#SN00362877#SN00260390#SN00349813#SN00360643	Alkaloids and derivatives#Organoheterocyclic compounds			SN00367347#SN00316907#SN00362877#SN00260390#SN00349813#SN00360643	Alkaloids and derivatives#Organoheterocyclic compounds
409	216.1598	0	N/A	CHEBI:74439#SN00342937#SN00310332	Organic acids and derivatives#Organic oxygen compounds			CHEBI:74439#SN00342937#SN00310332	Organic acids and derivatives#Organic oxygen compounds
411	358.3684	0	N/A						
414	226.1805	0	N/A	SN00047261#SN00375825#SN00039397	Organoheterocyclic compounds#Lipids and lipid-like molecules			SN00389227#SN00379845#SN00241996	Alkaloids and derivatives#Organoheterocyclic compounds
415	342.2493	0	N/A	SN00013953#SN00027591#SN00027451#SN00027513#SN00094575	Organoheterocyclic compounds#Organic oxygen compounds			SN00035338#SN00026508#SN00019254#SN00035377	Organoheterocyclic compounds
418	634.8771	0	N/A						
419	350.2684	0	N/A	SN00382968#SN00086066	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00382968#SN00086066	Lipids and lipid-like molecules#Organoheterocyclic compounds
420	906.6734	0	N/A						
423	776.1975	0	N/A						
424	466.4258	0	N/A						
425	207.1593	0	N/A	SN00290946	Lipids and lipid-like molecules			SN00290946	Lipids and lipid-like molecules
426	474.2911	0	N/A	CHEBI:122593#SN00032263#SN00009036#SN00273561	Phenylpropanoids and polyketides#Lipids and lipid-like molecules			CHEBI:122593#SN00032263#SN00009036#SN00273561	Phenylpropanoids and polyketides#Lipids and lipid-like molecules
