178
D_DT_2_TFD	0.333954	0.277073	0.20719	0.280299	0.249811	0.362656	0.313719	0.241895	0.296052	0.257032	0.206947	0.404488	0.132184	0.182988	0.275048	0.421948	0.104589	0.108691	0.104531	0.139693	0.101242	0.222443	0.277558	0.335423	0.162963	0.283456	0.303234
D_DT_2_TFN	0.288754	0.236691	0.255272	0.257366	0.306835	0.411564	0.244128	0.243262	0.269568	0.143611	0.229336	0.39705	0.252528	0.0837947	0.288194	0.412445	0.221981	0.136598	0.214055	0.0911244	0.218267	0.103007	0.346401	0.315289	0.0309528	0.356411	0.283075	0.160986
D_DT_3_TFD	0.348471	0.286346	0.202595	0.288326	0.244446	0.359576	0.326969	0.244581	0.305692	0.268715	0.202952	0.397298	0.122442	0.19476	0.26791	0.414677	0.100922	0.110153	0.0928055	0.145866	0.089592	0.232439	0.272859	0.328815	0.171901	0.278342	0.297769	0.0253024	0.168493
D_DT_3_TFN	0.252394	0.205771	0.254102	0.265338	0.305097	0.417913	0.211338	0.245609	0.251451	0.137378	0.224074	0.412303	0.275252	0.107739	0.309702	0.422565	0.243931	0.171919	0.239667	0.120435	0.242556	0.10645	0.35782	0.329306	0.058799	0.369193	0.296758	0.166494	0.0718781	0.177933
D_DT_4_TFD	0.347814	0.284947	0.197151	0.29023	0.248616	0.366381	0.326318	0.241794	0.305416	0.265257	0.19692	0.393719	0.132048	0.192897	0.263268	0.412975	0.112157	0.109502	0.102993	0.145907	0.101686	0.231499	0.267662	0.3251	0.170847	0.273215	0.29395	0.0301075	0.169385	0.0236237	0.174929
D_DT_4_TFN	0.265298	0.213122	0.252402	0.260941	0.301691	0.411879	0.225195	0.237472	0.252774	0.147956	0.222615	0.406583	0.262837	0.0910662	0.305433	0.419524	0.220306	0.15281	0.225533	0.106055	0.230208	0.117113	0.338503	0.323451	0.050028	0.348968	0.288223	0.152997	0.059901	0.164307	0.0459833	0.160854
D_IN_1_T0D	0.592798	0.498271	0.392633	0.48134	0.399024	0.321789	0.557353	0.422472	0.431733	0.49559	0.336602	0.298448	0.260509	0.424057	0.28516	0.320666	0.282283	0.342341	0.270968	0.376935	0.274666	0.450036	0.272124	0.280985	0.403073	0.260053	0.27152	0.333007	0.391646	0.325892	0.430992	0.335013	0.410743
D_IN_1_T0N	0.645916	0.546478	0.464406	0.546475	0.471501	0.30764	0.609125	0.48965	0.47907	0.551828	0.414448	0.321911	0.358237	0.479239	0.395375	0.3218	0.363819	0.394075	0.354252	0.442299	0.358749	0.505898	0.308095	0.31023	0.46817	0.298763	0.313517	0.400133	0.466937	0.394387	0.498342	0.400934	0.47297	0.205
D_IN_2_T0D	0.579109	0.487369	0.382329	0.470797	0.392596	0.316429	0.5447	0.413449	0.419191	0.48358	0.323425	0.29424	0.276784	0.413341	0.259695	0.314793	0.292336	0.334288	0.264903	0.366126	0.268586	0.439388	0.26636	0.266971	0.390535	0.256133	0.256574	0.329038	0.379355	0.320929	0.418603	0.328758	0.399243	0.0492633	0.206333
D_IN_2_T0N	0.621907	0.530395	0.443535	0.525751	0.491083	0.293755	0.587096	0.470871	0.458252	0.528837	0.38294	0.302434	0.387685	0.457548	0.357299	0.3049	0.394863	0.38709	0.379636	0.413985	0.386824	0.483651	0.300125	0.285817	0.439769	0.29438	0.283157	0.393317	0.435147	0.391153	0.469379	0.392003	0.447894	0.217456	0.078909	0.210645
D_OF_1_T0D	0.560602	0.490688	0.472615	0.515497	0.524615	0.322546	0.520442	0.452005	0.407125	0.485706	0.377213	0.324682	0.468274	0.464469	0.39551	0.309391	0.47626	0.456537	0.461194	0.446344	0.460291	0.467472	0.348429	0.311811	0.452387	0.351902	0.321599	0.458819	0.445784	0.460411	0.452822	0.458857	0.453104	0.355959	0.251258	0.349162	0.217918
D_OF_1_T0N	0.337634	0.257388	0.276314	0.317661	0.347351	0.355979	0.29383	0.229483	0.182661	0.25671	0.190423	0.329206	0.335926	0.247793	0.278116	0.337853	0.305626	0.258447	0.303045	0.222176	0.310899	0.244241	0.320448	0.280716	0.223378	0.330911	0.255728	0.259036	0.228676	0.263946	0.220898	0.264292	0.222922	0.366004	0.414287	0.35077	0.390321	0.333068
D_OF_2_T0D	0.532259	0.469225	0.446158	0.487879	0.497104	0.301142	0.492439	0.424943	0.38469	0.456465	0.343222	0.303021	0.434822	0.433596	0.352069	0.294248	0.44473	0.424609	0.417435	0.410671	0.418135	0.437125	0.330391	0.268219	0.414942	0.333379	0.281257	0.427711	0.406585	0.428129	0.417927	0.428539	0.420488	0.314124	0.237209	0.303521	0.197466	0.089755	0.298275
D_OF_2_T0N	0.31624	0.235902	0.28202	0.321873	0.352537	0.379312	0.274619	0.236362	0.187294	0.248395	0.205024	0.368034	0.352576	0.250076	0.297018	0.377555	0.317593	0.274342	0.315129	0.232405	0.326735	0.243104	0.356375	0.319332	0.224582	0.365564	0.292736	0.274196	0.231518	0.278468	0.221027	0.277808	0.22212	0.393176	0.439476	0.377206	0.413218	0.359086	0.0548299	0.327814
D_PL_1_T0D	0.303578	0.259759	0.284107	0.336005	0.364411	0.362943	0.260448	0.242637	0.172587	0.262527	0.167173	0.357136	0.341888	0.264336	0.262179	0.367008	0.314011	0.278427	0.307068	0.241782	0.314442	0.269727	0.328074	0.305824	0.234227	0.341144	0.280268	0.249202	0.241026	0.259994	0.219269	0.256196	0.230572	0.349693	0.441696	0.333648	0.402229	0.363755	0.139015	0.32045	0.154875
D_PL_1_T0N	0.584647	0.497697	0.437564	0.491379	0.490854	0.300924	0.545075	0.429824	0.418045	0.485476	0.302882	0.246182	0.413106	0.429215	0.278399	0.240158	0.42843	0.400526	0.404133	0.387932	0.406064	0.441611	0.298267	0.222512	0.404897	0.299909	0.23002	0.412373	0.405065	0.409975	0.422374	0.408405	0.419335	0.260655	0.253897	0.234478	0.203006	0.282412	0.335021	0.245517	0.36765	0.328063
D_PL_1_TFD	0.347214	0.272247	0.239552	0.269618	0.311634	0.398362	0.30336	0.236607	0.271155	0.253264	0.179283	0.385316	0.258537	0.206615	0.262271	0.396041	0.243958	0.198195	0.217809	0.176288	0.222758	0.218586	0.337432	0.326602	0.17935	0.346309	0.297579	0.195685	0.172863	0.198918	0.188417	0.199183	0.186998	0.373638	0.46924	0.356936	0.432738	0.417814	0.222109	0.362507	0.234395	0.206985	0.375933
D_PL_1_TFN	0.280964	0.251198	0.328521	0.31606	0.374581	0.470013	0.236123	0.313419	0.29168	0.115379	0.296063	0.474934	0.338754	0.145656	0.373649	0.484149	0.314934	0.238455	0.305762	0.197917	0.308108	0.108927	0.443016	0.406277	0.167488	0.452682	0.38012	0.260533	0.153693	0.270606	0.16688	0.269065	0.181923	0.45597	0.53164	0.442341	0.497952	0.445264	0.253554	0.400941	0.251535	0.25206	0.454114	0.21165
D_PL_2_T0D	0.288585	0.240214	0.279265	0.327314	0.359502	0.371943	0.244663	0.237641	0.158296	0.245222	0.153439	0.366272	0.330559	0.245152	0.259357	0.374033	0.304782	0.266301	0.296815	0.225938	0.303552	0.252284	0.332473	0.313662	0.216873	0.345689	0.28705	0.238248	0.222976	0.248957	0.20084	0.245741	0.211707	0.362283	0.448086	0.348792	0.410951	0.372279	0.133852	0.330735	0.146197	0.0417947	0.340097	0.19777	0.23447
D_PL_2_T0N	0.570792	0.492468	0.455764	0.503149	0.509633	0.317452	0.532577	0.441262	0.411309	0.476555	0.32163	0.280655	0.439139	0.446147	0.300364	0.269456	0.4516	0.426781	0.428796	0.410657	0.430516	0.445479	0.327061	0.251981	0.419353	0.330546	0.253909	0.431756	0.418209	0.429615	0.425464	0.428567	0.432956	0.281659	0.28345	0.25471	0.229723	0.275413	0.327073	0.234252	0.360603	0.312663	0.0656164	0.383031	0.444166	0.327805
D_PL_2_TFD	0.398508	0.312899	0.245511	0.305269	0.315257	0.393106	0.353114	0.257368	0.309819	0.295647	0.179491	0.364839	0.261454	0.246096	0.231924	0.380181	0.249529	0.224484	0.217463	0.210911	0.224784	0.259599	0.323222	0.304898	0.216796	0.328098	0.280797	0.22259	0.208779	0.220454	0.230422	0.220162	0.226393	0.356547	0.462839	0.339976	0.423749	0.420577	0.249573	0.364932	0.26205	0.236386	0.362163	0.0624604	0.253268	0.231523	0.375413
D_PL_2_TFN	0.275661	0.243585	0.330063	0.320479	0.376573	0.474149	0.230234	0.313452	0.295201	0.105436	0.305437	0.482187	0.352999	0.14651	0.382136	0.492857	0.323997	0.244742	0.317128	0.203548	0.322893	0.105449	0.450999	0.415232	0.172521	0.459513	0.389957	0.271494	0.163136	0.282581	0.170878	0.278962	0.186643	0.47166	0.542018	0.458143	0.507875	0.454974	0.254641	0.415219	0.249147	0.254927	0.467177	0.224882	0.0305841	0.23699	0.458375	0.262576
D_PL_3_TFD	0.368001	0.28811	0.250771	0.295645	0.326121	0.419438	0.324544	0.260896	0.295934	0.26309	0.199313	0.393206	0.278264	0.234139	0.26181	0.405045	0.263501	0.221357	0.232515	0.199999	0.241923	0.238663	0.353556	0.331929	0.203715	0.362224	0.307434	0.217413	0.196974	0.217722	0.203578	0.213165	0.213773	0.396262	0.497681	0.379706	0.457654	0.428729	0.236136	0.370224	0.248807	0.218362	0.387798	0.0557112	0.222827	0.212324	0.384548	0.056871	0.231142
D_PL_4_TFD	0.354744	0.27135	0.235558	0.282803	0.315586	0.405375	0.310061	0.234411	0.27449	0.2551	0.186855	0.38721	0.26939	0.217171	0.264645	0.39992	0.251348	0.209989	0.221996	0.185237	0.232286	0.226185	0.340486	0.327314	0.185793	0.3492	0.302264	0.202402	0.181643	0.203984	0.189935	0.201204	0.194989	0.387408	0.482737	0.370835	0.444073	0.420702	0.219877	0.364289	0.230495	0.207809	0.385181	0.0338644	0.221513	0.200357	0.387417	0.0614224	0.230059	0.0468181
D_PL_4_TFN	0.251409	0.237745	0.339969	0.327894	0.384771	0.479775	0.207998	0.320985	0.297215	0.0974378	0.318979	0.497921	0.362525	0.160053	0.398412	0.508026	0.330353	0.26455	0.327357	0.222501	0.33217	0.120247	0.460757	0.428928	0.184539	0.47019	0.402927	0.279904	0.174783	0.290648	0.180541	0.287862	0.195862	0.488648	0.556814	0.476074	0.526634	0.467363	0.26449	0.42848	0.255606	0.257016	0.485688	0.242813	0.0507395	0.240759	0.476664	0.281216	0.0367362	0.250465	0.249365
D_PV_1_T0D	0.286308	0.186094	0.237536	0.283944	0.307306	0.374662	0.233274	0.187396	0.153432	0.229827	0.159757	0.357596	0.30987	0.207129	0.27755	0.364195	0.286887	0.234814	0.279555	0.19357	0.283771	0.216701	0.333279	0.340569	0.204508	0.348391	0.313964	0.230585	0.209026	0.235741	0.186303	0.231901	0.195993	0.430603	0.482919	0.41798	0.46207	0.41617	0.177447	0.385152	0.181198	0.166773	0.399695	0.204332	0.24038	0.141035	0.396477	0.235967	0.24833	0.220659	0.205422	0.257104
D_PV_1_T0N	0.584636	0.500873	0.402786	0.48185	0.442247	0.249294	0.544002	0.426051	0.420531	0.488517	0.347271	0.24751	0.354008	0.407293	0.338524	0.243971	0.367184	0.334532	0.350793	0.369789	0.350684	0.443047	0.229214	0.225898	0.406321	0.222318	0.224648	0.353999	0.409757	0.347857	0.428185	0.345915	0.410219	0.243539	0.117876	0.238086	0.103173	0.205146	0.35602	0.194652	0.387855	0.384706	0.216962	0.409114	0.480995	0.390503	0.246747	0.39984	0.490691	0.432141	0.41927	0.508214	0.41302
D_PV_1_TFD	0.415419	0.305317	0.179079	0.283192	0.195568	0.327	0.363854	0.223167	0.31013	0.322057	0.224913	0.401036	0.173332	0.265813	0.281227	0.4212	0.153631	0.1966	0.138359	0.216582	0.148201	0.297044	0.318427	0.364285	0.254544	0.321716	0.343281	0.18509	0.250881	0.174837	0.267769	0.178619	0.254861	0.292536	0.394628	0.287488	0.405064	0.459864	0.29326	0.426574	0.306496	0.297239	0.426198	0.208719	0.303676	0.290322	0.446504	0.205298	0.31415	0.227548	0.213403	0.327696	0.247404	0.384946
D_PV_1_TFN	0.21956	0.255811	0.37477	0.350776	0.408142	0.500862	0.20968	0.34857	0.314231	0.11964	0.377728	0.548116	0.429477	0.194092	0.468688	0.552605	0.390302	0.310359	0.396513	0.27152	0.401042	0.15142	0.496286	0.478398	0.235585	0.506764	0.451041	0.340049	0.230467	0.351398	0.232064	0.349477	0.242247	0.555251	0.607619	0.54326	0.586198	0.524277	0.318223	0.493098	0.303132	0.308563	0.546614	0.319409	0.127244	0.300328	0.535785	0.359015	0.110784	0.328542	0.324619	0.0903057	0.302059	0.548939	0.398178
D_PV_2_T0D	0.330845	0.224566	0.216723	0.281251	0.297594	0.370619	0.27142	0.177238	0.186904	0.256956	0.111185	0.31514	0.289741	0.221263	0.225271	0.32603	0.270382	0.216476	0.25727	0.192058	0.263611	0.234057	0.301905	0.301968	0.214246	0.31446	0.278164	0.214304	0.218878	0.217257	0.200987	0.21098	0.210482	0.404326	0.467335	0.391187	0.439464	0.409717	0.18841	0.376203	0.203472	0.171	0.367578	0.177909	0.264331	0.15325	0.37201	0.205158	0.269773	0.194778	0.177157	0.284465	0.0641565	0.396175	0.231129	0.337064
D_PV_2_T0N	0.578886	0.496963	0.395282	0.479732	0.436671	0.242401	0.539828	0.422248	0.416785	0.48179	0.338512	0.236979	0.340037	0.400888	0.327572	0.232555	0.353924	0.323085	0.337306	0.363676	0.336115	0.437094	0.212581	0.212881	0.397306	0.207033	0.222713	0.337761	0.400471	0.330792	0.41911	0.329097	0.402059	0.238948	0.132777	0.236628	0.128037	0.214235	0.35193	0.201735	0.388975	0.376044	0.223197	0.397387	0.473641	0.381492	0.250663	0.387811	0.484088	0.419658	0.408004	0.499986	0.4061	0.0427182	0.377956	0.542492	0.385912
D_PV_2_TFD	0.416493	0.315911	0.197389	0.293698	0.196482	0.3381	0.366189	0.23528	0.320026	0.311595	0.222976	0.392413	0.145935	0.252516	0.274597	0.411672	0.13022	0.181358	0.121352	0.203094	0.129502	0.283228	0.309897	0.356062	0.242598	0.312544	0.335419	0.168145	0.238051	0.159039	0.255127	0.163299	0.242711	0.264752	0.376483	0.264187	0.395823	0.465792	0.298944	0.432771	0.314568	0.306405	0.420074	0.225831	0.307695	0.296736	0.442936	0.224611	0.318043	0.246697	0.231817	0.328886	0.253079	0.375955	0.0468612	0.398441	0.234973	0.367596
D_PV_2_TFN_SA503_SC704	0.311261	0.251391	0.278288	0.27419	0.329284	0.428329	0.262744	0.268571	0.28216	0.126231	0.247893	0.417289	0.285541	0.104598	0.316252	0.423599	0.265852	0.1777	0.25259	0.133581	0.253388	0.0905594	0.393512	0.351747	0.115679	0.40025	0.327748	0.208475	0.100793	0.215315	0.138078	0.213675	0.145612	0.416838	0.495278	0.404694	0.463906	0.434534	0.239637	0.395869	0.240548	0.255385	0.414005	0.182944	0.0928203	0.236727	0.416096	0.218828	0.101153	0.196095	0.188052	0.116946	0.217851	0.432169	0.260433	0.179944	0.223792	0.425797	0.256455
D_PV_2_TFN_SA504_SC704	0.258143	0.229755	0.294493	0.276678	0.343388	0.436482	0.204281	0.276229	0.262966	0.102353	0.287321	0.469756	0.341058	0.116249	0.378512	0.472594	0.313064	0.213721	0.311911	0.174624	0.313608	0.0897947	0.421911	0.404972	0.147185	0.432784	0.373574	0.253213	0.143222	0.265929	0.141322	0.264795	0.160162	0.487919	0.544984	0.476951	0.519956	0.459703	0.239925	0.431067	0.239287	0.246085	0.471857	0.227034	0.094986	0.227674	0.463162	0.27091	0.0951418	0.238181	0.236837	0.110486	0.221693	0.477697	0.313368	0.150239	0.252465	0.470852	0.31242	0.097373
D_PV_3_TFD	0.40519	0.299568	0.186334	0.285857	0.200316	0.334936	0.355118	0.22468	0.304345	0.302187	0.210868	0.386433	0.151049	0.24281	0.267686	0.408633	0.122934	0.174999	0.117995	0.197615	0.127115	0.270469	0.306913	0.349991	0.229707	0.309512	0.32936	0.159892	0.224217	0.150789	0.245085	0.157232	0.228003	0.264617	0.36888	0.261212	0.386141	0.460389	0.2826	0.423073	0.297711	0.290948	0.414179	0.212637	0.301285	0.282003	0.437981	0.213134	0.311126	0.234273	0.21813	0.31878	0.237681	0.370457	0.0495107	0.388086	0.221545	0.362449	0.0323624	0.252452	0.306938
D_PV_4_TFD	0.30076	0.215035	0.202371	0.253034	0.263834	0.36103	0.248078	0.191447	0.207926	0.223375	0.195429	0.398584	0.219858	0.17034	0.281173	0.413636	0.183246	0.154658	0.193667	0.138859	0.195906	0.197169	0.305498	0.352569	0.1612	0.314744	0.324937	0.144428	0.157398	0.153483	0.171051	0.154733	0.152934	0.354796	0.435415	0.345197	0.412814	0.444883	0.229957	0.414098	0.227756	0.225148	0.413547	0.168115	0.233254	0.203487	0.429434	0.205592	0.244181	0.206226	0.18162	0.251078	0.154843	0.383629	0.138227	0.305985	0.158889	0.377408	0.138941	0.185228	0.225349	0.121241
D_PV_4_TFN	0.242676	0.250468	0.355801	0.338745	0.396699	0.491419	0.201142	0.334695	0.307434	0.105368	0.3553	0.527959	0.406799	0.174458	0.446442	0.534049	0.372757	0.284059	0.375643	0.245337	0.378698	0.130501	0.481554	0.456681	0.21071	0.490966	0.429531	0.316087	0.204698	0.328573	0.205374	0.326922	0.2207	0.532538	0.587268	0.520773	0.564254	0.502228	0.296499	0.472637	0.284899	0.285447	0.524569	0.296108	0.100018	0.276832	0.513811	0.337652	0.0850301	0.306015	0.302908	0.0675083	0.284613	0.528717	0.378992	0.0512384	0.315393	0.522088	0.377546	0.153075	0.120372	0.368891	0.287745
D_TR_1_T0D	0.521492	0.423317	0.310675	0.406186	0.362019	0.320449	0.478838	0.338104	0.354371	0.420852	0.185473	0.235336	0.252083	0.331413	0.110363	0.258392	0.271294	0.259253	0.242509	0.277465	0.244926	0.365207	0.192545	0.200263	0.317274	0.191365	0.184514	0.26216	0.31181	0.256105	0.337851	0.252645	0.325061	0.202989	0.317784	0.172485	0.279831	0.370575	0.277282	0.31864	0.309587	0.263741	0.24046	0.285624	0.387425	0.265888	0.261272	0.261277	0.400247	0.292339	0.29301	0.417155	0.313462	0.263461	0.272425	0.481429	0.263547	0.253162	0.267775	0.33253	0.402315	0.259199	0.272957	0.458133
D_TR_1_T0N	0.26464	0.22085	0.278315	0.300799	0.342596	0.373171	0.222014	0.241071	0.180381	0.173473	0.214805	0.380258	0.351551	0.185586	0.320857	0.384471	0.321426	0.251523	0.31706	0.206915	0.324782	0.194147	0.3417	0.301536	0.158344	0.353289	0.273318	0.25656	0.173128	0.265937	0.134828	0.264675	0.148746	0.427662	0.485863	0.414777	0.461632	0.409854	0.164553	0.376056	0.164748	0.146137	0.402871	0.240174	0.216087	0.127899	0.394239	0.272824	0.214114	0.248583	0.235112	0.213471	0.175468	0.406415	0.325013	0.24726	0.202869	0.39808	0.321773	0.209692	0.190239	0.308727	0.230574	0.229639	0.334612
D_TR_1_TFD	0.499165	0.422489	0.315067	0.389142	0.30529	0.386172	0.458074	0.370159	0.425953	0.395532	0.302667	0.396921	0.0715966	0.314242	0.283642	0.419535	0.112432	0.222334	0.10617	0.268016	0.0992359	0.347954	0.313715	0.341443	0.298504	0.313358	0.313944	0.185801	0.286485	0.175516	0.317015	0.187698	0.303504	0.246488	0.355852	0.260313	0.384296	0.467143	0.375191	0.418773	0.393433	0.380887	0.406804	0.276076	0.359743	0.370817	0.430268	0.274106	0.377995	0.29413	0.288455	0.390568	0.355873	0.357467	0.219088	0.456487	0.33291	0.340888	0.193947	0.311267	0.378425	0.197345	0.270345	0.433286	0.247799	0.393577
D_TR_1_TFN	0.19197	0.24242	0.352906	0.330401	0.390761	0.484034	0.184956	0.330279	0.294171	0.0855803	0.352115	0.524265	0.406991	0.165957	0.448605	0.526301	0.370606	0.278013	0.379271	0.24205	0.380769	0.127999	0.477979	0.455457	0.200835	0.490135	0.421397	0.318689	0.197125	0.332343	0.194587	0.330533	0.207043	0.542034	0.596173	0.530246	0.573259	0.517318	0.301806	0.488627	0.290189	0.28608	0.533245	0.299899	0.120473	0.274576	0.521575	0.346851	0.114686	0.314388	0.309442	0.0935358	0.277604	0.533771	0.385005	0.0588893	0.313343	0.527747	0.379834	0.17244	0.129583	0.369559	0.284023	0.0738849	0.471552	0.205159	0.445039
D_TR_2_T0D	0.507627	0.416262	0.315058	0.395097	0.366266	0.320024	0.46403	0.331841	0.341588	0.408197	0.17379	0.218975	0.262663	0.3235	0.0905149	0.242441	0.281676	0.26531	0.251671	0.267919	0.253063	0.35222	0.188963	0.177088	0.304764	0.190494	0.159275	0.270899	0.300338	0.264167	0.323497	0.262254	0.316279	0.216697	0.335382	0.190452	0.296853	0.361991	0.266575	0.308656	0.29972	0.245361	0.238018	0.268613	0.37535	0.250366	0.259698	0.242315	0.38921	0.273111	0.277096	0.405792	0.302587	0.275663	0.282227	0.471103	0.253934	0.264104	0.278465	0.319442	0.388156	0.267234	0.276071	0.447977	0.0441485	0.320898	0.256825	0.458021
D_TR_2_T0N	0.302552	0.251306	0.261078	0.290038	0.324283	0.371198	0.256962	0.235881	0.18806	0.198508	0.177824	0.342698	0.335417	0.199661	0.283271	0.346226	0.311792	0.235749	0.304754	0.193517	0.308131	0.211678	0.309289	0.265461	0.173783	0.322383	0.235593	0.249005	0.184499	0.256325	0.154026	0.249739	0.167812	0.417354	0.47934	0.402769	0.453052	0.396402	0.160773	0.361626	0.165767	0.160372	0.383303	0.217731	0.227607	0.14221	0.375159	0.253446	0.230958	0.228533	0.217127	0.241622	0.165589	0.390105	0.316266	0.281011	0.167044	0.378077	0.314656	0.211772	0.204213	0.304631	0.224955	0.259611	0.29822	0.0560205	0.375882	0.236866	0.284253
D_TR_2_TFD	0.474095	0.404593	0.294616	0.36805	0.286702	0.379228	0.433617	0.352316	0.405052	0.372673	0.276377	0.389549	0.0639547	0.291567	0.26637	0.411126	0.0992816	0.197788	0.0843908	0.243158	0.0778556	0.32459	0.306463	0.330727	0.274678	0.306583	0.300832	0.162649	0.262732	0.152085	0.291647	0.164323	0.280267	0.248856	0.352691	0.253627	0.376294	0.460638	0.353343	0.40627	0.369528	0.352015	0.389866	0.244971	0.334236	0.340686	0.412962	0.242399	0.351167	0.26136	0.258992	0.364958	0.331457	0.349101	0.203548	0.434078	0.307281	0.331882	0.180338	0.287404	0.355066	0.182271	0.252324	0.410791	0.237646	0.366047	0.04846	0.420812	0.243342	0.347485
D_TR_2_TFN	0.194031	0.196843	0.307331	0.304519	0.354681	0.463418	0.160326	0.277784	0.253194	0.0680848	0.293756	0.484943	0.362753	0.137601	0.403321	0.4883	0.318243	0.222022	0.328448	0.174467	0.334119	0.122043	0.433803	0.407803	0.136251	0.444279	0.377228	0.256125	0.139913	0.270351	0.118564	0.265648	0.12948	0.505914	0.560717	0.49441	0.537085	0.490629	0.255388	0.461529	0.242381	0.246342	0.495235	0.262829	0.15813	0.229225	0.487097	0.306373	0.146101	0.273137	0.263415	0.135134	0.227674	0.496279	0.329798	0.143342	0.255428	0.489601	0.318072	0.175417	0.134929	0.307582	0.223646	0.134436	0.430167	0.143297	0.404288	0.102834	0.417628	0.174575	0.381112
