OTU	Size	Taxonomy
Otu1368	30	Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peregrinibacteria;Candidatus_Peregrinibacteria_fa;Candidatus_Peregrinibacteria_ge;
Otu1369	28	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1370	26	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;uncultured;
Otu1372	20	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas;
Otu1373	40	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
Otu1374	26	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1378	34	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
Otu1379	23	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4_marine_group;
Otu1380	26	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group_ge;
Otu1381	24	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5_marine_group;
Otu1382	21	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1383	15	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1384	21	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
Otu1385	46	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XII;Fusibacter;
Otu1386	26	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriales_unclassified;Flavobacteriales_unclassified;
Otu1387	22	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
Otu1389	19	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccaceae_unclassified;
Otu1390	27	Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured_fa;uncultured_ge;
Otu1392	28	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1393	17	Bacteria;Proteobacteria;Gammaproteobacteria;SAR86_clade;SAR86_clade_fa;SAR86_clade_ge;
Otu1396	27	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
Otu1397	23	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
Otu1398	29	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4_lineage;
Otu1399	39	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;
Otu1400	29	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;KI89A_clade_fa;KI89A_clade_ge;
Otu1401	27	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola;
Otu1402	27	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Oleibacter;
Otu1403	22	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Marine_Methylotrophic_Group_3;
Otu1404	25	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1407	18	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Macellibacteroides;
Otu1408	18	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5_marine_group;
Otu1410	20	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Phormidiaceae;Trichodesmium_IMS101;
Otu1412	17	Bacteria;Chloroflexi;Dehalococcoidia;SAR202_clade;SAR202_clade_fa;SAR202_clade_ge;
Otu1413	34	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Stappiaceae_unclassified;
Otu1414	20	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu1415	62	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;
Otu1418	21	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Bythopirellula;
Otu1419	20	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu1420	20	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacteraceae_unclassified;
Otu1421	18	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1422	23	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix;
Otu1423	23	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
Otu1426	19	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda;
Otu1427	24	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;
Otu1428	10	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1429	37	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Cyanobacteriaceae;Symphothece_PCC-7002;
Otu1430	15	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4_marine_group;
Otu1432	28	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;uncultured;
Otu1433	19	Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;Ga0077536_fa;Ga0077536_ge;
Otu1435	31	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_unclassified;
Otu1436	42	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1438	27	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Catenococcus;
Otu1439	19	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu1443	34	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1444	20	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu1446	19	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1447	19	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1448	22	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
Otu1449	23	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;
Otu1451	17	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu1452	18	Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;uncultured;
Otu1453	21	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
Otu1454	21	Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;OM75_clade;
Otu1455	22	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1456	23	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1457	19	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Zeaxanthinibacter;
Otu1458	35	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;
Otu1462	27	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;
Otu1464	13	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1465	21	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;
Otu1466	30	Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128;
Otu1467	18	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1468	17	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
Otu1470	26	Bacteria;Proteobacteria;Deltaproteobacteria;PB19;PB19_fa;PB19_ge;
Otu1471	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1473	27	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;
Otu1474	18	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;
Otu1475	11	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kordia;
Otu1477	28	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu1479	23	Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus_Actinomarina;
Otu1481	27	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;
Otu1482	23	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
Otu1483	19	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5_marine_group;
Otu1484	23	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
Otu1486	25	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1487	26	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter;
Otu1488	19	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu1489	20	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritaleaceae_unclassified;
Otu1491	14	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu1492	34	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu1495	12	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;
Otu1497	26	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;HIMB11;
Otu1498	19	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group_ge;
Otu1500	21	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Salegentibacter;
Otu1501	20	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1502	22	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_unclassified;Rhizobiales_unclassified;
Otu1503	15	Bacteria;Firmicutes;Bacilli;Bacillales;Family_XII;Exiguobacterium;
Otu1504	35	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Candidatus_Berkiella;
Otu1506	17	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu1508	27	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola;
Otu1509	17	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;
Otu1510	25	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1512	22	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae;Simkaniaceae_unclassified;
Otu1513	28	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu1516	22	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nautella;
Otu1517	22	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;uncultured;
Otu1518	15	Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;OM182_clade_fa;OM182_clade_ge;
Otu1522	39	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
Otu1525	18	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;uncultured;
Otu1526	18	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Nitrincolaceae_unclassified;
Otu1528	22	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1529	15	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1530	25	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1531	16	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;
Otu1532	24	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;
Otu1533	14	Bacteria;Proteobacteria;Gammaproteobacteria;SAR86_clade;SAR86_clade_fa;SAR86_clade_ge;
Otu1534	23	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;
Otu1535	17	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu1536	26	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;
Otu1538	40	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Ferrimonas;
Otu1539	19	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;
Otu1543	19	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1544	13	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1546	48	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
Otu1547	21	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1549	25	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu1551	18	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Chryseomicrobium;
Otu1553	26	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans;
Otu1554	22	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
Otu1555	32	Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Defluviitaleaceae_UCG-011;
Otu1557	19	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
Otu1559	18	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
Otu1560	23	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu1561	18	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
Otu1563	14	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter;
Otu1564	15	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;
Otu1566	13	Archaea;Euryarchaeota;Thermoplasmata;Marine_Group_II;Marine_Group_II_fa;Marine_Group_II_ge;
Otu1567	20	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu1569	22	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1570	41	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;
Otu1573	20	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;
Otu1575	27	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mangrovimonas;
Otu1576	23	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu1577	18	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu1578	20	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XII;Fusibacter;
Otu1580	23	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
Otu1581	25	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu1582	12	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;
Otu1583	25	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;
Otu1584	26	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;
Otu1585	27	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;
Otu1586	23	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu1587	24	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;
Otu1589	14	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Marinobacterium;
Otu1590	19	Bacteria;Proteobacteria;Deltaproteobacteria;PB19;PB19_fa;PB19_ge;
Otu1592	20	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu1593	22	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiales_unclassified;Chlamydiales_unclassified;
Otu1594	15	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu1597	19	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;MWH-UniP1_aquatic_group;
Otu1599	11	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;mle1-7;
Otu1600	16	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324_clade(Marine_group_B);SAR324_clade(Marine_group_B)_fa;SAR324_clade(Marine_group_B)_ge;
Otu1602	23	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;
Otu1603	24	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia;
Otu1604	35	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu1606	20	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu1607	17	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;
Otu1608	22	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Thalassolituus;
Otu1610	21	Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Synechococcus_CC9902;
Otu1612	25	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116_clade;OCS116_clade_ge;
Otu1614	20	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;
Otu1615	29	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Breznakia;
Otu1622	23	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;
Otu1623	18	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169_marine_group;AEGEAN-169_marine_group_ge;
Otu1626	25	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Candidatus_Endobugula;
Otu1627	30	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1631	23	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;
Otu1632	22	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1634	13	Archaea;Euryarchaeota;Thermoplasmata;Marine_Group_II;Marine_Group_II_fa;Marine_Group_II_ge;
Otu1635	19	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1636	17	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Flammeovirgaceae;Flammeovirga;
Otu1638	16	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27_clade;
Otu1639	14	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu1640	12	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aestuariibacter;
Otu1641	17	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;uncultured;
Otu1642	15	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;
Otu1643	16	Bacteria;Proteobacteria;Deltaproteobacteria;NB1-j;NB1-j_fa;NB1-j_ge;
Otu1644	20	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;P3OB-42_ge;
Otu1645	16	Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured;
Otu1647	20	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;MB11C04_marine_group;
Otu1648	6	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;KI89A_clade_fa;KI89A_clade_ge;
Otu1649	14	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11_clade;Clade_III;Clade_III_ge;
Otu1650	20	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella;
Otu1652	18	Bacteria;Proteobacteria;Gammaproteobacteria;OM182_clade;OM182_clade_fa;OM182_clade_ge;
Otu1655	20	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum;
Otu1657	25	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter;
Otu1658	23	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae_unclassified;
Otu1660	13	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nautella;
Otu1661	18	Bacteria;Cyanobacteria;Oxyphotobacteria;Thermosynechococcales;Acaryochloridaceae;Acaryochloris_MBIC11017;
Otu1662	21	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;
Otu1664	18	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group_ge;
Otu1665	12	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae_ge;
Otu1667	15	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;
Otu1669	21	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu1670	36	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;
Otu1672	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;
Otu1673	18	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Kiloniellaceae;uncultured;
Otu1674	21	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1_clade;PS1_clade_ge;
Otu1675	21	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
Otu1677	18	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
Otu1678	8	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
Otu1683	30	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;
Otu1684	13	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu1685	17	Archaea;Euryarchaeota;Thermoplasmata;Marine_Group_II;Marine_Group_II_fa;Marine_Group_II_ge;
Otu1686	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;
