feature_number,log2_sizing
15422,-4.0830846877606115
15427,-14.781689893157175
15428,-2.188161385582137
15431,-4.606948412006324
15436,-6.71878417184358
15438,-9.014877513888834
1544,-2.326236495314823
15440,-6.5147784868333085
15442,-2.9678618376359203
15442,-2.9678618376359203
15445,9.592189581850726e-4
15446,-2.2307849906066255
15453,-4.3618581116957165
15454,-4.806417421669058
15456,-3.0339531835967195
15458,-0.04690186192658926
1546,-3.4415352739522245
1546,-3.4415352739522245
15462,-2.3046969550409675
15464,-5.36854519306399
15465,-2.1671329124206733
15466,-10.97481713741661
15469,-5.239369010920737
15470,-0.5082830137894181
15473,-2.1061087104520544
15474,-0.4475251857444291
15477,-0.14702096381158422
15479,-7.528308774292512
1548,-0.298083619113743
15480,-0.5728698755786092
15480,-0.5728698755786092
15481,-10.13299174571679
15482,-4.043105950654649
15484,-6.686990936740548
15487,-3.5256221831583985
15487,-3.5256221831583985
15488,-0.5227604297926817
15488,-0.5227604297926817
15492,-2.154756586943673
15493,-1.1518825334464944
15495,-1.3837170126431675
15496,-4.108419565413761
15497,0.3912295091062541
15498,-1.8331266193993314
15498,-1.8331266193993314
15500,-2.965996230128713
15500,-2.965996230128713
15501,-2.7997719082903987
15502,-1.9316923760231373
15503,-0.7365809179183839
15504,-6.898509880595105
15505,-4.9708131339641595
15506,-1.072390241891031
15507,-3.250793019645161
15508,-2.4146515869422838
15510,-4.927599511670068
15513,-1.9732962959497995
15514,-5.1439471630538005
15519,-4.135689537268905
15519,-4.135689537268905
15525,-10.251016105206915
15537,-1.3396885263938492
15537,-1.3396885263938492
15539,-12.308486186098627
1554,-5.626597468690807
1554,-5.626597468690807
15543,-4.033467217927283
15544,-4.280384125382627
15546,-0.3799255681881425
15553,9.592189581850726e-4
15554,-5.039554399012003
15555,-0.6900267816546951
15559,-0.49238279234892784
15561,-3.221238541102741
15561,-3.221238541102741
15566,-8.920306493609148
15569,-6.965061081848764
1557,-1.326543625512771
1557,-1.326543625512771
15571,-11.164772607535168
15575,-3.51463820505102
15577,-3.053071772491899
15579,-6.160708319985659
15583,-1.6167740118899472
15585,-2.8101675533211017
15586,-4.6535527478828955
15587,-12.810578577388105
15589,-0.5891942813920735
15595,-3.8868705770194567
15596,-1.50396776998572
15597,-2.522551510530857
15600,-5.868895831000013
15601,-6.550316922171241
15602,-2.529394247440368
15604,-4.746052715296277
15605,-4.899078528738493
15606,-3.273358017642686
15608,-6.897114775948502
15609,-3.079170123499483
15610,-2.3744887244793778
15616,-3.165422482420504
15618,-7.285958702325313
15619,-3.6266612375493352
15620,-1.7319735067077748
15621,-6.249660494565016
15622,-5.2976135089916125
15623,-2.5019511553021383
15623,-2.5019511553021383
15625,-3.694569741632403
15626,-5.686671264328256
15626,-5.686671264328256
15629,-0.5434599453261594
15633,-2.9413042811844257
15634,-2.787909400033094
15637,-1.1382216945624677
15637,-1.1382216945624677
15638,-3.0451525673016495
15640,-4.982028586725882
15641,-1.2669722876589065
15642,-0.5406512364711431
15644,-2.795434975712592
15644,-2.795434975712592
15645,-8.560970576415098
15650,-2.4601489193662527
15651,-0.12402587988393955
15652,-9.023437948609784
15654,-7.680784929393733
15657,-5.0935514654050555
1566,-0.13351477175826518
15662,-0.43360788372281883
15662,-0.43360788372281883
15663,-7.716853232184
15665,0.5531014214359893
15666,-6.712287763089739
15674,-0.5345636755248501
15675,-9.450287247540283
15680,9.592189581850726e-4
15685,-3.139637486828311
15688,-1.686454035946367
15689,-0.1276200265109721
1569,-0.2451222410263768
1569,-0.2451222410263768
15690,-2.132353935610306
15691,-2.3138500790404533
15693,-4.508570500229233
15694,-3.643592426314762
15699,-1.0140289653748114
15702,-6.006532579367211
15704,-9.695112678468583
15705,-1.613918874887605
15705,-1.613918874887605
15709,-3.173717775365382
15711,-0.6563276368139358
15712,-3.4956935110917606
15713,-1.8756515186626113
15716,-6.029926923563416
15717,-2.200351753562938
15719,-4.080937037736096
15720,-2.2177525959887276
15723,-0.4930345222182318
15724,-3.1498254866845605
15725,-6.944185231728039
15726,-4.526906849944827
15727,-5.688038520447027
15729,-0.9922175110883862
15731,-0.39737691896873906
15736,-4.043705339539338
15737,-4.65492175123465
15738,-2.556966055532712
15740,-4.292878806833752
15742,-4.126471869234253
15746,-2.71101649138623
15748,-2.974760294554168
1575,-0.7522803715953315
15750,-0.5537772448525373
15752,-2.837030944754677
15759,-2.874472154455228
15760,-6.417787621062491
15760,-6.417787621062491
15761,-11.146528134829145
15761,-11.146528134829145
15764,-5.107494179719453
15764,-5.107494179719453
15765,-3.95438686808584
15772,-5.668869571284698
15776,-4.536943924178453
15781,9.592189581850726e-4
15782,-5.329600967219398
15783,-9.368858292398476
15783,-9.368858292398476
15785,-7.460957030548184
15787,-3.1407548614971725
15787,-3.1407548614971725
15788,-0.8707296362606041
15789,-7.9652644899061515
15792,-0.5903653796192928
15795,-0.568497781792937
15798,-5.347961783155491
15799,-2.397971144950141
1580,-2.940022918759903
15802,9.592189581850726e-4
15805,-2.6138313726834403
15806,-6.964948864338717
15811,-6.9128196729562275
15815,-1.0636874751869467
15816,-3.3360586393379723
15817,-5.432878080496165
15818,-2.9210688770692426
15819,-4.540517519634459
15820,9.592189581850726e-4
15822,-3.704504931570045
15826,-3.5382655769164115
15830,-2.588374781277958
15832,-2.385953800183488
15834,-6.490321928441231
15835,-5.4784943914736015
15837,-2.1319777498022794
15838,-3.3867068548378105
15842,-3.474128659354851
15843,-2.919470771667832
15847,-0.6434451543804729
15848,-2.3732415910125773
1585,-4.808662601782073
1585,-4.808662601782073
15850,-3.7331188034931264
15852,-16.781809033294053
15854,9.592189581850726e-4
15857,-7.025362564585293
15857,-7.025362564585293
15861,-5.38969962536019
15866,9.592189581850726e-4
15867,-7.787511386535491
15868,-4.222957116873933
15873,-10.956502119794306
15875,-7.484377625225448
15880,-5.287791185584307
15881,-0.42810320191452766
15883,-7.209186479641794
15883,-7.209186479641794
15885,9.592189581850726e-4
15894,-3.187962871788651
15895,-9.935964657623138
15906,-6.06285138247298
15907,-7.21183620529558
15910,9.592189581850726e-4
15913,-10.207915530060994
15915,-8.72823961636448
15929,-2.7868065051027022
15931,-2.2836434952063436
15933,-3.2470897633860365
15937,-1.447029948345091
15939,-0.6945632151361752
1594,-1.3210948805048799
15940,-1.1635106334288075
15941,-0.3273958092914629
15948,9.592189581850726e-4
15952,-4.384419385372048
15952,-4.384419385372048
15956,-1.2006418496273707
15958,-3.2968345812370226
15958,-3.2968345812370226
15959,-2.63246307870955
15965,-0.886905408878901
15966,-3.2028035331008966
15972,-4.06757764521227
15980,-10.753789821683606
15986,-0.48690196593095
15989,-7.426625937030018
15992,-5.843716775873331
15992,-5.843716775873331
15993,-9.242297907188568
15994,-4.539365130407901
15996,-3.8695242005497352
15997,-5.934877863020704
15998,-3.780103637829654
15999,0.012846248974961774
16000,-5.5227323393176455
16001,-2.305012080528826
16003,-8.70882030633747
16004,-6.22836373400811
16005,-2.5790534298092456
16013,-5.303230626277584
16015,-3.7710307070690523
16016,-4.5350392939596125
16018,-0.829279645756918
16019,9.592189581850726e-4
16019,9.592189581850726e-4
16021,-3.8448687356639666
16023,-2.413630587875947
16027,-5.687310234074866
16030,-4.347539576789639
16031,-2.659697910608644
16031,-2.659697910608644
16032,-1.4556708370824514
16033,-5.0204451853947045
16034,-9.471355294188902
16035,-7.448495945323903
16036,-2.981193086031201
16038,-5.240566999040005
16041,-6.89900299711358
16042,-7.2864277597556155
16044,-6.3124313339802685
16046,-12.473036016073348
16048,-3.56625059339158
16048,-3.56625059339158
16049,-5.303139474203315
16051,-7.781844888956328
16059,-1.363450970772467
16059,-1.363450970772467
16060,9.592189581850726e-4
16060,9.592189581850726e-4
16061,-3.677145840907908
16069,-4.351013616569174
1607,-5.8983617298217705
16070,-3.4633733602012224
16072,-6.503459841395545
16075,-2.9820893242401976
1608,-2.2478226008032287
16080,-2.0979595490519647
16082,-4.26989361279547
16083,-0.08832089110616484
16083,-0.08832089110616484
16084,-3.2898028251254807
16084,-3.2898028251254807
16088,-7.8491870308651315
16090,-7.809399867085659
16091,-1.6606119468389695
16092,-7.652818254794759
16092,-7.652818254794759
16096,-1.1245654311890942
16100,-4.548858966194347
16101,-2.9846902175169925
16103,-0.2893865863592375
16108,9.592189581850726e-4
16118,-2.0651843637736444
16119,-1.3564017768154608
16119,-1.3564017768154608
16120,-4.492803227762182
16123,-9.432800414128005
16125,-7.552741098339919
16126,-0.5166050212635878
16128,-3.0965647435626633
16130,-2.5827777858670515
16132,-3.087718190546494
16133,-3.7268997279119973
16134,-3.7986678807280367
16135,-0.9721946130912498
16137,-5.322058974392528
16138,-8.568321696030473
16140,-6.061426533069707
16141,-4.133487630412835
16144,-3.1139957283989177
16145,-4.64693922704217
16148,-6.45313765664836
16150,9.592189581850726e-4
16152,-7.143389904240833
16152,-7.143389904240833
16156,-0.641669146395219
16157,-4.842887413081805
16160,-4.031962904498771
16160,-4.031962904498771
16162,-2.3358646954996387
16162,-2.3358646954996387
16163,-4.3354100428590545
16165,-2.0122580075328522
16169,-6.031614660157097
16173,-3.5012840523383026
16175,-4.964130186365637
16175,-4.964130186365637
16181,-5.11838851078992
16183,0.04538170794290736
16187,-3.223834686243235
16194,-1.6377457696618745
16198,-2.476944179221987
16199,-2.3587572880228804
1620,-0.25207922874520006
16201,0.5058432110783968
16202,1.8036724058031766
16206,-1.2512092888038975
16208,-1.4999418459507055
16210,-0.2483599755329576
16211,9.592189581850726e-4
16214,0.4974590983255677
16215,-7.777435476558054
16215,-7.777435476558054
16216,-6.381651216894491
16218,-3.9663783554790344
16219,-4.270905572913874
16221,-1.4203956513456597
16222,-6.176965907473797
16226,-5.938902860518773
16226,-5.938902860518773
16228,-0.9220262956204318
16228,-0.9220262956204318
1623,-1.308009961215616
16230,1.1657801666815417
16231,-2.9462385995624536
16234,-6.8941615339963835
16235,-7.058305860440451
16238,-5.442189492501389
16239,-1.8678532649891182
16239,-1.8678532649891182
16241,-3.283505995246302
16243,-1.918321599760449
16245,-3.4861005456357965
16259,-5.216756477204698
16260,-5.081699771349768
16262,-3.8589685934163267
16264,-1.7630207846960682
16265,-5.268753247819469
16270,-7.117128835240393
16272,-5.324393067102844
16275,-4.0319245227220195
16278,-1.8170526974588226
1628,-3.4794724886628123
16281,-5.7204817608984735
16286,-4.9291382880809085
16287,-4.663161816404845
1629,-0.3459709666188695
1629,-0.3459709666188695
16292,-9.755947925542927
16293,-7.912646652129173
16293,-7.912646652129173
16294,-2.9650475583964573
16308,-7.059108878025825
16311,9.592189581850726e-4
16313,-7.626253543242352
16314,-3.9536561576944282
16316,-5.943757949018735
16316,-5.943757949018735
16319,-3.6685990815403815
16319,-3.6685990815403815
16321,-1.008862212887051
16322,-3.688106309514546
16329,-7.875433125688241
16329,-7.875433125688241
1633,-0.6190746393437958
16333,-6.520075952934604
16337,-7.123653405278029
16338,-0.5086690717272604
16339,-2.002391843107529
16340,-3.568447368748632
16344,-3.3391538053028924
16347,-0.7046201834152497
16349,-4.657241053167073
16357,-3.390956596772701
16357,-3.390956596772701
16358,9.592189581850726e-4
16363,-10.601013293869576
16363,-10.601013293869576
16371,-2.7859484987926497
16376,-3.0386322977788223
16377,-9.15706010347633
16380,-2.6181725650517063
16384,-5.788492259348549
16387,-4.146451745757425
16390,-0.6102264192986784
16396,-1.913921308378099
16398,-6.816215090884045
16400,-0.08295392603270924
16401,-5.097085549575271
16402,-0.027560461868400273
16402,-0.027560461868400273
16403,-4.461674084349761
16406,-2.129168985373857
16408,-2.3756530756071927
1641,0.1822627852370243
16410,-0.5420566749755332
16411,-5.039951066531461
16412,-2.3951624140834102
16412,-2.3951624140834102
16415,-5.457690178438134
16417,-6.115469775127947
16425,-2.3007650614342463
16425,-2.3007650614342463
16426,-0.0874503110268217
16428,-1.7459588786670883
16428,-1.7459588786670883
16431,-5.662909028605268
16435,-1.5282534521744178
16436,-3.051426531908663
16439,-10.466779756983724
16440,-2.8646473600327265
16445,-10.730338196818712
16451,-3.7018297672269247
16452,-4.34597792067808
16453,-2.935069155426058
16454,-0.5965151260682545
16457,-3.3749394396593324
16458,-3.93930773521038
16459,-2.20973843295819
16465,-5.38155051117409
16466,-2.8914757558507787
16467,-3.0471964105142044
16468,-0.14742355346510844
16469,-1.433386774965585
16470,-5.276146049204982
16471,-6.037458402439262
16471,-6.037458402439262
16472,-0.3778771893606002
16475,-6.867417867303826
16476,-0.2597192703195062
16477,-5.3857340517378125
16479,-2.427230281992652
16479,-2.427230281992652
16482,-0.3766403426977375
16484,-4.4248631164263
16485,-0.17230809744530726
16486,-5.078632174030904
16489,-5.180026277591222
16490,-4.003190329550647
16491,-0.6041927998691483
16493,-8.530909535877448
16494,-3.41666719600389
16496,-1.5278327310806317
16499,-6.98919386710959
16499,-6.98919386710959
16501,-3.0913259971397826
16502,-3.809405461796328
16505,-6.660221994680583
16506,-3.381896977337519
16507,-2.1787981837803305
16509,-8.646951306816526
16510,-7.638749818097077
16511,9.592189581850726e-4
16525,-6.133501075395109
16533,-6.33461127084226
16539,-2.0535001792780974
16544,-4.736364682757374
16546,-3.652096978453081
1655,-0.16711446877383462
16554,-4.122461150306487
1659,-3.06341001410298
1659,-3.06341001410298
16592,-6.495697217226368
16611,-1.2057085898929023
16612,-5.727348464815231
16625,-0.7115509559810773
1663,9.592189581850726e-4
16635,-3.5477901506954677
16658,-4.597580222462575
16660,-6.740854570067433
16668,-6.708000076490701
16684,-8.026229561162625
16685,-1.345519906916326
16696,-2.8048131533162093
16703,-0.26263685506450163
16703,-0.26263685506450163
16710,-9.036253523255487
16711,-5.82227023519944
16724,-2.323643559397779
1674,-6.659083323315615
1674,-6.659083323315615
16754,-6.295007087738589
16755,-7.755621554397759
1676,9.592189581850726e-4
16760,-5.699781557391497
16762,-2.351723518502489
16769,-5.715658988253198
1677,-1.242931958878241
16775,-1.2712125279980144
1678,-5.348285576692643
16787,-6.69975866093156
1680,-4.234219313168367
1680,-4.234219313168367
16806,-5.459646003452305
1681,-8.895443115882408
16810,-4.243581740779502
16819,-2.1084458027412176
1682,-1.8875904883121708
16820,-7.651790594560558
16836,-0.36004248761740776
16837,-4.323358215341494
16846,-7.147777951428274
16849,-2.1501744272525207
16855,-4.255913487352932
16856,-2.91913123807759
16857,9.592189581850726e-4
1686,-4.394008866339226
16860,-4.300197503481213
16862,-4.077888122380563
16863,-0.20733276412638246
16866,-0.64480937683903
16867,-0.06738317169074669
16867,-0.06738317169074669
16868,-4.055026973638984
16868,-4.055026973638984
16869,-7.870682910467044
16871,-1.8490252962636173
16875,-4.061205381705004
16877,-6.882316577277488
16880,-2.441290894318327
16881,-0.31216666571816776
16882,-4.185938122159333
16884,-3.3879104347822624
16887,-5.35322276141831
16888,-5.994889833789707
1689,-5.799093019617233
1689,-5.799093019617233
16890,1.1285954980560897
16892,-3.717838327259488
16893,-3.487039049786639
16895,-1.252575440661582
16896,-3.37023997587604
16898,-5.614837197330621
16899,-5.779479051209039
1690,-2.7045592897201645
1690,-2.7045592897201645
16900,-2.889220217771648
16901,-7.698601112265166
16904,-0.9339112514733607
16906,-7.680532845424181
16907,-0.7610320458783623
16909,-5.328214631498499
16912,-6.115469700294973
16912,-6.115469700294973
16913,-2.9715907243812114
16913,-2.9715907243812114
16915,9.592189581850726e-4
16926,-7.18321396475023
16928,-7.557320870437037
16929,-6.393899808341734
16929,-6.393899808341734
1694,-1.7291358423025525
16941,-4.656343474096415
16942,-4.021965714179369
16944,-2.060829691110651
16952,-4.271439225168363
16953,-2.5346234964355476
16954,-4.886556008574749
16959,-2.0917759222086145
16962,-0.7238356238774366
16963,0.026179656888173086
16966,-1.9808037497251
16969,-6.868615699080808
1697,-5.583544486523764
16970,-3.59681306080647
16971,-2.996585889159256
16973,-5.236609335662188
16984,-0.6033138339867032
16985,-7.192922449073165
16986,-5.297769155994229
16988,-5.13277206206109
16991,-4.676682990556966
16992,-1.4229068049191567
16996,-1.204174138415572
16999,-3.854018045866787
17001,-3.9987128700839585
17002,-4.24123422029827
17003,-0.2767953604553542
17003,-0.2767953604553542
17006,9.592189581850726e-4
17007,-4.138993052932204
17008,-0.9596243231511665
17011,-4.532201932773628
17016,-2.000415134640538
17017,-3.743394164605541
17025,-0.3415942788314589
17038,-7.422768004605974
17039,-4.759337186057973
17045,-3.4191654100439077
17046,-10.388411562867573
17054,-5.684663078839613
17057,-12.146847393613488
17059,-3.505822200711579
17064,-5.06385449663734
17067,-0.9180436685120145
17069,-6.759559659713965
1707,-1.7884347596839965
17072,-4.235596208948059
17072,-4.235596208948059
17076,-5.295820976948668
17076,-5.295820976948668
17077,-5.63654585718822
17080,-5.689522283724367
17081,-6.367745067893774
17083,-8.71911326742876
17086,-11.368102542191956
17088,-1.3578220435545103
17090,-3.8036882874673323
17092,-0.9521233375441823
17094,-9.047384355426606
17096,-4.712731972500327
17100,-5.377815720405249
17106,-3.412907919864145
17109,-4.735518573357191
17110,-4.5728719920802705
17111,-1.6942757247033902
17113,-4.82702160875228
17115,-7.505593484008536
17115,-7.505593484008536
17118,-3.1104779015847748
17119,-7.010505474402718
17124,-6.34906184379695
17134,-4.928104703075007
17135,0.31583193914118013
17139,9.592189581850726e-4
17139,9.592189581850726e-4
1714,-0.046990311606259175
17140,-3.7862858686472496
17152,-3.9370913625707247
17163,-2.218623446507375
17163,-2.218623446507375
17171,-7.401353249015969
17171,-7.401353249015969
17172,-1.3545239615518387
17175,9.592189581850726e-4
17175,9.592189581850726e-4
17177,-6.129512894305018
17178,-0.8502617286023098
17180,-1.0848093348882355
17180,-1.0848093348882355
17183,-5.712375740787058
17184,-4.15827557868023
17185,-3.3745267150670992
17187,-0.9967484833477266
17190,-5.988091473991763
17190,-5.988091473991763
17192,-6.609238369729063
17194,-3.9521815957286877
17196,-4.428664152587713
17197,-1.971778995978252
17198,-7.334512786749539
17199,9.592189581850726e-4
1720,-1.2744077721902691
17200,-1.0358954421243691
17201,-0.6247478361270454
17202,-9.58178173587841
17203,-6.630872350227498
17203,-6.630872350227498
17205,-5.187803228259587
17206,-3.120930257692882
17206,-3.120930257692882
17207,-7.798192104925355
17209,-4.215229812383222
17211,-5.071776705875209
17212,-12.916474172981431
17215,-1.5708558048702506
17216,-0.21580432859008422
17217,-0.22347683323848924
17218,-3.4735377933859746
17222,-7.17136584833741
17224,-1.1447469617730057
17226,-2.806163773549285
17227,-6.812086079809646
17228,-0.33265822002131523
17229,-3.8847137860893897
17230,-2.4668140857125573
17230,-2.4668140857125573
17232,-6.267664293513282
17233,-0.09481195307140898
17235,-4.0266412036474
17242,-1.6064936193412285
17243,-5.599689179962426
17245,-0.5509569562310236
17246,-2.447798955860802
17248,-1.9934592502092068
1725,9.592189581850726e-4
17250,-1.4600505794127459
17251,-1.01757897454708
17252,-0.8831878836365719
17253,-5.226006376939507
17254,-4.828130935216831
17257,-5.764038463152796
17258,-5.513224294302547
17261,-5.969533326898251
17264,-8.262058664173898
17267,-3.9830347628253056
17268,-0.7769328646485546
1727,9.592189581850726e-4
17271,-0.021730248651626222
17272,-1.8755059188383956
17274,9.592189581850726e-4
17275,-0.25263347836145145
17275,-0.25263347836145145
17276,-3.0901217434593793
17279,-2.6664418017051745
17283,-1.2550819352977973
17284,9.592189581850726e-4
1729,-2.4414624607313975
17292,-12.475224375818753
17293,-3.317108949610999
17295,-0.6553642842693426
17296,-4.651042593651159
17297,-2.003906058383181
17297,-2.003906058383181
173,-3.0875933624801877
17300,-5.418697574315599
17302,-0.6726254261349105
17304,-8.990654175989107
17305,-4.741777345297518
17309,-1.0312409327395649
17310,-6.099158174709359
17312,-1.7255123465495092
17313,-3.3045427949472486
17318,-10.290379435999768
17322,-3.967752906143939
17323,-3.2710281491724813
17323,-3.2710281491724813
17331,-7.643131307853866
17333,-5.466650758077606
17337,9.592189581850726e-4
17340,-1.0434176964863309
1735,-0.3498781182438234
17356,-0.8486629478237683
17358,-7.022697459812374
17358,-7.022697459812374
1736,-6.443710300799211
1736,-6.443710300799211
17361,-6.9380187636252835
17363,-7.067378566566768
17364,-1.3253608978427576
17365,-2.231324145583957
17369,-0.40736610991917604
1737,-2.67311460492924
17371,-4.3552934978391935
17373,-2.353421823381382
17374,-3.9619884335184508
17377,-1.8715116414058746
17378,-1.5887347565502705
17382,-0.8421734808518097
17385,-2.1090792341376314
17386,-1.522528813942743
17386,-1.522528813942743
17387,-4.203350675024182
1739,-8.654858642693148
17390,-2.3580166635134168
17392,-0.3070936597087217
17394,-5.032799150555161
17394,-5.032799150555161
17398,-9.326980359059332
17398,-9.326980359059332
17399,-4.0516151895355055
17400,-5.920222354048843
17401,-2.300812367786989
17403,-10.374815922140254
17403,-10.374815922140254
17404,-4.016969792204391
17405,-6.379880577353158
17406,-6.6470477288082295
17407,-4.215687679889156
17408,-3.6094197834282333
17410,-0.9708788775718658
17411,-2.778946518667071
17413,-4.929266772128809
17415,-0.060599217784429456
17416,-5.898706266866957
17417,-4.4627080187253485
17419,-5.096195313868005
17420,-3.2524478680215547
17422,-1.4606279011858911
17427,-0.9651154088569739
17428,-1.3625916756548284
17429,-8.002893635663554
17430,-1.692680948621324
17436,-2.5518398763004293
17437,-3.765655154700349
17439,-4.993704665794626
17443,-5.594597590834099
17446,-4.80766774578157
17447,-2.5169192865443555
17450,-3.923512514930743
17451,0.39230317240448487
17452,-0.510150512235049
17453,-4.541594443893586
17453,-4.541594443893586
17455,-1.511178881308685
17456,-2.388440155606018
17461,-3.879279188418662
17461,-3.879279188418662
17463,-4.236616793448698
17465,-3.7319476206630418
17469,-0.7620277223472318
1747,-5.201860614267759
17471,-7.687848179204012
17474,-0.3148888053105259
1748,-1.202038947148211
17481,-3.146006412364588
17481,-3.146006412364588
17482,-4.53538038045477
17483,-0.36610395508549654
17485,-2.6878151856232493
1749,-6.936632970014285
17490,-4.92125965498583
17491,-3.863763593228181
17494,-4.467130874673222
175,-1.1536712189583096
17500,-3.082550242834618
17503,-2.288308781200728
1751,-2.0955201949261126
1751,-2.0955201949261126
17510,-3.909858470164994
17514,-0.5704866241304427
17515,-2.3696431248012537
17518,-2.108285037068167
17518,-2.108285037068167
17519,-5.115005466856209
1752,-1.2826360611776835
17521,-3.510380011198439
17522,-2.9977490833630607
17523,-2.9657658760893186
17527,0.1674177245671368
17529,-1.8261827755420657
17530,-0.22388025193122246
17530,-0.22388025193122246
17533,-7.308846490154077
17535,-2.561896480414422
17536,-0.3664089288168778
17539,-4.284450883773142
17541,-6.32588218583909
17542,-1.3127886824790396
17546,-5.74032187411845
17550,-2.266525830687949
17553,-1.206272576402296
17556,-3.3527510839812074
17558,-5.244534289512657
1756,-0.5095452524192905
17560,-6.135668727802583
17561,-0.3332377021524792
17562,-1.4904277446295047
17564,-9.317652390548215
17564,-9.317652390548215
17566,-1.481297121785668
17568,-9.486493277608945
17568,-9.486493277608945
17569,-2.9723213187844015
1757,-4.350332300874538
17573,-6.9140947006486
17576,-3.3077467154103593
17577,-0.24955393704735945
17579,-2.2300263265466977
17580,-6.133187415575705
17582,-4.6817978684190935
17583,-5.8663668463039755
17584,9.592189581850726e-4
17587,-6.077958523758527
17588,-4.14420469536502
17591,-0.8242339783035092
17592,-3.552511405391498
17594,-0.8922427716131073
17598,-1.3996861793572493
1760,-1.1560345093896682
17602,9.592189581850726e-4
17604,-4.123550969686157
17605,-1.547400260886013
17606,-6.653429577475205
17607,-0.9613398427610172
17608,-8.132349200918966
17608,-8.132349200918966
17609,-3.223541319289914
17613,-0.7423775854099656
17615,-1.253399360166309
17616,-3.0381256149064817
17617,-4.399209424271524
17617,-4.399209424271524
17618,-9.218610082375458
17619,-6.078767486568154
17620,-1.5705203470957632
17620,-1.5705203470957632
17621,-2.628610699985127
17622,-2.508369810526852
17628,-4.846246107194816
17630,-1.1681229879535726
17645,-4.3131903237556966
17647,-7.014894011538351
1765,-0.2408521002621643
1765,-0.2408521002621643
17655,-0.04758565245525448
17655,-0.04758565245525448
17657,-3.4534949046960466
17659,-13.921082985893339
1766,-1.669126921724597
17661,-2.5120657523799776
17662,-7.194360302937449
17663,-0.47681190183470984
17667,-4.587766959877989
1768,-2.4480089068291377
17682,-4.684421262623388
17684,-1.9213465889259138
17685,-4.079657267102457
17686,-0.6262187333695839
17688,-2.2615628459964547
17689,9.592189581850726e-4
17690,-0.6153506705206229
17691,-0.3546284552881382
17695,-4.508660284153835
17700,-2.1214603631524658
17701,-8.111096218769882
17701,-8.111096218769882
17702,-3.7096558054389117
17704,-3.4547641872961394
17707,-2.399895976375619
17709,-1.491471715400915
17710,-1.1528684366047814
17711,-2.280413141810228
17712,-5.721237762362217
17713,-4.5213479356051
17714,-3.545102178918964
17715,-5.37816597398288
17716,-2.4891819060017224
17719,-4.279745258403749
17720,-3.536208433383989
17722,-3.52510402168998
17725,-7.128053041976865
17736,-4.081107745628302
17738,-3.1396816272431303
17739,-6.729546256244157
17748,-3.869617736128217
17753,-2.6038750677542364
17755,-5.776169518099094
17759,-3.972009460949974
17761,-7.1627567085138715
17765,-1.9385827538366716
17766,-3.9803723572498635
17774,-3.2371860049607313
17775,-5.515911448450755
17778,-2.8720887002541295
1778,-2.5842665734406287
17782,-7.160741891734473
17784,9.592189581850726e-4
17784,9.592189581850726e-4
17785,-7.176536033006531
17786,-1.9459746385435592
1779,-3.639531689961292
17793,-6.226811018438073
17795,-7.851323617798895
17797,-5.900890363028768
17804,-4.596951173892636
17809,-4.3138281167673656
17818,-4.650077785102095
17821,-6.548286186502137
17823,-7.390891368290184
17830,-3.805418974431195
17833,-6.316453280500965
17843,-5.170928395374442
17851,-6.361996123363751
17853,-2.2684650409321474
17855,-6.950076584187908
17859,-4.567117212402195
17860,-2.9904743564501772
17867,-6.381350106531198
17869,-4.73702602162223
17873,-3.128617097028819
17896,-6.737808761469687
17906,-3.096098818634196
17909,-0.6842107814864707
17914,-3.330527966840712
17915,9.592189581850726e-4
17916,-3.6572925320619927
17917,-2.5016653378983644
17918,-2.824997744840566
17919,-0.5575170685922234
1792,-1.9294032848683698
17921,-5.05121640584281
17926,-3.9114153915938843
17927,-4.931407634919119
17928,-7.257784399900451
17929,-3.9082362277511726
17930,-4.608660379696872
17931,-4.930776349279197
17931,-4.930776349279197
17932,-6.959290741916111
1794,-1.460802950796676
17940,-6.7852038616843044
17944,-6.509866133786319
17946,-0.5060675114347265
17947,-2.413603682230562
17947,-2.413603682230562
17950,-7.442386046852566
17951,-6.147202631575148
17952,0.07430573352845743
17954,-1.0133448673190293
17957,-9.413217608878409
17959,-0.8327516160538252
17961,-3.01422641928067
17962,-5.639950253313308
17964,-3.4868852183063574
17967,-3.1801141718910624
17969,-12.724643425884459
17970,-5.33776083346502
17971,-5.1148503274901875
17972,-5.179303289206758
17973,-3.9871032333085275
17974,-4.128353134723483
17977,-6.159304777171404
17978,-6.30152032247639
17979,-4.011635081543876
17980,-1.502999553062679
17980,-1.502999553062679
17981,-8.413434883079633
17982,-6.57221481899736
17983,-0.7083165599128973
17984,-2.3259541389214307
17985,-4.334585097697266
17988,-4.2928574490002145
17989,-3.9909020982048005
17990,-2.017576065674732
17991,-4.931621631307886
17991,-4.931621631307886
17992,-7.799899570116139
17994,-4.5613587308943755
17997,-7.304491563979065
17998,-9.547614642399134
17998,-9.547614642399134
17999,-1.0058903888555117
17999,-1.0058903888555117
18001,-11.203097054898269
18002,-4.408304814345211
18003,-5.922622753819527
18004,-0.5189900886744199
18005,-4.474025035138308
18006,-0.9648288819374405
18006,-0.9648288819374405
18007,-1.230071964030918
18008,-6.8760531743304245
18009,-2.4021987400298457
18011,-2.2539418788443517
18011,-2.2539418788443517
18012,-5.566542278983306
18017,-1.8658790567879342
18020,-4.9380812117094175
18020,-4.9380812117094175
18022,-7.677476767271077
