DayNight,activity,term,estimate,std.error,statistic,p.value,r2,r,FDR
Day,accumolite,log(sample_pc),-0.6277585985182342,0.14433570976933688,-4.349295122610034,2.510492853005772e-5,0.11198659005290468,0.33464397507336763,3.347323804007696e-5
Night,accumolite,log(sample_pc),-0.7934909411798953,0.09533695159460248,-8.323015660853361,2.1935652686875414e-14,0.2801466582989599,0.5292888231381425,8.774261074750166e-14
Day,depletolite,log(sample_pc),-0.8231812204802849,0.1798494214405774,-4.57705792927594,9.06819152891381e-6,0.1097120639464938,0.3312281146679638,1.813638305782762e-5
Night,depletolite,log(sample_pc),0.8333351395227122,0.2870173855762666,2.903430877016603,0.004359279551607682,0.06270859516184812,0.2504168428078433,0.004359279551607682
