feature_number,DayNight,CCA_log2_change,CCA_log2_sizing,CCA_xic,Dictyota_log2_change,Dictyota_log2_sizing,Dictyota_xic,Pocillopora verrucosa_log2_change,Pocillopora verrucosa_log2_sizing,Pocillopora verrucosa_xic,Porites lobata_log2_change,Porites lobata_log2_sizing,Porites lobata_xic,Turf_log2_change,Turf_log2_sizing,Turf_xic,Water control_log2_change,Water control_log2_sizing,Water control_xic,Organism,post_filtering,network,net_act,net_activity,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
10066,Day,-0.2019425302158415,-3.3604686223887037,1383572.8235468743,-3.3604686223887037,-3.3604686223887037,1372913.7601152314,0.09816770036860206,-3.3604686223887037,1097951.9432929684,0.5686127943519441,-3.3604686223887037,340327.45202148304,-0.3433402309386555,-3.3604686223887037,732868.5671406265,0.5866832823867086,-3.3604686223887037,817819.4729570295,NA,NA,-1,-10066,NA,NA,NA,NA,NA,NA
10067,Day,1.6137931803355376,-4.830669966060176,3537365.3619648074,1.0527278496572465,-4.830669966060176,5738015.173093785,-1.3581441800744651,-4.830669966060176,1348180.3111093487,-0.4118178429467929,-4.830669966060176,1268262.3848203113,-2.2635949713923114,-4.830669966060176,2196589.911679693,-4.830669966060176,-4.830669966060176,34119571.53575981,Dictyota,1,-1,-10067,recalcitrant,NA,NA,NA,NA,NA
10068,Day,-6.6,-6.6,700042.62027343,-4.230739656673299,-6.6,438241.00351561746,-4.565303606839203,-6.6,382274.7479687318,-5.305893208958553,-6.6,1204192.4536855284,-6.6,-6.6,1236104.4404629108,-3.706788529483112,-6.6,850567.2288984298,NA,NA,-1,-10068,NA,NA,NA,NA,NA,NA
1007,Day,0.7325412264963825,-0.6092128051643364,977896.3087539102,0.8952724063909994,-0.6092128051643364,1267454.6800117313,3.310120526122944,-0.6092128051643364,527859.7843027352,0.8568761871007455,-0.6092128051643364,395711.2380449277,5.552072211085705,-0.6092128051643364,159987.11581249884,-0.6092128051643364,-0.6092128051643364,922095.1133144477,NA,NA,355,355,recalcitrant,NA,NA,NA,NA,NA
10071,Day,6.6,-6.6,0,-6.6,-6.6,32674.89565429612,-6.6,-6.6,12187.442141601088,0,-6.6,0,0,-6.6,0,-6.6,-6.6,19485.74534765503,NA,NA,1834,1834,NA,NA,NA,NA,NA,NA
10072,Day,-0.4801474645804738,-6.6,196407.01303906072,3.3,-6.6,0,-1.4656362218848649,-6.6,81780.18290624997,0.13476888953767002,-6.6,932141.6980742244,-6.6,-6.6,193679.39444824372,-1.5527005984106172,-6.6,434331.53581054497,NA,NA,198,198,recalcitrant,Lineolic acids and derivatives,1,subclass,2,Library
10081,Day,-5.004323748234507,-5.004323748234507,43596866.08209174,-0.025088184804627156,-5.004323748234507,5201170.664531264,-1.4976351803941677,-5.004323748234507,5503390.999359424,-0.9151949742072303,-5.004323748234507,3350936.538421849,-0.21566585891277595,-5.004323748234507,3350537.1751094554,0.11526047782991897,-5.004323748234507,3288198.813640624,CCA,1,945,945,recalcitrant,Fatty acids and conjugates,1,subclass,1,Library
10082,Day,-6.6,-6.6,555080.7335117165,-6.6,-6.6,314102.43045312417,-6.6,-6.6,599446.2357890784,-3.478562625607562,-6.6,630844.8414062625,-6.6,-6.6,441808.3522382896,-5.037963016483112,-6.6,857999.3621132858,NA,NA,21,21,depletolite,Fatty acid esters,1,subclass,21,Library
10091,Day,0,-6.6,0,-6.6,-6.6,79984.46315234364,6.6,-6.6,0,0,-6.6,0,0,-6.6,0,3.3,-6.6,0,NA,NA,930,930,recalcitrant,NA,NA,NA,NA,NA
10098,Day,0.06143542674467971,-6.6,1236663.3592500258,-4.350101527027039,-6.6,1577011.753343744,-4.269251839768297,-6.6,1529187.632031267,-6.6,-6.6,631275.0277656169,-1.4151864579438258,-6.6,576325.7223632706,-3.8334446379087073,-6.6,895566.922156256,NA,NA,-1,-10098,NA,NA,NA,NA,NA,NA
10102,Day,-3.08717025308236,-3.08717025308236,1959993.2760000147,0.3327094668653753,-3.08717025308236,4634894.989812558,-2.1579101489729884,-3.08717025308236,10886700.483519563,-1.3949158097670082,-3.08717025308236,2774462.416136717,-0.03128003620918063,-3.08717025308236,1878099.889039051,-2.238012420173099,-3.08717025308236,8409538.931632828,NA,NA,569,569,NA,Lipids and lipid-like molecules,1,superclass,2,Library
10103,Day,-1.1883841232914087,-4.561288345577754,40986.7201745614,-4.561288345577754,-4.561288345577754,128027.41511035177,-1.0269135853036222,-4.561288345577754,122556.18511572393,-1.129325022309394,-4.561288345577754,145593.0866655274,0.9164702842343182,-4.561288345577754,63655.07813964601,0.6296584467931021,-4.561288345577754,120060.91302392737,NA,NA,-1,-10103,NA,NA,NA,NA,NA,NA
10104,Day,-3.365378414935086,-3.5996471447758482,111525.16043749961,-3.5996471447758482,-3.5996471447758482,190813.4263203141,1.0893844419996557,-3.5996471447758482,47583.800140625215,0.2725241433186824,-3.5996471447758482,102005.94128320337,-2.6258399640452463,-3.5996471447758482,34206.96915234414,-3.14650956766541,-3.5996471447758482,84322.358755859,NA,NA,1995,1995,NA,Organic acids and derivatives,0.5833333333333334,superclass,12,Insilico
10107,Day,-6.6,-6.6,1905834.6293789018,-6.6,-6.6,932873.3263124924,-6.6,-6.6,4233190.486976513,-3.8975728132276792,-6.6,3362241.182249991,-4.175434760278519,-6.6,1682594.0576249873,-6.6,-6.6,2114364.6933085667,"CCA, Porites lobata, Pocillopora verrucosa, Turf",1,4021,4021,depletolite,NA,NA,NA,NA,NA
10108,Day,-3.0697840643964365,-3.0697840643964365,86554.95774804725,0,-3.0697840643964365,0,0,-3.0697840643964365,0,0,-3.0697840643964365,0,0.0858094664088982,-3.0697840643964365,289541.0234296851,0,-3.0697840643964365,0,NA,NA,930,930,recalcitrant,NA,NA,NA,NA,NA
10109,Day,4.4003704608024625,-6.6,117444.8178339843,-6.6,-6.6,904555.3162500005,-4.0401672194249185,-6.6,265893.9121601564,0,-6.6,0,0,-6.6,0,-6.6,-6.6,79684.44317187526,"CCA, Dictyota",1,1245,1245,recalcitrant,Ethers,1.1,subclass,2,Insilico
