feature_number,DayNight,CCA_log2_change,CCA_log2_sizing,CCA_xic,Dictyota_log2_change,Dictyota_log2_sizing,Dictyota_xic,Pocillopora verrucosa_log2_change,Pocillopora verrucosa_log2_sizing,Pocillopora verrucosa_xic,Porites lobata_log2_change,Porites lobata_log2_sizing,Porites lobata_xic,Turf_log2_change,Turf_log2_sizing,Turf_xic,Water control_log2_change,Water control_log2_sizing,Water control_xic,Organism,post_filtering,network,net_act,net_activity,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
14402,Day,3.3,-6.6,0,-6.6,-6.6,174810.18406640692,0,-6.6,0,3.3,-6.6,0,0,-6.6,0,0,-6.6,0,NA,NA,-1,-14402,NA,NA,NA,NA,NA,NA
14404,Day,2.3635189133447314,-0.9788933492222208,37176.66379125974,-0.9788933492222208,-0.9788933492222208,119166.91366552739,0.9229613941535371,-0.9788933492222208,64186.43145867914,0.9988531854528953,-0.9788933492222208,26992.5729876709,0.5559137292365608,-0.9788933492222208,34411.197597168,0.9488178896635008,-0.9788933492222208,16254.063161743206,NA,NA,1249,1249,NA,Organosulfur compounds,0.7,superclass,5,Insilico
14406,Day,-0.268836553641277,-0.4842705612814861,5470798.4067031285,2.338418777424112,-0.4842705612814861,2565561.492734382,-0.4842705612814861,-0.4842705612814861,6161241.534031248,0.36414893513227625,-0.4842705612814861,5024668.009000003,0.2898571939208655,-0.4842705612814861,3528004.6677656393,0.16140522874172994,-0.4842705612814861,3903478.211468747,NA,NA,-1,-14406,NA,NA,NA,NA,NA,NA
14407,Day,-2.711151858692376,-2.711151858692376,141346.9208437503,2.8432737125425325,-2.711151858692376,143525.13917578268,6.6,-2.711151858692376,0,0.7733201349365231,-2.711151858692376,136257.6126972655,0,-2.711151858692376,0,2.387855574029945,-2.711151858692376,99081.05881445354,NA,NA,-1,-14407,NA,NA,NA,NA,NA,NA
14409,Day,-6.6,-6.6,95783.2134863301,-3.5474523644086724,-6.6,139731.23455078085,-4.609434293143229,-6.6,1242783.8874238175,-4.825349171252006,-6.6,1728787.9957988365,-6.6,-6.6,82914.54797265379,-3.1829753551758437,-6.6,41184.95140624896,"Porites lobata, Pocillopora verrucosa",1,6163,6163,depletolite,Fatty Acyls,1.1,class,2,Insilico
14414,Day,6.6,-6.6,0,-6.6,-6.6,313600.5614218757,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,NA,NA,10,10,NA,"Amino acids, peptides, and analogues",1,subclass,9,Insilico
14415,Day,0.1466030839872222,-0.12698715946944122,3266039.0754999956,-0.12698715946944122,-0.12698715946944122,3159770.7639844404,2.2084478271145334,-0.12698715946944122,2450330.981515673,2.923105678163619,-0.12698715946944122,2628104.167085905,0.3947511475678769,-0.12698715946944122,2879428.73389062,0.36256554389261897,-0.12698715946944122,2766831.088828126,Porites lobata,1,5283,5283,recalcitrant,Steroids and steroid derivatives,0.7666666666666666,class,3,Library
14416,Day,-6.6,-6.6,54263.4431015628,-6.6,-6.6,107747.78448437425,0,-6.6,0,-6.6,-6.6,1248265.7744687353,0,-6.6,0,0,-6.6,0,Porites lobata,1,695,695,depletolite,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico
14418,Day,1.7022138115186407,-6.6,47749.05093749978,-2.6085091798463456,-6.6,35376.210726562116,-3.328196195364164,-6.6,116102.92759374922,-6.6,-6.6,47032.776708984384,1.2662126548411814,-6.6,37133.6680546871,-2.8160687980088417,-6.6,77762.1551230468,NA,NA,1030,1030,recalcitrant,"Amino acids, peptides, and analogues",1,subclass,2,Library
14420,Day,0.7257263309375277,-3.226296338874441,3507378.5257265707,-0.06784864645495653,-3.226296338874441,15038104.397445314,-3.226296338874441,-3.226296338874441,26418514.57654689,-0.6941262014093483,-3.226296338874441,3385643.4265156463,0.011901539272185763,-3.226296338874441,3351849.42317969,0.26955263537606117,-3.226296338874441,2462080.646570324,"CCA, Pocillopora verrucosa",1,1409,1409,recalcitrant,NA,NA,NA,NA,NA
14422,Day,-0.8248507934369964,-4.6234672494116404,24005101.96072656,-0.39227157730298445,-4.6234672494116404,1894951.2165703194,-4.6234672494116404,-4.6234672494116404,35503054.20408206,0.0862275245248329,-4.6234672494116404,1242680.0658750026,-0.9455550928433266,-4.6234672494116404,1990609.9185468606,0.24842806531093403,-4.6234672494116404,2251361.0868124864,"CCA, Pocillopora verrucosa",1,-1,-14422,recalcitrant,NA,NA,NA,NA,NA
14424,Day,0,-2.4671752322876057,0,3.3,-2.4671752322876057,0,0,-2.4671752322876057,0,0,-2.4671752322876057,0,0,-2.4671752322876057,0,-2.4671752322876057,-2.4671752322876057,78726.72476562235,NA,NA,-1,-14424,NA,NA,NA,NA,NA,NA
1443,Day,-0.588180862943451,-0.604730704415493,2923699.589148449,0.6376849466932065,-0.604730704415493,2312455.6275605448,0.5477138136559906,-0.604730704415493,2210288.271789037,-0.604730704415493,-0.604730704415493,3383608.8327382896,0.4910237110212673,-0.604730704415493,2242824.1652900195,-0.4385124183824671,-0.604730704415493,2304098.922941397,NA,NA,-1,-1443,NA,NA,NA,NA,NA,NA
14432,Day,-6.6,-6.6,60850.66621875133,-6.6,-6.6,108093.3931816414,0,-6.6,0,6.6,-6.6,0,-0.7876224818546944,-6.6,186967.22888281217,-2.712607709903729,-6.6,57772.55730859215,NA,NA,-1,-14432,NA,NA,NA,NA,NA,NA
14437,Day,-0.7430218643730773,-6.6,728870.9549140596,-0.8278295013317629,-6.6,244119.78956836084,0.9824417965479575,-6.6,1942709.1719726566,-0.013248793098789707,-6.6,3092731.1960156243,-0.08672184029198843,-6.6,199088.15063281351,-6.6,-6.6,48559.83265624955,NA,NA,-1,-14437,NA,NA,NA,NA,NA,NA
14438,Day,0,-3.3145871448229003,0,1.3192981554393175,-3.3145871448229003,90287.54383593601,-0.07589629747179859,-3.3145871448229003,125927.34114843802,0,-3.3145871448229003,0,-3.1808932249026305,-3.3145871448229003,196608.30631640297,-3.3145871448229003,-3.3145871448229003,97705.5636191399,NA,NA,-1,-14438,NA,NA,NA,NA,NA,NA
14439,Day,-0.7982811384525813,-0.7982811384525813,851382.9199902343,0.19037746932143593,-0.7982811384525813,990869.3638671897,-0.5376621081990229,-0.7982811384525813,1740433.7374140685,-0.6871391971260982,-0.7982811384525813,2730742.858074217,0.3391889252416179,-0.7982811384525813,791784.8466816379,-0.2126553366891344,-0.7982811384525813,1413808.3712324207,NA,NA,-1,-14439,NA,NA,NA,NA,NA,NA
14442,Day,-6.6,-6.6,292331.78390625323,0,-6.6,0,0,-6.6,0,-6.6,-6.6,281684.78795312636,0,-6.6,0,3.3,-6.6,0,NA,NA,17,17,depletolite,Fatty amides,1,subclass,1,Library
14443,Day,-6.6,-6.6,85027.9644843765,-6.6,-6.6,222990.1570312483,-6.6,-6.6,55653.76174804642,3.3,-6.6,0,-6.6,-6.6,105669.33503515463,-6.6,-6.6,31672.910574218582,NA,NA,-1,-14443,NA,NA,NA,NA,NA,NA
14447,Day,3.3,-6.6,0,-3.274123980666537,-6.6,153607.75034765893,3.3,-6.6,0,-3.1035040664159754,-6.6,118782.6823730468,-6.6,-6.6,83422.53726562773,-0.020769057958858025,-6.6,135203.12324999715,NA,NA,-1,-14447,NA,NA,NA,NA,NA,NA
14448,Day,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,-6.6,-6.6,860167.342677738,NA,NA,5493,5493,NA,NA,NA,NA,2,Insilico
14449,Day,-1.974007795189904,-2.7963775929629278,2164525.3086249894,0.6035201847322283,-2.7963775929629278,142163.78098828223,1.0794559893166509,-2.7963775929629278,49380854.62448457,0.2509531348129197,-2.7963775929629278,27488510.276117228,-0.030622944729459103,-2.7963775929629278,481067.4581660128,-2.7963775929629278,-2.7963775929629278,49931.171244140816,"CCA, Porites lobata, Pocillopora verrucosa",1,80,80,depletolite,NA,NA,NA,NA,NA
1445,Day,-1.2241372021204944,-2.9184506947813107,4359638.275781251,0.16975286121508448,-2.9184506947813107,7658212.879703134,-0.8619508705008123,-2.9184506947813107,35808422.851968735,-1.1570253237954105,-2.9184506947813107,44714594.61206637,-0.24855459670139338,-2.9184506947813107,5680813.870734384,-2.9184506947813107,-2.9184506947813107,43437633.49686328,Porites lobata,1,-1,-1445,recalcitrant,NA,NA,NA,NA,NA
14452,Day,1.1201624056516968,-2.189338209131099,1231655.9255234234,-1.49226628416767,-2.189338209131099,2930734.557769482,-0.108426708981118,-2.189338209131099,683435.895953138,-2.189338209131099,-2.189338209131099,1540025.0243164012,0.7061070913638134,-2.189338209131099,590324.87702341,0.3248321669593489,-2.189338209131099,647986.4482070287,NA,NA,-1,-14452,NA,NA,NA,NA,NA,NA
14453,Day,0.18177635516586477,-3.5250824463117625,1774406.2832187433,0.41662073326863075,-3.5250824463117625,1693619.2250859262,0.5521791492052056,-3.5250824463117625,967816.1627890631,-0.5285740466374584,-3.5250824463117625,1498937.9294687635,-0.7134640740254801,-3.5250824463117625,1185340.674843758,-3.5250824463117625,-3.5250824463117625,2157429.833953135,NA,NA,-1,-14453,NA,NA,NA,NA,NA,NA
14457,Day,-6.6,-6.6,104319.76475488333,0,-6.6,0,-3.027030042807245,-6.6,56599.46909765595,-3.521615825838658,-6.6,115397.08466601677,0,-6.6,0,-6.6,-6.6,143143.74866406198,NA,NA,2362,2362,NA,Alcohols and polyols,0.7666666666666666,subclass,3,Insilico
14459,Day,-3.7036272467692033,-3.7036272467692033,1607221.0424843756,-0.18901255047224919,-3.7036272467692033,2716089.791550787,-0.394976774797489,-3.7036272467692033,1756516.5084609394,0.3152797347940166,-3.7036272467692033,2127733.324656259,1.974657682719992,-3.7036272467692033,1760887.974132821,-2.0680075302423973,-3.7036272467692033,10344884.919628913,NA,NA,-1,-14459,NA,NA,NA,NA,NA,NA
14466,Day,1.3270558572546056,-1.4252641072794854,1554237.6640898436,-1.4252641072794854,-1.4252641072794854,4420018.163578135,-0.4503517100469364,-1.4252641072794854,2059734.8536562393,-0.329128682862592,-1.4252641072794854,1385747.0429453189,-0.4627822142949132,-1.4252641072794854,1758449.2138515646,-0.02704625600268107,-1.4252641072794854,1649233.4689921974,NA,NA,-1,-14466,NA,NA,NA,NA,NA,NA
14468,Day,-1.1341794400451977,-3.1840246935998926,370972.43141406216,0.5105891580133743,-3.1840246935998926,371875.8741787117,0.2343821853538177,-3.1840246935998926,302092.0680751957,0.454418386567903,-3.1840246935998926,279221.03057226486,-3.1840246935998926,-3.1840246935998926,271767.90744335926,1.1328569701316524,-3.1840246935998926,448697.9958017565,NA,NA,-1,-14468,NA,NA,NA,NA,NA,NA
14469,Day,0.14970307831599702,-1.0289154964683402,2322722.7007500157,-1.0289154964683402,-1.0289154964683402,5432719.123281248,0.17480536197605018,-1.0289154964683402,1118171.3988984227,-0.13178390420821248,-1.0289154964683402,2429015.6293984535,1.301112218802945,-1.0289154964683402,2096975.387812514,0.47464107928280885,-1.0289154964683402,1842686.043726569,NA,NA,-1,-14469,NA,NA,NA,NA,NA,NA
14471,Day,-0.9782172156656548,-3.11691416176549,2396900.31405468,1.4001022069409905,-3.11691416176549,856589.3283906264,-1.3658696094303586,-3.11691416176549,3082894.0109296963,1.0584435875248357,-3.11691416176549,1380697.808914065,0.020795601177629547,-3.11691416176549,1522238.6136484623,-3.11691416176549,-3.11691416176549,1074665.9407421844,NA,NA,-1,-14471,NA,NA,NA,NA,NA,NA
14472,Day,-0.19774311469259329,-0.19774311469259329,4473474.576699217,0.8094713248058533,-0.19774311469259329,1999614.570218738,0.7033039639176523,-0.19774311469259329,5977639.9519062545,0.41005632238123024,-0.19774311469259329,6825360.507468707,0.12780333044521164,-0.19774311469259329,621953.8825000013,0.806049267004212,-0.19774311469259329,2271794.3160292874,NA,NA,2042,2042,NA,Fatty Acyls,0.7666666666666666,class,3,Insilico
14475,Day,-2.412432775592494,-2.412432775592494,45210.63528515601,-2.2396825079619624,-2.412432775592494,49657.15999023398,0.14386181404736195,-2.412432775592494,151274.1011250011,0.5027378657301348,-2.412432775592494,182155.31494726543,-0.5860183432309385,-2.412432775592494,120214.01280664245,0.9951913744828107,-2.412432775592494,119168.11864257703,NA,NA,-1,-14475,NA,NA,NA,NA,NA,NA
14476,Day,-1.52658137815872,-1.52658137815872,3961741.7553437594,0.1343440162970288,-1.52658137815872,2167152.854277334,0.36521248344963,-1.52658137815872,1568103.7329687546,0.08501839708051152,-1.52658137815872,3182570.553046874,0.9373903915149631,-1.52658137815872,1961708.7746562674,-0.46188292091016414,-1.52658137815872,3121626.161265648,NA,NA,293,293,NA,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,6,Insilico
14477,Day,0.03883143786591525,-0.9148000662890705,4367752.540640591,-0.07441907741572293,-0.9148000662890705,2982799.1637186995,-0.41358517301178876,-0.9148000662890705,6187218.791578127,-0.9148000662890705,-0.9148000662890705,4731865.349578096,0.1037139107243455,-0.9148000662890705,2354867.8027656423,-0.11615583824205425,-0.9148000662890705,4920430.1244218275,NA,NA,3869,3869,NA,NA,NA,NA,NA,NA
14478,Day,0.07998579402831768,-3.4238394543463357,112317.44474999978,0.8795644297999251,-3.4238394543463357,112490.21172070353,6.6,-3.4238394543463357,0,1.4060082414705872,-3.4238394543463357,77829.65744726565,-3.4238394543463357,-3.4238394543463357,129161.617123048,0.025529205388291176,-3.4238394543463357,119133.27987402224,NA,NA,-1,-14478,NA,NA,NA,NA,NA,NA
14480,Day,-2.489856972834496,-6.6,54829.628347656,3.3,-6.6,0,-0.6768505976462355,-6.6,2181879.96128906,3.3,-6.6,0,-6.6,-6.6,33160.46515234334,3.3,-6.6,0,Pocillopora verrucosa,1,-1,-14480,recalcitrant,NA,NA,NA,NA,NA
14483,Day,1.885567514810692,-3.061801431637658,237510.84132812085,-1.6639619461154875,-3.061801431637658,2784668.8016953287,-0.22244477132248966,-3.061801431637658,2409075.435578121,-1.187758098904565,-3.061801431637658,1568140.592015604,-3.061801431637658,-3.061801431637658,1147961.0699413985,-1.5209532850397929,-3.061801431637658,13259727.592443356,NA,NA,952,952,NA,Phenylmethylamines,0.8333333333333334,subclass,6,Library
14489,Day,-1.945422856991517,-6.6,208631.3560839865,-2.7169709793580914,-6.6,123252.883867192,-3.608903282595985,-6.6,115224.93512695406,-1.1090955674854757,-6.6,165039.68854296659,-6.6,-6.6,25252.543387694684,-0.8466455072069294,-6.6,109018.7333603533,NA,NA,-1,-14489,NA,NA,NA,NA,NA,NA
14490,Day,-3.825413614570325,-3.825413614570325,413432.87105858984,0.2645888946032273,-3.825413614570325,436286.1061718776,0.8167918881116046,-3.825413614570325,314074.46775781084,0.4675585227598686,-3.825413614570325,386706.9111523456,0.16946397674327346,-3.825413614570325,202828.9792968748,2.935010566145555,-3.825413614570325,92637.84603320375,NA,NA,19,19,recalcitrant,NA,NA,NA,NA,NA
14492,Day,-0.07732656186813353,-2.9779247410258565,2657264.174828129,-0.5605304009548595,-2.9779247410258565,2707461.0237968797,0.07261209381251421,-2.9779247410258565,627939.4794062409,0.05262722511489337,-2.9779247410258565,1050633.2951796984,-2.9779247410258565,-2.9779247410258565,1189686.0857578036,0.1328773443790609,-2.9779247410258565,905469.9471562465,NA,NA,-1,-14492,NA,NA,NA,NA,NA,NA
14493,Day,3.3,-6.6,0,-6.6,-6.6,465087.7777109358,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,NA,NA,10,10,NA,"Amino acids, peptides, and analogues",1,subclass,9,Insilico
14496,Day,0.21845103201270422,-3.31045302568408,724875.8954609248,0.634180365559464,-3.31045302568408,11469428.84554702,-3.193210947642476,-3.31045302568408,5919049.924001952,-0.5853748141231584,-3.31045302568408,1331817.1440273456,-3.31045302568408,-3.31045302568408,775412.4694355376,-0.254134437098044,-3.31045302568408,743803.430554683,Dictyota,1,165,165,recalcitrant,Fatty Acyls,1,class,2,Library
14497,Day,-3.0897006043547335,-3.890238773655203,121018.90137109456,0.5392187058385514,-3.890238773655203,134211.0353242221,0.6574851894399361,-3.890238773655203,62695.22252929717,-3.890238773655203,-3.890238773655203,399470.5384179682,-3.360107109879361,-3.890238773655203,156587.04339062658,0.3571897603890021,-3.890238773655203,117027.89644140699,NA,NA,249,249,recalcitrant,Lipids and lipid-like molecules,0.5384615384615384,superclass,13,Library
14500,Day,0.4112105654539919,-2.3090726459831723,2012715.2722890563,-0.931544994617195,-2.3090726459831723,2351164.5222968822,-2.3090726459831723,-2.3090726459831723,3804976.2812284967,-1.7398813011547607,-2.3090726459831723,1884982.1494687477,0.1341123857116664,-2.3090726459831723,995052.2098320343,-0.0194763579660458,-2.3090726459831723,1224716.3371425716,NA,NA,-1,-14500,NA,NA,NA,NA,NA,NA
14503,Day,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,-6.6,-6.6,2989198.171197276,NA,NA,-1,-14503,NA,NA,NA,NA,NA,NA
14504,Day,0.18443069509799542,-3.4229514064531927,195436.29943554854,-3.4229514064531927,-3.4229514064531927,230343.27179882827,3.3,-3.4229514064531927,0,1.7797111081915369,-3.4229514064531927,91713.13954101526,0.5542692417553335,-3.4229514064531927,124416.09965429726,-3.18422112086826,-3.4229514064531927,138672.40459765628,NA,NA,378,378,NA,Aminoxides,1,subclass,1,Library
14505,Day,2.0327478867801254,-3.145265063056663,588417.6713671843,0.09139378506718392,-3.145265063056663,1715460.5081640622,-0.3397242343665736,-3.145265063056663,661065.963994144,-3.145265063056663,-3.145265063056663,7588724.4602734195,-0.3853849766313263,-3.145265063056663,621499.2948447245,-0.3998582513976342,-3.145265063056663,494553.7657822287,Porites lobata,1,398,398,recalcitrant,Organoheterocyclic compounds,0.7142857142857143,superclass,7,Library
14507,Day,0,-6.6,0,0,-6.6,0,0,-6.6,0,0,-6.6,0,-6.6,-6.6,26482.77223632788,-6.6,-6.6,2239220.112148433,NA,NA,190,190,recalcitrant,NA,NA,NA,NA,NA
14508,Day,-0.7902220540313583,-0.7902220540313583,2891222.8285156256,1.3782073012056857,-0.7902220540313583,3653940.5224882835,-0.29409088574792214,-0.7902220540313583,3498805.5904531293,0.049459304811796695,-0.7902220540313583,4536602.6942734495,0.7264165552399524,-0.7902220540313583,1871999.8265546944,-0.24733573627683708,-0.7902220540313583,2539676.6414062562,NA,NA,505,505,recalcitrant,NA,NA,NA,NA,NA
14509,Day,-3.54874195873811,-3.54874195873811,1233195.6571679718,1.3515469293728848,-3.54874195873811,1808792.3174296797,0.35538815882625646,-3.54874195873811,1262817.3917695303,-3.3750539643100295,-3.54874195873811,2165605.481125002,-3.253509659351544,-3.54874195873811,1276449.1466640779,-0.04071404938954453,-3.54874195873811,3169424.489703123,NA,NA,-1,-14509,NA,NA,NA,NA,NA,NA
14511,Day,0.13389228789757973,-3.608145332145783,956352.846105465,-0.7841486648537628,-3.608145332145783,1635061.104738296,0.90358476896021,-3.608145332145783,862716.3700156163,-3.608145332145783,-3.608145332145783,1130345.1436953088,-2.737619931342728,-3.608145332145783,598604.6611015635,1.9527436114194525,-3.608145332145783,942205.0285488303,NA,NA,77,77,depletolite,NA,NA,NA,NA,NA
14513,Day,0.48164412996911177,-0.9085073981836154,1516563.5751406215,-0.9085073981836154,-0.9085073981836154,3188980.0342031443,-0.12882648079083442,-0.9085073981836154,1364095.4804531247,0.21292287276833868,-0.9085073981836154,1511733.1281640632,-0.2882567413843945,-0.9085073981836154,1576804.6996093718,-0.639492668455041,-0.9085073981836154,2679249.308234377,NA,NA,-1,-14513,NA,NA,NA,NA,NA,NA
14514,Day,2.700495825470262,-0.02660167605616324,91751.61827343675,0.14085883748510863,-0.02660167605616324,111777.09073046895,3.3,-0.02660167605616324,0,3.3,-0.02660167605616324,0,-0.02660167605616324,-0.02660167605616324,106013.36851953134,0,-0.02660167605616324,0,NA,NA,1367,1367,NA,Carboxylic acids and derivatives,0.7666666666666666,class,3,Insilico
14516,Day,-3.7261699701327373,-3.7261699701327373,187201.26739843926,1.3774283995786796,-3.7261699701327373,209732.05536328154,-1.070162954241125,-3.7261699701327373,190000.06732519652,-2.6616448073386882,-3.7261699701327373,107542.12055468699,-1.9031812097109269,-3.7261699701327373,26294.337925781398,2.500032958272109,-3.7261699701327373,35868.11390625011,NA,NA,-1,-14516,NA,NA,NA,NA,NA,NA
14518,Day,0.5439515281604501,0.4986084930373893,522935.11321093887,0.4986084930373893,0.4986084930373893,1492126.7450078055,1.6757875113308072,0.4986084930373893,865329.3011836035,3.617799563441472,0.4986084930373893,1040220.2369706996,1.6693530404637593,0.4986084930373893,1082260.6388906322,3.3,0.4986084930373893,0,"CCA, Dictyota, Porites lobata, Pocillopora verrucosa, Turf",1,4139,4139,recalcitrant,Diterpenoids,1,subclass,1,Library
14519,Day,0.2825299952941308,0.2825299952941308,430840.382826171,1.857382535030805,0.2825299952941308,95692.34791015438,1.5267680231277767,0.2825299952941308,98272.49124999951,0.8997432030516028,0.2825299952941308,105711.72345703049,1.291063974826272,0.2825299952941308,302694.36966113374,2.3206929695722662,0.2825299952941308,52634.348796875245,NA,NA,1443,1443,recalcitrant,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico
14521,Day,0,-3.1774007264771793,0,3.3,-3.1774007264771793,0,6.6,-3.1774007264771793,0,3.3,-3.1774007264771793,0,-3.1774007264771793,-3.1774007264771793,118546.84722070232,0.9612849399176793,-3.1774007264771793,55805.97494531148,NA,NA,-1,-14521,NA,NA,NA,NA,NA,NA
14522,Day,-0.6300870029690416,-6.6,233784.35161132476,0.39171547997954415,-6.6,147589.10410351798,6.6,-6.6,0,-6.6,-6.6,108015.35876367163,1.5098940977594784,-6.6,48830.76225000099,-3.81667037567191,-6.6,190946.1758398445,NA,NA,671,671,NA,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico
14523,Day,0.6915406356711236,-1.4677450162158545,1946266.3406953043,-0.7976335095432681,-1.4677450162158545,3296236.5898437602,-1.4677450162158545,-1.4677450162158545,3564120.5510586007,0.7593796888021906,-1.4677450162158545,1135771.5676093786,-0.5969991944630362,-1.4677450162158545,1179796.2736757812,-1.3226993146980943,-1.4677450162158545,3316881.281443361,NA,NA,-1,-14523,NA,NA,NA,NA,NA,NA
14525,Day,-6.6,-6.6,88840.05026562478,2.2349804825877624,-6.6,41642.42300390605,-2.836852340347876,-6.6,35429.432238280875,1.013567431557614,-6.6,111437.9114550783,-1.460292924085104,-6.6,266369.390117188,-0.2994117445771308,-6.6,95509.51362890672,NA,NA,21,21,depletolite,Fatty acid esters,1,subclass,21,Library
14526,Day,-1.3618869634994784,-2.162333295688364,4563689.250294923,-0.6847165915209296,-2.162333295688364,1775393.0800820345,0.29726071091613393,-2.162333295688364,970094.7052851547,-2.162333295688364,-2.162333295688364,13939287.457888665,0.1723132509064075,-2.162333295688364,1027118.5675273411,-0.8261561595146549,-2.162333295688364,1921327.0898828064,NA,NA,55,55,NA,Organic acids and derivatives,0.5342465753424658,superclass,73,Insilico
14529,Day,0,-6.6,0,-6.6,-6.6,61436.689273437485,0,-6.6,0,3.3,-6.6,0,-6.6,-6.6,104559.42732421997,0,-6.6,0,NA,NA,5422,5422,NA,Fatty acid esters,1,subclass,1,Library
14531,Day,0,-6.6,0,-6.6,-6.6,46157.12270312509,-4.277158805421137,-6.6,366357.5336113288,-6.6,-6.6,43763.1803125006,-6.6,-6.6,13797.133606933394,3.3,-6.6,0,NA,NA,485,485,recalcitrant,Carbohydrates and carbohydrate conjugates,0.725,subclass,8,Insilico
14532,Day,0.1906991713760004,-0.27700974704006964,249993.10612011666,1.3874446852627087,-0.27700974704006964,118725.48011718705,-0.27700974704006964,-0.27700974704006964,218888.58865234331,1.285378859188348,-0.27700974704006964,153510.39476757764,0.3661797044708992,-0.27700974704006964,209733.61332617057,0.2568750862003135,-0.27700974704006964,199882.63406835916,NA,NA,2562,2562,recalcitrant,Fatty acid esters,1,subclass,1,Library
14533,Day,6.6,-6.6,0,-6.6,-6.6,329605.10566796904,0,-6.6,0,0,-6.6,0,0,-6.6,0,3.3,-6.6,0,NA,NA,10,10,NA,"Amino acids, peptides, and analogues",1,subclass,9,Insilico
14534,Day,-0.931525816397292,-3.930651527995876,2137384.866062494,-0.9592790990230605,-3.930651527995876,1376066.928328122,-0.965035541548121,-3.930651527995876,317944.330742183,-3.930651527995876,-3.930651527995876,640989.2753515632,-1.2023433621128696,-3.930651527995876,808349.6856015649,-1.1238068854433756,-3.930651527995876,451617.14596289,NA,NA,601,601,recalcitrant,NA,NA,NA,NA,NA
14537,Day,-3.1854240479727176,-6.6,71281.73829785104,0,-6.6,0,-6.6,-6.6,171141.79460742295,-6.6,-6.6,243185.4768242198,0,-6.6,0,3.3,-6.6,0,NA,NA,113,113,recalcitrant,Fatty Acyls,0.7363636363636363,class,11,Insilico
14539,Day,0,-6.6,0,6.6,-6.6,0,-2.2921251815484567,-6.6,690390.2312480519,-2.299231857793292,-6.6,735213.2869550779,-2.453524862012354,-6.6,38362.32919921832,-6.6,-6.6,60426.85440625001,NA,NA,113,113,recalcitrant,Fatty Acyls,0.7363636363636363,class,11,Insilico
1454,Day,-1.5169311729055015,-3.4822063863485306,868506.5161645545,-1.7227041632826414,-3.4822063863485306,2303175.4591054013,-3.4278347131917646,-3.4822063863485306,479564.53171484696,-2.5428298879189004,-3.4822063863485306,688543.0708437605,-3.4822063863485306,-3.4822063863485306,604764.1957734431,-2.5313038233958167,-3.4822063863485306,1168547.9000664032,NA,NA,466,466,recalcitrant,NA,NA,NA,NA,NA
14541,Day,-1.384927624548282,-3.300111031215321,27866.843986327593,0,-3.300111031215321,0,-3.300111031215321,-3.300111031215321,115417.04761914151,1.15693466921097,-3.300111031215321,49316.94993750002,0.9877009678178221,-3.300111031215321,61543.40024121104,0.6693986066769911,-3.300111031215321,39140.19697558561,NA,NA,1396,1396,NA,"Amino acids, peptides, and analogues",0.85,subclass,12,Insilico
14543,Day,-0.24335306444491528,-1.0575386694918556,4710562.114867204,-0.6173926206772186,-1.0575386694918556,8117420.154945316,-1.0575386694918556,-1.0575386694918556,40426476.61948632,1.6969166958332125,-1.0575386694918556,5924010.069695322,1.737798203672783,-1.0575386694918556,6313726.687328136,0.3930246348933455,-1.0575386694918556,5805412.622734399,NA,NA,-1,-14543,NA,NA,NA,NA,NA,NA
14545,Day,-0.2281567354758477,-0.5142892333708939,495991.8794492149,0.70826131570323,-0.5142892333708939,1091033.383132813,-0.5142892333708939,-0.5142892333708939,1197264.7247929717,1.0051456523481472,-0.5142892333708939,437624.8484414101,-0.007698332802584876,-0.5142892333708939,450373.25028906454,0.6796343577694989,-0.5142892333708939,470994.01947363105,NA,NA,21,21,depletolite,Fatty acid esters,1,subclass,21,Library
14546,Day,1.4826291322231113,-0.32519098115644623,341421.54210839805,-0.32519098115644623,-0.32519098115644623,619915.6772324211,0.3123820772839319,-0.32519098115644623,339582.78566210973,0.9142462334603354,-0.32519098115644623,247321.4805214846,1.3571384842901164,-0.32519098115644623,141143.00283007807,-0.2891628862099524,-0.32519098115644623,270616.3885839847,NA,NA,-1,-14546,NA,NA,NA,NA,NA,NA
14549,Day,-3.464581653880119,-3.8671186691904804,1471288.493078127,-0.2470490589582059,-3.8671186691904804,1314337.3369648363,-3.8671186691904804,-3.8671186691904804,571578.98045898,0.3583347307603568,-3.8671186691904804,776237.1057421934,0.065178788268515,-3.8671186691904804,816670.9382617063,0.07179108995931166,-3.8671186691904804,1001861.8200292984,NA,NA,-1,-14549,NA,NA,NA,NA,NA,NA
