feature_number,Organism,combined_ID,binary_ID,SmilesLibrary_,SmilesAnalog_,network,ZodiacMF,ZodiacScore,C,H,N,O,P,S,NOSC,dG,Intersection
5233,Dictyota,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5233,Porites lobata,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5233,Pocillopora verrucosa,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5233,Turf,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5374,Turf,Organic compounds;Phenylpropanoids and polyketides;Macrolactams;nan,3,NA,NA,1730,C18H38N12O6,0.634634635,18,38,12,6,0,0,0.5555555555555554,44.46666666666667,Turf
5411,CCA,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5411,Dictyota,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5411,Porites lobata,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5411,Pocillopora verrucosa,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5411,Turf,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
5494,CCA,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O9,1,20,34,0,9,0,0,-0.7999999999999998,83.1,NA
5494,Porites lobata,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O9,1,20,34,0,9,0,0,-0.7999999999999998,83.1,NA
5494,Pocillopora verrucosa,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O9,1,20,34,0,9,0,0,-0.7999999999999998,83.1,NA
5494,Turf,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O9,1,20,34,0,9,0,0,-0.7999999999999998,83.1,NA
5541,Turf,Oleoyl-L-carnitine,2,NA,CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,1730,C17H36N12O6,0.993293293,17,36,12,6,0,0,0.7058823529411766,40.18235294117646,Turf
5668,CCA,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5668,Pocillopora verrucosa,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5668,Turf,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5696,Dictyota,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,3,NA,NA,1332,C29H46N2O12,0.285085085,29,46,2,12,0,0,-0.5517241379310347,76.02413793103449,fleshy algae
5696,Turf,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,3,NA,NA,1332,C29H46N2O12,0.285085085,29,46,2,12,0,0,-0.5517241379310347,76.02413793103449,fleshy algae
5751,CCA,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5751,Dictyota,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5751,Pocillopora verrucosa,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5751,Turf,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,N/A,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5779,CCA,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5779,Dictyota,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5939,CCA,no matches;no matches;no matches;no matches,3,NA,NA,-1,C14H33NO7P,1,14,33,1,7,1,0,-1.5,103.05,NA
5939,Porites lobata,no matches;no matches;no matches;no matches,3,NA,NA,-1,C14H33NO7P,1,14,33,1,7,1,0,-1.5,103.05,NA
6064,CCA,8-methyl Nonanoic acid,2,NA,N/A,7143,C15H18N10O2,1,15,18,10,2,0,0,1.0666666666666669,29.89999999999999,NA
6064,Dictyota,8-methyl Nonanoic acid,2,NA,N/A,7143,C15H18N10O2,1,15,18,10,2,0,0,1.0666666666666669,29.89999999999999,NA
6064,Turf,8-methyl Nonanoic acid,2,NA,N/A,7143,C15H18N10O2,1,15,18,10,2,0,0,1.0666666666666669,29.89999999999999,NA
6107,Dictyota,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,NA,NA,336,C13H23NO5,1,13,23,1,5,0,0,-0.7692307692307692,82.22307692307692,Dictyota
6142,Dictyota,"Monolinolenin (9c,12c,15c)",2,NA,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O,1291,C19H37NO6,1,19,37,1,6,0,0,-1.1578947368421053,93.3,Dictyota
6359,Dictyota,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,NA,NA,167,C20H35NO5,1,20,35,1,5,0,0,-1.0999999999999996,91.64999999999999,Dictyota
6367,CCA,Lynestrenol,1,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,N/A,-1,C14H31NP,1,14,31,1,0,1,0,-2.3571428571428568,127.47857142857141,NA
6367,Porites lobata,Lynestrenol,1,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,N/A,-1,C14H31NP,1,14,31,1,0,1,0,-2.3571428571428568,127.47857142857141,NA
6367,Pocillopora verrucosa,Lynestrenol,1,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,N/A,-1,C14H31NP,1,14,31,1,0,1,0,-2.3571428571428568,127.47857142857141,NA
6377,Dictyota,Spectral Match to Acetyl-L-carnitine from NIST14,2,NA,N/A,21,C13H23NO4,1,13,23,1,4,0,0,-0.9230769230769234,86.6076923076923,Dictyota
6462,CCA,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
6462,Dictyota,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
6462,Porites lobata,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
6462,Pocillopora verrucosa,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
6462,Turf,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,N/A,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary producers
6919,CCA,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C16H29NO9,1,16,29,1,9,0,0,-0.5,74.55,NA
6919,Dictyota,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C16H29NO9,1,16,29,1,9,0,0,-0.5,74.55,NA
6919,Porites lobata,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C16H29NO9,1,16,29,1,9,0,0,-0.5,74.55,NA
6919,Pocillopora verrucosa,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C16H29NO9,1,16,29,1,9,0,0,-0.5,74.55,NA
6992,CCA,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3,NA
6992,Porites lobata,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3,NA
6992,Pocillopora verrucosa,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3,NA
6992,Turf,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3,NA
7013,Pocillopora verrucosa,"Methyl 5(S),6(R)-7-trihydroxyheptanoate",2,NA,COC(=O)CCCC(C(CO)O)O,2035,C10H24N9OP,1,10,24,9,1,1,0,0,60.3,Poc
7028,Dictyota,2-Arachidonoylglycerol,2,NA,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO,167,C20H32O6,1,20,32,0,6,0,0,-1,88.8,Dictyota
7036,Pocillopora verrucosa,"Butanoic acid, 4-[(1,2-dioxohexadecyl)amino]-, ethyl ester",2,NA,CCCCCCCCCCCCCCC(=O)C(=O)NCCCC(=O)OCC,17,C17H34N2O5P,1,17,34,2,5,1,0,-1.3529411764705879,98.85882352941175,Poc
7051,CCA,Tetradecylphosphonate,2,NA,CCCCCCCCCCCCCCP(=O)(O)O,-1,C21H35N,1,21,35,1,0,0,0,-1.5238095238095237,103.72857142857143,NA
7051,Pocillopora verrucosa,Tetradecylphosphonate,2,NA,CCCCCCCCCCCCCCP(=O)(O)O,-1,C21H35N,1,21,35,1,0,0,0,-1.5238095238095237,103.72857142857143,NA
7051,Turf,Tetradecylphosphonate,2,NA,CCCCCCCCCCCCCCP(=O)(O)O,-1,C21H35N,1,21,35,1,0,0,0,-1.5238095238095237,103.72857142857143,NA
7065,CCA,"MassbankEU:SM806602 2,4,6-Trimethylpyridine|2,4,6-trimethylpyridin",2,NA,CC1=CC(C)=NC(C)=C1,-1,C19H33N,1,19,33,1,0,0,0,-1.5789473684210522,105.29999999999998,NA
7065,Dictyota,"MassbankEU:SM806602 2,4,6-Trimethylpyridine|2,4,6-trimethylpyridin",2,NA,CC1=CC(C)=NC(C)=C1,-1,C19H33N,1,19,33,1,0,0,0,-1.5789473684210522,105.29999999999998,NA
7065,Pocillopora verrucosa,"MassbankEU:SM806602 2,4,6-Trimethylpyridine|2,4,6-trimethylpyridin",2,NA,CC1=CC(C)=NC(C)=C1,-1,C19H33N,1,19,33,1,0,0,0,-1.5789473684210522,105.29999999999998,NA
7065,Turf,"MassbankEU:SM806602 2,4,6-Trimethylpyridine|2,4,6-trimethylpyridin",2,NA,CC1=CC(C)=NC(C)=C1,-1,C19H33N,1,19,33,1,0,0,0,-1.5789473684210522,105.29999999999998,NA
7071,Turf,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Oxosteroids,3,NA,NA,887,C17H30N2O4,1,17,30,2,4,0,0,-0.9411764705882355,87.12352941176471,Turf
7087,Turf,1-Methyl-L-histidine,2,NA,CN1C=C(N=C1)CC(C(=O)[O-])[NH3+],918,C17H31N2O6,1,17,31,2,6,0,0,-0.7647058823529411,82.09411764705882,Turf
7092,Turf,1-Methyl-L-histidine,2,NA,CN1C=C(N=C1)CC(C(=O)[O-])[NH3+],918,C20H31N3O3,1,20,31,3,3,0,0,-0.7999999999999998,83.1,Turf
7094,Turf,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Oxosteroids,3,NA,NA,887,C19H30O2,1,19,30,0,2,0,0,-1.3684210526315788,99.29999999999998,Turf
7115,Dictyota,"Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14",2,NA,N/A,-1,C10H15N3,1,10,15,3,0,0,0,-0.5999999999999996,77.39999999999999,fleshy algae
7115,Turf,"Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14",2,NA,N/A,-1,C10H15N3,1,10,15,3,0,0,0,-0.5999999999999996,77.39999999999999,fleshy algae
7138,Pocillopora verrucosa,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,NA,NA,550,C23H32N4O7,0.914914915,23,32,4,7,0,0,-0.2608695652173916,67.73478260869565,Poc
7139,Dictyota,Gangaleoidin,2,NA,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C=C3OC2=O)OC)C(=O)OC)C,-1,C16H29O4P,1,16,29,0,4,1,0,-1.625,106.6125,fleshy algae
7139,Turf,Gangaleoidin,2,NA,CC1=C2C(=C(C(=C1Cl)O)Cl)OC3=C(C(=C(C=C3OC2=O)OC)C(=O)OC)C,-1,C16H29O4P,1,16,29,0,4,1,0,-1.625,106.6125,fleshy algae
7211,Porites lobata,"5-Hexenoic acid, 6-[(2R,3S)-3-[[[(4-chloro-2-methylphenyl)sulfonyl]amino]methyl]bicyclo[2.2.2]oct-2-yl]-, (5Z)-",2,NA,CC1=C(C=CC(=C1)Cl)S(=O)(=O)NCC2C3CCC(C2C=CCCCC(=O)O)CC3,167,C13H16O3,1,13,16,0,3,0,0,-0.7692307692307692,82.22307692307692,Por
7214,CCA,no matches;no matches;no matches;no matches,3,NA,NA,-1,C22H51N11O4P2,1,22,51,11,4,2,0,-0.9090909090909092,86.2090909090909,NA
7214,Dictyota,no matches;no matches;no matches;no matches,3,NA,NA,-1,C22H51N11O4P2,1,22,51,11,4,2,0,-0.9090909090909092,86.2090909090909,NA
7214,Turf,no matches;no matches;no matches;no matches,3,NA,NA,-1,C22H51N11O4P2,1,22,51,11,4,2,0,-0.9090909090909092,86.2090909090909,NA
7223,Porites lobata,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,NA,NA,550,C26H42O13,0.838138138,26,42,0,13,0,0,-0.615384615384615,77.83846153846153,Por
7262,Porites lobata,Octanoylcarnitine,1,CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,N/A,21,C15H29NO4,1,15,29,1,4,0,0,-1.2000000000000002,94.5,NA
7262,Turf,Octanoylcarnitine,1,CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,N/A,21,C15H29NO4,1,15,29,1,4,0,0,-1.2000000000000002,94.5,NA
7279,CCA,no matches;no matches;no matches;no matches,3,NA,NA,-1,C8H17N2O5P2,1,8,17,2,5,2,0,-1.375,99.4875,Primary producers
7279,Dictyota,no matches;no matches;no matches;no matches,3,NA,NA,-1,C8H17N2O5P2,1,8,17,2,5,2,0,-1.375,99.4875,Primary producers
7279,Porites lobata,no matches;no matches;no matches;no matches,3,NA,NA,-1,C8H17N2O5P2,1,8,17,2,5,2,0,-1.375,99.4875,Primary producers
7279,Pocillopora verrucosa,no matches;no matches;no matches;no matches,3,NA,NA,-1,C8H17N2O5P2,1,8,17,2,5,2,0,-1.375,99.4875,Primary producers
7279,Turf,no matches;no matches;no matches;no matches,3,NA,NA,-1,C8H17N2O5P2,1,8,17,2,5,2,0,-1.375,99.4875,Primary producers
7292,CCA,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O10,1,20,34,0,10,0,0,-0.7000000000000002,80.25,Primary producers
7292,Dictyota,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O10,1,20,34,0,10,0,0,-0.7000000000000002,80.25,Primary producers
7292,Porites lobata,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O10,1,20,34,0,10,0,0,-0.7000000000000002,80.25,Primary producers
7292,Pocillopora verrucosa,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O10,1,20,34,0,10,0,0,-0.7000000000000002,80.25,Primary producers
7292,Turf,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,NA,NA,80,C20H34O10,1,20,34,0,10,0,0,-0.7000000000000002,80.25,Primary producers
7352,Pocillopora verrucosa,"13,14-Dihydro-15-ketoprostaglandin D1",1,CCCCCC(=O)CCC1C(C(CC1=O)O)CCCCCCC(=O)O,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,2292,C20H32O4,1,20,32,0,4,0,0,-1.2000000000000002,94.5,Poc
7355,Dictyota,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,NA,NA,550,C20H22N23,1,20,22,23,0,0,0,2.35,-6.675000000000011,NA
7355,Pocillopora verrucosa,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,NA,NA,550,C20H22N23,1,20,22,23,0,0,0,2.35,-6.675000000000011,NA
7362,CCA,no matches;no matches;no matches;no matches,3,NA,NA,-1,C21H44O11,0.405705706,21,44,0,11,0,0,-1.0476190476190474,90.15714285714284,CCA
7371,Dictyota,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,NA,NA,77,C20H40O14,0.964164164,20,40,0,14,0,0,-0.5999999999999996,77.39999999999999,fleshy algae
7371,Turf,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,NA,NA,77,C20H40O14,0.964164164,20,40,0,14,0,0,-0.5999999999999996,77.39999999999999,fleshy algae
7394,Porites lobata,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,NA,NA,87,C26H45NO13,1,26,45,1,13,0,0,-0.615384615384615,77.83846153846153,coral
7394,Pocillopora verrucosa,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,NA,NA,87,C26H45NO13,1,26,45,1,13,0,0,-0.615384615384615,77.83846153846153,coral
