feature_number,Organism,T0,TF,log2_change,network,N,P,C,O,H,NOSC,row m/z,n_presence,nc,oc,hc,log_nc,log_oc,log_hc,logxic,log_snc,log_soc,log_shc,ra,ra_mean
18835,Turf,2004151.829640623,1591787.101203119,-2.9679997632369606,4567,1,0,15,3,23,-0.9333333333333336,266.1752054704858,1,0.06666666666666667,0.2,1.5333333333333334,-1.1760912590556813,-0.6989700043360187,0.18563657696191166,6.301930619529225,5.1258393604735435,5.602960615193206,6.487567196491136,NA,1.2958492386042802e-4
18860,Dictyota,496602.98714062123,16049994.172794888,4.906409060975987,-1,2,0,18,6,32,-0.7777777777777777,373.2368485185149,1,0.1111111111111111,0.3333333333333333,1.7777777777777777,-0.9542425094393249,-0.47712125471966244,0.2498774732165999,5.696009327572123,4.741766818132798,5.218888072852461,5.945886800788723,NA,1.3879558933494117e-5
18878,Dictyota,198400.2750351574,8271911.163402331,4.75005351722392,704,2,0,15,6,26,-0.5333333333333332,331.1865795458119,1,0.13333333333333333,0.4,1.7333333333333334,-0.8750612633917001,-0.3979400086720376,0.23888208891513674,5.29754226986538,4.42248100647368,4.899602261193342,5.536424358780517,NA,6.375044695265924e-6
18933,Dictyota,4474550.276476568,764611.8487490304,-2.732987212071132,336,2,0,20,6,36,-0.9000000000000004,401.26473633852896,1,0.1,0.3,1.8,-1,-0.5228787452803376,0.25527250510330607,6.65074939221966,5.65074939221966,6.127870646939322,6.906021897322966,NA,1.2418690848404863e-4
18941,Dictyota,391888.81992187526,2378323.4180410183,2.5674647831429613,-1,8,0,24,2,38,-0.41666666666666696,471.3185817895675,1,0.3333333333333333,0.08333333333333333,1.5833333333333333,-0.47712125471966244,-1.0791812460476249,0.1995723549052041,5.593162873798348,5.116041619078685,4.513981627750723,5.792735228703552,NA,1.1158074548409272e-5
1897,Turf,103273155.28835174,36664127.22992769,-3.491829031755733,2562,1,0,21,4,39,-1.333333333333333,370.29572463218,1,0.047619047619047616,0.19047619047619047,1.8571428571428572,-1.3222192947339193,-0.7201593034059569,0.26884531229257996,8.013987446154122,6.691768151420202,7.293828142748165,8.282832758446702,NA,0.006817546881522149
19162,Dictyota,1294348.0763554743,7624572.56655462,0.515663913732191,-1,1,0,15,1,31,-1.7333333333333334,242.24815360379742,1,0.06666666666666667,0.06666666666666667,2.066666666666667,-1.1760912590556813,-1.1760912590556813,0.31527043477859146,6.112051082602098,4.935959823546416,4.935959823546416,6.4273215173806895,NA,3.7979915534333875e-5
19166,CCA,2932213.9957500165,48014.58878124981,-5.933093441143773,-1,4,0,21,7,28,-0.0952380952380949,449.2050685099991,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,6.467195662347664,5.747036358941707,5.9900744076280015,6.592134398955964,NA,0.00035433395166050487
19166,Dictyota,1425104.8762499844,142399.05794336103,-4.546834158926436,-1,4,0,21,7,28,-0.0952380952380949,449.2050685099991,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,6.153846826099376,5.433687522693419,5.676725571379714,6.278785562707676,NA,4.579180789908252e-5
19166,Pocillopora verrucosa,2449926.7336894404,4453077.27379305,-3.213287561027351,-1,4,0,21,7,28,-0.0952380952380949,449.2050685099991,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,6.389153096760384,5.668993793354427,5.912031842040721,6.514091833368684,NA,5.636094036159264e-5
19166,Porites lobata,1290138.6874023492,427795.4308281274,-4.848133295562986,-1,4,0,21,7,28,-0.0952380952380949,449.2050685099991,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,6.110636398621781,5.390477095215824,5.633515143902119,6.235575135230081,NA,9.419864079997811e-5
19166,Turf,3533000.471750037,110563.41487109425,-5.1393730100624015,-1,4,0,21,7,28,-0.0952380952380949,449.2050685099991,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,6.548143695424776,5.827984392018819,6.071022440705113,6.673082432033076,NA,2.5245423987760936e-4
19230,CCA,6142513.833271509,1232220.6003593826,-3.1426500335621466,199,2,0,20,6,36,-0.9000000000000004,401.26791812308005,1,0.1,0.3,1.8,-1,-0.5228787452803376,0.25527250510330607,6.78834614320775,5.78834614320775,6.265467397927413,7.043618648311057,NA,6.02197943209399e-4
19230,Dictyota,125352983.09467143,32866931.03894899,-2.8588815834917014,199,2,0,20,6,36,-0.9000000000000004,401.26791812308005,1,0.1,0.3,1.8,-1,-0.5228787452803376,0.25527250510330607,8.098134673564592,7.0981346735645925,7.575255928284255,8.353407178667899,NA,0.004027871784813982
19230,Pocillopora verrucosa,9276893.558984382,1565973.9238007804,-3.4429310942435523,199,2,0,20,6,36,-0.9000000000000004,401.26791812308005,1,0.1,0.3,1.8,-1,-0.5228787452803376,0.25527250510330607,6.967402573627663,5.967402573627663,6.444523828347325,7.222675078730969,NA,2.3644712352251406e-4
19230,Porites lobata,5433723.4044921985,635300.4380175875,-3.7994192851714192,199,2,0,20,6,36,-0.9000000000000004,401.26791812308005,1,0.1,0.3,1.8,-1,-0.5228787452803376,0.25527250510330607,6.735097527537877,5.735097527537877,6.21221878225754,6.9903700326411835,NA,4.3021436551182713e-4
19240,Pocillopora verrucosa,58561275.50195877,34877187.252576195,-0.7574804960552924,123,1,0,23,11,41,-0.6956521739130439,508.2752335621494,1,0.043478260869565216,0.4782608695652174,1.7826086956521738,-1.3617278360175928,-0.3203351508593678,0.2510560207021426,7.767610527364367,6.405882691346774,7.447275376504999,8.01866654806651,NA,0.0014242705093656747
19302,Pocillopora verrucosa,4884549.412517541,4059822.4248955194,-0.35930937637819993,3181,13,1,24,1,44,-0.33333333333333304,562.3577330062565,1,0.5416666666666666,0.041666666666666664,1.8333333333333333,-0.2662678894047693,-1.3802112417116061,0.2632414347745814,6.6888245073213595,6.42255661791659,5.308613265609753,6.952065942095941,NA,1.1994350197928592e-4
19327,Dictyota,61551557.06645882,60257434.76077674,-0.14191782859317661,412,1,0,28,16,57,-0.7857142857142856,664.3732020487465,1,0.03571428571428571,0.5714285714285714,2.0357142857142856,-1.4471580313422192,-0.24303804868629447,0.30871682433027214,7.789239043730661,6.342081012388442,7.546200995044367,8.097955868060934,NA,0.0017386037045296105
19445,Pocillopora verrucosa,2666495.906996085,4650282.376215335,0.7822353758295375,-1,2,0,17,2,15,-0.2941176470588234,302.102409577941,1,0.11764705882352941,0.11764705882352941,0.8823529411764706,-0.9294189257142927,-0.9294189257142927,-0.0543576623225927,6.425940921388339,5.496521995674046,5.496521995674046,6.371583259065746,NA,6.497132482472221e-5
1947,Turf,28460871.316597655,16068752.764212878,-4.345916273690018,-1,4,0,22,4,51,-1.4090909090909092,436.3947848991765,1,0.18181818181818182,0.18181818181818182,2.3181818181818183,-0.7403626894942439,-0.7403626894942439,0.36514749527573015,7.454248191679323,6.71388550218508,6.71388550218508,7.819395686955053,NA,0.002025001279533884
19486,CCA,2462986.3116367212,1183523.320650393,-1.32811139157144,1018,3,1,19,1,28,-1.1578947368421053,346.20346580634,1,0.15789473684210525,0.05263157894736842,1.4736842105263157,-0.8016323462331666,-1.278753600952829,0.16840443038939024,6.391461998198357,5.58982965196519,5.1127083972455285,6.559866428587747,NA,2.4521890463744146e-4
19486,Dictyota,2201027.836660154,1107607.0549374972,-1.0423930531008305,1018,3,1,19,1,28,-1.1578947368421053,346.20346580634,1,0.15789473684210525,0.05263157894736842,1.4736842105263157,-0.8016323462331666,-1.278753600952829,0.16840443038939024,6.342625535161913,5.540993188928747,5.063871934209084,6.5110299655513035,NA,6.329015195477256e-5
19486,Porites lobata,1637167.5131562522,754222.3506782211,-1.176440461484968,1018,3,1,19,1,28,-1.1578947368421053,346.20346580634,1,0.15789473684210525,0.05263157894736842,1.4736842105263157,-0.8016323462331666,-1.278753600952829,0.16840443038939024,6.214093118213058,5.412460771979892,4.935339517260229,6.382497548602449,NA,1.293757726608604e-4
1949,Pocillopora verrucosa,5597791.117000122,1814814.8603281386,-1.7316242278759635,343,1,1,25,7,42,-1.2000000000000002,500.27743001058013,1,0.04,0.28,1.68,-1.3979400086720375,-0.5528419686577808,0.22530928172586284,6.748016688623401,5.350076679951362,6.195174719965619,6.973325970349263,NA,1.37216669357439e-4
19552,CCA,1796165.3892343757,2293408.8767460957,0.22504674253680862,412,2,0,27,10,48,-0.8148148148148149,561.3337182470784,1,0.07407407407407407,0.37037037037037035,1.7777777777777777,-1.130333768495006,-0.43136376415898736,0.2498774732165999,6.25434632360347,5.124012555108464,5.822982559444482,6.50422379682007,NA,1.8107093345364825e-4
19552,Dictyota,8749153.504015654,10553168.290894508,0.15218129538341418,412,2,0,27,10,48,-0.8148148148148149,561.3337182470784,1,0.07407407407407407,0.37037037037037035,1.7777777777777777,-1.130333768495006,-0.43136376415898736,0.2498774732165999,6.9419660363001725,5.811632267805166,6.510602272141185,7.191843509516772,NA,2.529398553810302e-4
19552,Pocillopora verrucosa,377693.13132812607,1823641.71978516,2.1830003452016737,412,2,0,27,10,48,-0.8148148148148149,561.3337182470784,1,0.07407407407407407,0.37037037037037035,1.7777777777777777,-1.130333768495006,-0.43136376415898736,0.2498774732165999,5.577139086883609,4.446805318388603,5.145775322724622,5.827016560100208,NA,9.212067033223257e-6
19552,Porites lobata,719017.4652578164,1340936.7258779393,-0.6794625120260438,412,2,0,27,10,48,-0.8148148148148149,561.3337182470784,1,0.07407407407407407,0.37037037037037035,1.7777777777777777,-1.130333768495006,-0.43136376415898736,0.2498774732165999,5.856739439719422,4.726405671224415,5.425375675560434,6.106616912936022,NA,5.639836074188738e-5
19552,Turf,7476398.954015572,9440473.028085018,-0.17933666574558904,412,2,0,27,10,48,-0.8148148148148149,561.3337182470784,1,0.07407407407407407,0.37037037037037035,1.7777777777777777,-1.130333768495006,-0.43136376415898736,0.2498774732165999,6.873692468055188,5.743358699560182,6.442328703896201,7.1235699412717874,NA,4.894536457172897e-4
19553,Dictyota,1426854.8532968806,167152.40502539225,-3.6679091193248228,857,2,0,19,4,38,-1.2631578947368425,359.2909860921627,1,0.10526315789473684,0.21052631578947367,2,-0.9777236052888478,-0.6766936096248666,0.3010299956639812,6.154379796787871,5.176656191499023,5.4776861871630045,6.455409792451852,NA,4.108551831079554e-5
19553,Pocillopora verrucosa,17098224.065156214,2555819.8544941256,-2.7894443016999424,857,2,0,19,4,38,-1.2631578947368425,359.2909860921627,1,0.10526315789473684,0.21052631578947367,2,-0.9777236052888478,-0.6766936096248666,0.3010299956639812,7.232951004032122,6.255227398743274,6.556257394407255,7.533980999696103,NA,4.166748527158516e-4
19556,Pocillopora verrucosa,4135892.375312475,871937.2972070206,-2.3961591585563102,4896,1,0,16,3,35,-1.625,290.26899623870855,1,0.0625,0.1875,2.1875,-1.2041199826559248,-0.7269987279362623,0.3399480616943509,6.616569228969819,5.412449246313895,5.889570501033557,6.956517290664171,NA,1.0142418642204857e-4
19558,Pocillopora verrucosa,40009333.76279105,36595941.15676548,-0.29312622665861615,6344,4,0,20,6,28,-0.20000000000000018,438.2344307350901,1,0.2,0.3,1.4,-0.6989700043360187,-0.5228787452803376,0.146128035678238,7.6021613195481414,6.903191315212123,7.079282574267803,7.748289355226379,NA,9.81247966704521e-4
19575,CCA,15504326.86503135,7484663.863500017,-1.1991065077814413,80,4,1,14,9,35,-0.7142857142857144,435.22268701480243,1,0.2857142857142857,0.6428571428571429,2.5,-0.5440680443502757,-0.1918855262389131,0.3979400086720376,7.19045291567825,6.6463848713279745,6.998567389439337,7.588392924350288,NA,0.0015640821616475713
19575,Pocillopora verrucosa,392090358.6519996,233550557.0514983,-0.7596368937065764,80,4,1,14,9,35,-0.7142857142857144,435.22268701480243,1,0.2857142857142857,0.6428571428571429,2.5,-0.5440680443502757,-0.1918855262389131,0.3979400086720376,8.593386163300679,8.049318118950403,8.401500637061766,8.991326171972716,NA,0.009528682517767645
19575,Porites lobata,22139770.264812455,12456305.15790626,-0.8428210938956833,80,4,1,14,9,35,-0.7142857142857144,435.22268701480243,1,0.2857142857142857,0.6428571428571429,2.5,-0.5440680443502757,-0.1918855262389131,0.3979400086720376,7.3451731100728805,6.801105065722605,7.153287583833968,7.743113118744918,NA,0.0017752350583433501
19575,Turf,1999643.6170507774,1545782.9581835996,-0.4284564866461107,80,4,1,14,9,35,-0.7142857142857144,435.22268701480243,1,0.2857142857142857,0.6428571428571429,2.5,-0.5440680443502757,-0.1918855262389131,0.3979400086720376,6.300952601194113,5.756884556843837,6.1090670749552,6.69889260986615,NA,1.3094982847318827e-4
19581,CCA,1166381.5796757773,81515.65025000341,-5.409704740161334,80,9,2,11,6,32,-0.2727272727272725,466.22891169418534,1,0.8181818181818182,0.5454545454545454,2.909090909090909,-0.08715017571890014,-0.26324143477458145,0.46375729316168096,6.066840652341925,5.979690476623025,5.803599217567345,6.530597945503607,NA,1.1968284687774647e-4
19581,Pocillopora verrucosa,203999215.4243273,181612531.49951357,-0.2571569042614123,80,9,2,11,6,32,-0.2727272727272725,466.22891169418534,1,0.8181818181818182,0.5454545454545454,2.909090909090909,-0.08715017571890014,-0.26324143477458145,0.46375729316168096,8.309628497143837,8.222478321424937,8.046387062369256,8.773385790305518,NA,0.004907104750123554
19581,Porites lobata,1145542.1111464729,1278642.9070293016,-1.3413142946374246,80,9,2,11,6,32,-0.2727272727272725,466.22891169418534,1,0.8181818181818182,0.5454545454545454,2.909090909090909,-0.08715017571890014,-0.26324143477458145,0.46375729316168096,6.059011058870142,5.971860883151241,5.79576962409556,6.5227683520318225,NA,8.928462203140476e-5
19599,CCA,1386887.1795429538,910018.8775332093,-0.7521902369979651,1314,2,0,33,8,46,-0.7272727272727275,637.287072198152,1,0.06060606060606061,0.24242424242424243,1.393939393939394,-1.2174839442139063,-0.6154239528859439,0.14424389180368663,6.142041133535576,4.9245571893216695,5.526617180649632,6.286285025339263,NA,1.4290685281314344e-4
19618,Dictyota,884318.9556660226,1089242.1594970697,0.24890067790044013,190,3,0,16,1,29,-1.125,280.2385037054095,1,0.1875,0.0625,1.8125,-0.7269987279362623,-1.2041199826559248,0.2582780152430313,5.946608934359159,5.219610206422897,4.742488951703234,6.20488694960219,NA,2.5689105554205283e-5
19661,CCA,2166536.3050742224,2188178.349300786,-0.43981920260389196,1314,4,0,36,10,46,-0.3888888888888893,695.3295437808915,1,0.1111111111111111,0.2777777777777778,1.2777777777777777,-0.9542425094393249,-0.5563025007672873,0.10645533091428677,6.335765970989269,5.381523461549944,5.779463470221981,6.4422213019035555,NA,2.091888393617133e-4
19739,Dictyota,2335035.0732812807,724697.0148261813,-1.7106881714972506,-1,5,1,21,6,36,-0.666666666666667,486.2503261681758,1,0.23809523809523808,0.2857142857142857,1.7142857142857142,-0.6232492903979004,-0.5440680443502757,0.23408320603336796,6.368293408250365,5.745044117852464,5.824225363900089,6.602376614283733,NA,6.261439321824398e-5
19757,Dictyota,1080639.4657499883,21031097.379445314,2.93066946204798,2391,2,0,16,5,20,-0.25,321.1447596969639,1,0.125,0.3125,1.25,-0.9030899869919435,-0.5051499783199059,0.09691001300805642,6.033680824247469,5.130590837255525,5.528530845927563,6.130590837255525,NA,2.6603379412080295e-5
19843,Pocillopora verrucosa,15249995.220882734,6487333.56885158,-1.258993204022834,857,2,0,19,4,38,-1.2631578947368425,359.29095348941365,1,0.10526315789473684,0.21052631578947367,2,-0.9777236052888478,-0.6766936096248666,0.3010299956639812,7.183269707581521,6.205546102292673,6.506576097956654,7.484299703245502,NA,3.704964450813793e-4
19863,Pocillopora verrucosa,5965164.703734394,4888108.219351556,-0.3144204651698212,857,6,0,20,1,34,-0.7000000000000002,375.28751687568524,1,0.3,0.05,1.7,-0.5228787452803376,-1.3010299956639813,0.2304489213782739,6.77562243944567,6.252743694165333,5.474592443781689,7.006071360823944,NA,1.443393779733848e-4
19925,Dictyota,6668681.780218739,6498869.654069339,-1.2779348122530951,786,1,0,16,9,29,-0.5,380.1922919298759,1,0.0625,0.5625,1.8125,-1.2041199826559248,-0.2498774732165999,0.2582780152430313,6.824039994012991,5.619920011357066,6.574162520796391,7.0823180092560225,NA,1.667692271530883e-4
20007,Dictyota,9521560.458718672,119910342.32682814,3.6527812341220818,133,1,0,20,10,29,-0.2999999999999998,444.18707814053624,1,0.05,0.5,1.45,-1.3010299956639813,-0.3010299956639812,0.16136800223497488,6.978708129379723,5.677678133715743,6.677678133715743,7.140076131614698,NA,2.6701202979647124e-4
20114,Turf,755757.8662148516,1341486.2414882805,0.5675056309084943,-1,2,0,10,1,10,-0.20000000000000018,175.08683462801605,1,0.2,0.1,1,-0.6989700043360187,-1,0,5.878382676175259,5.17941267183924,4.878382676175259,5.878382676175259,NA,4.912710643963795e-5
20170,Pocillopora verrucosa,2788351.472937448,3118092.6932460833,-0.14894343542236022,-1,2,0,22,7,33,-0.5909090909090908,438.23451049405776,1,0.09090909090909091,0.3181818181818182,1.5,-1.041392685158225,-0.4973246408079494,0.17609125905568124,6.44534751588814,5.403954830729915,5.9480228750801905,6.621438774943821,NA,6.867642833838698e-5
20183,Dictyota,122603516.04177827,2225026.5237763645,-6.265537478381602,200,4,0,28,8,63,-1.25,584.4717873166647,1,0.14285714285714285,0.2857142857142857,2.25,-0.8450980400142568,-0.5440680443502757,0.3521825181113625,8.088502925122416,7.24340488510816,7.544434880772141,8.440685443233779,NA,0.003154135700887972
20188,CCA,2847944.2205078015,1100968.600931644,-1.5469938945648507,3585,1,0,16,3,35,-1.625,290.2689719819419,1,0.0625,0.1875,2.1875,-1.2041199826559248,-0.7269987279362623,0.3399480616943509,6.454531479008746,5.250411496352822,5.727532751072483,6.794479540703097,NA,2.950051051333126e-4
20188,Pocillopora verrucosa,2729690.311921886,554232.6750390688,-3.9518346549767873,3585,1,0,16,3,35,-1.625,290.2689719819419,1,0.0625,0.1875,2.1875,-1.2041199826559248,-0.7269987279362623,0.3399480616943509,6.436113378376822,5.231993395720897,5.70911465044056,6.776061440071173,NA,6.584388994991479e-5
20201,Pocillopora verrucosa,4221082.681345725,177253.4091064441,-5.09552873728518,4524,2,0,19,2,33,-1.2105263157894735,360.2188128787895,1,0.10526315789473684,0.10526315789473684,1.736842105263158,-0.9777236052888478,-0.9777236052888478,0.23976033892505855,6.625423859072324,5.647700253783476,5.647700253783476,6.865184197997383,NA,1.0347370433703897e-4
2023,Dictyota,1095061.3890546756,371624.52918847336,-2.61264888961324,-1,5,1,14,3,31,-1.0714285714285712,371.2068515917051,1,0.35714285714285715,0.21428571428571427,2.2142857142857144,-0.4471580313422192,-0.6690067809585756,0.3452336581560347,6.039438466372828,5.592280435030609,5.370431685414252,6.384672124528862,NA,2.8709870595590308e-5
20321,CCA,150618303.6048934,10643.781160949857,-13.999832246218208,-1,2,0,35,3,36,-0.6857142857142859,533.2808731301612,1,0.05714285714285714,0.08571428571428572,1.0285714285714285,-1.2430380486862944,-1.0669467896306133,0.012234456417011586,8.177877751888463,6.93483970320217,7.110930962257851,8.190112208305475,NA,0.011347329330216782
20334,Pocillopora verrucosa,33148304.88214072,184026429.20602763,2.3107721745209266,1633,5,0,23,7,37,-0.3478260869565215,496.2749197997299,1,0.21739130434782608,0.30434782608695654,1.608695652173913,-0.6627578316815741,-0.516629796003336,0.20647388804940212,7.520461324621476,6.857703492939902,7.00383152861814,7.726935212670878,NA,7.998474944953987e-4
20334,Porites lobata,83936.41090234501,2188197.3059101924,4.4870349207835245,1633,5,0,23,7,37,-0.3478260869565215,496.2749197997299,1,0.21739130434782608,0.30434782608695654,1.608695652173913,-0.6627578316815741,-0.516629796003336,0.20647388804940212,4.9239503949608725,4.261192563279298,4.407320598957536,5.130424283010274,NA,7.429987932636448e-6
20336,Pocillopora verrucosa,47790784.89992228,28564401.0430235,-0.7455737487360681,80,9,2,11,5,34,-0.6363636363636367,452.2496236616617,1,0.8181818181818182,0.45454545454545453,3.090909090909091,-0.08715017571890014,-0.3424226808222062,0.49008623188403005,7.679344163287185,7.592193987568285,7.336921482464979,8.169430395171215,NA,0.0011590026383368416
20341,Pocillopora verrucosa,10573730.170984522,8501238.824429685,-0.43929917967529314,-1,4,0,21,7,28,-0.0952380952380949,449.20179475507416,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,7.024228223531956,6.304068920125999,6.547106968812294,7.149166960140256,NA,2.531889201052712e-4
20351,Pocillopora verrucosa,7982316.286619213,5035632.211181633,-0.7388533608560833,3817,4,1,14,9,31,-0.4285714285714288,431.19181668034315,1,0.2857142857142857,0.6428571428571429,2.2142857142857144,-0.5440680443502757,-0.1918855262389131,0.3452336581560347,6.902128932018791,6.358060887668516,6.710243405779878,7.247362590174826,NA,1.9217630217512939e-4
20356,Pocillopora verrucosa,7598946.648546884,4727282.901796873,-0.7185424673576553,-1,4,1,14,8,33,-0.7142857142857144,417.212703371625,1,0.2857142857142857,0.5714285714285714,2.357142857142857,-0.5440680443502757,-0.24303804868629447,0.37238590419964945,6.880753395382295,6.33668535103202,6.637715346696001,7.253139299581945,NA,1.8359334370594447e-4
20359,Pocillopora verrucosa,10766475.414499946,15453396.267701164,0.515035691920427,5828,1,0,23,8,32,-0.5652173913043477,468.244379764133,1,0.043478260869565216,0.34782608695652173,1.391304347826087,-1.3617278360175928,-0.4586378490256493,0.1434221423023131,7.032073553014068,5.670345716996475,6.573435703988419,7.175495695316381,NA,2.6228078749465265e-4
20361,Pocillopora verrucosa,3219165.3283691686,1833503.0946543012,-0.9729753563707986,2259,2,0,23,6,37,-0.8260869565217392,438.2705337106064,1,0.08695652173913043,0.2608695652173913,1.608695652173913,-1.0606978403536116,-0.5835765856339492,0.20647388804940212,6.507743281548811,5.4470454411952,5.924166695914862,6.714217169598213,NA,7.757040776835809e-5
20363,Pocillopora verrucosa,477382.0448349612,1382928.6912582894,1.3023808302503004,-1,1,0,33,12,61,-1.0303030303030303,664.4259506299594,1,0.030303030303030304,0.36363636363636365,1.8484848484848484,-1.5185139398778875,-0.43933269383026263,0.2668158951328795,5.6788660804107,4.1603521405328125,5.239533386580438,5.94568197554358,NA,1.189909477226256e-5
20365,Pocillopora verrucosa,31055182.431484234,4608157.924141608,-5.022489006023436,80,4,1,14,9,33,-0.5714285714285712,433.20736193182876,1,0.2857142857142857,0.6428571428571429,2.357142857142857,-0.5440680443502757,-0.1918855262389131,0.37238590419964945,7.4921340848214415,6.948066040471166,7.3002485585825285,7.86451998902109,NA,7.569451987177916e-4
20366,Pocillopora verrucosa,9373640.164794922,9119840.01007518,-0.42176393081891844,6344,4,0,20,6,28,-0.20000000000000018,421.20730858691724,1,0.2,0.3,1.4,-0.6989700043360187,-0.5228787452803376,0.146128035678238,6.971908277811943,6.2729382734759245,6.449029532531606,7.118036313490181,NA,2.3212060527038545e-4
20367,Pocillopora verrucosa,25151135.109187383,6289870.540121068,-2.4985323163711275,4032,3,0,22,10,31,-0.09090909090909083,498.2102129936218,1,0.13636363636363635,0.45454545454545453,1.4090909090909092,-0.8653014261025438,-0.3424226808222062,0.14893901301206647,7.400557590208328,6.535256164105784,7.058134909386121,7.549496603220394,NA,6.396524439664681e-4
2037,Dictyota,2329570.4781484352,20805693.209845807,0.30990206177612156,1451,1,2,5,5,7,-0.7999999999999998,223.98884914276792,1,0.2,1,1.4,-0.6989700043360187,0,0.146128035678238,6.3672758540020755,5.668305849666057,6.3672758540020755,6.513403889680314,NA,6.168058631817114e-5
2037,Pocillopora verrucosa,4915625.659,35555656.40140627,0.9438973130640338,1451,1,2,5,5,7,-0.7999999999999998,223.98884914276792,1,0.2,1,1.4,-0.6989700043360187,0,0.146128035678238,6.691578802525894,5.992608798189876,6.691578802525894,6.837706838204133,NA,1.2251983543672669e-4
2037,Porites lobata,562980.8091716303,17816436.649481434,3.608750935155076,1451,1,2,5,5,7,-0.7999999999999998,223.98884914276792,1,0.2,1,1.4,-0.6989700043360187,0,0.146128035678238,5.75049359092077,5.051523586584751,5.75049359092077,5.896621626599007,NA,4.436288205841915e-5
2037,Turf,780258.5191406247,21634231.19706053,1.8870562213799755,1451,1,2,5,5,7,-0.7999999999999998,223.98884914276792,1,0.2,1,1.4,-0.6989700043360187,0,0.146128035678238,5.8922385191452085,5.19326851480919,5.8922385191452085,6.038366554823447,NA,5.238044089517809e-5
20371,Pocillopora verrucosa,15676058.819406217,3197610.412392579,-3.5520715248115073,80,4,1,20,6,29,-0.5,453.1897979817062,1,0.2,0.3,1.45,-0.6989700043360187,-0.5228787452803376,0.16136800223497488,7.1952368843605194,6.496266880024501,6.672358139080181,7.356604886595494,NA,4.004961247421826e-4
2047,Turf,267994.99232812657,3018999.5567890606,-1.8878038125516794,1033,1,0,28,17,57,-0.7142857142857144,680.3707934127546,1,0.03571428571428571,0.6071428571428571,2.0357142857142856,-1.4471580313422192,-0.21670910996394532,0.30871682433027214,5.428126679011697,3.980968647669478,5.211417569047752,5.736843503341969,NA,1.9149862169616407e-5
20653,Pocillopora verrucosa,333910.24591406505,17108397.08487879,5.647145455274315,91,4,1,18,10,37,-0.5555555555555554,501.2318115870158,1,0.2222222222222222,0.5555555555555556,2.0555555555555554,-0.6532125137753437,-0.25527250510330607,0.31292921896368886,5.5236297454265495,4.8704172316512055,5.268357240323243,5.836558964390238,NA,8.052336808409045e-6
20655,CCA,3136019.423511709,801201.3226279253,-2.1800925632516495,1100,9,1,13,4,32,-0.1538461538461542,410.23933967012704,1,0.6923076923076923,0.3076923076923077,2.4615384615384617,-0.1597008428675119,-0.5118833609788743,0.3912066260130692,6.496378743903291,6.336677901035779,5.9844953829244165,6.88758536991636,NA,3.1119831793684514e-4
20655,Pocillopora verrucosa,62744719.61010958,18042880.08180082,-1.8745246047870232,1100,9,1,13,4,32,-0.1538461538461542,410.23933967012704,1,0.6923076923076923,0.3076923076923077,2.4615384615384617,-0.1597008428675119,-0.5118833609788743,0.3912066260130692,7.797577182891164,7.637876340023652,7.2856938219122895,8.188783808904233,NA,0.0015083759206729705
20655,Porites lobata,3340708.6611328023,1440445.6252597617,-1.2388220802521734,1100,9,1,13,4,32,-0.1538461538461542,410.23933967012704,1,0.6923076923076923,0.3076923076923077,2.4615384615384617,-0.1597008428675119,-0.5118833609788743,0.3912066260130692,6.523838603031322,6.3641377601638105,6.011955242052448,6.915045229044392,NA,2.649077407103996e-4
20656,Pocillopora verrucosa,22299126.175851718,11289100.275080113,-0.9938266601172748,1100,2,0,21,6,33,-0.7142857142857144,410.2395232121867,1,0.09523809523809523,0.2857142857142857,1.5714285714285714,-1.021189299069938,-0.5440680443502757,0.1962946451439682,7.348287844911782,6.327098545841845,6.804219800561507,7.544582490055751,NA,5.413455482614651e-4
20656,Porites lobata,1410983.4658203246,965690.5936269531,-0.55815813583628,1100,2,0,21,6,33,-0.7142857142857144,410.2395232121867,1,0.09523809523809523,0.2857142857142857,1.5714285714285714,-1.021189299069938,-0.5440680443502757,0.1962946451439682,6.149521924636653,5.128332625566714,5.605453880286377,6.345816569780621,NA,1.1112696039278794e-4
20664,Pocillopora verrucosa,222316.216145015,3400769.863090815,3.0913533314433845,-1,7,0,34,8,61,-0.7058823529411766,696.4694789090962,1,0.20588235294117646,0.23529411764705882,1.7941176470588236,-0.6863808770279983,-0.6283889300503115,0.25385091796851195,5.346971142075699,4.6605902650477,4.718582212025387,5.6008220600442105,NA,5.287569099246871e-6
