feature_number,Organism,T0,TF,log2_change,network,N,P,C,O,H,NOSC,row m/z,n_presence,nc,oc,hc,log_nc,log_oc,log_hc,logxic,log_snc,log_soc,log_shc,ra,ra_mean
12017,Dictyota,1674794.2132577873,1996469.6210742295,-2.674230742806877,5800,3,0,17,3,23,-0.47058823529411775,318.1809874288555,1,0.17647058823529413,0.17647058823529413,1.3529411764705883,-0.7533276666586115,-0.7533276666586115,0.13127891463931898,6.2239614516492425,5.470633784990631,5.470633784990631,6.3552403662885615,NA,4.902549642398069e-5
12017,Porites lobata,1956463.0580039083,940694.6260673932,-3.19740294379322,5800,3,0,17,3,23,-0.47058823529411775,318.1809874288555,1,0.17647058823529413,0.17647058823529413,1.3529411764705883,-0.7533276666586115,-0.7533276666586115,0.13127891463931898,6.291471651952252,5.53814398529364,5.53814398529364,6.422750566591571,NA,1.4145406393943012e-4
12017,Turf,2210519.1376992087,1290452.888803706,-3.2023068341716283,5800,3,0,17,3,23,-0.47058823529411775,318.1809874288555,1,0.17647058823529413,0.17647058823529413,1.3529411764705883,-0.7533276666586115,-0.7533276666586115,0.13127891463931898,6.344494279188142,5.5911666125295305,5.5911666125295305,6.475773193827461,NA,1.5795495446575337e-4
12024,Pocillopora verrucosa,135781.29165429887,3732989.0244667837,-0.507809046582671,1284,1,0,20,4,43,-1.5999999999999996,362.32697584137935,1,0.05,0.2,2.15,-1.3010299956639813,-0.6989700043360187,0.33243845991560533,5.1328399356954675,3.8318099400314862,4.433869931359449,5.465278395611072,NA,3.1236694452586193e-6
12024,Turf,1534942.185109356,10260190.868828177,-0.7488133913760459,1284,1,0,20,4,43,-1.5999999999999996,362.32697584137935,1,0.05,0.2,2.15,-1.3010299956639813,-0.6989700043360187,0.33243845991560533,6.186092022053699,4.8850620263897175,5.48712201771768,6.518530481969304,NA,1.0968089749671435e-4
12037,Turf,554307.219539067,10361773.513709927,-0.7457390253384126,576,7,0,22,5,51,-0.9090909090909092,494.40556630634137,1,0.3181818181818182,0.22727272727272727,2.3181818181818183,-0.4973246408079494,-0.6434526764861874,0.36514749527573015,5.743750535070109,5.24642589426216,5.100297858583922,6.10889803034584,NA,3.960860149506003e-5
12074,Dictyota,5512057.238328135,15255996.274067376,0.9259709078620838,147,1,0,13,10,25,-0.1538461538461542,356.1552983106125,1,0.07692307692307693,0.7692307692307693,1.9230769230769231,-1.1139433523068367,-0.11394335230683675,0.28399665636520083,6.741313718725585,5.627370366418748,6.627370366418748,7.025310375090785,NA,1.5111131469504086e-4
12079,Dictyota,3063647.615470712,3245224.409986323,-0.3894916705678143,437,1,0,29,15,59,-0.8965517241379306,662.3967250990103,1,0.034482758620689655,0.5172413793103449,2.0344827586206895,-1.462397997898956,-0.28630673884327484,0.3084540137431881,6.486238810745949,5.023840812846993,6.1999320719026745,6.794692824489137,NA,8.449859590942203e-5
12080,CCA,1192078.4034902307,1756307.205362301,-0.9280407508529852,1665,4,1,14,2,27,-1.1428571428571432,315.19542193995267,1,0.2857142857142857,0.14285714285714285,1.9285714285714286,-0.5440680443502757,-0.8450980400142568,0.2852357284807493,6.076304820071496,5.532236775721221,5.2312067800572395,6.361540548552246,NA,1.4405287336124225e-4
12092,Dictyota,5110477.358929696,2165540.8558544847,-1.4203576333502852,-1,5,0,22,4,29,-0.2727272727272725,450.21246559600223,1,0.22727272727272727,0.18181818181818182,1.3181818181818181,-0.6434526764861874,-0.7403626894942439,0.11997531707674983,6.708461468562571,6.065008792076383,5.968098779068327,6.828436785639321,NA,1.315179164758209e-4
12094,Dictyota,1540013.3595898505,174264.35401074064,-4.53200978195383,459,2,0,17,8,23,-0.0588235294117645,384.1508460271111,1,0.11764705882352941,0.47058823529411764,1.3529411764705883,-0.9294189257142927,-0.32735893438633035,0.13127891463931898,6.187524488350091,5.258105562635798,5.8601655539637605,6.31880340298941,NA,3.7912329693055794e-5
12098,Pocillopora verrucosa,1571169.784105977,2109929.929039073,0.27464141848705975,3181,11,0,23,3,41,-0.08695652173913082,520.348233353145,1,0.4782608695652174,0.13043478260869565,1.7826086956521738,-0.3203351508593678,-0.8846065812979305,0.2510560207021426,6.1962231184048004,5.875887967545432,5.31161653710687,6.447279139106943,NA,3.84269074468517e-5
12105,Dictyota,1957273.5524941417,503132.95423144515,-4.053207620997712,-1,2,0,12,4,18,-0.16666666666666696,287.1067329553927,1,0.16666666666666666,0.3333333333333333,1.5,-0.7781512503836436,-0.47712125471966244,0.17609125905568124,6.291651527771595,5.513500277387951,5.814530273051933,6.467742786827276,NA,4.831286729130286e-5
12106,Dictyota,3344266.464343747,278155.19733496185,-3.813797321215757,247,2,0,16,9,28,-0.25,393.19023143484134,1,0.125,0.5625,1.75,-0.9030899869919435,-0.2498774732165999,0.24303804868629444,6.524300873845826,5.621210886853882,6.274423400629226,6.7673389225321205,NA,8.268882148669467e-5
12119,Pocillopora verrucosa,1198870.9642422104,4529932.764651355,1.492284016604744,-1,1,0,16,8,27,-0.5,362.18138790079274,1,0.0625,0.5,1.6875,-1.2041199826559248,-0.3010299956639812,0.22724378150306254,6.07877244203691,4.874652459380985,5.777742446372929,6.306016223539973,NA,2.9883781212778727e-5
12147,CCA,1237855.9184687554,0,-6.6,1428,1,0,24,3,35,-1.083333333333333,386.27004822349477,1,0.041666666666666664,0.125,1.4583333333333333,-1.3802112417116061,-0.9030899869919435,0.16385680263866959,6.092670097466414,4.712458855754807,5.18958011047447,6.256526900105083,NA,1.4958470964708252e-4
12147,Dictyota,6482931.98925006,894536.0630351556,-4.332912821062265,1428,1,0,24,3,35,-1.083333333333333,386.27004822349477,1,0.041666666666666664,0.125,1.4583333333333333,-1.3802112417116061,-0.9030899869919435,0.16385680263866959,6.811771465556577,5.43156022384497,5.908681478564633,6.975628268195246,NA,1.595980018118579e-4
12152,CCA,12055239.342064457,7286562.841960947,-2.681788012436728,84,2,0,13,1,24,-1.2307692307692308,225.19652584348574,1,0.15384615384615385,0.07692307692307693,1.8461538461538463,-0.8129133566428556,-1.1139433523068367,0.26626788940476925,7.081175837185976,6.26826248054312,5.967232484879139,7.347443726590745,NA,0.0014451436733556842
12152,Dictyota,12277976.788982425,6954621.640960949,-2.624790999242788,84,2,0,13,1,24,-1.2307692307692308,225.19652584348574,1,0.15384615384615385,0.07692307692307693,1.8461538461538463,-0.8129133566428556,-1.1139433523068367,0.26626788940476925,7.089126808028936,6.27621345138608,5.975183455722099,7.355394697433705,NA,3.0554022138912717e-4
12156,Dictyota,7918698.4419140825,379122.1905771489,-4.569911066531084,-1,3,1,14,7,31,-0.9285714285714288,385.19844746694565,1,0.21428571428571427,0.5,2.2142857142857144,-0.6690067809585756,-0.3010299956639812,0.3452336581560347,6.8986538045760435,6.229647023617467,6.597623808912062,7.2438874627320775,NA,1.966230787037094e-4
12161,Pocillopora verrucosa,118430702.4139136,137766237.80953103,0.05355305665060113,91,4,0,21,7,28,-0.0952380952380949,471.18588032475634,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,8.073464305093244,7.353305001687287,7.596343050373582,8.198403041701544,NA,0.0028415774106287425
12161,Porites lobata,1099583.6005546798,1517708.5381562526,0.14632683598583537,91,4,0,21,7,28,-0.0952380952380949,471.18588032475634,1,0.19047619047619047,0.3333333333333333,1.3333333333333333,-0.7201593034059569,-0.47712125471966244,0.12493873660829993,6.041228254050915,5.321068950644958,5.564106999331252,6.166166990659215,NA,8.700957557379814e-5
12169,Pocillopora verrucosa,10309107.600015566,6722209.103789047,-0.6317469945055997,91,1,1,16,10,37,-1.1875,457.2067540591163,1,0.0625,0.625,2.3125,-1.2041199826559248,-0.2041199826559248,0.3640817414110702,7.013221072542196,5.809101089886271,6.809101089886271,7.377302813953267,NA,2.4974448348991085e-4
12177,Turf,1058937.6121542952,962409.8830371103,-0.16466129626976267,336,2,0,13,2,22,-0.9230769230769234,239.1756399837255,1,0.15384615384615385,0.15384615384615385,1.6923076923076923,-0.8129133566428556,-0.8129133566428556,0.22847932851536945,6.0248703741818375,5.211957017538982,5.211957017538982,6.253349702697207,NA,6.988004625311885e-5
12180,Pocillopora verrucosa,23020102.063617356,2245980.531627929,-3.4303007803454695,4013,1,0,20,6,39,-1.2000000000000002,390.2854489967568,1,0.05,0.3,1.95,-1.3010299956639813,-0.5228787452803376,0.290034611362518,7.362107244817993,6.061077249154012,6.839228499537656,7.652141856180512,NA,5.603487936255498e-4
12311,Pocillopora verrucosa,5916182.702927757,313676.13996191474,-4.885806077743416,113,8,1,14,4,40,-0.9285714285714288,416.30121218029814,1,0.5714285714285714,0.2857142857142857,2.857142857142857,-0.24303804868629447,-0.5440680443502757,0.4559319556497244,6.772041577368152,6.529003528681858,6.2279735330178765,7.2279735330178765,NA,1.4544339917607694e-4
12326,Turf,2843959.6471484103,24807549.30510938,1.1916986442936428,-1,1,0,24,3,28,-0.791666666666667,379.21199457430106,1,0.041666666666666664,0.125,1.1666666666666667,-1.3802112417116061,-0.9030899869919435,0.06694678963061322,6.453923429911067,5.073712188199461,5.5508334429191235,6.52087021954168,NA,1.958378018389689e-4
12359,Pocillopora verrucosa,1911330.5994043,276176.6574775382,-3.476693305567871,-1,1,0,13,5,25,-0.9230769230769234,276.18043805260186,1,0.07692307692307693,0.38461538461538464,1.9230769230769231,-1.1139433523068367,-0.4149733479708179,0.28399665636520083,6.281335812685113,5.167392460378276,5.866362464714295,6.565332469050314,NA,4.7046324724777175e-5
12387,Pocillopora verrucosa,2748101.4242635584,43871.946782226565,-5.786296900716822,17,1,2,18,3,39,-2.2222222222222223,402.2270626074665,1,0.05555555555555555,0.16666666666666666,2.1666666666666665,-1.255272505103306,-0.7781512503836436,0.3357921019231931,6.4390327572030674,5.183760252099761,5.660881506819424,6.7748248591262605,NA,6.599300526923931e-5
12400,Dictyota,1584607.11276171,674595.3104472675,-1.3039550402397093,1914,8,2,12,2,36,-1.5,387.2499886757673,1,0.6666666666666666,0.16666666666666666,3,-0.17609125905568127,-0.7781512503836436,0.47712125471966244,6.199921600994978,6.023830341939297,5.421770350611334,6.677042855714641,NA,4.1873026506706346e-5
12422,Pocillopora verrucosa,3069534.285519533,56656.636541992055,-5.6817233444077715,21,1,0,22,5,41,-1.2727272727272725,400.3062431879861,1,0.045454545454545456,0.22727272727272727,1.8636363636363635,-1.3424226808222062,-0.6434526764861874,0.2703611758975292,6.487072488646039,5.144649807823833,5.843619812159852,6.757433664543568,NA,7.60371357199096e-5
12440,Porites lobata,4397160.9318242185,629060.6993017588,-3.4722060182697665,667,1,0,9,5,17,-0.44444444444444464,220.11829170621382,1,0.1111111111111111,0.5555555555555556,1.8888888888888888,-0.9542425094393249,-0.25527250510330607,0.27620641193894907,6.643172360667289,5.688929851227964,6.387899855563982,6.919378772606238,NA,3.3307478710828804e-4
12462,Pocillopora verrucosa,253846.34196485044,2149328.457878973,0.12081531583175864,242,5,0,19,3,31,-0.5263157894736841,378.248753684721,1,0.2631578947368421,0.15789473684210525,1.631578947368421,-0.5797835966168102,-0.8016323462331666,0.21260809288144372,5.4045709094151295,4.824787312798319,4.602938563181963,5.617179002296574,NA,6.122320994897683e-6
12484,Dictyota,6548572.61997267,4357488.991451172,-1.2777559764196134,338,1,0,15,4,21,-0.666666666666667,280.1543676528307,1,0.06666666666666667,0.26666666666666666,1.4,-1.1760912590556813,-0.5740312677277188,0.146128035678238,6.816146647957567,5.640055388901886,6.242115380229849,6.962274683635806,NA,1.6384482694507965e-4
12494,Dictyota,2324329.169671836,3304527.5824180045,0.4651301142598744,-1,4,0,25,6,46,-0.8799999999999999,521.3311063575342,1,0.16,0.24,1.84,-0.7958800173440752,-0.619788758288394,0.2648178230095365,6.366297632517308,5.570417615173233,5.7465088742289145,6.631115455526845,NA,7.010382860453644e-5
12504,Pocillopora verrucosa,6469909.025570286,5920904.146739253,-0.21230885639014174,3153,1,0,11,5,19,-0.5454545454545459,246.13376052543083,1,0.09090909090909091,0.45454545454545453,1.7272727272727273,-1.041392685158225,-0.3424226808222062,0.23736091579460392,6.810898174027186,5.769505488868962,6.468475493204981,7.048259089821791,NA,1.5772009159294466e-4
12504,Porites lobata,1225580.0700566457,1001373.0747626964,-0.7984023024625355,3153,1,0,11,5,19,-0.5454545454545459,246.13376052543083,1,0.09090909090909091,0.45454545454545453,1.7272727272727273,-1.041392685158225,-0.3424226808222062,0.23736091579460392,6.088341690004913,5.046949004846688,5.745919009182707,6.325702605799517,NA,9.321269056402967e-5
12505,Pocillopora verrucosa,2096435.3575312498,1224274.4200156233,-0.8021335401230696,-1,2,0,16,7,30,-0.25,459.12950296858344,1,0.125,0.4375,1.875,-0.9030899869919435,-0.3590219426416679,0.27300127206373764,6.321481475706775,5.418391488714831,5.962459533065107,6.594482747770512,NA,5.086757607153882e-5
12519,Pocillopora verrucosa,1935471.841656193,1093098.5432695185,-1.0048256176985229,980,2,2,25,10,48,-1.2800000000000002,599.2879564863737,1,0.08,0.4,1.92,-1.0969100130080565,-0.3979400086720376,0.28330122870354957,6.286786857338109,5.189876844330053,5.888846848666072,6.570088086041658,NA,4.681163675857658e-5
12519,Porites lobata,1020892.0604531378,679912.827901364,-2.384023280114268,980,2,2,25,10,48,-1.2800000000000002,599.2879564863737,1,0.08,0.4,1.92,-1.0969100130080565,-0.3979400086720376,0.28330122870354957,6.008979826290935,4.912069813282879,5.611039817618898,6.292281054994485,NA,7.98465133652233e-5
12521,Porites lobata,2695877.5482578734,21748.388186522556,-6.18842566844874,-1,10,2,12,4,39,-0.916666666666667,450.2704766090447,1,0.8333333333333334,0.3333333333333333,3.25,-0.0791812460476248,-0.47712125471966244,0.5118833609788743,6.430700161853024,6.351518915805399,5.953578907133362,6.942583522831899,NA,2.386370519788561e-4
12591,CCA,925719.579837891,8520450.089085937,1.5412176333411716,-1,1,0,11,7,21,-0.3636363636363633,280.13909153333867,1,0.09090909090909091,0.6363636363636364,1.9090909090909092,-1.041392685158225,-0.19629464514396822,0.2808266095756942,5.966479449562302,4.925086764404077,5.770184804418334,6.247306059137996,NA,9.128320942726503e-5
12591,Dictyota,11737316.128636723,3111503.3690976575,-2.5268515502575357,-1,1,0,11,7,21,-0.3636363636363633,280.13909153333867,1,0.09090909090909091,0.6363636363636364,1.9090909090909092,-1.041392685158225,-0.19629464514396822,0.2808266095756942,7.069568801871064,6.028176116712839,6.873274156727096,7.350395411446758,NA,2.9137964433941676e-4
12617,Dictyota,38704743.72312498,19764768.29391993,-2.536222924526508,786,1,0,15,8,25,-0.40000000000000036,348.1656095458624,1,0.06666666666666667,0.5333333333333333,1.6666666666666667,-1.1760912590556813,-0.27300127206373764,0.2218487496163564,7.587764196195202,6.411672937139521,7.314762924131465,7.809612945811558,NA,9.600974255994934e-4
12618,Dictyota,14104870.04861325,9518802.748492217,-1.941488545056892,-1,4,0,24,4,44,-1,475.32594735695045,1,0.16666666666666666,0.16666666666666666,1.8333333333333333,-0.7781512503836436,-0.7781512503836436,0.2632414347745814,7.149369089255641,6.371217838871997,6.371217838871997,7.412610524030223,NA,3.597800560997611e-4
12620,Dictyota,56095186.089187466,3165140.5382813723,-4.385854047851178,199,2,0,12,2,22,-1,227.17575027840516,1,0.16666666666666666,0.16666666666666666,1.8333333333333333,-0.7781512503836436,-0.7781512503836436,0.2632414347745814,7.74892559308136,6.970774342697716,6.970774342697716,8.012167027855941,NA,0.0013850560283998543
12620,Pocillopora verrucosa,231176.6008964827,6138648.7824560525,2.528870088780975,199,2,0,12,2,22,-1,227.17575027840516,1,0.16666666666666666,0.16666666666666666,1.8333333333333333,-0.7781512503836436,-0.7781512503836436,0.2632414347745814,5.363943873797744,4.585792623414101,4.585792623414101,5.627185308572326,NA,5.581976720055586e-6
12622,Dictyota,3323740.0448124823,87140.52936328096,-5.278786909198497,4132,2,0,18,3,36,-1.333333333333333,329.2800369226555,1,0.1111111111111111,0.16666666666666666,2,-0.9542425094393249,-0.7781512503836436,0.3010299956639812,6.521627049553018,5.567384540113693,5.743475799169374,6.8226570452169994,NA,8.313190925412116e-5
12630,Dictyota,31954612.986843746,21963033.30578124,-2.4713559816602766,436,1,0,16,4,21,-0.625,292.15435421561455,1,0.0625,0.25,1.3125,-1.2041199826559248,-0.6020599913279624,0.11809931207799448,7.504533562028652,6.300413579372727,6.90247357070069,7.622632874106647,NA,7.944312285732739e-4
12631,Dictyota,34859448.27001182,8484702.246765552,-2.1198468512616415,165,1,1,14,2,27,-1.7857142857142856,273.1849058925553,1,0.07142857142857142,0.14285714285714285,1.9285714285714286,-1.146128035678238,-0.8450980400142568,0.2852357284807493,7.542320509131244,6.396192473453007,6.697222469116987,7.827556237611994,NA,8.825433507212661e-4
12635,Dictyota,27922785.816777334,3062864.631113278,-3.2600297790299444,505,2,1,15,3,21,-0.9333333333333336,309.133061025833,1,0.13333333333333333,0.2,1.4,-0.8750612633917001,-0.6989700043360187,0.146128035678238,7.445958745057812,6.570897481666112,6.746988740721792,7.592086780736049,NA,7.002426952047463e-4
12644,Dictyota,14322472.84439843,2054401.7520507863,-2.950191562791865,-1,2,0,13,4,18,-0.3076923076923075,267.134027106095,1,0.15384615384615385,0.3076923076923077,1.3846153846153846,-0.8129133566428556,-0.5118833609788743,0.1413291527964693,7.156018007494239,6.343104650851384,6.644134646515365,7.297347160290708,NA,3.6060323659054493e-4
12646,Dictyota,14294051.679917978,1729084.3573320266,-3.1145662615241236,4520,4,1,9,5,19,-0.22222222222222232,295.117235475238,1,0.4444444444444444,0.5555555555555556,2.111111111111111,-0.35218251811136253,-0.25527250510330607,0.3245110915135041,7.155155347952824,6.802972829841461,6.899882842849517,7.479666439466327,NA,3.5722466756268325e-4
12655,Dictyota,1128185.5251015737,398362.08118213573,-1.5790585240963166,74,1,2,24,1,47,-2.166666666666667,428.3210155174008,1,0.041666666666666664,0.041666666666666664,1.9583333333333333,-1.3802112417116061,-1.3802112417116061,0.29188661622411144,6.052380523319848,4.672169281608242,4.672169281608242,6.344267139543959,NA,2.8563296026449526e-5
12657,Dictyota,2173639.9094375046,752505.6239882817,-4.163971066225042,1497,5,0,20,8,37,-0.2999999999999998,476.2705570517847,1,0.25,0.4,1.85,-0.6020599913279624,-0.3979400086720376,0.26717172840301384,6.337187599411199,5.7351276080832365,5.9392475907391615,6.604359327814213,NA,5.393275139339541e-5
12663,Dictyota,1106890.198730476,589807.3598398468,-2.06387716081896,2922,4,0,36,8,42,-0.3888888888888893,659.3080741721951,1,0.1111111111111111,0.2222222222222222,1.1666666666666667,-0.9542425094393249,-0.6532125137753437,0.06694678963061322,6.044104541880924,5.089862032441599,5.39089202810558,6.111051331511537,NA,2.9370120786263632e-5
12667,Dictyota,5812615.024488289,6378029.85421191,-0.9414772784285061,2712,1,0,40,4,63,-1.2999999999999998,622.4841413562992,1,0.025,0.1,1.575,-1.6020599913279623,-1,0.19728055812561932,6.764371560135649,5.162311568807687,5.764371560135649,6.961652118261268,NA,1.452913531962856e-4
12668,Dictyota,2084329.1460136932,442603.8922207048,-2.556018281930906,-1,10,2,20,8,50,-0.7000000000000002,643.3142161630772,1,0.5,0.4,2.5,-0.3010299956639812,-0.3979400086720376,0.3979400086720376,6.318966301484608,6.017936305820626,5.92102629281257,6.716906310156645,NA,5.1770499105217605e-5
12671,Dictyota,1340928.1590585911,80929.46774096707,-4.38125586798315,6369,12,0,15,2,45,-0.33333333333333304,464.33870616557,1,0.8,0.13333333333333333,3,-0.09691001300805639,-0.8750612633917001,0.47712125471966244,6.12740551091633,6.030495497908274,5.25234424752463,6.604526765635993,NA,3.354935705195277e-5
12672,Dictyota,21448174.61529492,23283607.320252936,-0.9215389409560769,-1,1,0,16,3,21,-0.75,276.1595022261594,1,0.0625,0.1875,1.3125,-1.2041199826559248,-0.7269987279362623,0.11809931207799448,7.331390336696119,6.127270354040194,6.604391608759856,7.449489648774113,NA,5.380840005916568e-4
12677,Dictyota,1679529.538062501,2132106.206171877,0.11090341081260535,1291,1,0,19,5,37,-1.2631578947368425,360.27502334961184,1,0.05263157894736842,0.2631578947368421,1.9473684210526316,-1.278753600952829,-0.5797835966168102,0.28944812311416607,6.225187646227545,4.946434045274716,5.645404049610735,6.514635769341711,NA,4.6368251500302e-5
12678,Dictyota,28583301.86374611,1148938.728042967,-4.838337748382988,-1,1,0,15,4,21,-0.666666666666667,280.1543943276279,1,0.06666666666666667,0.26666666666666666,1.4,-1.1760912590556813,-0.5740312677277188,0.146128035678238,7.456112395846728,6.280021136791047,6.882081128119009,7.602240431524966,NA,7.11573246815412e-4
12696,Dictyota,1561111.445519532,0,-6.6,7,1,2,26,8,51,-1.615384615384615,568.3125190123953,1,0.038461538461538464,0.3076923076923077,1.9615384615384615,-1.414973347970818,-0.5118833609788743,0.2925968281271184,6.193433907832767,4.778460559861949,5.6815505468538925,6.4860307359598846,NA,3.928013562127433e-5
12719,Dictyota,1456984.9729082019,256615.17448046897,-2.6042480591605646,256,1,0,22,10,47,-1.0909090909090908,486.3265751555509,1,0.045454545454545456,0.45454545454545453,2.1363636363636362,-1.3424226808222062,-0.3424226808222062,0.3296751771135112,6.163455072554683,4.821032391732477,5.821032391732477,6.493130249668194,NA,3.7497026339359225e-5
12724,CCA,7256301.070763653,4938465.0948984325,-1.3752038161648126,-1,2,1,15,5,34,-1.5333333333333332,354.2278920015172,1,0.13333333333333333,0.3333333333333333,2.2666666666666666,-0.8750612633917001,-0.47712125471966244,0.35538765798657385,6.860715293712835,5.985654030321135,6.383594038993173,7.216102951699409,NA,8.092682842616536e-4
12746,Dictyota,1310360.3748027293,928851.0489702185,-1.145630233863622,3088,2,0,18,5,29,-0.7222222222222223,354.2128552088046,1,0.1111111111111111,0.2777777777777778,1.6111111111111112,-0.9542425094393249,-0.5563025007672873,0.20712549279565004,6.117390751583074,5.163148242143749,5.561088250815787,6.324516244378724,NA,3.497140749453982e-5
12782,Dictyota,4843537.354398439,540863.8874274904,-3.43208403457686,-1,2,0,9,3,17,-0.5555555555555554,224.11317530239668,1,0.2222222222222222,0.3333333333333333,1.8888888888888888,-0.6532125137753437,-0.47712125471966244,0.27620641193894907,6.685162653457907,6.031950139682563,6.208041398738245,6.961369065396856,NA,1.2027295544972954e-4
12786,Dictyota,1035645.9664257813,181185.92940820882,-3.362604790709012,-1,1,1,13,8,29,-1.1538461538461542,359.17083757994874,1,0.07692307692307693,0.6153846153846154,2.230769230769231,-1.1139433523068367,-0.21085336531489315,0.3484546455921193,6.015211318049086,4.901267965742249,5.804357952734192,6.363665963641205,NA,2.698467104541916e-5
12786,Pocillopora verrucosa,2129212.402548857,5455843.591205034,0.8135482954741373,-1,1,1,13,8,29,-1.1538461538461542,359.17083757994874,1,0.07692307692307693,0.6153846153846154,2.230769230769231,-1.1139433523068367,-0.21085336531489315,0.3484546455921193,6.328218987250315,5.214275634943478,6.117365621935422,6.676673632842434,NA,5.233057995917025e-5
12786,Porites lobata,1861140.9490820572,2541621.612558591,-1.7017220226374903,-1,1,1,13,8,29,-1.1538461538461542,359.17083757994874,1,0.07692307692307693,0.6153846153846154,2.230769230769231,-1.1139433523068367,-0.21085336531489315,0.3484546455921193,6.269779264635647,5.1558359123288104,6.058925899320754,6.618233910227767,NA,1.5589448521537033e-4
12790,Pocillopora verrucosa,576341.2058847633,2113739.45651758,0.7612117802121361,-1,10,0,21,4,42,-0.1904761904761907,521.330505749325,1,0.47619047619047616,0.19047619047619047,2,-0.3222192947339193,-0.7201593034059569,0.3010299956639812,5.760679670854365,5.438460376120445,5.040520367448408,6.061709666518346,NA,1.4145565980590097e-5
12805,CCA,1048758.2373242239,1904611.3351464798,0.5769485262562694,-1,1,0,16,8,29,-0.625,364.19694796191186,1,0.0625,0.5,1.8125,-1.2041199826559248,-0.3010299956639812,0.2582780152430313,6.020675384955142,4.816555402299217,5.719645389291161,6.278953400198174,NA,1.0753051580400528e-4
12806,Dictyota,1143033.1811562427,389448.6713261664,-1.606902770189031,513,3,0,31,3,39,-0.774193548387097,502.3014424207871,1,0.0967741935483871,0.0967741935483871,1.2580645161290323,-1.0142404391146103,-1.0142404391146103,0.09970291319222653,6.058058837730275,5.043818398615665,5.043818398615665,6.157761750922502,NA,3.5228453241298926e-5
12818,Dictyota,316757.83836913883,1670199.0998447242,1.9458694046165639,814,1,0,16,8,29,-0.625,364.1969879935482,1,0.0625,0.5,1.8125,-1.2041199826559248,-0.3010299956639812,0.2582780152430313,5.500727370574721,4.296607387918796,5.199697374910739,5.759005385817752,NA,8.174407321707716e-6
12838,CCA,1433896.877093736,1954999.9456845578,0.432037856952192,5149,2,0,14,3,21,-0.6428571428571432,266.1655042067938,1,0.14285714285714285,0.21428571428571427,1.5,-0.8450980400142568,-0.6690067809585756,0.17609125905568124,6.156517918891365,5.311419878877108,5.487511137932789,6.332609177947046,NA,1.4594798981503392e-4
12869,Dictyota,1007105.2233789344,43903.624882812815,-5.5799326387757455,-1,2,0,27,14,48,-0.5185185185185182,625.3197753911903,1,0.07407407407407407,0.5185185185185185,1.7777777777777777,-1.130333768495006,-0.2852357284807493,0.2498774732165999,6.003074848453789,4.872741079958782,5.717839119973039,6.252952321670389,NA,2.5305663688419488e-5
12869,Pocillopora verrucosa,1287752.3421484642,244495.71626563394,-4.06034732848186,-1,2,0,27,14,48,-0.5185185185185182,625.3197753911903,1,0.07407407407407407,0.5185185185185185,1.7777777777777777,-1.130333768495006,-0.2852357284807493,0.2498774732165999,6.109832348442913,4.979498579947906,5.824596619962163,6.3597098216595125,NA,3.100144328576759e-5
12869,Turf,1866029.3756191712,0,-6.6,-1,2,0,27,14,48,-0.5185185185185182,625.3197753911903,1,0.07407407407407407,0.5185185185185185,1.7777777777777777,-1.130333768495006,-0.2852357284807493,0.2498774732165999,6.270918476264121,5.140584707769114,5.985682747783371,6.52079594948072,NA,1.1952988019128744e-4
12886,Pocillopora verrucosa,3408800.728390689,5687554.912371182,0.49836037712696796,149,1,0,22,10,39,-0.7272727272727275,478.2651290980362,1,0.045454545454545456,0.45454545454545453,1.7727272727272727,-1.3424226808222062,-0.3424226808222062,0.24864192620429296,6.532601613992216,5.190178933170009,6.190178933170009,6.781243540196509,NA,8.149232077549265e-5
12894,Dictyota,4614837.059312513,1046278.2940830052,-2.2791117331230852,-1,5,0,24,2,26,-0.29166666666666696,439.196450690161,1,0.20833333333333334,0.08333333333333333,1.0833333333333333,-0.6812412373755872,-1.0791812460476249,0.03476210625921191,6.664156371561127,5.982915134185539,5.584975125513502,6.698918477820339,NA,1.1844473271798052e-4
12924,Dictyota,7822570.245437498,2981058.210029295,-1.9915609497190658,1235,6,1,6,1,16,-0.16666666666666696,242.10054211502165,1,1,0.16666666666666666,2.6666666666666665,0,-0.7781512503836436,0.4259687322722811,6.893349471731162,6.893349471731162,6.115198221347519,7.3193182040034435,NA,1.9466335735467846e-4
12933,CCA,31181634.773568362,44756218.901549816,0.020775471138395507,984,2,0,13,5,18,-0.1538461538461542,283.1288615024682,1,0.15384615384615385,0.38461538461538464,1.3846153846153846,-0.8129133566428556,-0.4149733479708179,0.1413291527964693,7.493898880401525,6.68098552375867,7.078925532430707,7.635228033197994,NA,0.0024428877641343716
12936,Dictyota,2100375.8122773515,831747.145542969,-1.5905120360116332,-1,1,0,24,12,35,-0.33333333333333304,530.2236837131264,1,0.041666666666666664,0.5,1.4583333333333333,-1.3802112417116061,-0.3010299956639812,0.16385680263866959,6.3222970083509935,4.942085766639387,6.021267012687012,6.486153810989663,NA,5.496843297458688e-5
12953,CCA,4391114.453171875,9593439.196409186,-0.5103315700151014,2550,1,1,18,4,35,-1.6111111111111107,383.2240778114185,1,0.05555555555555555,0.2222222222222222,1.9444444444444444,-1.255272505103306,-0.6532125137753437,0.28879553924696955,6.642574757016295,5.387302251912989,5.989362243240952,6.931370296263265,NA,5.306300763317809e-4
