feature_number,ecoNetConsensus,net_act,Day_CCA,Day_Dictyota,Day_Pocillopora verrucosa,Day_Porites lobata,Day_Turf,Night_CCA,Night_Dictyota,Night_Pocillopora verrucosa,Night_Porites lobata,Night_Turf,Daysum,Nightsum,DayNight_night,activity_night,DayNight_day,activity_day
16396,NA,537,NA,7.506832389312384,NA,NA,NA,NA,NA,NA,NA,NA,7.506832389312384,0,Night,recalcitrant,Day,recalcitrant
16401,Organic acids and derivatives,2108,NA,6.737315450980947,6.545562121392054,NA,NA,NA,NA,NA,NA,NA,13.282877572373001,0,NA,NA,Day,recalcitrant
16403,NA,61,6.679685305755076,NA,NA,6.402059653764308,5.665257149466342,NA,NA,2.8754298661786537,6.843263984684888,NA,18.747002108985725,9.718693850863541,Night,depletolite,Day,recalcitrant
16408,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",206,NA,NA,NA,NA,NA,6.805345271074152,NA,NA,NA,6.974076894265867,0,13.77942216534002,Night,recalcitrant,Day,recalcitrant
16412,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,147,NA,6.308939057792612,NA,NA,NA,NA,NA,5.3344780270978385,NA,NA,6.308939057792612,5.3344780270978385,Night,recalcitrant,Day,recalcitrant
16436,NA,-16436,NA,NA,NA,NA,NA,NA,NA,NA,7.275253249063352,NA,0,7.275253249063352,Night,recalcitrant,Day,recalcitrant
16439,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",131,NA,NA,6.790519445161953,6.886557208279003,NA,NA,NA,6.610472106422426,5.716135604940463,NA,13.677076653440956,12.32660771136289,Night,depletolite,Day,depletolite
16445,NA,7,NA,NA,6.102743063030285,6.618964875069057,NA,NA,NA,NA,NA,NA,12.721707938099343,0,Night,recalcitrant,Day,recalcitrant
16451,NA,-16451,6.388252416761561,NA,NA,NA,NA,6.359559482885482,NA,NA,NA,NA,6.388252416761561,6.359559482885482,Night,recalcitrant,Day,recalcitrant
16452,Benzenoids,1018,NA,NA,7.001744218380615,NA,NA,NA,NA,NA,NA,NA,7.001744218380615,0,Night,depletolite,Day,recalcitrant
16454,NA,242,6.279490191695464,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.279490191695464,0,Night,recalcitrant,Day,recalcitrant
16459,Lipids and lipid-like molecules;Fatty Acyls,165,NA,7.222461152865106,NA,NA,NA,NA,NA,NA,NA,NA,7.222461152865106,0,Night,recalcitrant,Day,recalcitrant
16467,NA,601,6.317777040082492,6.688245880601842,NA,NA,6.42018744134786,NA,6.319176768664919,NA,NA,NA,19.426210362032194,6.319176768664919,Night,recalcitrant,Day,depletolite
16470,NA,-16470,NA,6.298237718400693,NA,NA,NA,NA,NA,NA,NA,NA,6.298237718400693,0,Night,recalcitrant,Day,recalcitrant
16493,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1100,NA,NA,3.68954649464165,NA,NA,NA,NA,7.56588085247832,6.095197655843167,NA,3.68954649464165,13.661078508321488,Night,recalcitrant,Day,recalcitrant
16494,NA,80,NA,NA,6.9066327419170905,NA,NA,NA,NA,6.009105149738419,NA,NA,6.9066327419170905,6.009105149738419,Night,depletolite,Day,depletolite
16525,Lipids and lipid-like molecules;Sphingolipids;Ceramides,830,2.1979464455981,3.0537027347482373,NA,NA,NA,NA,NA,NA,NA,NA,5.251649180346337,0,NA,NA,Day,recalcitrant
16544,NA,-16544,5.3962826599284845,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3962826599284845,0,NA,NA,Day,recalcitrant
16658,NA,-16658,5.934201730495914,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.934201730495914,0,NA,NA,Day,recalcitrant
1674,NA,346,7.876644535914899,8.278675234124448,8.35781904649006,8.404076287376757,8.316946727521374,8.331095176840265,8.250530735786384,8.248860925794386,8.338447505086586,8.32686693942067,41.23416183142754,41.49580128292829,Night,depletolite,Day,recalcitrant
16754,NA,-16754,5.89138562530124,5.048273006161409,NA,NA,NA,NA,NA,NA,NA,NA,10.939658631462649,0,NA,NA,Day,recalcitrant
1677,Benzenoids,5291,NA,NA,NA,NA,NA,6.232446538733031,NA,NA,NA,NA,0,6.232446538733031,Night,recalcitrant,Day,recalcitrant
1678,Lipids and lipid-like molecules;Steroids and steroid derivatives;Androstane steroids,5297,NA,6.51049464886942,NA,NA,NA,NA,6.943534169975442,NA,NA,NA,6.51049464886942,6.943534169975442,Night,recalcitrant,Day,recalcitrant
1680,NA,172,NA,NA,NA,NA,NA,NA,6.338603191711286,NA,NA,6.095718019155386,0,12.434321210866672,Night,recalcitrant,Day,recalcitrant
16806,NA,-16806,3.2778539136570073,NA,6.272318657740096,0,NA,NA,NA,7.155601667851315,2.7880341934472983,NA,9.550172571397102,9.943635861298613,Night,recalcitrant,Day,recalcitrant
1681,NA,87,NA,NA,7.529128660007112,NA,NA,NA,NA,NA,NA,NA,7.529128660007112,0,Night,depletolite,Day,depletolite
16819,Lipids and lipid-like molecules,1319,5.606697552994891,NA,7.162200954772866,NA,NA,NA,NA,7.380257473314168,NA,NA,12.768898507767757,7.380257473314168,Night,recalcitrant,Day,recalcitrant
16846,NA,-16846,NA,NA,7.963986830433077,NA,NA,NA,NA,4.1471704870103325,NA,NA,7.963986830433077,4.1471704870103325,Night,recalcitrant,Day,recalcitrant
16849,Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,1239,NA,NA,NA,7.4203232554415965,NA,NA,NA,NA,NA,NA,7.4203232554415965,0,Night,recalcitrant,Day,recalcitrant
16855,Organic acids and derivatives,3936,NA,NA,NA,NA,NA,NA,6.918694775180448,NA,NA,NA,0,6.918694775180448,Night,recalcitrant,Day,recalcitrant
16857,NA,3918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,Night,recalcitrant,Day,recalcitrant
1686,NA,-1686,8.119474855149413,7.90408355038359,NA,NA,8.07331768777496,8.251463764117819,NA,NA,NA,NA,24.096876093307962,8.251463764117819,Night,depletolite,Day,recalcitrant
16863,Lipids and lipid-like molecules;Fatty Acyls,165,NA,7.793431095146708,NA,NA,NA,NA,7.899191168514443,NA,NA,NA,7.793431095146708,7.899191168514443,Night,recalcitrant,Day,recalcitrant
16867,Alkaloids and derivatives;Amaryllidaceae alkaloids;Galanthamine-type amaryllidaceae alkaloids,4466,6.154363336034132,NA,NA,NA,6.357388583140201,NA,NA,7.334092179034318,NA,NA,12.511751919174333,7.334092179034318,Night,recalcitrant,Day,recalcitrant
16877,NA,61,NA,NA,NA,NA,NA,3.2350989144901043,3.4994797008205247,7.019652106976395,NA,0,0,13.754230722287023,Night,depletolite,Day,recalcitrant
1689,NA,1033,NA,0,NA,5.179116838121927,NA,5.852682014682921,NA,NA,NA,NA,5.179116838121927,5.852682014682921,Night,recalcitrant,Day,recalcitrant
16899,Lipids and lipid-like molecules,113,NA,NA,6.993464549055231,NA,NA,NA,NA,6.067151548802881,NA,NA,6.993464549055231,6.067151548802881,Night,recalcitrant,Day,recalcitrant
16906,NA,701,NA,NA,7.0367826885614555,NA,NA,NA,NA,NA,NA,NA,7.0367826885614555,0,Night,depletolite,Day,depletolite
16907,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-16907,6.107948100250789,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.107948100250789,0,Night,recalcitrant,Day,recalcitrant
16907,NA,-16907,6.107948100250789,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.107948100250789,0,Night,recalcitrant,Day,recalcitrant
16912,Lipids and lipid-like molecules;Fatty Acyls,4779,NA,NA,NA,NA,NA,NA,7.057646817144722,NA,NA,NA,0,7.057646817144722,Night,depletolite,Day,depletolite
16926,NA,-16926,6.244310268250196,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.244310268250196,0,Night,recalcitrant,Day,recalcitrant
16929,NA,346,NA,7.079221077029555,3.5821023185108114,NA,7.278942720463725,NA,0,NA,NA,0,17.94026611600409,0,Night,depletolite,Day,recalcitrant
16952,Organic acids and derivatives;Carboxylic acids and derivatives,3321,3.8645115159965964,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8645115159965964,0,Night,recalcitrant,Day,recalcitrant
16953,NA,-16953,5.901711371218415,6.754208611063058,NA,5.643715825983311,5.356773920287086,NA,NA,NA,NA,NA,23.65640972855187,0,Night,recalcitrant,Day,recalcitrant
16959,Lipids and lipid-like molecules;Prenol lipids,1720,NA,7.488039167448241,NA,NA,NA,NA,7.494691672744487,NA,NA,NA,7.488039167448241,7.494691672744487,Night,recalcitrant,Day,depletolite
16963,NA,5343,NA,NA,NA,NA,NA,NA,6.557696593184348,NA,NA,NA,0,6.557696593184348,Night,recalcitrant,Day,recalcitrant
16984,Lipids and lipid-like molecules;Fatty Acyls,165,NA,6.9918180118054245,NA,NA,NA,NA,7.43504742656339,NA,NA,NA,6.9918180118054245,7.43504742656339,Night,recalcitrant,Day,recalcitrant
16985,Lipids and lipid-like molecules,1314,6.283531980649606,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.283531980649606,0,Night,recalcitrant,Day,recalcitrant
17001,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1100,NA,NA,7.7650203512164335,NA,NA,NA,NA,7.959429183041069,NA,NA,7.7650203512164335,7.959429183041069,Night,recalcitrant,Day,recalcitrant
17003,NA,355,NA,NA,NA,NA,NA,6.405559037812714,6.107101953401462,6.958225367548794,NA,6.22682977896647,0,25.69771613772944,Night,recalcitrant,Day,recalcitrant
17011,NA,-17011,NA,NA,NA,NA,NA,NA,NA,6.07003886952166,NA,NA,0,6.07003886952166,Night,recalcitrant,NA,NA
17038,Organoheterocyclic compounds;Benzazepines;Dibenzazepines,5149,6.808589113790063,NA,NA,NA,NA,6.966796982952759,NA,NA,NA,NA,6.808589113790063,6.966796982952759,Night,recalcitrant,Day,recalcitrant
17039,Organic acids and derivatives,199,NA,8.45528648995827,NA,NA,NA,NA,NA,NA,NA,NA,8.45528648995827,0,Night,depletolite,Day,depletolite
17054,NA,-17054,NA,NA,6.628587727361764,NA,NA,NA,NA,7.194320647584906,NA,NA,6.628587727361764,7.194320647584906,Night,recalcitrant,Day,recalcitrant
17057,NA,80,NA,NA,8.282594567585182,NA,NA,NA,NA,7.052526088299647,NA,NA,8.282594567585182,7.052526088299647,Night,depletolite,Day,depletolite
17059,NA,-17059,NA,7.0488573442241975,NA,7.018434837226625,NA,NA,7.564418826820867,7.80212122508345,NA,NA,14.067292181450822,15.366540051904316,Night,recalcitrant,Day,recalcitrant
17064,NA,77,NA,NA,NA,6.567250232915505,NA,NA,NA,NA,NA,NA,6.567250232915505,0,Night,recalcitrant,Day,recalcitrant
17069,NA,80,NA,NA,7.094858007287701,NA,NA,NA,NA,7.223796602776369,NA,NA,7.094858007287701,7.223796602776369,Night,depletolite,Day,depletolite
1707,NA,1177,NA,NA,NA,NA,NA,NA,NA,6.27845145905353,NA,NA,0,6.27845145905353,Night,recalcitrant,Day,recalcitrant
17083,Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters,21,NA,NA,6.657671825617879,6.230852668022136,NA,NA,NA,NA,6.309096004700354,NA,12.888524493640015,6.309096004700354,Night,depletolite,Day,depletolite
17086,NA,77,6.422873695847316,NA,6.212954995546423,6.61968039294945,NA,NA,NA,NA,NA,NA,19.25550908434319,0,Night,recalcitrant,Day,recalcitrant
17100,NA,537,NA,NA,5.960637199206624,3.104139940224786,NA,NA,NA,NA,NA,NA,9.06477713943141,0,Night,recalcitrant,Day,recalcitrant
17119,Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives,2998,NA,NA,7.936774390637917,6.936150655407011,NA,NA,NA,8.337103318370023,7.0139654190448955,NA,14.872925046044928,15.351068737414918,Night,recalcitrant,Day,recalcitrant
17163,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",805,NA,6.1351013760431385,NA,NA,NA,NA,NA,NA,NA,NA,6.1351013760431385,0,NA,NA,Day,recalcitrant
17171,Lipids and lipid-like molecules,434,NA,NA,6.747720392619655,NA,NA,NA,NA,NA,NA,NA,6.747720392619655,0,Night,depletolite,Day,depletolite
17178,NA,6658,NA,NA,NA,NA,NA,6.485039705249279,NA,NA,NA,NA,0,6.485039705249279,Night,recalcitrant,Day,recalcitrant
17183,NA,-17183,NA,NA,NA,NA,NA,NA,NA,6.2077425124587515,NA,NA,0,6.2077425124587515,Night,recalcitrant,NA,NA
17190,NA,346,5.402832751249637,5.83119273938519,5.475034522326991,NA,2.9105046912263113,NA,NA,NA,NA,NA,19.61956470418813,0,Night,depletolite,Day,recalcitrant
17194,NA,-17194,NA,NA,7.233465808175595,NA,NA,NA,NA,6.954622877223933,NA,NA,7.233465808175595,6.954622877223933,Night,recalcitrant,Day,recalcitrant
17198,Organic acids and derivatives,199,NA,6.667383018497853,NA,NA,NA,NA,NA,NA,NA,NA,6.667383018497853,0,Night,depletolite,Day,depletolite
17199,NA,5622,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,Night,recalcitrant,NA,NA
1720,Lipids and lipid-like molecules;Fatty Acyls,165,NA,NA,NA,NA,NA,NA,7.52000916035955,NA,6.2865941250902395,NA,0,13.806603285449789,Night,recalcitrant,Day,recalcitrant
17202,Lipids and lipid-like molecules,1598,0,NA,NA,6.00045065699044,5.7267853101821,NA,NA,NA,NA,NA,11.72723596717254,0,Night,depletolite,Day,recalcitrant
17203,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",72,NA,NA,NA,6.610693820188633,NA,5.823367369536859,6.551957008829521,3.017340034270758,NA,NA,6.610693820188633,15.392664412637139,Night,recalcitrant,Day,recalcitrant
17212,NA,-17212,3.992920748746411,NA,6.473021965730923,NA,3.9057794860191533,NA,4.24657781616397,NA,NA,8.55762192031668,14.371722200496487,12.804199736480651,Night,depletolite,Day,recalcitrant
17228,NA,-17228,NA,NA,NA,NA,NA,NA,6.187817469680551,NA,NA,NA,0,6.187817469680551,Night,recalcitrant,NA,NA
17229,Lipids and lipid-like molecules,427,6.3045499007401915,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3045499007401915,0,Night,recalcitrant,Day,depletolite
17242,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,NA,NA,6.783984041612407,6.534526248757914,NA,NA,NA,7.040801478889091,5.892492636884669,NA,13.318510290370321,12.93329411577376,Night,recalcitrant,Day,recalcitrant
17246,NA,3623,NA,NA,NA,7.759082482749177,NA,NA,NA,NA,7.929012923090827,NA,7.759082482749177,7.929012923090827,Night,recalcitrant,Day,recalcitrant
17248,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,NA,NA,NA,6.939406557601412,NA,NA,NA,NA,7.113351379846273,NA,6.939406557601412,7.113351379846273,Night,recalcitrant,Day,recalcitrant
1725,NA,5622,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,Night,recalcitrant,NA,NA
17250,Organic acids and derivatives,1354,5.891227015343299,NA,6.957183741348908,6.9356931739267935,NA,NA,NA,7.152908438388529,6.256740000741781,NA,19.784103930619,13.40964843913031,Night,recalcitrant,Day,recalcitrant
17251,Organic acids and derivatives,1354,NA,NA,7.178803743931445,6.560326728838588,NA,NA,NA,7.220040114221324,5.93619102842105,NA,13.739130472770032,13.156231142642374,Night,recalcitrant,Day,recalcitrant
17252,NA,3623,NA,NA,NA,6.177499911501394,NA,NA,NA,NA,5.852387451038138,NA,6.177499911501394,5.852387451038138,Night,recalcitrant,Day,recalcitrant
17254,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,6.292925748271254,NA,8.764021487340074,7.001199411287834,NA,NA,NA,8.883665540314205,6.448615438085682,NA,22.05814664689916,15.332280978399886,Night,recalcitrant,Day,recalcitrant
17257,NA,3623,NA,NA,NA,7.343683376590953,NA,NA,NA,NA,7.555289269210892,NA,7.343683376590953,7.555289269210892,Night,recalcitrant,Day,recalcitrant
17258,Organic acids and derivatives,1354,5.904337557010528,5.9972704188397845,6.932692959662987,6.82010032201732,NA,NA,NA,7.065285719070119,6.201503553190646,NA,25.65440125753062,13.266789272260766,Night,recalcitrant,Day,recalcitrant
17261,Organic acids and derivatives,123,6.399401175708955,NA,9.044319267693071,7.123073713021287,NA,NA,NA,9.164431888841381,6.6607868405478,NA,22.566794156423313,15.825218729389182,Night,recalcitrant,Day,recalcitrant
17264,NA,-17264,NA,NA,7.495585810609395,6.822229713642377,NA,NA,NA,7.989640493520842,6.784295162724307,NA,14.317815524251772,14.773935656245149,Night,recalcitrant,Day,recalcitrant
17267,Organic acids and derivatives;Carboxylic acids and derivatives;Tetracarboxylic acids and derivatives,148,NA,NA,7.914938596039479,6.484810204729598,NA,NA,NA,8.06239648589846,6.027977383198919,NA,14.399748800769078,14.09037386909738,Night,recalcitrant,Day,recalcitrant
17268,NA,3623,NA,NA,NA,7.104507668724258,NA,NA,NA,NA,7.185983164349235,NA,7.104507668724258,7.185983164349235,Night,recalcitrant,Day,recalcitrant
1727,NA,-1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Night,recalcitrant,NA,NA
17271,Organic oxygen compounds,2354,6.106516250159894,NA,6.644501222962283,6.724490630026067,NA,NA,NA,6.69308308523112,6.9196490204500325,NA,19.475508103148243,13.612732105681152,Night,recalcitrant,Day,recalcitrant
17274,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,NA,NA,5.717215468149275,6.450973924792484,NA,NA,NA,6.241667469939955,6.0235500608402734,NA,12.168189392941759,12.265217530780228,Night,recalcitrant,Day,recalcitrant
17275,NA,529,NA,NA,5.282420003488298,NA,5.432390271649435,NA,NA,NA,NA,NA,10.714810275137733,0,Night,recalcitrant,Day,recalcitrant
17279,NA,-17279,NA,NA,NA,7.026688414040022,NA,NA,NA,NA,6.570693355920735,NA,7.026688414040022,6.570693355920735,Night,recalcitrant,Day,recalcitrant
17283,Organic acids and derivatives;Carboxylic acids and derivatives;Tetracarboxylic acids and derivatives,148,NA,NA,7.255379071093605,6.208028385245049,NA,NA,NA,7.711836557789275,6.524822417572324,NA,13.463407456338654,14.2366589753616,Night,recalcitrant,Day,recalcitrant
17284,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,NA,NA,NA,6.1455517886606685,NA,NA,NA,NA,6.467480571925257,NA,6.1455517886606685,6.467480571925257,Night,recalcitrant,Day,recalcitrant
1729,Lipids and lipid-like molecules;Fatty Acyls,165,NA,NA,NA,NA,NA,NA,NA,7.3778948164509615,NA,7.353286752229001,0,14.731181568679961,Night,recalcitrant,Day,recalcitrant
17292,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",5082,NA,NA,7.100514497091426,6.756353650724334,NA,NA,NA,7.053141707464821,6.029233769480944,NA,13.85686814781576,13.082375476945765,Night,depletolite,Day,depletolite
17295,NA,-17295,NA,NA,NA,6.528216068137169,NA,NA,NA,NA,6.6219967012516054,NA,6.528216068137169,6.6219967012516054,Night,depletolite,Day,recalcitrant
17296,Lipids and lipid-like molecules;Fatty Acyls,165,NA,7.378100970906248,NA,NA,NA,NA,NA,NA,NA,NA,7.378100970906248,0,Night,recalcitrant,Day,recalcitrant
17300,NA,1459,NA,NA,NA,NA,NA,7.203245432233146,NA,6.765944688030736,NA,NA,0,13.969190120263882,Night,recalcitrant,Day,recalcitrant
17302,NA,-17302,6.052667895663781,NA,NA,6.400067350102351,NA,NA,NA,6.274131450598147,6.615010942160691,NA,12.452735245766132,12.889142392758838,Night,recalcitrant,Day,recalcitrant
17304,NA,-17304,NA,NA,NA,6.723524226780608,NA,NA,NA,NA,6.899109357739237,NA,6.723524226780608,6.899109357739237,Night,recalcitrant,Day,recalcitrant
17305,NA,-17305,NA,NA,6.125151398522911,5.975472967192062,NA,NA,NA,6.316116627385535,5.726686412212265,NA,12.100624365714975,12.0428030395978,Night,recalcitrant,Day,recalcitrant
17310,NA,-17310,NA,NA,NA,5.998173810525111,NA,NA,NA,NA,NA,NA,5.998173810525111,0,NA,NA,Day,recalcitrant
17313,Organic acids and derivatives;Carboxylic acids and derivatives;Tetracarboxylic acids and derivatives,148,NA,NA,6.2211182547157815,6.552715267677415,NA,NA,NA,6.472312025668016,6.296027895176229,NA,12.773833522393197,12.768339920844245,Night,recalcitrant,Day,recalcitrant
17318,NA,-17318,NA,NA,6.515015079558475,6.0824231029593285,NA,NA,NA,6.16879772898856,6.198928972269739,NA,12.597438182517804,12.367726701258299,Night,depletolite,Day,depletolite
17323,Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives,2585,NA,NA,5.951348053900269,NA,NA,NA,NA,5.961489180896368,NA,NA,5.951348053900269,5.961489180896368,Night,recalcitrant,Day,recalcitrant
17331,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,6.103571102362768,NA,7.211082388601971,7.343487945018686,NA,6.541056931984087,NA,7.948797988834216,7.4269937866022175,NA,20.658141435983424,21.91684870742052,Night,recalcitrant,Day,recalcitrant
17337,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,NA,NA,NA,5.944155076951514,NA,NA,NA,NA,NA,NA,5.944155076951514,0,Night,recalcitrant,Day,recalcitrant
17340,NA,-17340,NA,NA,NA,6.84520263137887,NA,NA,NA,NA,NA,NA,6.84520263137887,0,NA,NA,Day,recalcitrant
17369,NA,-17369,NA,NA,6.234861058734927,6.449576078555314,NA,NA,NA,6.4300031278630865,6.377777385290669,NA,12.68443713729024,12.807780513153755,Night,recalcitrant,Day,recalcitrant
17373,NA,37,6.020001133458759,3.3045606555573173,3.481533238500467,6.032699656285782,5.582453310966559,NA,NA,3.2778215065605707,NA,NA,24.421247994768883,3.2778215065605707,Night,depletolite,Day,recalcitrant
17374,NA,-17374,NA,NA,7.25635436335613,6.072797071484812,NA,NA,NA,7.485944469494921,NA,NA,13.329151434840941,7.485944469494921,Night,depletolite,Day,recalcitrant
17390,NA,5243,NA,NA,6.238877439355344,NA,NA,NA,NA,NA,NA,NA,6.238877439355344,0,Night,recalcitrant,Day,recalcitrant
17392,Organic acids and derivatives;Carboxylic acids and derivatives,798,NA,6.794263027653732,NA,NA,NA,NA,NA,NA,NA,NA,6.794263027653732,0,Night,recalcitrant,Day,recalcitrant
17398,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6615092895831145,0,3.6615092895831145,Night,depletolite,Day,recalcitrant
17401,NA,-17401,NA,NA,NA,NA,NA,NA,5.677337615466923,NA,NA,NA,0,5.677337615466923,Night,recalcitrant,NA,NA
17403,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.671118250057718,0,3.671118250057718,Night,depletolite,Day,recalcitrant
17411,Organic oxygen compounds,891,NA,NA,NA,NA,NA,NA,NA,NA,6.129061253966917,NA,0,6.129061253966917,Night,depletolite,Day,recalcitrant
17427,Organic oxygen compounds,891,NA,NA,NA,NA,NA,NA,NA,NA,6.710078771492917,NA,0,6.710078771492917,Night,depletolite,Day,recalcitrant
17451,NA,-17451,NA,NA,2.4281056050689713,NA,4.215569151566987,NA,NA,6.203897472053757,NA,NA,6.643674756635958,6.203897472053757,Night,recalcitrant,Day,recalcitrant
17456,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,7.1300306637532,NA,7.276818512081359,6.1421019296521955,NA,7.6391358002587015,NA,7.66991587740214,6.290153719991548,NA,20.548951105486754,21.59920539765239,Night,recalcitrant,Day,recalcitrant
17469,NA,-17469,NA,6.329987038788751,NA,NA,NA,NA,NA,NA,NA,NA,6.329987038788751,0,Night,recalcitrant,Day,recalcitrant
17471,Organic acids and derivatives,199,NA,7.072363629982622,NA,NA,NA,NA,NA,NA,NA,NA,7.072363629982622,0,Night,depletolite,Day,depletolite
17481,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,2440,NA,6.820125146885516,NA,NA,NA,NA,NA,6.293284582261737,5.821986972101044,NA,6.820125146885516,12.115271554362781,Night,recalcitrant,Day,recalcitrant
1749,NA,350,NA,NA,NA,NA,NA,0,2.4157808147817743,0,NA,2.395743479665207,0,4.811524294446981,Night,recalcitrant,Day,recalcitrant
17494,Phenylpropanoids and polyketides;Flavonoids;Flavones,1961,NA,NA,NA,NA,NA,NA,NA,NA,6.25172089220268,NA,0,6.25172089220268,Night,recalcitrant,Day,recalcitrant
17530,NA,529,NA,NA,NA,NA,NA,6.4116056093061005,NA,NA,NA,NA,0,6.4116056093061005,Night,recalcitrant,Day,recalcitrant
17541,Lipids and lipid-like molecules,249,NA,NA,NA,5.5883380384972,NA,NA,NA,NA,NA,NA,5.5883380384972,0,Night,recalcitrant,Day,recalcitrant
17546,Organic acids and derivatives;Carboxylic acids and derivatives,2248,NA,NA,6.8077899469144985,NA,NA,NA,NA,7.054623275048256,NA,NA,6.8077899469144985,7.054623275048256,Night,recalcitrant,Day,depletolite
17553,NA,80,NA,NA,6.757600830022545,NA,NA,NA,NA,6.865878976804753,NA,NA,6.757600830022545,6.865878976804753,Night,depletolite,Day,depletolite
17558,Organic oxygen compounds;Organooxygen compounds;Ethers,245,2.6392164028538194,3.3099277692136275,NA,NA,NA,NA,NA,NA,NA,NA,5.949144172067447,0,Night,recalcitrant,Day,recalcitrant
17560,Organic nitrogen compounds;Organonitrogen compounds;Aminoxides,378,NA,NA,NA,NA,NA,6.265160719733468,NA,NA,NA,NA,0,6.265160719733468,Night,recalcitrant,NA,NA
17562,NA,2955,NA,NA,6.912587934073565,NA,NA,NA,NA,NA,NA,NA,6.912587934073565,0,Night,recalcitrant,Day,recalcitrant
17564,NA,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.575908900559027,0,3.575908900559027,Night,depletolite,Day,recalcitrant
17568,NA,576,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,Night,depletolite,Day,recalcitrant
17580,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",131,NA,NA,6.549641563588153,NA,NA,NA,NA,6.1216096510988605,NA,NA,6.549641563588153,6.1216096510988605,Night,depletolite,Day,depletolite
17582,NA,1533,NA,NA,NA,NA,NA,NA,NA,6.1354493914827675,NA,NA,0,6.1354493914827675,Night,recalcitrant,NA,NA
17591,NA,-17591,NA,NA,NA,NA,NA,NA,NA,NA,7.584065238026943,NA,0,7.584065238026943,Night,recalcitrant,Day,recalcitrant
17592,Lipids and lipid-like molecules,569,NA,NA,NA,NA,NA,NA,NA,5.469464356849974,NA,NA,0,5.469464356849974,Night,recalcitrant,Day,depletolite
17613,NA,1463,NA,NA,NA,NA,NA,6.210505128819815,NA,NA,NA,NA,0,6.210505128819815,Night,recalcitrant,Day,recalcitrant
17615,NA,1463,NA,NA,NA,NA,NA,6.102911417666894,NA,NA,NA,NA,0,6.102911417666894,Night,recalcitrant,Day,recalcitrant
17622,NA,-17622,NA,5.954219400446238,NA,NA,NA,NA,NA,NA,NA,NA,5.954219400446238,0,NA,NA,Day,recalcitrant
17645,NA,80,7.615735905105238,NA,7.2727442611288176,6.095493823893168,NA,7.399702134987404,NA,7.695752473700755,6.2009789399595086,NA,20.983973990127225,21.296433548647666,Night,depletolite,Day,depletolite
17657,NA,80,7.2517970916743675,NA,7.005214174964355,NA,NA,7.060980375219941,NA,7.437034277110648,NA,NA,14.257011266638722,14.498014652330589,Night,depletolite,Day,depletolite
17659,NA,-17659,NA,NA,8.180855247321116,NA,NA,NA,NA,NA,NA,NA,8.180855247321116,0,Night,recalcitrant,Day,recalcitrant
17662,Organic acids and derivatives,123,7.071490393658484,NA,3.8433209818951406,6.437921165983844,NA,6.111113055665052,NA,0,6.204061614695072,NA,17.35273254153747,12.315174670360124,Night,recalcitrant,Day,recalcitrant
