feature_number,ecoNetConsensus,net_act,Day_CCA,Day_Dictyota,Day_Pocillopora verrucosa,Day_Porites lobata,Day_Turf,Night_CCA,Night_Dictyota,Night_Pocillopora verrucosa,Night_Porites lobata,Night_Turf,Daysum,Nightsum,DayNight_night,activity_night,DayNight_day,activity_day
2810,NA,346,NA,NA,NA,NA,NA,7.102504749612366,NA,NA,7.137742521192089,NA,0,14.240247270804455,Night,depletolite,Day,recalcitrant
2822,NA,172,NA,3.247837743309872,NA,NA,NA,NA,0,0,NA,NA,3.247837743309872,0,Night,recalcitrant,Day,recalcitrant
2823,Organoheterocyclic compounds,1265,NA,3.378231052969002,NA,NA,NA,NA,5.297319523184957,NA,NA,NA,3.378231052969002,5.297319523184957,Night,recalcitrant,Day,recalcitrant
2834,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1136025518179125,0,6.1136025518179125,Night,recalcitrant,Day,recalcitrant
2843,Lipids and lipid-like molecules;Fatty Acyls,324,NA,NA,0,NA,0,6.114934461456873,NA,6.697825581363098,NA,NA,0,12.81276004281997,Night,depletolite,Day,recalcitrant
2852,Organic acids and derivatives,154,NA,8.840211121724987,NA,NA,NA,NA,NA,NA,NA,NA,8.840211121724987,0,Night,recalcitrant,Day,recalcitrant
2854,NA,346,NA,6.545757932277057,6.679928630112066,NA,6.554221208485365,6.825795402957176,3.494819898979653,7.37422894681669,6.889841019394747,6.983052660066139,19.779907770874487,31.567737928214406,Night,depletolite,Day,recalcitrant
2856,NA,-2856,NA,7.697528133160686,NA,NA,7.623607394309365,NA,NA,NA,NA,NA,15.321135527470052,0,Night,recalcitrant,Day,recalcitrant
2868,NA,-2868,NA,NA,NA,4.980461760358882,NA,NA,NA,NA,NA,NA,4.980461760358882,0,NA,NA,Day,recalcitrant
2874,NA,2619,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.640069868217421,0,5.640069868217421,Night,recalcitrant,Day,recalcitrant
2882,NA,355,NA,NA,NA,NA,NA,NA,5.980987583940143,NA,NA,NA,0,5.980987583940143,Night,recalcitrant,Day,recalcitrant
2888,Lipids and lipid-like molecules,5173,NA,NA,NA,NA,6.494404711133911,NA,NA,NA,NA,NA,6.494404711133911,0,Night,recalcitrant,Day,recalcitrant
2893,"Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",88,6.1211213140268335,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1211213140268335,0,Night,depletolite,Day,depletolite
2904,NA,529,NA,6.3513849573637,6.563435904290968,5.887805310976047,5.941944125689149,7.171032009736784,NA,NA,NA,NA,24.744570298319864,7.171032009736784,Night,recalcitrant,Day,recalcitrant
2914,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",153,6.633923574134711,NA,NA,NA,7.0145423927177735,NA,NA,NA,NA,NA,13.648465966852484,0,Night,recalcitrant,Day,recalcitrant
2922,NA,-2922,NA,NA,NA,NA,NA,NA,6.695156251426882,NA,NA,NA,0,6.695156251426882,Night,recalcitrant,Day,recalcitrant
2926,NA,-2926,NA,NA,NA,NA,NA,2.531282673852393,NA,NA,NA,NA,0,2.531282673852393,Night,recalcitrant,NA,NA
2930,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,247,NA,6.909647080185069,NA,NA,NA,NA,6.493578189642415,6.369860709798639,NA,NA,6.909647080185069,12.863438899441054,Night,recalcitrant,Day,recalcitrant
2942,NA,-2942,NA,NA,6.996949364777919,7.476762462383323,NA,NA,NA,NA,7.5353106879441105,NA,14.473711827161242,7.5353106879441105,Night,recalcitrant,Day,depletolite
2945,Organic oxygen compounds;Organooxygen compounds,3020,NA,7.299478808411687,NA,NA,NA,NA,7.2391377476900125,2.6186619476034667,NA,NA,7.299478808411687,9.85779969529348,Night,recalcitrant,Day,recalcitrant
2953,NA,-2953,NA,6.310548209458547,6.517928305947623,NA,5.895618145069391,7.138770266312738,NA,NA,NA,NA,18.72409466047556,7.138770266312738,Night,recalcitrant,Day,recalcitrant
2954,NA,-2954,NA,NA,5.984861189637417,NA,NA,NA,NA,NA,NA,NA,5.984861189637417,0,NA,NA,Day,recalcitrant
2958,NA,-2958,NA,NA,NA,6.003327860380171,NA,NA,NA,NA,6.101604048897974,NA,6.003327860380171,6.101604048897974,Night,recalcitrant,Day,recalcitrant
2961,NA,601,6.75820617715043,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75820617715043,0,Night,recalcitrant,Day,depletolite
2971,Organic nitrogen compounds;Organonitrogen compounds;Amines,2023,7.009524834846614,7.068825976417089,7.041868744151351,NA,7.027828135040517,7.285651277544391,7.319070839081274,7.311570261666713,NA,7.458689038282671,28.14804769045557,29.374981416575046,Night,depletolite,Day,recalcitrant
2973,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,945,NA,7.949405321044881,7.366434671969773,NA,NA,NA,7.338631732826077,NA,NA,NA,15.315839993014654,7.338631732826077,Night,recalcitrant,Day,recalcitrant
2975,Lipids and lipid-like molecules;Fatty Acyls,324,NA,NA,NA,NA,NA,NA,NA,5.999129539768948,NA,NA,0,5.999129539768948,Night,depletolite,Day,recalcitrant
2978,NA,-2978,NA,NA,7.829273626189973,7.09429572865306,NA,NA,NA,6.728446849962685,7.208834510989717,NA,14.923569354843034,13.937281360952401,Night,depletolite,Day,depletolite
2985,NA,924,7.309894220513607,7.355781147814306,NA,NA,7.5569256109477045,NA,NA,NA,NA,7.31270670599283,22.22260097927562,7.31270670599283,Night,recalcitrant,Day,recalcitrant
2997,Lipids and lipid-like molecules,550,NA,NA,7.450139252331679,NA,NA,NA,NA,NA,NA,NA,7.450139252331679,0,Night,depletolite,Day,depletolite
2998,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,147,NA,7.176387031688007,NA,NA,NA,NA,NA,NA,NA,NA,7.176387031688007,0,Night,recalcitrant,Day,recalcitrant
2999,Lipids and lipid-like molecules,1026,NA,NA,2.562292069686542,NA,NA,NA,NA,6.034146331011872,NA,NA,2.562292069686542,6.034146331011872,Night,depletolite,Day,depletolite
3008,NA,-3008,NA,7.589531062037141,NA,NA,NA,NA,7.350369331945828,NA,NA,NA,7.589531062037141,7.350369331945828,Night,recalcitrant,Day,recalcitrant
3016,NA,505,6.065491578431667,NA,NA,NA,NA,NA,NA,5.918726935837578,NA,NA,6.065491578431667,5.918726935837578,Night,depletolite,Day,recalcitrant
3017,Organic acids and derivatives,199,NA,8.455454077624369,NA,NA,NA,NA,NA,NA,NA,NA,8.455454077624369,0,Night,depletolite,Day,depletolite
3019,Lipids and lipid-like molecules,3223,NA,5.621045242020964,5.646288775450978,NA,5.6571785613911585,NA,NA,6.858443613607485,NA,NA,16.9245125788631,6.858443613607485,Night,depletolite,Day,recalcitrant
3024,NA,-3024,NA,6.291815631827179,NA,NA,NA,NA,NA,NA,NA,NA,6.291815631827179,0,Night,recalcitrant,Day,recalcitrant
3030,"Organoheterocyclic compounds;Dioxanes;1,2-dioxanes",-3030,NA,NA,7.270497228853515,NA,NA,NA,NA,NA,NA,NA,7.270497228853515,0,Night,recalcitrant,Day,recalcitrant
3030,NA,-3030,NA,NA,7.270497228853515,NA,NA,NA,NA,NA,NA,NA,7.270497228853515,0,Night,recalcitrant,Day,recalcitrant
3032,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,17,NA,7.790659202276233,NA,7.752562516795458,NA,NA,NA,NA,NA,NA,15.543221719071692,0,Night,depletolite,Day,depletolite
3040,NA,1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.995014514666165,0,6.995014514666165,Night,depletolite,Day,depletolite
3041,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,198,NA,NA,NA,NA,NA,NA,NA,NA,8.169792779832687,NA,0,8.169792779832687,Night,depletolite,Day,depletolite
3046,NA,4742,7.176643714966159,NA,NA,NA,7.820227609908152,NA,NA,NA,NA,NA,14.99687132487431,0,Night,recalcitrant,Day,recalcitrant
3074,NA,1409,NA,7.486134986596575,NA,NA,NA,NA,NA,NA,NA,NA,7.486134986596575,0,Night,recalcitrant,Day,recalcitrant
3078,Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters,21,NA,NA,6.127029324924175,6.8414613744482216,NA,NA,NA,NA,7.080871878746605,NA,12.968490699372396,7.080871878746605,Night,depletolite,Day,depletolite
3079,NA,7,NA,6.732355425339911,NA,NA,NA,NA,6.119260097305094,NA,NA,NA,6.732355425339911,6.119260097305094,Night,recalcitrant,Day,recalcitrant
3080,NA,87,NA,NA,7.4546720932518955,NA,NA,NA,NA,NA,NA,NA,7.4546720932518955,0,Night,depletolite,Day,depletolite
3093,NA,-3093,2.500983443841273,2.4805562171729196,NA,2.486544724500315,NA,NA,0,2.406617259345085,NA,NA,7.468084385514508,2.406617259345085,Night,recalcitrant,Day,recalcitrant
3099,NA,924,7.217879610162632,7.286163560906584,NA,NA,7.422153041567604,NA,NA,NA,NA,NA,21.92619621263682,0,Night,recalcitrant,Day,recalcitrant
3107,NA,-3107,7.226362026554671,6.884473680086062,NA,NA,NA,NA,7.692135590685597,NA,NA,7.7519135937331,14.110835706640733,15.444049184418697,Night,depletolite,Day,recalcitrant
3109,NA,687,NA,7.114169237470273,NA,NA,NA,NA,NA,NA,NA,NA,7.114169237470273,0,Night,depletolite,Day,recalcitrant
3116,Lipids and lipid-like molecules,363,NA,NA,NA,NA,6.666111656770623,NA,NA,NA,NA,NA,6.666111656770623,0,Night,depletolite,Day,recalcitrant
3119,Benzenoids,1907,NA,NA,NA,NA,6.532565581781691,NA,NA,NA,NA,NA,6.532565581781691,0,NA,NA,Day,depletolite
3124,Lipids and lipid-like molecules,619,NA,NA,7.043330103922635,6.050359389089387,NA,NA,NA,6.583649177811399,NA,NA,13.093689493012022,6.583649177811399,Night,recalcitrant,Day,recalcitrant
3127,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,247,NA,NA,NA,NA,NA,NA,6.247133809670821,NA,NA,NA,0,6.247133809670821,Night,recalcitrant,Day,recalcitrant
3131,Lipids and lipid-like molecules;Fatty Acyls,165,NA,7.711984452572239,NA,NA,NA,NA,7.910890468709512,NA,NA,NA,7.711984452572239,7.910890468709512,Night,recalcitrant,Day,recalcitrant
3132,NA,-3132,6.585781507003293,6.399682949610479,6.609590566432545,NA,6.307410462342689,6.917281820713138,7.038502297101877,7.017938214515289,NA,7.042905558924611,25.902465485389005,28.016627891254913,Night,recalcitrant,Day,recalcitrant
3157,Organic oxygen compounds,40,3.64104124821925,3.6421042551343286,NA,3.619151850758068,NA,3.5689407391997787,7.273790099818729,7.275557595049799,7.220539010519108,0,10.902297354111646,25.338827444587416,Night,recalcitrant,Day,recalcitrant
3162,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1396,NA,NA,NA,NA,NA,NA,NA,NA,7.209693898870388,NA,0,7.209693898870388,Night,recalcitrant,Day,depletolite
3166,Phenylpropanoids and polyketides;Macrolides and analogues,2028,NA,6.6844361233241685,NA,NA,NA,NA,NA,NA,NA,NA,6.6844361233241685,0,Night,recalcitrant,Day,recalcitrant
3170,NA,2274,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,Night,recalcitrant,Day,recalcitrant
3171,NA,-3171,NA,NA,NA,NA,7.073155977933569,NA,NA,NA,NA,NA,7.073155977933569,0,Night,recalcitrant,Day,recalcitrant
3176,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,6256,NA,NA,NA,NA,NA,NA,7.4054629525714795,7.986726677532439,7.343584825724031,7.351294592936183,0,30.087069048764132,Night,recalcitrant,Day,recalcitrant
3181,NA,-3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.603138281488789,0,6.603138281488789,Night,recalcitrant,Day,recalcitrant
3183,NA,-3183,NA,NA,NA,NA,NA,NA,5.823711896273661,5.7527965107257355,NA,NA,0,11.576508406999396,Night,recalcitrant,Day,recalcitrant
3184,NA,3643,NA,NA,NA,NA,NA,NA,NA,6.6353729468470615,NA,NA,0,6.6353729468470615,Night,recalcitrant,NA,NA
3185,NA,87,NA,NA,6.5960126749286,NA,NA,NA,NA,NA,NA,NA,6.5960126749286,0,Night,depletolite,Day,depletolite
3191,NA,346,NA,NA,NA,NA,NA,7.075387720348489,NA,NA,NA,NA,0,7.075387720348489,Night,depletolite,Day,recalcitrant
3197,Organic acids and derivatives,199,NA,8.086897042251252,NA,NA,NA,NA,NA,NA,NA,NA,8.086897042251252,0,Night,depletolite,Day,depletolite
3198,NA,1451,NA,6.083824438786541,6.33753800724962,NA,5.838865068023648,6.9220318306686925,NA,NA,NA,NA,18.26022751405981,6.9220318306686925,Night,recalcitrant,Day,recalcitrant
3203,Lipids and lipid-like molecules,813,6.221218009134045,NA,NA,NA,NA,6.096674916579664,NA,NA,NA,NA,6.221218009134045,6.096674916579664,Night,depletolite,Day,recalcitrant
3204,NA,-3204,NA,7.076057903876363,NA,NA,NA,NA,NA,NA,NA,NA,7.076057903876363,0,Night,recalcitrant,Day,recalcitrant
3206,NA,-3206,NA,NA,6.307852987760556,NA,NA,NA,NA,NA,NA,NA,6.307852987760556,0,NA,NA,Day,depletolite
3214,Lipids and lipid-like molecules,490,NA,NA,NA,NA,6.440988282171081,NA,NA,NA,NA,NA,6.440988282171081,0,Night,recalcitrant,Day,depletolite
3219,NA,-3219,NA,NA,6.158265679938208,NA,NA,NA,NA,NA,NA,NA,6.158265679938208,0,NA,NA,Day,depletolite
3223,Lipids and lipid-like molecules,1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3707131893311395,0,2.3707131893311395,Night,recalcitrant,Day,depletolite
3224,Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids,-3224,7.695867596837051,NA,NA,NA,NA,NA,NA,NA,7.33833267770623,NA,7.695867596837051,7.33833267770623,Night,recalcitrant,Day,recalcitrant
3224,NA,-3224,7.695867596837051,NA,NA,NA,NA,NA,NA,NA,7.33833267770623,NA,7.695867596837051,7.33833267770623,Night,recalcitrant,Day,recalcitrant
3225,NA,-3225,NA,NA,NA,NA,NA,6.908473297325858,7.517560918151535,NA,NA,7.003800238494798,0,21.42983445397219,Night,recalcitrant,Day,recalcitrant
3226,Lipids and lipid-like molecules;Steroids and steroid derivatives;Pregnane steroids,1858,NA,8.277944501485287,NA,NA,NA,NA,8.625931005069079,NA,NA,NA,8.277944501485287,8.625931005069079,Night,recalcitrant,Day,recalcitrant
3229,NA,1619,6.823627242927605,6.589190630675049,NA,NA,NA,NA,6.029361742778367,5.799019765133805,NA,NA,13.412817873602656,11.828381507912171,Night,recalcitrant,Day,depletolite
3230,NA,-3230,NA,7.398924572157808,NA,7.610745844772994,NA,NA,NA,NA,NA,NA,15.009670416930803,0,Night,depletolite,Day,recalcitrant
3236,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-3236,7.818583794542027,NA,NA,NA,7.819786852686622,NA,NA,NA,NA,NA,15.63837064722865,0,Night,recalcitrant,Day,recalcitrant
3236,NA,-3236,7.818583794542027,NA,NA,NA,7.819786852686622,NA,NA,NA,NA,NA,15.63837064722865,0,Night,recalcitrant,Day,recalcitrant
3240,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,247,NA,6.966717693206101,NA,NA,NA,NA,NA,6.092293955342852,NA,NA,6.966717693206101,6.092293955342852,Night,recalcitrant,Day,recalcitrant
3256,NA,-3256,6.761148374252411,7.069459855622789,6.818998220025297,NA,NA,NA,NA,6.071809288477729,5.857907180498664,NA,20.649606449900496,11.929716468976393,Night,recalcitrant,Day,recalcitrant
3259,Organic nitrogen compounds;Organonitrogen compounds;Amines,2023,6.691884527093503,6.6406683504629935,6.7445712003182265,NA,6.612889413919357,6.945500095893937,6.977428036044703,6.972751191728513,NA,7.043029135819971,26.69001349179408,27.938708459487124,Night,depletolite,Day,recalcitrant
3273,Lipids and lipid-like molecules;Fatty Acyls,4779,NA,7.2285303595078485,NA,NA,NA,NA,NA,NA,NA,NA,7.2285303595078485,0,Night,depletolite,Day,depletolite
3275,Lipids and lipid-like molecules,2458,NA,NA,NA,NA,NA,NA,7.219656992554967,NA,NA,NA,0,7.219656992554967,Night,recalcitrant,Day,recalcitrant
3279,Lipids and lipid-like molecules,167,7.261878291694752,NA,7.651410761584197,7.739393434959574,NA,NA,NA,NA,NA,NA,22.652682488238522,0,Night,depletolite,Day,depletolite
3285,NA,143,7.2034851451652315,NA,7.627578443633684,NA,NA,NA,NA,7.241384122214147,7.001086043393084,NA,14.831063588798916,14.24247016560723,Night,recalcitrant,Day,recalcitrant
3299,Lipids and lipid-like molecules;Fatty Acyls,165,NA,8.161315682591539,NA,NA,NA,NA,8.059606765907263,NA,NA,NA,8.161315682591539,8.059606765907263,Night,recalcitrant,Day,recalcitrant
3313,NA,2436,NA,NA,NA,NA,6.965590960417851,NA,NA,NA,NA,NA,6.965590960417851,0,Night,recalcitrant,Day,recalcitrant
3314,NA,1293,7.2865738882584,NA,NA,7.455312315796176,NA,NA,NA,NA,NA,NA,14.741886204054577,0,Night,recalcitrant,Day,recalcitrant
3322,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,247,NA,7.1668484200994165,NA,NA,NA,NA,NA,6.2861074551013445,NA,6.366380756900355,7.1668484200994165,12.6524882120017,Night,recalcitrant,Day,recalcitrant
3323,Lipids and lipid-like molecules,1206,NA,NA,NA,NA,NA,NA,NA,6.214552245977963,NA,NA,0,6.214552245977963,Night,depletolite,Day,depletolite
3324,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,147,NA,NA,NA,NA,NA,NA,6.537365078580514,5.81747050444149,NA,NA,0,12.354835583022004,Night,recalcitrant,Day,recalcitrant
3325,NA,1216,NA,NA,NA,NA,7.911099175430216,NA,NA,NA,NA,NA,7.911099175430216,0,Night,recalcitrant,Day,recalcitrant
3326,Organic nitrogen compounds;Organonitrogen compounds;Amines,4959,NA,7.99238650131103,NA,NA,NA,NA,NA,NA,NA,NA,7.99238650131103,0,Night,recalcitrant,Day,recalcitrant
3331,NA,-3331,NA,7.355049489389934,NA,NA,NA,NA,NA,NA,NA,NA,7.355049489389934,0,Night,recalcitrant,Day,recalcitrant
3336,NA,87,NA,NA,NA,NA,NA,NA,NA,6.069965163657686,NA,6.398490815157585,0,12.468455978815271,Night,depletolite,Day,depletolite
3339,Organoheterocyclic compounds,398,NA,6.924054037960968,NA,NA,NA,NA,NA,NA,NA,NA,6.924054037960968,0,Night,recalcitrant,Day,recalcitrant
3355,NA,-3355,7.310687095509909,7.872388817582278,NA,NA,NA,NA,7.024389650774612,NA,NA,NA,15.183075913092187,7.024389650774612,Night,recalcitrant,Day,recalcitrant
3357,NA,-3357,6.533004428576817,NA,6.507158031128944,NA,6.710956452710109,7.263483843815581,7.333340519214827,6.995003527711147,NA,7.098148788613983,19.75111891241587,28.68997667935554,Night,depletolite,Day,recalcitrant
3361,NA,-3361,6.4990145239832815,6.66669660227239,6.348807877909219,6.959493918142506,6.885198633923605,7.177914588861107,7.039438815895858,6.7495302247818945,NA,7.094321644914032,33.359211556231,28.06120527445289,Night,recalcitrant,Day,recalcitrant
3364,Organic acids and derivatives;Carboxylic acids and derivatives;Tetracarboxylic acids and derivatives,148,NA,8.45567760814792,NA,NA,NA,NA,NA,NA,NA,NA,8.45567760814792,0,Night,recalcitrant,Day,recalcitrant
3369,NA,-3369,7.431909068859081,NA,NA,NA,NA,6.713335403652327,7.551488243299698,NA,NA,7.294900835516211,7.431909068859081,21.559724482468237,Night,recalcitrant,Day,recalcitrant
3372,NA,-3372,NA,6.758139333128626,NA,NA,NA,NA,NA,NA,NA,NA,6.758139333128626,0,Night,recalcitrant,Day,recalcitrant
3373,NA,87,NA,NA,6.9684558224123645,6.516443894840032,NA,NA,NA,NA,NA,NA,13.484899717252397,0,Night,depletolite,Day,depletolite
3374,NA,87,NA,NA,7.774155199718577,6.831969258644145,NA,NA,7.894524959065512,7.661830320200977,NA,NA,14.606124458362721,15.556355279266489,Night,depletolite,Day,depletolite
3375,NA,-3375,NA,7.676728626094485,NA,NA,NA,NA,NA,NA,NA,NA,7.676728626094485,0,Night,recalcitrant,Day,depletolite
3377,NA,-3377,NA,NA,6.294420891961021,NA,NA,NA,NA,NA,NA,NA,6.294420891961021,0,Night,depletolite,Day,depletolite
3381,NA,-3381,7.780784893068573,NA,7.666452147067319,NA,7.736530523574814,NA,NA,NA,NA,NA,23.183767563710706,0,Night,depletolite,Day,recalcitrant
3389,Lipids and lipid-like molecules,627,NA,8.1848434611921,NA,NA,NA,NA,8.283688006570138,NA,NA,NA,8.1848434611921,8.283688006570138,Night,recalcitrant,Day,recalcitrant
3396,NA,65,NA,NA,NA,NA,NA,NA,7.830015514663011,NA,7.256078510979313,7.344009125519116,0,22.43010315116144,Night,recalcitrant,Day,recalcitrant
3408,Organic acids and derivatives,980,NA,7.508354687254714,7.284615490547493,7.14704686268728,NA,NA,6.812737819853295,6.66394665582673,6.428381885958218,NA,21.940017040489487,19.90506636163824,Night,recalcitrant,Day,recalcitrant
3412,NA,-3412,8.465199891450663,NA,NA,NA,8.730245713784917,NA,NA,NA,NA,NA,17.19544560523558,0,Night,depletolite,Day,depletolite
3419,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1095,NA,6.143675187423245,NA,NA,NA,NA,NA,NA,NA,NA,6.143675187423245,0,NA,NA,Day,depletolite
3420,Lipids and lipid-like molecules,1026,NA,NA,2.5688379666570693,NA,2.676080933458876,NA,NA,6.664833698510769,NA,NA,5.2449189001159455,6.664833698510769,Night,depletolite,Day,depletolite
3421,NA,-3421,NA,7.271232708275923,NA,NA,NA,NA,7.660636811247088,NA,NA,NA,7.271232708275923,7.660636811247088,Night,recalcitrant,Day,recalcitrant
3425,NA,1409,NA,7.027061576295076,NA,NA,NA,NA,NA,NA,NA,NA,7.027061576295076,0,Night,recalcitrant,Day,recalcitrant
3432,NA,-3432,NA,NA,NA,NA,NA,7.661325448295269,NA,7.0157358232035545,NA,NA,0,14.677061271498824,Night,depletolite,Day,recalcitrant
3433,NA,2373,NA,NA,6.988236916622673,NA,NA,NA,NA,NA,NA,NA,6.988236916622673,0,Night,depletolite,Day,depletolite
3434,NA,346,7.13216217166429,6.314385076544024,6.942756837474189,NA,6.341702313227828,6.702919267845033,6.633997630396852,6.410369987280713,NA,6.744201515927857,26.73100639891033,26.491488401450454,Night,depletolite,Day,recalcitrant
3435,Lipids and lipid-like molecules,2393,NA,NA,6.804062354441578,6.526405475797891,6.337633989350733,NA,NA,6.503773505570075,6.527211419574584,5.873870554345016,19.668101819590202,18.904855479489676,Night,depletolite,Day,depletolite
3443,Lipids and lipid-like molecules;Prenol lipids,6198,NA,5.761731050590637,NA,NA,NA,NA,NA,NA,NA,NA,5.761731050590637,0,Night,recalcitrant,Day,recalcitrant
3448,Lipids and lipid-like molecules;Steroids and steroid derivatives;Pregnane steroids,-3448,NA,7.867420576288691,6.252042410954919,NA,NA,NA,7.965614817075609,NA,NA,NA,14.11946298724361,7.965614817075609,Night,recalcitrant,Day,recalcitrant
3448,NA,-3448,NA,7.867420576288691,6.252042410954919,NA,NA,NA,7.965614817075609,NA,NA,NA,14.11946298724361,7.965614817075609,Night,recalcitrant,Day,recalcitrant
3459,Lipids and lipid-like molecules,396,NA,7.678232654819327,NA,NA,NA,NA,8.091189985215557,NA,NA,NA,7.678232654819327,8.091189985215557,Night,recalcitrant,Day,recalcitrant
3461,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,247,NA,6.754453330817654,NA,NA,NA,NA,NA,NA,NA,NA,6.754453330817654,0,Night,recalcitrant,Day,recalcitrant
3463,NA,87,NA,NA,NA,NA,NA,NA,NA,7.100681587499388,NA,NA,0,7.100681587499388,Night,depletolite,Day,depletolite
3466,Organic nitrogen compounds,534,NA,9.036496381124701,NA,NA,NA,NA,NA,NA,NA,NA,9.036496381124701,0,Night,recalcitrant,Day,recalcitrant
3472,NA,279,NA,6.610535241115272,NA,NA,NA,NA,NA,NA,NA,NA,6.610535241115272,0,Night,recalcitrant,Day,depletolite
3479,Benzenoids,1907,NA,NA,NA,NA,6.509557448693542,NA,NA,NA,NA,NA,6.509557448693542,0,NA,NA,Day,depletolite
3487,NA,87,NA,NA,7.282154881964761,6.803246587446569,NA,NA,NA,NA,NA,NA,14.08540146941133,0,Night,depletolite,Day,depletolite
3493,Lipids and lipid-like molecules,490,NA,7.193184119733447,NA,NA,6.867240777996729,NA,7.669669433179187,NA,NA,NA,14.060424897730176,7.669669433179187,Night,recalcitrant,Day,depletolite
3494,NA,-3494,NA,6.535997702825121,NA,NA,NA,NA,NA,NA,NA,NA,6.535997702825121,0,NA,NA,Day,recalcitrant
3501,NA,-3501,NA,NA,6.836986430635331,6.330408985593905,NA,NA,NA,7.142972677210882,6.765410296332461,NA,13.167395416229237,13.908382973543343,Night,recalcitrant,Day,recalcitrant
3509,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",5231,NA,NA,NA,NA,NA,NA,NA,5.8505864916186745,NA,NA,0,5.8505864916186745,Night,recalcitrant,Day,recalcitrant
3515,NA,470,NA,0,0,NA,3.463096929614852,3.776039552773749,NA,NA,3.4357615655065037,NA,3.463096929614852,7.211801118280253,Night,recalcitrant,Day,recalcitrant
3519,Organic acids and derivatives,5520,NA,NA,NA,NA,NA,NA,NA,7.205538728286338,NA,NA,0,7.205538728286338,Night,depletolite,Day,depletolite
3521,Organic acids and derivatives,412,NA,8.093961542129996,NA,NA,NA,NA,NA,NA,NA,NA,8.093961542129996,0,Night,recalcitrant,Day,recalcitrant
3523,NA,3122,NA,6.77600098967672,NA,NA,NA,NA,NA,NA,NA,NA,6.77600098967672,0,NA,NA,Day,recalcitrant
3527,Benzenoids,2261,NA,NA,NA,6.945114297856434,7.35977660479395,NA,NA,NA,NA,NA,14.304890902650385,0,Night,depletolite,Day,depletolite
3529,Organic acids and derivatives,199,NA,6.796779745912103,NA,NA,6.054753067027371,NA,NA,NA,NA,NA,12.851532812939475,0,Night,depletolite,Day,depletolite
3533,NA,4520,NA,NA,7.065982351302138,6.9780412590335334,NA,NA,NA,6.87421906454545,NA,NA,14.044023610335671,6.87421906454545,Night,recalcitrant,Day,recalcitrant
3545,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-3545,NA,NA,NA,NA,NA,NA,NA,7.739306673080179,7.004717604726615,NA,0,14.744024277806794,Night,recalcitrant,Day,recalcitrant
3545,NA,-3545,NA,NA,NA,NA,NA,NA,NA,7.739306673080179,7.004717604726615,NA,0,14.744024277806794,Night,recalcitrant,Day,recalcitrant
3551,NA,2003,NA,NA,NA,NA,NA,NA,8.052724499616067,NA,NA,NA,0,8.052724499616067,Night,recalcitrant,Day,recalcitrant
3553,Organic nitrogen compounds;Organonitrogen compounds;Guanidines,2064,NA,NA,NA,NA,7.681391164327216,NA,NA,NA,NA,NA,7.681391164327216,0,Night,recalcitrant,Day,recalcitrant
3554,Lipids and lipid-like molecules,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.315380327060867,0,6.315380327060867,Night,depletolite,Day,depletolite
3557,NA,-3557,NA,6.106146340423418,NA,NA,NA,NA,NA,NA,NA,NA,6.106146340423418,0,Night,recalcitrant,Day,depletolite
3559,NA,-3559,7.139981430547558,8.493839900303033,NA,NA,NA,NA,7.504651140623859,NA,NA,6.997439627761654,15.63382133085059,14.502090768385514,Night,recalcitrant,Day,recalcitrant
