feature_number,OTU,fdr
13068,Otu0008,7.910441048567119e-4
13099,Otu0008,2.705922645704479e-4
13101,Otu0008,0.022615048988956648
13115,Otu0008,0.029753510597095204
13125,Otu0008,0.005683911934811967
13135,Otu0008,0.0023822385869124263
13173,Otu0008,0.015342097207414692
13189,Otu0008,3.859042996370559e-4
13233,Otu0008,0.028154221709819717
13294,Otu0008,0.008868234222861853
13389,Otu0008,0.045147668487499154
13409,Otu0008,0.018658447253665337
13427,Otu0008,0.007566002599364816
13434,Otu0008,0.022737854409502815
13504,Otu0008,0.0028090662866194116
13517,Otu0008,1.0759055018500044e-4
13526,Otu0008,1.6774791398742865e-4
13609,Otu0008,8.057098953154284e-4
13727,Otu0008,0.017551005100342923
13740,Otu0008,0.0024608525614175404
14020,Otu0008,1.2623147208706405e-4
14055,Otu0008,0.016628402128847877
14096,Otu0008,0.02840865727950304
1410,Otu0008,0.0028649508955549824
14111,Otu0008,2.8700821032722467e-5
14156,Otu0008,0.020040925366481947
14174,Otu0008,0.03171229163445337
14220,Otu0008,0.044823704350617596
14343,Otu0008,0.013690199886606646
14374,Otu0008,0.024213690502719834
14377,Otu0008,0.0037452029870292947
14422,Otu0008,0.00365891954311309
14424,Otu0008,6.511135692561898e-5
14432,Otu0008,0.021909544457320625
14576,Otu0008,0.020212351628412114
14604,Otu0008,2.329821614244483e-4
14661,Otu0008,0.005927923733377027
1469,Otu0008,0.002193358465579486
14702,Otu0008,0.0036490105008728717
14783,Otu0008,0.001199293235580084
14869,Otu0008,0.036774467305953504
14878,Otu0008,0.02057232152159057
14893,Otu0008,0.014110898233998552
14896,Otu0008,0.005323072260777489
14926,Otu0008,0.020653410597293496
14932,Otu0008,0.0017011604054744996
15013,Otu0008,3.2484863412461073e-6
15025,Otu0008,0.02157039891060481
15064,Otu0008,0.020148347225452844
15080,Otu0008,0.028753039967120007
15262,Otu0008,0.033356912763937624
15310,Otu0008,0.0020222066652216073
15438,Otu0008,0.009161350140043366
15479,Otu0008,0.03722536615511243
15525,Otu0008,0.036147010591249855
15539,Otu0008,0.0424602474669269
15600,Otu0008,0.017376787124806305
15621,Otu0008,0.006090967777113489
15675,Otu0008,4.824553232453026e-6
15802,Otu0008,0.011775320870531406
15850,Otu0008,0.0022645473919494855
15854,Otu0008,0.0064197293105290355
15861,Otu0008,1.1945974148510342e-5
15866,Otu0008,2.268198613271255e-7
15907,Otu0008,0.0015057027744844638
15910,Otu0008,9.600630792049122e-7
15959,Otu0008,0.005377993226981389
16044,Otu0008,0.027270077940303956
16072,Otu0008,0.004015818342303849
16123,Otu0008,0.03533615887991837
16138,Otu0008,0.011595882401781766
16141,Otu0008,0.008131731048229613
16234,Otu0008,0.015604590552035443
16235,Otu0008,0.006784238172064423
16259,Otu0008,0.008348555178097381
16337,Otu0008,3.291902060576255e-4
16344,Otu0008,0.04101321345456989
16358,Otu0008,0.001626715835769507
16363,Otu0008,0.004015186424294837
16472,Otu0008,0.005610784099223719
16546,Otu0008,0.005683911934811967
16554,Otu0008,3.380396318981155e-4
16684,Otu0008,0.006864806084425446
16703,Otu0008,2.8574521844767553e-9
16711,Otu0008,0.0026999127954245895
1678,Otu0008,0.005691299317656885
16820,Otu0008,0.03721986113738152
16869,Otu0008,8.416712763392336e-4
16901,Otu0008,0.026253415377126357
16988,Otu0008,0.0013688962386006944
17046,Otu0008,3.804376191259139e-5
17086,Otu0008,0.022016713161307985
17094,Otu0008,5.3995385624087974e-5
17212,Otu0008,1.8453116161148782e-4
17252,Otu0008,0.0010824965702127534
17398,Otu0008,0.0038253337096604443
17403,Otu0008,0.014047121103209522
17419,Otu0008,0.005466961729646539
17443,Otu0008,0.004873451702706348
1747,Otu0008,0.002670386579520362
17515,Otu0008,0.0016464995855147032
17564,Otu0008,0.005937913876415794
17568,Otu0008,0.006643433876134001
17592,Otu0008,0.0033106827070545474
17602,Otu0008,1.2024515043694422e-8
17628,Otu0008,0.011592900700474114
17667,Otu0008,0.019730132347507347
17759,Otu0008,0.01397074006608927
17784,Otu0008,3.2921882960205284e-4
17785,Otu0008,0.02892989121557258
17833,Otu0008,0.00451824825634789
17950,Otu0008,1.5905277275772925e-4
17990,Otu0008,0.03116878433612882
17998,Otu0008,0.009794980500099736
18001,Otu0008,0.0198267129565055
18031,Otu0008,1.27983749240374e-4
18035,Otu0008,0.009215538984353526
1805,Otu0008,0.004608422573908009
18075,Otu0008,3.880718703080442e-4
18108,Otu0008,0.0013673580232197748
1812,Otu0008,7.94303129418204e-6
18135,Otu0008,0.019511313180119796
1832,Otu0008,0.004803016322801534
18336,Otu0008,0.013426399965570468
18373,Otu0008,0.0013842847911136112
1842,Otu0008,0.0011003269473326778
18431,Otu0008,0.03221569621075983
18464,Otu0008,1.5616793777448554e-5
18474,Otu0008,0.03763497797012612
18511,Otu0008,3.188041077496024e-4
18530,Otu0008,0.02522760453769779
18552,Otu0008,4.9699810125622605e-5
18574,Otu0008,0.042579086176693696
18666,Otu0008,0.00895020392191406
18670,Otu0008,0.021611197944379334
18833,Otu0008,0.038649762247797356
18921,Otu0008,0.0010485023201342383
18950,Otu0008,0.0015207728212227156
18960,Otu0008,0.0017223283421470609
18962,Otu0008,9.276286996420559e-4
19022,Otu0008,0.04418743813558931
19155,Otu0008,0.01868866673485773
19156,Otu0008,0.008886118203785048
19179,Otu0008,1.2087094035492304e-4
19284,Otu0008,0.025853863972203836
19305,Otu0008,0.01674867861213666
19379,Otu0008,0.028603807924572892
19381,Otu0008,0.0034730854597427373
19390,Otu0008,7.238279715031895e-12
19392,Otu0008,0.019514737102565266
19395,Otu0008,1.8791047832466427e-6
19398,Otu0008,0.028254285670091254
19415,Otu0008,0.006451829674361082
19422,Otu0008,0.013561594928901114
19457,Otu0008,4.269691809932941e-6
19469,Otu0008,0.018240685510042706
19476,Otu0008,0.018231594279829524
19486,Otu0008,0.0074010509458557906
1949,Otu0008,1.9057805758439067e-5
19509,Otu0008,3.172577877567023e-4
19512,Otu0008,0.04305118446556253
19539,Otu0008,2.727004118957752e-5
19553,Otu0008,0.0015286915977276133
19603,Otu0008,0.018912891032463606
19610,Otu0008,0.03721059785160357
19623,Otu0008,0.02922923326460763
19657,Otu0008,0.01911815618821451
19661,Otu0008,0.007520911235932841
19758,Otu0008,0.042504088441705785
19794,Otu0008,0.04515055792642422
19847,Otu0008,0.0011807276295108964
19864,Otu0008,0.04331113765268235
19911,Otu0008,3.292582555199054e-4
19981,Otu0008,0.02764163153637508
20155,Otu0008,0.005825297672822878
20207,Otu0008,0.04359772159386325
20295,Otu0008,0.01951167950949427
20320,Otu0008,0.0010287338927963434
20321,Otu0008,0.03674795119883352
20329,Otu0008,0.016045277399983668
20338,Otu0008,3.6799609852630886e-6
20352,Otu0008,5.636498755519427e-5
20361,Otu0008,1.02007107421564e-5
20365,Otu0008,0.01618439173911302
20382,Otu0008,0.0014796618280599999
20420,Otu0008,5.989727474566896e-4
20537,Otu0008,0.046860307490183946
2058,Otu0008,0.0368605381851789
20581,Otu0008,0.0016436075093526142
2059,Otu0008,0.0054723967538265516
20698,Otu0008,0.002663242743698357
2098,Otu0008,0.034840531392705695
2144,Otu0008,0.04390722777212734
2211,Otu0008,0.02805201477787427
2228,Otu0008,9.526271639296036e-4
2236,Otu0008,1.0832754143359626e-4
2267,Otu0008,0.0012307818832237916
2352,Otu0008,1.1058947585780033e-6
2360,Otu0008,0.0017174238527388297
2372,Otu0008,0.01048408382582824
2378,Otu0008,0.012735591917614735
2382,Otu0008,0.002592612408561461
2400,Otu0008,0.0034401032776386346
2404,Otu0008,1.9565266109570214e-6
2522,Otu0008,0.024945362669420976
2536,Otu0008,0.0036167946158983063
2551,Otu0008,0.0014453677439384255
2554,Otu0008,0.0202978593671936
2572,Otu0008,0.003117148275285846
2579,Otu0008,0.008597370805439214
2604,Otu0008,1.8151615018986429e-6
2629,Otu0008,0.021752396348047577
2649,Otu0008,0.00871024413824386
2660,Otu0008,0.007840931341760077
2696,Otu0008,8.151693129330031e-4
2725,Otu0008,3.135918967690201e-4
2746,Otu0008,0.02674736902874627
2779,Otu0008,0.04468674986806134
2799,Otu0008,0.040104095706999035
2808,Otu0008,2.099375402653526e-5
2815,Otu0008,7.283157044480025e-4
2834,Otu0008,0.0024670268070786736
2842,Otu0008,0.0024532081338517193
2947,Otu0008,0.04979935069465504
2975,Otu0008,1.2309791942243675e-5
2999,Otu0008,1.8735411541605667e-7
3019,Otu0008,7.282443639461678e-4
3029,Otu0008,0.018649460525637977
3034,Otu0008,0.020308693691918175
3104,Otu0008,0.03027548730533272
3107,Otu0008,0.01867853425802402
3132,Otu0008,6.009472734403578e-4
3206,Otu0008,2.0452001851066953e-4
3214,Otu0008,0.018160652778278868
3279,Otu0008,3.597221091769685e-4
3292,Otu0008,0.00529591434499421
3321,Otu0008,0.0012699971080329029
3323,Otu0008,0.019595237287103887
3403,Otu0008,0.015773267137412516
3412,Otu0008,0.0032655016599351426
3413,Otu0008,0.0013106406037455473
3419,Otu0008,0.02475482901996559
3424,Otu0008,4.796211588596727e-5
3430,Otu0008,0.014318810034411081
3432,Otu0008,0.0034636593111498962
3450,Otu0008,0.004207698815178539
3475,Otu0008,0.009516349692093164
3494,Otu0008,0.023655369276282222
3501,Otu0008,0.03952921509629881
3529,Otu0008,0.011366454566096857
3582,Otu0008,0.008671655831750148
3639,Otu0008,0.002912698251189121
3647,Otu0008,0.03032157775771526
3706,Otu0008,3.292290436634371e-4
3716,Otu0008,4.622867710393895e-6
3735,Otu0008,0.010109290403814395
3757,Otu0008,0.017244080374921745
3791,Otu0008,0.037009823560143984
3811,Otu0008,0.02017853556419088
3850,Otu0008,0.011142371663066758
3856,Otu0008,0.0204947704772329
3860,Otu0008,0.035908618945464564
3885,Otu0008,0.00906344809335806
3915,Otu0008,1.6454570169329243e-6
3966,Otu0008,0.036728453959205994
3994,Otu0008,0.009660433245427244
4001,Otu0008,0.0016865240714366784
4018,Otu0008,0.018786679450442156
4020,Otu0008,0.03235331443178641
4117,Otu0008,0.01252330507785439
4121,Otu0008,1.5639820330770151e-4
4126,Otu0008,0.016548005401476752
4196,Otu0008,8.758729967089126e-5
4264,Otu0008,0.006878892608649479
4304,Otu0008,0.01705791509044414
4317,Otu0008,0.04948005794923743
4329,Otu0008,0.0027261279258836636
4354,Otu0008,1.1589974039970704e-4
4360,Otu0008,0.00782356019826738
4373,Otu0008,2.969621875502733e-4
4422,Otu0008,0.04072480009954847
4492,Otu0008,0.008132839231194823
4500,Otu0008,3.9858194097327327e-4
4514,Otu0008,0.01077927070183011
4517,Otu0008,0.004107820425973951
4538,Otu0008,0.0027585690031690555
4560,Otu0008,0.035320884924688815
4577,Otu0008,4.1411621304939416e-5
4579,Otu0008,1.0924078318911936e-4
4585,Otu0008,4.295717620385859e-6
466,Otu0008,0.005508248077827326
4669,Otu0008,0.0011028416481263866
467,Otu0008,0.0010229409947092964
4670,Otu0008,3.849822904228186e-4
4672,Otu0008,3.292358767905813e-4
4722,Otu0008,0.025872513659435097
4742,Otu0008,0.004815571605483299
4763,Otu0008,0.01150820894606058
4777,Otu0008,0.00961093113769678
4808,Otu0008,3.4928131697481614e-4
4954,Otu0008,0.02646265351472727
4955,Otu0008,1.7760490944604664e-4
4973,Otu0008,0.022549952535402568
4976,Otu0008,2.617583729892659e-8
4995,Otu0008,0.010397501699093096
5056,Otu0008,0.0021275724072607007
5124,Otu0008,7.290646044586767e-4
5174,Otu0008,0.020306924125848114
5275,Otu0008,0.025673180078761897
5374,Otu0008,7.950950489058003e-4
5390,Otu0008,0.007115815766613972
5452,Otu0008,0.0013120802741605569
5501,Otu0008,0.0013406253134302627
5625,Otu0008,4.677143824309497e-5
5675,Otu0008,0.04488622758418905
5696,Otu0008,0.007809659825005019
5789,Otu0008,0.018896806743591146
5916,Otu0008,0.038965859824907294
592,Otu0008,0.0010003094389916096
6100,Otu0008,0.011059397979185029
6101,Otu0008,0.0011031010648242662
6136,Otu0008,0.003961398880755726
6140,Otu0008,0.027751707088255848
6253,Otu0008,0.001812251529607456
6269,Otu0008,0.006227991215242683
6286,Otu0008,0.0439480127685057
6334,Otu0008,0.003423563615736298
6423,Otu0008,0.028356428106255414
6434,Otu0008,0.0010875351209881107
6508,Otu0008,0.008941395391411854
6531,Otu0008,0.003693029081992991
6552,Otu0008,0.004029918774796891
6561,Otu0008,0.009324208026398776
6586,Otu0008,0.009259908622419804
6616,Otu0008,0.00714780567146879
6626,Otu0008,0.002617652814649801
6669,Otu0008,0.008847101597537052
6733,Otu0008,4.5534474206487797e-4
6745,Otu0008,0.0015818035224995205
6867,Otu0008,0.019203484513335214
7052,Otu0008,5.468475772997237e-5
7066,Otu0008,4.1568235585880044e-4
7069,Otu0008,0.01063112149677567
7074,Otu0008,0.0017031316700749127
7078,Otu0008,8.18481207048868e-4
7088,Otu0008,0.011998403617221947
7103,Otu0008,4.781861921177868e-6
7115,Otu0008,3.449775267998302e-4
7152,Otu0008,0.03124038360114845
7205,Otu0008,0.032540317511921324
7241,Otu0008,1.2872606169548936e-4
7242,Otu0008,0.02424571274042565
7262,Otu0008,0.03358168839770828
7275,Otu0008,0.010643031389193492
7284,Otu0008,1.4134343707190447e-5
7295,Otu0008,0.026709094913488416
7297,Otu0008,0.013970083133508926
7329,Otu0008,2.43777989150404e-4
7365,Otu0008,0.037288343156308607
7379,Otu0008,0.0352306239588003
7412,Otu0008,0.01300121749200811
7425,Otu0008,3.4838206192492986e-4
7482,Otu0008,0.007184771901380099
7529,Otu0008,0.03486014804811165
7534,Otu0008,0.0023608651918295945
7555,Otu0008,0.0020987323671932965
7577,Otu0008,0.021609444540555838
7586,Otu0008,8.933682016305439e-4
7611,Otu0008,4.2768237737612817e-8
7641,Otu0008,0.016464408517626785
7645,Otu0008,0.031795367638007506
7679,Otu0008,0.005838265064089935
768,Otu0008,0.0013982218486054115
7685,Otu0008,0.006920143885581092
7740,Otu0008,0.024587084221898464
7801,Otu0008,0.010694328047443634
7817,Otu0008,0.022603306723567442
7834,Otu0008,0.040136289135092
7844,Otu0008,2.8532746486338362e-6
794,Otu0008,7.963872888030488e-4
7945,Otu0008,0.024894350614434332
7973,Otu0008,0.0017484141437711554
8011,Otu0008,0.028114642708855844
8036,Otu0008,0.008513855869177274
8073,Otu0008,0.04262950694848883
8082,Otu0008,0.01869642608813477
8143,Otu0008,0.018302477461737184
8307,Otu0008,0.03472205451524802
8309,Otu0008,0.040593655130012556
8324,Otu0008,2.4500245431174898e-5
8349,Otu0008,0.014053573325281864
836,Otu0008,1.3124863262639857e-6
8374,Otu0008,0.029327051660581083
8545,Otu0008,0.04945456501340254
8568,Otu0008,0.01626332082550486
8669,Otu0008,6.68697983021406e-7
8677,Otu0008,0.015063275390452876
8826,Otu0008,9.533249398495013e-5
8834,Otu0008,0.047533845307660666
8855,Otu0008,0.00032919040093357614
8863,Otu0008,1.2216964106408096e-6
8895,Otu0008,7.583967753586014e-6
8939,Otu0008,0.03195372900683031
8965,Otu0008,0.008961556888812583
8979,Otu0008,0.027384070432079285
8981,Otu0008,0.03664135523185559
9024,Otu0008,0.00768274539000033
9034,Otu0008,0.0463075495500264
9117,Otu0008,0.001792022022772102
9132,Otu0008,1.2834416756081938e-4
9134,Otu0008,0.039402996433011955
9226,Otu0008,0.03453620101200546
9228,Otu0008,2.380199822750883e-6
9251,Otu0008,0.0019691491141066624
9303,Otu0008,0.00461726563798909
9328,Otu0008,0.005234363812869423
9362,Otu0008,0.022236573167221812
9368,Otu0008,0.013913218736832622
9381,Otu0008,0.018404529364934048
9393,Otu0008,0.007661756280955319
9444,Otu0008,5.068361323905563e-5
9458,Otu0008,3.61877126683885e-5
9509,Otu0008,0.024836910126913758
9535,Otu0008,0.005582111838468278
9611,Otu0008,0.0012615237073544377
9621,Otu0008,0.0157355509960538
9633,Otu0008,0.007882327994194003
9646,Otu0008,0.0030247924524779723
9679,Otu0008,0.002389026437312598
9680,Otu0008,0.016384239161701147
9747,Otu0008,0.021186137722034464
9759,Otu0008,0.002949071437181818
9768,Otu0008,0.006729653169996649
9815,Otu0008,0.0020328148160599032
9958,Otu0008,0.0030646591510519387
9961,Otu0008,0.04850903971184993
9964,Otu0008,2.7465987414578154e-4
9983,Otu0008,0.015680926093027053
9990,Otu0008,1.627237862387644e-4
1001,Otu0010,0.003326510410978795
10027,Otu0010,0.04911438623935358
10032,Otu0010,0.00535050495307775
10042,Otu0010,0.014394266062654617
10082,Otu0010,0.003013292122505373
10134,Otu0010,0.02899958073951379
1014,Otu0010,0.008282120868537638
10294,Otu0010,0.011517382102486519
10395,Otu0010,0.04747894954801253
10457,Otu0010,0.03361631167625311
10505,Otu0010,0.00870021788866804
10604,Otu0010,9.1437428478959e-4
10610,Otu0010,0.019559879275074833
10619,Otu0010,0.00624038387730119
10632,Otu0010,0.04569565987919456
10634,Otu0010,0.021216187386074763
10648,Otu0010,0.044587998799465435
10649,Otu0010,0.01160578717405509
10673,Otu0010,0.04409622419784065
10677,Otu0010,0.04148067436502015
10678,Otu0010,0.006226726340554882
10698,Otu0010,0.004326358562518768
10702,Otu0010,0.023450703882917406
10706,Otu0010,0.04965898564439705
10714,Otu0010,0.0016523603401732
10728,Otu0010,6.646334117482743e-4
10735,Otu0010,0.0018460782333663787
10755,Otu0010,5.917186632868926e-4
10760,Otu0010,2.717824592396061e-4
10849,Otu0010,0.046347884004204636
10854,Otu0010,1.2833529163476894e-4
10892,Otu0010,6.433189495879542e-4
10903,Otu0010,0.038767718608462176
10906,Otu0010,1.1875380674499208e-4
10954,Otu0010,0.025440952262225737
10993,Otu0010,0.0038393154043901076
11005,Otu0010,8.3178397700001e-4
11043,Otu0010,0.007392830803425503
11120,Otu0010,0.005621230497261669
11150,Otu0010,0.009793081526401884
11169,Otu0010,0.0010011538153644095
11175,Otu0010,0.010815399705747845
11185,Otu0010,0.001846990704579461
11207,Otu0010,0.04482663438419943
11227,Otu0010,0.013261409257340139
11260,Otu0010,0.022692885512140305
11294,Otu0010,0.019252599331669795
11313,Otu0010,0.0476412786369522
11320,Otu0010,0.005428957525073427
11321,Otu0010,0.001870574563142951
11362,Otu0010,0.028510204148959724
11408,Otu0010,0.008230134599881972
11418,Otu0010,0.009320142293570569
11440,Otu0010,0.022332102410065904
11516,Otu0010,0.001073762877833621
11525,Otu0010,0.002369732296835026
11535,Otu0010,0.04318082245957707
11666,Otu0010,0.0462236918009157
11667,Otu0010,0.010552306564234672
11679,Otu0010,0.007109989950051875
11722,Otu0010,0.018250496133699428
11745,Otu0010,1.9549316495184023e-4
11814,Otu0010,9.166302092954318e-4
11831,Otu0010,0.013007853300015448
11859,Otu0010,0.0190264577552165
11901,Otu0010,0.030456225541816255
11916,Otu0010,0.022618399835062412
11984,Otu0010,0.004224604271864106
11993,Otu0010,0.028947276930646238
12021,Otu0010,0.012661509645864386
12037,Otu0010,0.0035128511070344256
12040,Otu0010,0.01299816580769261
12091,Otu0010,0.04456418291955756
12123,Otu0010,0.04003532406015764
12124,Otu0010,0.008242165485064118
12129,Otu0010,0.027385331572461237
1213,Otu0010,0.00354990683049273
12156,Otu0010,0.011133011914336993
12172,Otu0010,0.0010707679015521357
12177,Otu0010,0.0013105689375134141
12206,Otu0010,0.023338273770886233
12259,Otu0010,0.03426543497532872
12268,Otu0010,4.974947483498167e-4
12272,Otu0010,0.009564965014104474
12279,Otu0010,0.023204176223304448
12304,Otu0010,0.0027002609925869414
12311,Otu0010,0.023621437498718797
12327,Otu0010,0.0077296575159914145
12355,Otu0010,0.04053457417216111
12382,Otu0010,0.022893966754116153
12389,Otu0010,0.02817469960298995
12407,Otu0010,0.010678907820165008
12456,Otu0010,8.471433543444375e-4
12462,Otu0010,0.015239566625108511
12465,Otu0010,0.00240201597650449
12468,Otu0010,0.012499090289014369
12509,Otu0010,0.005994164228794825
12562,Otu0010,0.007072079110193259
12595,Otu0010,0.039556932982998026
12613,Otu0010,0.006934923259159022
12707,Otu0010,8.264183833611898e-4
12765,Otu0010,0.0014456514454587067
12769,Otu0010,0.004947272373298323
12780,Otu0010,0.03508707060720812
12803,Otu0010,3.712413746248151e-4
12818,Otu0010,0.0010400161957618507
12876,Otu0010,0.04272787188732868
12886,Otu0010,0.005395367738199216
12961,Otu0010,0.048539738826274575
12978,Otu0010,0.032351377443428544
12991,Otu0010,0.011058223860815336
12992,Otu0010,1.7376075762331268e-4
13060,Otu0010,0.0020522342712890004
13064,Otu0010,0.0012334117148451245
13068,Otu0010,0.011825780327208107
13099,Otu0010,0.002921930884579931
13125,Otu0010,0.03758669173031342
13189,Otu0010,0.03580481993246783
13233,Otu0010,3.174452494746073e-4
13243,Otu0010,0.01309719310795176
13318,Otu0010,7.583322992388889e-4
13325,Otu0010,0.0015876648986265442
13342,Otu0010,3.615634019480383e-4
13402,Otu0010,0.003455199923264266
13427,Otu0010,0.026474122720607583
13434,Otu0010,0.004208000571031817
13443,Otu0010,0.013157211938253565
13491,Otu0010,0.04791574904647313
13517,Otu0010,0.04838182261994458
13551,Otu0010,0.0010132051868404792
13606,Otu0010,0.031016381618536044
13609,Otu0010,0.0391598344895068
13632,Otu0010,0.014928647764013573
13740,Otu0010,0.019695528442716166
14055,Otu0010,0.02391749315572728
14057,Otu0010,0.023458878482012422
1410,Otu0010,0.029596814715431588
14111,Otu0010,0.002521791218923505
14183,Otu0010,0.024606080569195703
14220,Otu0010,5.118243849978313e-4
14222,Otu0010,0.03415381609360252
14377,Otu0010,0.03664559628856681
14422,Otu0010,0.03422368898472458
14424,Otu0010,1.4435967266843361e-4
14529,Otu0010,0.041495040762981265
14615,Otu0010,0.0013103506059924772
1469,Otu0010,0.0022988951457824417
14819,Otu0010,0.010589542379146796
14847,Otu0010,0.019919599922846996
14869,Otu0010,0.019571324271964455
14873,Otu0010,0.03096233662543822
14878,Otu0010,3.2486850447015035e-4
14893,Otu0010,0.010081735338891682
14896,Otu0010,0.001119971585593367
14919,Otu0010,0.023454401261948178
14932,Otu0010,8.877137332795835e-4
14948,Otu0010,0.04834176022528144
15013,Otu0010,0.004596966663165658
1507,Otu0010,0.034876934645893753
15079,Otu0010,0.004854051453971287
15080,Otu0010,0.0312046357404549
15127,Otu0010,0.041494247626734725
15262,Otu0010,1.588613988337592e-5
15291,Otu0010,0.04445607416914073
15310,Otu0010,0.026438713820056605
15427,Otu0010,0.02565443090398142
15438,Otu0010,0.02990037736946388
15525,Otu0010,6.460669546550081e-4
15539,Otu0010,0.0010214747943849457
15652,Otu0010,0.011912189608619575
15663,Otu0010,0.014089637841657478
15675,Otu0010,4.197037038330545e-4
15704,Otu0010,0.006683554046569011
15802,Otu0010,0.00644496772487194
15838,Otu0010,0.028308104798808544
15850,Otu0010,7.352092951303259e-4
15861,Otu0010,0.008575014012722364
15866,Otu0010,0.004842270756792232
15910,Otu0010,0.0045059952555899325
15989,Otu0010,0.031502885404502266
16046,Otu0010,0.04476963071921025
16072,Otu0010,0.023850813376825437
16090,Otu0010,0.012317789288391098
16123,Otu0010,0.0251835624738359
16133,Otu0010,0.027021036298963446
16138,Otu0010,0.005428991067455937
16141,Otu0010,0.018531258483911937
16234,Otu0010,0.010646158664327362
16337,Otu0010,0.03233676909082536
16344,Otu0010,0.005411896263442093
16358,Otu0010,0.011506181203434438
16509,Otu0010,0.046851234402219215
16546,Otu0010,0.03758669173031342
16703,Otu0010,0.0018903296349151609
16710,Otu0010,0.017049111841191792
16837,Otu0010,0.040670172808994355
16869,Otu0010,0.0012847869154360915
16901,Otu0010,4.115013101119783e-4
16988,Otu0010,0.02397582346502193
17011,Otu0010,0.0024617531493405314
17046,Otu0010,7.68072565451243e-4
17057,Otu0010,0.020001951056446525
17094,Otu0010,0.00443957294028207
17183,Otu0010,0.0021909961937490014
17398,Otu0010,0.0058818297660835316
17403,Otu0010,0.008443424525875522
17443,Otu0010,0.003728892069984763
1747,Otu0010,0.04268004197047939
17515,Otu0010,0.018825156248118067
17564,Otu0010,0.0024564478555746455
17568,Otu0010,9.988770526652014e-4
17587,Otu0010,0.011028314654535434
17592,Otu0010,0.020569066074852198
17602,Otu0010,0.03785692687851168
17606,Otu0010,0.022440436762498753
17608,Otu0010,0.0461907083557489
17618,Otu0010,0.006346578501428823
17628,Otu0010,0.030498811599269135
17736,Otu0010,0.02690003834454959
17759,Otu0010,0.029877323161129527
17784,Otu0010,0.03233408332952094
17785,Otu0010,0.0021991918022192885
17797,Otu0010,5.520211479035278e-4
17853,Otu0010,0.04532588445040865
17950,Otu0010,0.03580426307020217
17998,Otu0010,4.4052219722204815e-4
18008,Otu0010,0.015903094173176136
18031,Otu0010,0.006372520909090214
1805,Otu0010,5.848869979579338e-4
18086,Otu0010,0.024698257188564745
18108,Otu0010,0.043508822691891505
18113,Otu0010,0.03731757542330041
1812,Otu0010,0.002276193612030285
18127,Otu0010,4.715087405438679e-4
18135,Otu0010,0.012503406184613064
18201,Otu0010,1.8681060524310862e-4
1842,Otu0010,0.00760077592047902
18464,Otu0010,0.002386354677404487
18474,Otu0010,0.022691401143606224
18504,Otu0010,8.164892503899438e-4
18530,Otu0010,0.0020107562178318353
18719,Otu0010,0.03682317713845883
18827,Otu0010,0.027236284552342945
18921,Otu0010,1.5007555165421637e-4
18962,Otu0010,0.0018125815626435177
19162,Otu0010,0.028976016057887213
19179,Otu0010,3.287255305698221e-4
19184,Otu0010,0.039043903844145744
19240,Otu0010,6.824555820637956e-4
19284,Otu0010,0.013752829467485806
19305,Otu0010,1.0705539936837055e-5
19324,Otu0010,0.012243100120431267
19379,Otu0010,0.007694326954840385
19380,Otu0010,0.012189241325319108
19382,Otu0010,0.008610318682226715
19388,Otu0010,0.009289341504961206
19390,Otu0010,0.009913521738258529
19392,Otu0010,0.012498637012019677
19395,Otu0010,8.307583431891348e-5
19415,Otu0010,0.0072335887667770125
19422,Otu0010,0.003259780433525203
19457,Otu0010,0.004101996533270654
19469,Otu0010,0.02612071409542939
1947,Otu0010,2.6408608879540334e-4
19476,Otu0010,0.0010924592589638333
19486,Otu0010,0.03592437356857687
19509,Otu0010,0.006801598599028934
19539,Otu0010,0.0012340840213728422
19603,Otu0010,1.6412926957346728e-4
19623,Otu0010,0.006558224562983967
19661,Otu0010,0.03063654261382648
19696,Otu0010,0.00769150677055821
19712,Otu0010,2.6568583365454415e-4
19794,Otu0010,0.010210196227601774
19845,Otu0010,0.009261537606347668
19847,Otu0010,0.006125234429793501
19911,Otu0010,0.03233038722426398
19981,Otu0010,0.02419575931045314
20155,Otu0010,0.01744917513348424
20206,Otu0010,0.04661759761493217
20295,Otu0010,0.012502895395376558
20320,Otu0010,0.036583469438068596
20329,Otu0010,0.00686063495807772
20363,Otu0010,0.039979057527820834
20365,Otu0010,0.038476940055491834
20382,Otu0010,0.0052151783534530585
20420,Otu0010,0.006656288862712332
20508,Otu0010,0.042040827657121464
20537,Otu0010,6.857847757117358e-4
2059,Otu0010,5.586643789176823e-4
20617,Otu0010,0.023207606678838668
20677,Otu0010,0.003569040691743839
2122,Otu0010,0.02076366854816316
2139,Otu0010,0.017154035756239732
2211,Otu0010,0.006529839831907872
2228,Otu0010,0.0010792995965078218
2236,Otu0010,0.0010053637439789399
2269,Otu0010,0.007681755066697878
2352,Otu0010,1.6029038460470984e-4
2360,Otu0010,0.007819534185129035
2364,Otu0010,0.04663797008661019
2372,Otu0010,0.02903130961974132
2378,Otu0010,0.0149380339029514
2382,Otu0010,1.260525585016127e-4
2400,Otu0010,0.006732027515979802
2404,Otu0010,0.0026170220833547815
2445,Otu0010,0.039472668921168734
2448,Otu0010,0.03442774654781092
2494,Otu0010,0.013964313537173909
2522,Otu0010,0.0014132919138485293
2551,Otu0010,0.04853759257212686
2554,Otu0010,0.040888112980003395
