DayNight,feature_number,CCA_log2,Dictyota_log2,Pocillopora verrucosa_log2,Porites lobata_log2,Turf_log2,Water control_log2,Organism,greater,lesser,FDR_greater,FDR_lesser,activity,CCA_xic,Dictyota_xic,Pocillopora verrucosa_xic,Porites lobata_xic,Turf_xic,Water control_xic
Day,10135,-1.9693677960245348,-1.9576184020575933,-2.6465746984801295,-3.055080858732137,-2.138363394111114,-2.1541459844898116,CCA,0.9996178330479137,3.821669520862397e-4,0.9999999384831213,0.042713853753884846,depletolite,808595.7798574031,1048018.7345155898,535381.1681562467,1071500.6487812628,833700.0516005768,618928.0123242177
Day,10135,-1.9693677960245348,-1.9576184020575933,-2.6465746984801295,-3.055080858732137,-2.138363394111114,-2.1541459844898116,CCA,0.9996178330479137,3.821669520862397e-4,0.9999999384831213,0.042713853753884846,depletolite,808595.7798574031,1048018.7345155898,535381.1681562467,1071500.6487812628,833700.0516005768,618928.0123242177
Day,10681,-3.386893902615793,-1.4319178601012836,-0.20009839911694807,-3.680428414391715,-1.2399537557321754,-4.788821742552604,CCA,0.9998463398562341,1.536601437659478e-4,0.9999999384831213,0.03356901817951391,depletolite,1122012.602203127,4199595.095960928,715928.0442187508,1025345.1878124997,486985.82703711174,614321.1301171886
Day,10681,-3.386893902615793,-1.4319178601012836,-0.20009839911694807,-3.680428414391715,-1.2399537557321754,-4.788821742552604,CCA,0.9998463398562341,1.536601437659478e-4,0.9999999384831213,0.03356901817951391,depletolite,1122012.602203127,4199595.095960928,715928.0442187508,1025345.1878124997,486985.82703711174,614321.1301171886
Day,10681,-3.386893902615793,-1.4319178601012836,-0.20009839911694807,-3.680428414391715,-1.2399537557321754,-4.788821742552604,CCA,0.9998463398562341,1.536601437659478e-4,0.9999999384831213,0.03356901817951391,depletolite,1122012.602203127,4199595.095960928,715928.0442187508,1025345.1878124997,486985.82703711174,614321.1301171886
Day,10681,-3.386893902615793,-1.4319178601012836,-0.20009839911694807,-3.680428414391715,-1.2399537557321754,-4.788821742552604,CCA,0.9998463398562341,1.536601437659478e-4,0.9999999384831213,0.03356901817951391,depletolite,1122012.602203127,4199595.095960928,715928.0442187508,1025345.1878124997,486985.82703711174,614321.1301171886
Day,10681,-3.386893902615793,-1.4319178601012836,-0.20009839911694807,-3.680428414391715,-1.2399537557321754,-4.788821742552604,CCA,0.9998463398562341,1.536601437659478e-4,0.9999999384831213,0.03356901817951391,depletolite,1122012.602203127,4199595.095960928,715928.0442187508,1025345.1878124997,486985.82703711174,614321.1301171886
Day,10681,-3.386893902615793,-1.4319178601012836,-0.20009839911694807,-3.680428414391715,-1.2399537557321754,-4.788821742552604,CCA,0.9998463398562341,1.536601437659478e-4,0.9999999384831213,0.03356901817951391,depletolite,1122012.602203127,4199595.095960928,715928.0442187508,1025345.1878124997,486985.82703711174,614321.1301171886
Day,10874,-2.9476722292959048,-4.066888853736864,-1.5072701318793256,-1.8015525609058287,-4.595260867928339,0.38800469379377067,CCA,0.9997481794149116,2.518205850884623e-4,0.9999999384831213,0.03854030325067721,depletolite,686466.2329453204,1428771.6145312442,184090.10073828066,285863.03825976606,688404.1953066494,63677.45260351572
Day,10874,-2.9476722292959048,-4.066888853736864,-1.5072701318793256,-1.8015525609058287,-4.595260867928339,0.38800469379377067,CCA,0.9997481794149116,2.518205850884623e-4,0.9999999384831213,0.03854030325067721,depletolite,686466.2329453204,1428771.6145312442,184090.10073828066,285863.03825976606,688404.1953066494,63677.45260351572
Day,10874,-2.9476722292959048,-4.066888853736864,-1.5072701318793256,-1.8015525609058287,-4.595260867928339,0.38800469379377067,CCA,0.9997481794149116,2.518205850884623e-4,0.9999999384831213,0.03854030325067721,depletolite,686466.2329453204,1428771.6145312442,184090.10073828066,285863.03825976606,688404.1953066494,63677.45260351572
Day,10874,-2.9476722292959048,-4.066888853736864,-1.5072701318793256,-1.8015525609058287,-4.595260867928339,0.38800469379377067,CCA,0.9997481794149116,2.518205850884623e-4,0.9999999384831213,0.03854030325067721,depletolite,686466.2329453204,1428771.6145312442,184090.10073828066,285863.03825976606,688404.1953066494,63677.45260351572
Day,10874,-2.9476722292959048,-4.066888853736864,-1.5072701318793256,-1.8015525609058287,-4.595260867928339,0.38800469379377067,CCA,0.9997481794149116,2.518205850884623e-4,0.9999999384831213,0.03854030325067721,depletolite,686466.2329453204,1428771.6145312442,184090.10073828066,285863.03825976606,688404.1953066494,63677.45260351572
Day,10874,-2.9476722292959048,-4.066888853736864,-1.5072701318793256,-1.8015525609058287,-4.595260867928339,0.38800469379377067,CCA,0.9997481794149116,2.518205850884623e-4,0.9999999384831213,0.03854030325067721,depletolite,686466.2329453204,1428771.6145312442,184090.10073828066,285863.03825976606,688404.1953066494,63677.45260351572
Day,10950,-2.4882243297403503,-0.0812124975164141,0.2725494377210398,-2.3285502436290586,-0.35262311918092204,0.32857719926803847,CCA,0.9995767819154335,4.232180845665373e-4,0.9999999384831213,0.04389398082446192,depletolite,8091953.2569707045,5508929.064871108,1776611.4728945359,7246812.881453123,1584570.7129062405,2918976.52719922
Day,10950,-2.4882243297403503,-0.0812124975164141,0.2725494377210398,-2.3285502436290586,-0.35262311918092204,0.32857719926803847,CCA,0.9995767819154335,4.232180845665373e-4,0.9999999384831213,0.04389398082446192,depletolite,8091953.2569707045,5508929.064871108,1776611.4728945359,7246812.881453123,1584570.7129062405,2918976.52719922
Day,10950,-2.4882243297403503,-0.0812124975164141,0.2725494377210398,-2.3285502436290586,-0.35262311918092204,0.32857719926803847,CCA,0.9995767819154335,4.232180845665373e-4,0.9999999384831213,0.04389398082446192,depletolite,8091953.2569707045,5508929.064871108,1776611.4728945359,7246812.881453123,1584570.7129062405,2918976.52719922
Day,10950,-2.4882243297403503,-0.0812124975164141,0.2725494377210398,-2.3285502436290586,-0.35262311918092204,0.32857719926803847,CCA,0.9995767819154335,4.232180845665373e-4,0.9999999384831213,0.04389398082446192,depletolite,8091953.2569707045,5508929.064871108,1776611.4728945359,7246812.881453123,1584570.7129062405,2918976.52719922
Day,10950,-2.4882243297403503,-0.0812124975164141,0.2725494377210398,-2.3285502436290586,-0.35262311918092204,0.32857719926803847,CCA,0.9995767819154335,4.232180845665373e-4,0.9999999384831213,0.04389398082446192,depletolite,8091953.2569707045,5508929.064871108,1776611.4728945359,7246812.881453123,1584570.7129062405,2918976.52719922
Day,10950,-2.4882243297403503,-0.0812124975164141,0.2725494377210398,-2.3285502436290586,-0.35262311918092204,0.32857719926803847,CCA,0.9995767819154335,4.232180845665373e-4,0.9999999384831213,0.04389398082446192,depletolite,8091953.2569707045,5508929.064871108,1776611.4728945359,7246812.881453123,1584570.7129062405,2918976.52719922
Day,11779,-2.671993415361483,-2.529907997233791,-3.836978928166887,-2.3223274968932386,-1.3283529970502588,-1.7918173961848,CCA,0.9998923828434104,1.0761715658960517e-4,0.9999999384831213,0.03207851128761763,depletolite,149679.49701025436,179227.14983203125,384001.8919042855,235532.63284375207,73271.52305371006,81338.4058530269
Day,11779,-2.671993415361483,-2.529907997233791,-3.836978928166887,-2.3223274968932386,-1.3283529970502588,-1.7918173961848,CCA,0.9998923828434104,1.0761715658960517e-4,0.9999999384831213,0.03207851128761763,depletolite,149679.49701025436,179227.14983203125,384001.8919042855,235532.63284375207,73271.52305371006,81338.4058530269
Day,11779,-2.671993415361483,-2.529907997233791,-3.836978928166887,-2.3223274968932386,-1.3283529970502588,-1.7918173961848,CCA,0.9998923828434104,1.0761715658960517e-4,0.9999999384831213,0.03207851128761763,depletolite,149679.49701025436,179227.14983203125,384001.8919042855,235532.63284375207,73271.52305371006,81338.4058530269
Day,11779,-2.671993415361483,-2.529907997233791,-3.836978928166887,-2.3223274968932386,-1.3283529970502588,-1.7918173961848,CCA,0.9998923828434104,1.0761715658960517e-4,0.9999999384831213,0.03207851128761763,depletolite,149679.49701025436,179227.14983203125,384001.8919042855,235532.63284375207,73271.52305371006,81338.4058530269
Day,11779,-2.671993415361483,-2.529907997233791,-3.836978928166887,-2.3223274968932386,-1.3283529970502588,-1.7918173961848,CCA,0.9998923828434104,1.0761715658960517e-4,0.9999999384831213,0.03207851128761763,depletolite,149679.49701025436,179227.14983203125,384001.8919042855,235532.63284375207,73271.52305371006,81338.4058530269
Day,11779,-2.671993415361483,-2.529907997233791,-3.836978928166887,-2.3223274968932386,-1.3283529970502588,-1.7918173961848,CCA,0.9998923828434104,1.0761715658960517e-4,0.9999999384831213,0.03207851128761763,depletolite,149679.49701025436,179227.14983203125,384001.8919042855,235532.63284375207,73271.52305371006,81338.4058530269
