feature_number,network,activity,num_features,DayNight.x,NOSC,quadrant,combined_ID,binary_ID,min_nosc,max_nosc,C,H,N,O,P,nc,pc,min_log2,max_log2,molnet_string,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control,num_organism,CCA_produced,Dictyota_produced,Pocillopora verrucosa_produced,Porites lobata_produced,Turf_produced,dorcierr,unique_organism,DayNight.y
9308,601,recalcitrant,25,NA,-0.375,NA,Spectral Match to L-Tyrosine from NIST14,2,-0.375,-0.375,16,20,2,4,0,0.125,0,-5.205693180802583,4.20729733108291,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;nan,NA,NA,NA,NA,NA,NA,1,no,no,no,no,yes,yes,NA,NA
13205,601,recalcitrant,25,NA,-0.23809523809523814,NA,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;nan,3,-0.23809523809523814,-0.23809523809523814,21,23,4,3,0,0.19047619047619047,0,-8.79018852260411,9.752279329661228,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;nan,NA,NA,NA,NA,NA,NA,3,yes,no,no,yes,yes,yes,NA,NA
16467,601,recalcitrant,25,NA,-0.9523809523809526,NA,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;nan,3,-0.9523809523809526,-0.9523809523809526,21,26,0,3,0,0,0,-10.10933499702721,2.5543643894523456,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;nan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11516,602,recalcitrant,9,NA,-0.40000000000000036,NA,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-0.40000000000000036,-0.40000000000000036,15,18,3,4,1,0.2,0.06666666666666667,-7.838210286217185,9.191553189991325,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
6640,608,recalcitrant,10,NA,-0.7619047619047619,NA,"NCGC00380135-01!(3aS,6S,7R,8aR)-8-hydroxy-6,8-dimethyl-3-methylidenespiro[4,5,6,8a-tetrahydro-3aH-cyclohepta[b]furan-7,5'-oxolane]-2,2'-dione",2,-0.7619047619047619,-0.7619047619047619,21,31,1,6,0,0.047619047619047616,0,-14.915754166476178,4.207121204370882,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,1,no,no,no,no,yes,yes,Turf,Day
6657,608,recalcitrant,10,NA,-0.8181818181818183,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.8181818181818183,-0.8181818181818183,22,35,1,7,0,0.045454545454545456,0,-14.681270910144056,2.6740539965859806,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,2,yes,no,yes,no,no,yes,NA,NA
19780,610,recalcitrant,5,NA,-0.4615384615384617,NA,Organic compounds;Organoheterocyclic compounds;Isoindoles and derivatives;nan,3,-0.4615384615384617,-0.4615384615384617,13,17,1,4,0,0.07692307692307693,0,-6.895909608935218,7.490035139672464,Organic compounds;Organoheterocyclic compounds;Isoindoles and derivatives;nan,NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
4746,616,recalcitrant,2,NA,-1,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,-1,-1,24,37,1,5,0,0.041666666666666664,0,-11.200096948244603,5.55591011883675,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,3,no,yes,yes,yes,no,yes,NA,NA
3124,619,accumolite,11,Day,-0.3076923076923075,"3, 5",Mepanipyrim-2-hydroxypropyl,2,-0.3076923076923075,-0.3076923076923075,13,22,2,6,0,0.15384615384615385,0,-9.39826135989425,4.3661061178849145,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",0.320993611410166,-3.1744028605915,-0.445773311791972,-0.253686690184751,-0.725440855605124,0.333845699843546,1,no,no,yes,no,no,yes,NA,NA
5092,619,accumolite,11,Day,-0.4285714285714288,"1, 3, 5",Gestrinone,2,-0.4285714285714288,-0.4285714285714288,14,24,2,6,0,0.14285714285714285,0,-9.28315526245003,4.536231893416629,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",2.05620907189921,-2.64089943987277,1.95063081174025,-0.146178062123155,0.560829343453733,1.07090945627665,1,no,yes,no,no,no,yes,NA,NA
11234,619,accumolite,11,Day,-0.4285714285714288,"1, 3, 5","1,8-Diethyl-1,3,4,9-tetrahydro-4-oxo-pyrano[3,4-b]indole-1-acetic acid methyl ester",2,-0.4285714285714288,-0.4285714285714288,14,24,2,6,0,0.14285714285714285,0,-6.018082121039749,2.720787052942412,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",1.19075332288398,-1.55780938577528,0.41700129859774,1.58677460458058,0.517969263294083,-0.123006798083114,1,no,no,yes,no,no,yes,NA,NA
13312,619,accumolite,11,Day,-0.5333333333333332,"1, 3, 5",Triptophenolide,2,-0.5333333333333332,-0.5333333333333332,15,26,2,6,0,0.13333333333333333,0,-7.755719315028522,8.212049319766473,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",-2.83155439834621,-3.07053413103973,0.396138397746224,3.68553536395268,-0.335005473734023,-0.0968451488620364,1,no,no,yes,no,no,yes,NA,NA
14231,619,accumolite,11,Day,-0.3125,"1, 3, 5",Rabenzazole,2,-0.3125,-0.3125,16,20,3,3,0,0.1875,0,-1.6865154370449431,8.919226076774626,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",0.63164448451105,0.383616218804696,4.54222049919739,-0.294064150470805,0.477456883787983,-0.0141892726332973,NA,NA,NA,NA,NA,NA,NA,NA,NA
14247,619,accumolite,11,Day,-0.4285714285714288,"3, 5",MassbankEU:SM871901 Estrone,2,-0.4285714285714288,-0.4285714285714288,14,24,2,6,0,0.14285714285714285,0,-5.646900173160229,3.7629164454269226,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",-0.269529845500027,-1.22870289334374,0.901571142095063,-0.0733684801229295,-0.183825706442417,0.0343893718700397,1,no,no,yes,no,no,yes,NA,NA
3124,619,recalcitrant,11,Day,-0.3076923076923075,"3, 5",Mepanipyrim-2-hydroxypropyl,2,-0.3076923076923075,-0.3076923076923075,13,22,2,6,0,0.15384615384615385,0,-9.39826135989425,4.3661061178849145,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",0.320993611410166,-3.1744028605915,-0.445773311791972,-0.253686690184751,-0.725440855605124,0.333845699843546,1,no,no,yes,no,no,yes,NA,NA
5092,619,recalcitrant,11,Day,-0.4285714285714288,"1, 3, 5",Gestrinone,2,-0.4285714285714288,-0.4285714285714288,14,24,2,6,0,0.14285714285714285,0,-9.28315526245003,4.536231893416629,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",2.05620907189921,-2.64089943987277,1.95063081174025,-0.146178062123155,0.560829343453733,1.07090945627665,1,no,yes,no,no,no,yes,NA,NA
11234,619,recalcitrant,11,Day,-0.4285714285714288,"1, 3, 5","1,8-Diethyl-1,3,4,9-tetrahydro-4-oxo-pyrano[3,4-b]indole-1-acetic acid methyl ester",2,-0.4285714285714288,-0.4285714285714288,14,24,2,6,0,0.14285714285714285,0,-6.018082121039749,2.720787052942412,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",1.19075332288398,-1.55780938577528,0.41700129859774,1.58677460458058,0.517969263294083,-0.123006798083114,1,no,no,yes,no,no,yes,NA,NA
13312,619,recalcitrant,11,Day,-0.5333333333333332,"1, 3, 5",Triptophenolide,2,-0.5333333333333332,-0.5333333333333332,15,26,2,6,0,0.13333333333333333,0,-7.755719315028522,8.212049319766473,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",-2.83155439834621,-3.07053413103973,0.396138397746224,3.68553536395268,-0.335005473734023,-0.0968451488620364,1,no,no,yes,no,no,yes,NA,NA
14231,619,recalcitrant,11,Day,-0.3125,"1, 3, 5",Rabenzazole,2,-0.3125,-0.3125,16,20,3,3,0,0.1875,0,-1.6865154370449431,8.919226076774626,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",0.63164448451105,0.383616218804696,4.54222049919739,-0.294064150470805,0.477456883787983,-0.0141892726332973,NA,NA,NA,NA,NA,NA,NA,NA,NA
14247,619,recalcitrant,11,Day,-0.4285714285714288,"3, 5",MassbankEU:SM871901 Estrone,2,-0.4285714285714288,-0.4285714285714288,14,24,2,6,0,0.14285714285714285,0,-5.646900173160229,3.7629164454269226,"Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Amino acids, peptides, and analogues",-0.269529845500027,-1.22870289334374,0.901571142095063,-0.0733684801229295,-0.183825706442417,0.0343893718700397,1,no,no,yes,no,no,yes,NA,NA
1537,627,recalcitrant,18,NA,-1,NA,"1,2-Dihydrodesoxymetasone",1,-1,-1,22,30,0,4,0,0,0,-3.3645742801232066,3.894195356204351,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
1778,627,recalcitrant,18,NA,-1.0999999999999996,NA,"15-Deoxy-.DELTA.12,14-prostaglandin D2",1,-1.0999999999999996,-1.0999999999999996,20,28,0,3,0,0,0,-11.790181830925743,2.1045029289471677,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
2005,627,recalcitrant,18,NA,-1.0999999999999996,NA,all-trans-4-Hydroxyretinoic acid,1,-1.0999999999999996,-1.0999999999999996,20,26,0,2,0,0,0,-13.287879229303687,2.294344413892976,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
2078,627,recalcitrant,18,NA,-1.0999999999999996,NA,"15-Deoxy-.DELTA.12,14-prostaglandin D2",1,-1.0999999999999996,-1.0999999999999996,20,28,0,3,0,0,0,-1.4521528046550716,1.7807544041414267,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
2144,627,recalcitrant,18,NA,-1,NA,"1,2-Dihydrodesoxymetasone",1,-1,-1,22,30,0,4,0,0,0,-15.442735486024704,3.687374615591261,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,2,yes,yes,no,no,no,yes,NA,NA
3389,627,recalcitrant,18,NA,-1.0434782608695654,NA,all-trans-4-Hydroxyretinoic acid,2,-1.0434782608695654,-1.0434782608695654,23,37,1,5,0,0.043478260869565216,0,-10.065804738348271,2.4409155110280363,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
4551,627,recalcitrant,18,NA,-1,NA,all-trans-4-Hydroxyretinoic acid,2,-1,-1,22,35,1,5,0,0.045454545454545456,0,-9.9584066414785255,4.921588298004048,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
4839,627,recalcitrant,18,NA,-0.31818181818181834,NA,all-trans-4-Hydroxyretinoic acid,2,-0.31818181818181834,-0.31818181818181834,22,31,8,0,0,0.36363636363636365,0,-3.2693977260162552,1.8364063705120817,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
5030,627,recalcitrant,18,NA,-1,NA,all-trans-4-Hydroxyretinoic acid,2,-1,-1,22,35,1,5,0,0.045454545454545456,0,-11.616091904040916,2.4419185550014744,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8147,627,recalcitrant,18,NA,-1.0999999999999996,NA,all-trans-4-Hydroxyretinoic acid,1,-1.0999999999999996,-1.0999999999999996,20,26,0,2,0,0,0,-4.415399422801922,2.784094602776328,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8327,627,recalcitrant,18,NA,-1.0434782608695654,NA,all-trans-4-Hydroxyretinoic acid,2,-1.0434782608695654,-1.0434782608695654,23,37,1,5,0,0.043478260869565216,0,-9.271713039221078,3.2753852255389106,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
10274,627,recalcitrant,18,NA,-1.8235294117647056,NA,"15-Deoxy-.DELTA.12,14-prostaglandin D2",2,-1.8235294117647056,-1.8235294117647056,17,33,1,2,1,0.058823529411764705,0.058823529411764705,-2.254728809182334,6.94575970832496,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
10288,627,recalcitrant,18,NA,-1.125,NA,all-trans-4-Hydroxyretinoic acid,2,-1.125,-1.125,24,37,2,2,0,0.08333333333333333,0,-9.25358180125081,2.9692716294690844,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,Dictyota,Day
14627,627,recalcitrant,18,NA,-1.0999999999999996,NA,all-trans-4-Hydroxyretinoic acid,1,-1.0999999999999996,-1.0999999999999996,20,26,0,2,0,0,0,-2.087058534177905,2.086094460169336,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
5963,636,accumolite,15,Day,-1.225806451612903,"3, 5","Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,-1.225806451612903,-1.225806451612903,31,65,1,12,0,0.03225806451612903,0,-11.743842146794366,9.774074259843196,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",0.390872013231008,-0.456382447261281,-0.204835241454421,-3.01620975961512,0.543791193532502,-0.378762055078387,1,no,yes,no,no,no,yes,NA,NA
6810,636,accumolite,15,NA,NA,NA,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.816695712959476,2.3431333066143054,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
7460,636,accumolite,15,Day,-1.2000000000000002,"3, 5","Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,-1.2000000000000002,-1.2000000000000002,25,53,1,10,0,0.04,0,-10.52024686592153,4.081618399108906,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",0.630537708046007,-0.496998832722661,0.0598861033380419,-1.32571253440381,-1.93125050032044,-0.116665522431197,1,no,yes,no,no,no,yes,NA,NA
10345,636,accumolite,15,NA,NA,NA,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-10.26928283180943,4.4338669694273705,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
5963,636,recalcitrant,15,Day,-1.225806451612903,"3, 5","Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,-1.225806451612903,-1.225806451612903,31,65,1,12,0,0.03225806451612903,0,-11.743842146794366,9.774074259843196,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",0.390872013231008,-0.456382447261281,-0.204835241454421,-3.01620975961512,0.543791193532502,-0.378762055078387,1,no,yes,no,no,no,yes,NA,NA
6810,636,recalcitrant,15,NA,NA,NA,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.816695712959476,2.3431333066143054,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
7460,636,recalcitrant,15,Day,-1.2000000000000002,"3, 5","Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,-1.2000000000000002,-1.2000000000000002,25,53,1,10,0,0.04,0,-10.52024686592153,4.081618399108906,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",0.630537708046007,-0.496998832722661,0.0598861033380419,-1.32571253440381,-1.93125050032044,-0.116665522431197,1,no,yes,no,no,no,yes,NA,NA
10345,636,recalcitrant,15,NA,NA,NA,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-10.26928283180943,4.4338669694273705,"Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Bile acids, alcohols and derivatives",NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
18172,654,accumolite,2,Day,0.44444444444444464,"4, 6",Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,0.44444444444444464,0.44444444444444464,18,44,10,11,0,0.5555555555555556,0,-4.098277451739824,2.3184449755949545,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,0.195920168928339,-0.0869035926367183,0.0501928328124488,-0.794700284075609,-0.333991434153659,0.768175408395301,1,no,yes,no,no,no,yes,Dictyota,Day
18172,654,recalcitrant,2,Day,0.44444444444444464,"4, 6",Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,0.44444444444444464,0.44444444444444464,18,44,10,11,0,0.5555555555555556,0,-4.098277451739824,2.3184449755949545,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,0.195920168928339,-0.0869035926367183,0.0501928328124488,-0.794700284075609,-0.333991434153659,0.768175408395301,1,no,yes,no,no,no,yes,Dictyota,Day
14094,657,recalcitrant,2,NA,1,NA,"5-Heptenoic acid, 7-[(1R,4S,5S,6R)-6-[(1E,,3S,5Z)-3-hydroxy-1,5-octadien-1-yl]-2-oxabicyclo[2.2.1]hept-5-yl]-, (5Z)-",2,1,1,14,33,9,9,0,0.6428571428571429,0,-7.832676212048453,8.827589885957678,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,2,yes,yes,no,no,no,yes,NA,NA
2436,659,depletolite,10,Day,-0.5,7,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,3,-0.5,-0.5,24,41,9,1,0,0.375,0,-12.804677647189571,0.20129826032681342,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-7.99441838969912,-6.07280226782736,-9.3194070536063,-8.91598910718547,-6.71785321243595,-10.4298791238971,NA,NA,NA,NA,NA,NA,NA,Dictyota,Day
15980,659,depletolite,10,Day,-1.083333333333333,"3, 7",Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,3,-1.083333333333333,-1.083333333333333,24,47,1,9,0,0.041666666666666664,0,-11.917243162990966,3.0891992829588864,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-6.43013367561577,-6.63215238123803,0.00143891833583097,-5.90253041724519,-8.87660287003415,-10.1720631510299,NA,NA,NA,NA,NA,NA,NA,NA,NA
5870,667,recalcitrant,15,NA,-0.40000000000000036,NA,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,3,-0.40000000000000036,-0.40000000000000036,10,19,1,6,0,0.1,0,-10.167744499177427,6.582876759857289,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
12440,667,recalcitrant,15,NA,-0.44444444444444464,NA,Pantothenic acid,2,-0.44444444444444464,-0.44444444444444464,9,17,1,5,0,0.1111111111111111,0,-12.650954706047427,4.212527779970634,Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,NA,NA
15403,669,recalcitrant,3,NA,NA,NA,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Naphthols and derivatives,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.1379285519871,9.67264171553619,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Naphthols and derivatives,NA,NA,NA,NA,NA,NA,2,no,yes,no,no,yes,yes,NA,NA
16892,669,recalcitrant,3,NA,-0.22222222222222232,NA,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Naphthols and derivatives,3,-0.22222222222222232,-0.22222222222222232,36,40,4,10,0,0.1111111111111111,0,-7.058620196398625,8.64733765519104,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Naphthols and derivatives,NA,NA,NA,NA,NA,NA,1,no,no,no,no,yes,yes,Turf,Day
17106,669,recalcitrant,3,NA,NA,NA,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Naphthols and derivatives,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-7.512125469662503,8.161454507509387,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Naphthols and derivatives,NA,NA,NA,NA,NA,NA,3,yes,no,no,yes,yes,yes,NA,NA
14522,671,recalcitrant,5,NA,-2.0625,NA,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,-2.0625,-2.0625,16,38,2,2,1,0.125,0.0625,-7.9242009292821125,8.506579366844125,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4276,673,recalcitrant,5,NA,-0.833333333333333,NA,Methyl jasmonate,2,-0.833333333333333,-0.833333333333333,12,18,0,4,0,0,0,-1.391091131515629,4.890987649702171,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Monoterpenoids,NA,NA,NA,NA,NA,NA,1,yes,no,no,no,no,yes,NA,NA
11080,673,recalcitrant,5,NA,-0.833333333333333,NA,Methyl jasmonate,2,-0.833333333333333,-0.833333333333333,12,18,0,4,0,0,0,-3.6861375375293144,2.1863363883617235,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Monoterpenoids,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,Porites lobata,Day
14145,673,recalcitrant,5,NA,-0.9230769230769234,NA,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Monoterpenoids,3,-0.9230769230769234,-0.9230769230769234,13,25,1,5,0,0.07692307692307693,0,-13.351626351823352,2.8226188778337886,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Monoterpenoids,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,NA,NA
14911,673,recalcitrant,5,NA,-0.833333333333333,NA,Methyl jasmonate,2,-0.833333333333333,-0.833333333333333,12,18,0,4,0,0,0,-10.386616885138404,2.764773925830684,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Monoterpenoids,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,Porites lobata,Day
2773,675,accumolite,20,Day,0.9444444444444446,"2, 6, 8",Decapropylene glycol monobutyl ether,2,0.9444444444444446,0.9444444444444446,18,59,22,5,0,1.2222222222222223,0,-8.210177302022649,8.779554310645569,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquaterpenoids,5.82042313895492,1.94414371831762,-1.14610797733068,-1.99503836738668,1.73528700777121,-8.2080179367101,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,675,recalcitrant,20,Day,0.9444444444444446,"2, 6, 8",Decapropylene glycol monobutyl ether,2,0.9444444444444446,0.9444444444444446,18,59,22,5,0,1.2222222222222223,0,-8.210177302022649,8.779554310645569,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquaterpenoids,5.82042313895492,1.94414371831762,-1.14610797733068,-1.99503836738668,1.73528700777121,-8.2080179367101,NA,NA,NA,NA,NA,NA,NA,NA,NA
6381,677,recalcitrant,3,NA,-0.5999999999999996,NA,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,-0.5999999999999996,-0.5999999999999996,10,21,1,6,0,0.1,0,-4.2727382674030245,3.1256593871547143,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,Dictyota,Day
7510,677,recalcitrant,3,NA,-0.6428571428571432,NA,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,-0.6428571428571432,-0.6428571428571432,14,21,2,3,0,0.14285714285714285,0,-7.647313963450704,1.4922811361415464,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9888,677,recalcitrant,3,NA,0.18181818181818166,NA,"2',3'-Dihydroxyflavone",2,0.18181818181818166,0.18181818181818166,11,14,4,2,0,0.36363636363636365,0,-8.329707608994047,8.322956817908354,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,Dictyota,Day
4842,681,recalcitrant,15,NA,-1.4444444444444446,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides,3,-1.4444444444444446,-1.4444444444444446,18,40,1,8,1,0.05555555555555555,0.05555555555555555,-7.145197648980743,14.07336621127999,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides,NA,NA,NA,NA,NA,NA,1,yes,no,no,no,no,yes,NA,NA
10823,681,recalcitrant,15,NA,NA,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.028551470178426,3.5809530348940704,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,Dictyota,Day
10908,681,recalcitrant,15,NA,NA,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-8.102338150442199,6.59239874821733,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides,NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
