feature_number,network,activity,num_features,DayNight.x,NOSC,quadrant,combined_ID,binary_ID,min_nosc,max_nosc,C,H,N,O,P,nc,pc,min_log2,max_log2,molnet_string,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control,num_organism,CCA_produced,Dictyota_produced,Pocillopora verrucosa_produced,Porites lobata_produced,Turf_produced,dorcierr,unique_organism,DayNight.y
10991,103,recalcitrant,2,NA,-1,NA,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-1,-1,14,28,0,7,0,0,0,-6.388061779957952,7.46544538154965,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,2,no,yes,no,yes,no,yes,NA,NA
12311,113,recalcitrant,11,NA,-0.9285714285714288,NA,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-0.9285714285714288,-0.9285714285714288,14,40,8,4,1,0.5714285714285714,0.07142857142857142,-12.530450890942507,6.586057486924579,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,1,no,no,yes,no,no,yes,NA,NA
14537,113,recalcitrant,11,NA,-0.9285714285714288,NA,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-0.9285714285714288,-0.9285714285714288,14,40,8,4,1,0.5714285714285714,0.07142857142857142,-8.886751005704184,6.283074454576381,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,3,yes,no,yes,yes,no,yes,NA,NA
14539,113,recalcitrant,11,NA,-1.7647058823529411,NA,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-1.7647058823529411,-1.7647058823529411,17,40,3,3,1,0.17647058823529413,0.058823529411764705,-9.522019029376352,8.08690946441617,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,2,no,no,yes,yes,no,yes,NA,NA
16899,113,recalcitrant,11,NA,-1.1818181818181817,NA,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-1.1818181818181817,-1.1818181818181817,22,41,1,6,0,0.045454545454545456,0,-6.5268194639207024,0.35774833192609434,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,2,no,no,yes,yes,no,yes,NA,NA
13189,115,recalcitrant,4,NA,-0.6799999999999997,NA,5-Androstenetriol,2,-0.6799999999999997,-0.6799999999999997,25,37,4,4,0,0.16,0,-6.429530303125882,6.790038693623073,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Oxosteroids,NA,NA,NA,NA,NA,NA,2,no,no,no,yes,yes,yes,NA,NA
13214,115,recalcitrant,4,NA,-1.12,NA,"4,5-Dehydrodocosahexaenoic acid",2,-1.12,-1.12,25,41,1,5,0,0.04,0,-8.18412626470022,7.067570360102419,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Oxosteroids,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,NA,NA
17261,123,recalcitrant,6,NA,-0.5714285714285712,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.5714285714285712,-0.5714285714285712,21,34,0,11,0,0,0,-7.847331373674919,0.8604503691777623,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
17662,123,recalcitrant,6,NA,-0.8181818181818183,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.8181818181818183,-0.8181818181818183,22,39,3,6,0,0.13636363636363635,0,-11.428485555329782,16.320507743842036,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,4,yes,no,yes,yes,yes,yes,NA,NA
17704,123,recalcitrant,6,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.403139092989079,6.678715632648936,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,3,yes,no,yes,yes,no,yes,NA,NA
19240,123,recalcitrant,6,NA,-0.6956521739130439,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.6956521739130439,-0.6956521739130439,23,41,1,11,0,0.043478260869565216,0,-10.785352206845767,0.9300052108870319,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,1,no,no,yes,no,no,yes,NA,NA
19547,123,recalcitrant,6,NA,-0.5714285714285712,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.5714285714285712,-0.5714285714285712,21,34,0,11,0,0,0,-6.811456017505806,8.613417382670194,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,3,yes,no,yes,yes,no,yes,NA,NA
20654,123,recalcitrant,6,NA,-0.5714285714285712,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.5714285714285712,-0.5714285714285712,21,34,0,11,0,0,0,-7.465039004184633,7.456237265825751,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,2,yes,no,yes,no,no,yes,NA,NA
4740,129,recalcitrant,21,NA,-0.4571428571428573,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,-0.4571428571428573,-0.4571428571428573,35,44,4,8,0,0.11428571428571428,0,-8.929597081702541,2.4434126321985734,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,3,yes,yes,no,no,yes,yes,NA,NA
7743,129,recalcitrant,21,NA,-0.41176470588235325,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,-0.41176470588235325,-0.41176470588235325,34,42,4,8,0,0.11764705882352941,0,-9.141307554571759,7.2351136516516785,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
11027,129,recalcitrant,21,NA,-0.40000000000000036,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,-0.40000000000000036,-0.40000000000000036,35,42,4,8,0,0.11428571428571428,0,-10.016242067070202,2.646860517134157,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,Porites lobata,Day
12103,129,recalcitrant,21,NA,-0.0740740740740744,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,-0.0740740740740744,-0.0740740740740744,27,46,8,10,0,0.2962962962962963,0,-9.000572143313406,7.838355200509009,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,2,yes,yes,no,no,no,yes,NA,NA
12111,129,recalcitrant,21,NA,NA,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-8.495047627596108,8.244511140930332,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,4,yes,yes,no,yes,yes,yes,NA,NA
16458,129,recalcitrant,21,NA,-0.5142857142857142,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,-0.5142857142857142,-0.5142857142857142,35,46,4,8,0,0.11428571428571428,0,-7.5142418172795455,7.392542618903782,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,3,yes,yes,no,no,yes,yes,NA,NA
19935,129,recalcitrant,21,NA,NA,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-7.577325678085086,7.181610527156217,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,4,yes,yes,yes,yes,no,yes,NA,NA
19948,129,recalcitrant,21,NA,2.1,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,2.1,2.1,20,32,24,1,0,1.2,0,-9.40323224172478,2.6713640005739654,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,3,yes,yes,no,no,yes,yes,NA,NA
20594,129,recalcitrant,21,NA,NA,NA,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-6.482471570076159,8.087074686374622,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,2,no,yes,no,yes,no,yes,NA,NA
10760,131,depletolite,49,Day,0,"5, 7",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0,0,24,36,4,12,0,0.16666666666666666,0,-14.204208557688409,9.073304960514088,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-1.79165699765771,-10.2093757976759,-8.61776621945418,-9.91620416571261,-6.32369353804003,-4.48034695236915,3,no,yes,yes,yes,no,yes,NA,NA
11320,131,depletolite,49,Day,0.18181818181818166,"4, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.18181818181818166,0.18181818181818166,22,32,4,12,0,0.18181818181818182,0,-14.10078540750922,6.617820243987144,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-7.3774987417971,-7.2137381194748,-10.5508052330304,-14.0986260421967,0.00143891833583097,0.00143891833583097,4,yes,yes,yes,yes,no,yes,NA,NA
11403,131,depletolite,49,Day,0.08695652173913038,8,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.08695652173913038,0.08695652173913038,23,34,4,12,0,0.17391304347826086,0,-13.799272518617075,7.023068462771956,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-7.17972748587765,-8.06937729761013,-8.85724380066105,-11.6278551230884,-5.82314399814977,-3.97202817953556,2,no,no,yes,yes,no,yes,NA,NA
11580,131,depletolite,49,Day,2.6,"4, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,2.6,2.6,20,24,27,0,1,1.35,0.05,-12.53735411795224,7.508365461354379,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,0.00143891833583097,0.00143891833583097,-7.51204591220855,-12.5351947526397,-5.95155644574507,0.00143891833583097,3,no,no,yes,yes,yes,yes,NA,NA
11622,131,depletolite,49,Day,0.1428571428571428,"2, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.1428571428571428,0.1428571428571428,28,41,5,15,0,0.17857142857142858,0,-12.381697058906205,7.7360342780394875,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-7.88620580100983,3.5254451347321,-9.14371831209374,-12.3795376935937,1.6987027261375,1.65779709195152,3,yes,no,yes,yes,no,yes,NA,NA
11670,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.164063583413746,8.0534078518543,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,2,no,no,yes,yes,no,yes,NA,NA
11814,131,depletolite,49,Day,0.11764705882352944,"4, 6, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.11764705882352944,0.11764705882352944,17,25,3,9,0,0.17647058823529413,0,-7.959920943994275,8.291239343082927,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,0.442146989805331,-0.575025080153714,-3.46770211136289,-2.71759544550583,0.715937924349074,0.189074698346805,1,no,no,yes,no,no,yes,NA,NA
12707,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-12.08843597390334,7.155649920521281,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,3,no,yes,yes,yes,no,yes,NA,NA
13023,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-8.960366378694044,6.2341066315382525,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,2,no,no,no,yes,yes,yes,NA,NA
13040,131,depletolite,49,Day,2.05,"2, 4, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,2.05,2.05,20,28,24,1,1,1.2,0.05,-12.102049932776456,6.614175402996091,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,1.65192203488606,-5.51463437567949,-7.03869491713549,-11.4571657041219,-5.56378695032748,0.00143891833583097,4,no,yes,yes,yes,yes,yes,NA,NA
13051,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-10.026591166960113,7.691355969726334,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,NA,NA
13201,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-12.688264139816255,6.975005729407696,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,4,no,yes,yes,yes,yes,yes,NA,NA
13207,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-11.282456747027425,5.540749528600296,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,1,no,no,no,yes,no,yes,NA,NA
13242,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-10.203052889980912,7.4182143637164675,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,2,no,no,no,yes,yes,yes,NA,NA
13315,131,depletolite,49,Day,0,"1, 5, 7",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0,0,18,27,3,9,0,0.16666666666666666,0,-7.577152902983665,10.145634360762951,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-2.81672152098383,-3.59402512141867,-2.54231177545342,6.35805776253578,-2.72839294023685,-2.05313203266501,1,no,no,yes,no,no,yes,NA,NA
15079,131,depletolite,49,Day,-0.0740740740740744,"1, 3, 5, 7",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.0740740740740744,-0.0740740740740744,27,42,4,14,0,0.14814814814814814,0,-8.56369114259441,8.0722069984534,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,1.79313615103087,-7.43713829742139,-6.14980343932772,1.76394057927719,-2.89525172439894,0.00143891833583097,3,no,yes,yes,no,yes,yes,NA,NA
15087,131,depletolite,49,Day,0,"5, 7",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0,0,24,36,4,12,0,0.16666666666666666,0,-10.440527848900556,2.8181570936186153,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-6.05617360223902,-2.44528393794054,-4.29266442397165,-8.63424365701001,-1.01864720189959,-1.66600518518385,1,no,no,no,yes,no,yes,Porites lobata,Day
15466,131,depletolite,49,Day,0.08695652173913038,"2, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.08695652173913038,0.08695652173913038,23,34,4,12,0,0.17391304347826086,0,-13.310193993709387,7.050885171925954,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,5.16529588936754,-5.60472861633389,-7.2867933667658,-11.5586613514898,-6.67910332397037,-5.62234316345964,2,no,no,yes,yes,no,yes,NA,NA
15539,131,depletolite,49,Day,0.18181818181818166,"4, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.18181818181818166,0.18181818181818166,22,32,4,12,0,0.18181818181818182,0,-12.310165852033526,6.860931792634503,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-7.3774987417971,-7.2137381194748,-10.6056273841359,-12.308006486721,-3.71540561911067,0.00143891833583097,5,yes,yes,yes,yes,yes,yes,NA,NA
15566,131,depletolite,49,Day,-0.3157894736842106,"3, 7",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.3157894736842106,-0.3157894736842106,19,45,11,8,2,0.5789473684210527,0.10526315789473684,-8.921986159544048,0.003596848138064209,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,0.00143891833583097,0.00143891833583097,-7.15901035956722,-8.9198267942315,0.00143891833583097,0.00143891833583097,2,no,no,yes,yes,no,yes,NA,NA
16439,131,depletolite,49,Day,0.08695652173913038,8,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.08695652173913038,0.08695652173913038,23,34,4,12,0,0.17391304347826086,0,-12.93638803278857,7.023068462771956,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-8.5736735271647,-8.06937729761013,-11.0195777486724,-11.0443607496339,-8.25402171079326,-4.95620716576674,2,no,no,yes,yes,no,yes,NA,NA
17580,131,depletolite,49,Day,0,"1, 3, 5, 7",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0,0,18,27,3,9,0,0.16666666666666666,0,-11.921751405636922,9.296066200761228,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-4.38537862352308,-4.90739838916165,-4.77977250121289,4.12785951937325,-0.67140610673779,0.771123750474132,1,no,no,yes,no,no,yes,NA,NA
18201,131,depletolite,49,NA,NA,NA,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-11.881737281933761,7.155649920521281,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,NA,NA,NA,3,no,yes,yes,yes,no,yes,NA,NA
20007,133,recalcitrant,4,NA,-0.2999999999999998,NA,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,-0.2999999999999998,-0.2999999999999998,20,29,1,10,0,0.05,0,-13.103671053782785,3.7406017092388946,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dictyota,Day
20658,134,recalcitrant,2,NA,1.25,NA,6.beta.-Hydroxyfluoxymesterone,1,1.25,1.25,8,26,10,3,0,1.25,0,-11.56299055246782,14.983307646389404,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
19595,138,recalcitrant,3,NA,-0.384615384615385,NA,Prostaglandin B3,2,-0.384615384615385,-0.384615384615385,13,20,3,3,0,0.23076923076923078,0,-7.573254623828732,6.403638812102542,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;Chalcones and dihydrochalcones,NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
10505,140,recalcitrant,124,NA,-0.22857142857142865,NA,Spectral Match to Undecaethylene glycol from NIST14,2,-0.22857142857142865,-0.22857142857142865,35,35,3,9,0,0.08571428571428572,0,-7.511336850871783,10.868381053331959,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,NA,NA,NA,NA,NA,NA,3,yes,yes,yes,no,no,yes,NA,NA
12835,140,recalcitrant,124,NA,0.17391304347826075,NA,Spectral Match to Undecaethylene glycol from NIST14,2,0.17391304347826075,0.17391304347826075,23,39,3,17,0,0.13043478260869565,0,-8.395417325970712,9.391855034163997,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,NA,NA,NA,NA,NA,NA,2,no,yes,no,no,yes,yes,NA,NA
16466,140,recalcitrant,124,NA,0.5,NA,Spectral Match to Undecaethylene glycol from NIST14,2,0.5,0.5,20,38,4,18,0,0.2,0,-7.801394378348911,9.845009371417541,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,NA,NA,NA,NA,NA,NA,2,yes,yes,no,no,no,yes,NA,NA
17661,140,recalcitrant,124,NA,NA,NA,Spectral Match to Undecaethylene glycol from NIST14,2,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-8.22723349862507,8.358032216504911,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,NA,NA,NA,NA,NA,NA,4,no,yes,yes,yes,yes,yes,NA,NA
11430,141,depletolite,12,NA,NA,NA,p-Fluoro-L-phenylalanine,2,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-10.642045766403939,-0.7175405290464646,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,4,yes,yes,yes,no,yes,yes,NA,NA
11633,141,depletolite,12,NA,NA,NA,"ReSpect:PT110540 3,5-Dibromo-L-tyrosine hydrate|Tyr(3,5-diBr)|Dibromotirina|Bromotiren|Biotiren|beta-(3,5-dibromo-4-hydroxyphenyl)alanine|(2S)-2-amino-3-(3,5-dibromo-4-hydroxyphenyl)propanoic acid",1,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.68162787706198,0.003596848138064209,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
11716,141,depletolite,12,NA,NA,NA,"L-3,5-Diiodotyrosine",1,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-12.978311473520577,0.003596848138064209,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,3,no,yes,yes,yes,no,yes,NA,NA
12392,141,depletolite,12,NA,NA,NA,2-Naphthyl-D-alanine,2,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.91121040659095,6.300981502289657,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,5,yes,yes,yes,yes,yes,yes,NA,NA
13491,141,depletolite,12,NA,NA,NA,"L-3,5-Diiodotyrosine",2,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.155200964004289,0.003596848138064209,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,1,no,no,yes,no,no,yes,NA,NA
13535,141,depletolite,12,NA,NA,NA,"L-3,5-Diiodotyrosine",2,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-9.208478958329554,0.003596848138064209,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,2,no,no,yes,yes,no,yes,NA,NA
15198,141,depletolite,12,NA,NA,NA,3-Iodo-L-tyrosine,1,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-11.486925044098143,0.003596848138064209,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,4,yes,no,yes,yes,yes,yes,NA,NA
15438,141,depletolite,12,Day,1.1111111111111112,"4, 8",3-Iodo-L-tyrosine,2,1.1111111111111112,1.1111111111111112,9,8,1,10,1,0.1111111111111111,0.1111111111111111,-10.132931013839505,3.0534309033492897,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.00143891833583097,0.00143891833583097,-7.88053685005733,-8.4558507639135,0.00143891833583097,0.00143891833583097,2,no,no,yes,yes,no,yes,NA,NA
16123,141,depletolite,12,NA,NA,NA,"N-Acetyl-L-phenylalanyl-3,5-diiodo-L-tyrosine",2,Inf,-Inf,NA,NA,NA,NA,NA,NA,NA,-10.583960599872894,0.048034502557948604,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,NA,3,no,yes,yes,yes,no,yes,NA,NA
3285,143,recalcitrant,2,NA,-0.7058823529411766,NA,Organic compounds;Organoheterocyclic compounds;Prenol lipids;nan,3,-0.7058823529411766,-0.7058823529411766,17,24,0,6,0,0,0,-3.324557670301105,2.190747419999448,Organic compounds;Organoheterocyclic compounds;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,2,yes,no,yes,no,no,yes,NA,NA
8338,143,recalcitrant,2,NA,-0.7000000000000002,NA,"NCGC00384854-01_C23H34O4_Card-20(22)-enolide, 3,14-dihydroxy-, (3beta,5alpha)-",2,-0.7000000000000002,-0.7000000000000002,20,24,2,2,0,0.1,0,-8.288315434784348,1.3827606800075973,Organic compounds;Organoheterocyclic compounds;Prenol lipids;nan,NA,NA,NA,NA,NA,NA,1,no,yes,no,no,no,yes,NA,NA
2998,147,accumolite,41,Day,-0.3076923076923075,"1, 3, 5",Spectral Match to Maltotriose from NIST14,2,-0.3076923076923075,-0.3076923076923075,13,27,1,10,0,0.07692307692307693,0,-4.417003881423554,14.310898233541641,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,1.1766772868596,-1.501591100801,0.352185478031457,1.58841173177821,0.576276998541792,1.95214506086372,1,no,yes,no,no,no,yes,Dictyota,Day
3680,147,accumolite,41,Day,0.11764705882352944,"2, 6",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.11764705882352944,0.11764705882352944,17,27,5,7,0,0.29411764705882354,0,-9.059617250802988,8.10298503649791,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,2.32492673336831,-3.02431948940229,-0.954160197589126,-1.16386992049204,1.72737723046614,1.19509703387902,1,no,yes,no,no,no,yes,NA,NA
4530,147,accumolite,41,Day,0.25,"2, 4, 6, 8",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,0.25,0.25,16,25,5,7,0,0.3125,0,-11.519736808631995,9.27214222854096,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3.47831147126722,-4.1374487903998,0.46094385366972,-0.835057216491762,-0.00445505436937477,0.870727483797481,NA,NA,NA,NA,NA,NA,NA,NA,NA
5153,147,accumolite,41,Day,-0.14285714285714324,"1, 5",Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,-0.14285714285714324,-0.14285714285714324,14,27,1,11,0,0.07142857142857142,0,-8.832050289319186,12.170620104787579,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3.68456180385807,-2.88861987860722,-0.9855320684228,4.68792265140388,6.63001331072834,1.48187195455886,1,no,yes,no,no,no,yes,NA,NA
