feature_number,network,activity,num_features,DayNight,quadrant,min_nosc,max_nosc,min_log2,max_log2,molnet_string,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control
10155,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-12.086708044037405,NA,NA,NA
10464,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.616942955747347,-3.2932488333677474,-1.2570334066928635,NA,-0.6051077367606497,NA
10464,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,-3.757813719110162,NA,NA
10752,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-2.6900100836228757,-2.2819751537504813,NA,-0.22344929470714237
10752,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-9.792699148688573,NA,NA,NA,NA
10898,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.3841179474843024,NA,NA,NA,NA,-0.1692029186463863
10898,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-4.474812577110731,NA,NA,NA,NA
11169,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-7.610478659845095,-7.5185627871655285,-11.756867501899556,-5.270640987251053,-5.650967368748033,-6.766950752363243
11263,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.5463933468168014,-2.865369974646716,NA,NA,NA,NA
11263,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-7.908644150552128,NA,NA,NA
12095,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.159758392270986,NA,NA,NA,-0.06550071770733869,NA
12387,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.5904288675434577,NA,NA,NA,NA,-1.4386309499620582
12387,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-8.19840666841223,NA,-5.378008273711362,NA
13316,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.5640543341960966,NA,NA,NA,NA,-0.1791441914387044
13316,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-3.692236338415957,NA,NA,NA
13469,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,-0.2658499527470429
13469,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,-4.7561537817650645,NA,NA
14442,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-8.19032700225491,NA,NA,-8.136895067365481,NA,NA
14615,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-8.005121370044115,-7.5185627871655285,-13.535215533159882,-8.251224889342925,-8.799942771981254,-8.54851420574839
14621,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,-2.0235187491267426
14621,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-3.994075452441375,NA,-10.437722764919895,NA,NA,NA
14690,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.2198478197226319,NA,-0.15631773152330672,-0.8463411061740895,-0.0754978171229735,-0.6961854588462578
15685,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.3105718575650247,-0.5728340372922095,NA,-0.22846773921331334,NA,-2.205306595014996
17515,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,-2.740931415573138,-1.8907584108448798,NA
18032,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-1.2510884588809519,NA,NA,NA
18032,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-3.4877074633872676,NA,-4.704118265787069,NA,-6.550369546300699
20154,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-2.0483360148331387,-2.062274641382022,NA,NA,NA
20154,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-4.853357189784565,NA,NA,NA,NA,NA
20320,17,depletolite,40,Day,1,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,-3.0297724570918105,NA,NA
20320,17,depletolite,40,Day,3,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-4.858151610894816,-5.944173587385456,-3.941964230559701,NA,-7.454405157625112,NA
3032,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.671665542624034,-0.5673353409155968,-2.36257816169171,-3.1091506609384876,-1.6161222913940143,NA
3632,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.6326684645977748,-0.6711986689798408,-1.3244731784037196,-1.812570134668577,-0.9225354901989984,NA
3900,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.1106361616641032,NA,NA,-2.3302278778545413,NA,NA
3900,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-4.331002720338609,-6.226042350752465,NA,-4.520072428291811,NA
4532,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.5868796925707997,-0.7388608770846425,NA,-1.0390143257262592,NA,-0.01667396714633708
7036,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-1.3464100085493969,NA,NA,NA,-1.8409333006836315
7036,17,depletolite,40,Day,4,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-3.33823705263018,NA,-4.223903484240432,NA,NA,NA
7879,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,-2.0632044863143957,-2.751713480098463,-2.1812545763914164
8167,17,depletolite,40,Day,2,-2.3076923076923075,1,-15.471132147349733,11.570922542350724,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.2061358499597237,-1.1214423582950692,-0.5012623141269975,-2.6960081233753854,-0.07141200236555292,NA
7495,18,depletolite,11,Day,2,-0.666666666666667,1.923076923076923,-9.824024961765788,7.186750527465307,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.8714678822547254,-1.0029976040373247,NA,-0.16324264109677247,NA,-0.6361622544724973
7910,18,depletolite,11,Day,2,-0.666666666666667,1.923076923076923,-9.824024961765788,7.186750527465307,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.5506374725645027,-0.6997073819996417,-0.08991508435098886,-0.1506947259561735,NA,-0.599715649289966
8940,18,depletolite,11,Day,2,-0.666666666666667,1.923076923076923,-9.824024961765788,7.186750527465307,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.7489752550461369,-0.46759390619326574,NA,-0.20545626153810737,-0.2766967374113338,-0.5885816884688624
10082,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-9.112952469257916,-8.291489956567242,-9.223885214705453,-5.469844150990751,-8.783675542903737,-6.488013764350171
10671,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-8.838919609931864,-9.739122895580348,-5.269784583540045,-9.727221641271305,-5.766516052052374,-4.691619123862081
11085,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.7275642354355436,NA,-2.6283283749900166,-1.9837801826318404,-0.03225772506243713,NA
11091,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.0969730749532567,-1.94352836266534,NA,NA,-1.9102571270754447,-1.021559898488193
11091,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-6.0484479732823875,-8.288485114486285,NA,NA
11124,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.70027631094748,-8.154661425874952,-9.407005242821137,-7.112099675223603,-7.440252302914591,-7.031556247487494
11148,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.007359797032009,NA,-14.495686672528695,-13.018568964134268,-7.193079719903044,NA
11150,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-2.9246278734123785,NA,NA,NA,NA
11150,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.951998182758408,NA,-4.578648918716797,-7.379286025310993,-5.283150815210412,-7.123409099832652
11155,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.597914207765703,NA,-14.158726054857821,-8.222287369580654,NA,NA
11162,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.18250037854838108,-1.4809391791958473,-1.283204375469449,-1.0157253733483125,-0.8399617563922245,-0.22769369083141658
11176,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.483292673902234,NA,-4.9956627950947805,-6.614958628211533,-6.185133041559348,-7.84738742600458
11189,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.14373109053844477,-2.3436357435235533,-1.994484765196348,-2.259465679753485,NA,-0.5888703751596669
11197,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-8.31850327046551,NA,-12.755882563057602,-9.399792657204745,-7.234711038218603,-5.859045428876216
11227,21,depletolite,138,Day,3,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.904452887957656,-6.28181881736511,-8.538371472966105,-7.14612128907775,-6.143915265434684,-6.663025118233356
11247,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.9786047800060835,NA,-13.14127074833881,-8.097300818479223,-5.761062757712208,-7.1512277281434535
11248,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,-2.470733155510446
11248,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-7.556527463130138,-8.52162581210585,-5.28513100821675,NA
11256,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-8.973461472929783,NA,NA,NA
11299,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-3.1548949872040657,NA,NA,NA
11299,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.757233453262717,NA,NA,-6.69981245732359,-6.405199194765119,NA
11301,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.694963308399016,NA,-0.15347417756046708,-0.2633731409633985,-0.3266702893325628,-1.1611463874665338
11313,21,depletolite,138,Day,3,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-9.741299080181548,NA,NA,-5.833983811180683
11321,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-2.5906109032804774,NA,NA,NA
11321,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.835979906727459,NA,NA,-5.723642885264476,-4.712932430800636,NA
11329,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-12.016275704396259,-10.69791846207403,NA,NA
11350,21,depletolite,138,Day,3,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-11.660315940493497,-5.292547848613021,-4.963704072592641,NA
11365,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-3.0488470222853628,NA,NA,NA
11365,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-4.081072300659198,NA,NA
11490,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-2.0429497586260306,NA,-2.9783589826100116,-2.847694206644462
11490,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-7.636835312185035,-3.798506389048754,NA,-3.581625492829734,NA,NA
11506,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.059075782389949,NA,-6.4491008601695174,NA,NA,NA
11528,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.559387849651689,NA,-8.820313344520713,NA,NA,NA
11535,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.413589223067158,NA,-10.144231171099545,-10.9401049358491,NA,NA
11544,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-11.295601748973233,-7.250993740832695,NA,NA
11615,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-3.4630086533710718,NA,NA,NA
11666,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-12.099080293524919,-7.41870414905871,NA,NA
11709,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-5.602720914068378,-4.287136019231069,-6.7808684654860905,NA,-5.674799891047183
11742,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-2.5446311372767187,-2.103526238286187,-0.5304440492919374,-1.4927065110676003,-1.7792287583762456
11783,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-9.972783885224722,-6.5880966505462,NA,NA
11835,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.6660912099004315,NA,-9.173962368415514,NA,-5.019762696071837,NA
11853,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.238852721307931,NA,-0.32726297182348263,-0.7402879581707726,NA,-2.1363401133219555
11874,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-5.349284098645072,NA,NA,NA
11901,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-12.24258670594223,-7.485534980026657,NA,NA
11937,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.978296421342857,-7.704390508469225,-9.421349908912092,-7.024456706478024,-6.6527929047577,-6.034529907552258
12314,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.883157430373763,NA,NA,-2.255047756672182,-3.11178947841674,NA
12314,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-5.035382521761285,-4.297195892623862,NA,NA,NA
12413,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-2.6916861966458776,-0.4967563390515265,NA,NA
12413,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.6766901654512276,NA,NA,NA,-3.703814622243223,NA
12422,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-8.173625378878807,-8.324761819010888,NA,NA
12509,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.89580319279397,-6.248441088111475,-7.8193899100330135,-6.559476014285998,-6.446520453433252,-4.539713594186126
12524,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-1.1424273299434369,-2.29193857111841,-0.4967338207378321,NA,-0.6758546772232928
12524,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.429622061318113,NA,NA,NA,NA,NA
12596,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.7599256192899639,NA,-0.46996473267654104,-2.2469429617904315,NA,-0.5711033277281976
12780,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-0.37801532438911606,-0.3530444199737853,NA,-2.072467645359052,-0.5798573840627297
12780,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.3619636975076252,NA,NA,-4.028572911396924,NA,NA
12980,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.8205622567344322,-0.1226680900218598,-1.1435568137390606,-1.8863652781888705,-1.593642571411905,-1.1064578316329268
13021,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-3.1272552704727516,NA,NA,NA,-3.1895472469830426
13021,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-5.55055158250195,NA,-6.468695519832004,-5.9843215465324056,NA,NA
13096,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-7.27853073806254,-8.869337133123752,NA,-3.6669434823406792
13097,21,depletolite,138,Day,1,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-2.4532589365129573,NA,NA,-1.157134907107624,-0.28916494375357993,NA
13127,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-3.0530249467079846,NA,NA,NA
13127,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-8.732496713798394,NA,NA
13174,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.86203121811664,NA,-12.835830120865545,-8.527906266782649,NA,-6.624362424005489
13233,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.00815464435828,-6.79492867755975,-13.484706377518897,-8.165316414343188,NA,NA
13294,21,depletolite,138,Day,2,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,-1.7512916848526192
13294,21,depletolite,138,Day,4,-2.0769230769230766,2.7142857142857144,-15.907049139379962,9.952154605433597,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-6.5076682032600495,-5.687619998478734,-6.6019286086458715,-6.229815511971241,-7.071943797563325,NA
