feature_number,network,activity,num_features,DayNight,quadrant,min_nosc,max_nosc,min_log2,max_log2,molnet_string,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control
16003,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-3.201082669524301,NA,NA,NA,-2.4297892927490206,NA
16003,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,-9.405604080078799,-4.685486723862925,NA,-4.374151436311598
18565,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-0.34176888934298927,-0.1006803525037991,-0.41339877735432456,NA,NA
2756,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.11334972158883605,-0.4484843838471761,-1.32534020628165,-0.660704536099322,-0.23234439101215548,-0.21172536876114123
2787,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.13757602653614132,-0.38351048022962564,-1.2184545710310857,-0.6961231539385345,-0.18094368658791327,-0.11542593046874183
2825,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.07649492638323221,-0.2287240974525977,-1.3144876950184097,-0.5695359519029481,-0.1470535232674262,-0.04711920872228656
2829,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.20016519257444307,-0.5033956212015133,-1.8430766788844244,-0.8609502158357749,-0.38505356461738,-0.057245500520155736
2896,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.22457835949482358,-0.33931615915891206,-1.0578185733221963,-0.4989903693628692,-0.12670543437574724,-0.13123536752571757
2909,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.2302556885719822,-0.4083767870781437,-1.5682247731600036,-0.810907930107705,-0.29849048942836653,-0.17059890208758857
2938,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.13574188263149983,-0.3038084355027593,-1.5388095323772808,-0.672579898671443,-0.21612878478813205,-0.17001901012281195
2977,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.21682512791597724,-0.39203985276137676,-1.202648140959509,-0.6524355151799986,-0.2109506622080593,-0.15133498119811076
3009,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.13460157216792254,-0.44657295291185206,-1.661177999582727,-0.7956347162723718,-0.3673730681278504,NA
3022,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.1196271011920575,-0.44693755943003516,-1.793008523822034,-0.7740298891850638,-0.2097967080853141,-0.12005686792453095
3031,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.3250027535413013,-0.45323420096512285,-3.298576072561413,-0.8189474588365725,-0.28242384740549425,-0.03124228997933939
3082,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-0.6830665251631443,-1.9321936644527788,-0.6935255164091098,-0.22283998719904122,NA
3155,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.24159005019795177,-0.514908838607172,-2.2122459018002734,-0.7691405471113113,-0.386008257131102,-0.09106755591758617
3201,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.15579238036944082,-0.29014975858204634,NA,NA,NA,-2.0687900066441607
3201,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-3.420574773690056,NA,NA
3216,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.1975642219715134,-0.4350767970876496,NA,-0.8843646336252149,-0.27847522556747645,-0.04034133527718413
3216,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,-3.3269625888694034,NA,NA,NA
3233,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.22682704222035022,-0.38636573442081135,-1.3350835834096912,-0.5165783831667572,-0.15966658649387908,-0.15991508011222785
3301,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.24713630038866208,-0.48613831482670256,-1.7814497135080647,-0.7218200119313513,-0.15542713474653433,-0.07271820990114518
3366,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-2.256725048621184,NA,-2.4285419954942125,-1.3532287630601116,-1.0640593681340795,-0.19832946432968862
3396,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-0.46035543859857075,NA,NA,NA,-2.0964200193609344
3396,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-3.6374619830929027,NA,NA
3568,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.29209633346405395,-0.297133488812637,-2.967587844877771,-0.654084278770892,-0.25987315058002664,-0.11645442992889511
3581,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.13302680983053247,-0.38946958511398416,-1.5343750009258832,-0.6233977201462727,-0.2193004417105993,-0.2187118472060869
3656,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.5402468224756313,-0.4402766465159888,-1.7978207349412265,-0.9370214796748854,-0.5067684541930642,-0.3636699017617661
5444,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-0.7086972679083985,NA,NA
5504,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-0.4615937189801413,-0.667166294174997,-0.9519994136434436,-0.05875495181092313,NA
6204,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-1.5964230845406968,-0.5636775213188991,-1.6009227081711033,-0.04608890888363426,-1.9082972310142594
6313,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-3.2769729942629846,-1.6601882872741673,NA,NA,-0.6588663335741066,NA
6320,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-1.155971415752434,NA,NA,-0.6714404637665273,NA,NA
6684,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.1983181000656473,-2.1823456941848502,-2.784251778950819,-0.9156267118941617,-2.523152417852985,NA
7309,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,-0.05861228173562029,NA,NA,NA
7309,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-5.664328039886415,NA,NA,-3.730643896706341,NA
7673,65,depletolite,53,Day,1,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,-0.4110001804375668,NA,-0.6552745233356851,-2.1410095004786704,-2.9055221270913805
7828,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-0.7443119402851891,NA,NA
7828,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-5.409361317272899,NA,-4.025375148422209,NA,-3.6041356395986752,NA
7835,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-0.4846918651680856,NA,NA
8431,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-1.4057562672658896,-3.232840827400107,-0.23406872130104925,NA,NA,-2.3332147146468354
9696,65,depletolite,53,Day,2,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-0.3104730295648428,-0.7129576934318542,NA,NA,-1.5095888124710644,NA
9696,65,depletolite,53,Day,4,-2.2727272727272725,0.4545454545454546,-16.058585680789367,11.154800655677718,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-5.336023964401294,NA,NA
10350,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.12076202499501401,-2.0914374717722892,-1.1602048097834265,-1.0179187000465455,-0.7348029575206906,-2.4472245138798674
11062,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.1111064492226965,NA,NA,-0.5279881353754307,-0.18925232459124364,-1.3649852511576719
11287,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-4.283082042244045,-5.978225268246693,-6.228035407465708,-5.825300158440264,NA
11558,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-0.6768566554545945,NA,-1.6237221100499681,-1.590452635344464,NA
11558,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.626509616769337,NA,-3.8164971299277215,NA,NA,NA
11860,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-0.4183888420316201,-0.3582790067733429,NA,NA,NA
11860,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.044849639596296,NA,NA,-3.4917023880192075,NA,-6.089365297922278
12655,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.24164020131009142,-1.5790585240963166,-1.3891716375522916,-2.890664157501197,-1.3753726152900974,NA
12655,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,-3.6168390258473853
13116,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-2.8405098048115995,-0.08262569563061764,-0.1797982353768408,-0.13826228138464336,-1.2989456409303761,NA
13152,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.64197088216447,-0.0810968250902709,-0.06608448444215906,NA,-0.898635372227908,-0.9459989840282508
14229,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.2005757411247053,NA,-1.2903122373656895,NA,-2.4250315835582206,NA
16810,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.5186646223490697,-1.3105636205258826,-0.4102852215705121,NA,NA,-0.5650784138528651
16810,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-3.37209023901302,NA,NA
17272,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.2114468290129871,-0.3161063663390254,-0.8938475282377674,-1.615805689835413,-0.9258095409266609,-1.3194586925046567
18712,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-0.10610410042321539,NA,-0.3906023144029032
18712,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-4.769162254678121,NA,NA,NA
19377,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-2.2853884359192156,-3.106298967885877,-1.3359318104251892,NA,NA
19377,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.511482162132353,NA,NA,NA,-4.053457405950948,-4.9168876163568465
2020,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.2186858648138585,-2.846627557675253,-1.1257298124925863,-1.1539977488480602,-2.8759643140175886,-0.25170384884497976
2401,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-2.388607777564432,-1.8132196701022336,-0.16962529144161959,-2.9339858590904937,-2.935728736542096,-2.4599316675087173
2702,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.3684057021204046,-1.6972669252424406,-0.4683389566790007,-1.9032640985823162,-2.5137430925229465,-2.0231315327697916
3060,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.6656466579928192,-1.3355473094815662,NA,NA,-0.516835876923244,-0.1826172053045861
3546,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-3.140076901558183,NA,-1.7115910226085431
3546,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.875947618449698,-8.001471581764084,-3.7521668906848102,NA,-8.110026280532272,NA
3794,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.7742831204146675,-1.5584407681690335,-0.1821541249382564,-0.2699557251551756,-0.22854704767806966,-0.7420646174021329
5640,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.7200496435008044,-1.0018623960662292,-0.9218168682794197,-1.818897013060016,-1.2107455551072925,-0.697825137352661
6235,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.0202531980829415,-0.896331864923546,-0.7120689335397418,-3.2202764544229017,-2.499273849812634,NA
6235,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,-3.309514018190168
6292,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.2787865446055189,NA,-0.04318187453598163,-1.5149953120006352,NA,NA
6292,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,-3.6158940272749978
6373,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-0.6725866552810865,NA,NA
6725,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-3.0036188870597247,-2.88236985575225,NA,-0.4771382902549103,NA
6725,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-7.869852869491721,NA,NA
7197,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.2562076696020188,-1.6612010940665318,-1.4757371212439052,-1.060619532031451,-1.5646599866289714,-1.5050801105734164
7544,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-2.127185120286851,-1.4291337776524702,-2.3575566981674534,NA,-0.17882260003115405,-2.0538162629013064
7544,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,-4.379579640842078,NA,NA
7933,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-3.015547530066265,NA,-1.5711984247667607,-1.9006417748224862,-3.041444941519507
7933,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-7.42267701293675,NA,NA,NA
8175,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-0.5607017990445815,NA,-0.2704731240112587,-1.9857907543674744,-1.6450761744322508,-1.3697600204174707
8397,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-0.14693566853018603,NA,-1.5434758803628985,NA,NA
8439,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.2696295949297824,-0.7107891114121155,-0.7449205073640701,NA,NA,-0.832404176379382
8688,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-3.253710920138633,-0.374040148292125,NA,-1.594974450389143,NA
8688,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.8349664983310703,NA,NA,-6.255748775140104,NA,-3.692079991730569
8715,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-1.0100400499136724,-1.7408656548595052,-2.5114475187218184,-0.38776198158659936,-0.9992327043799167
8715,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-4.024449875637584,NA,NA,NA,NA,NA
8730,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,-2.796470122848819,NA,NA,-0.3980697504297311,NA
8730,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.416279132797498,NA,-3.908627727898301,NA,NA,NA
890,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-1.01925773078541,-1.2673715643169936,NA,-2.065668688069422,-0.6714903183029705,NA
890,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,NA,NA,NA,-3.3710796122360867
9140,74,depletolite,144,Day,2,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,NA,NA,-3.1458595310058466,-0.08978511956833501,NA,NA
9140,74,depletolite,144,Day,4,-2.5,1.5555555555555554,-13.793876563969976,13.934159384817658,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,-3.7870992334021727,-5.133115656383498,NA,NA,-3.402984941617346,NA
6602,75,depletolite,3,Day,1,1.7000000000000002,2.2,-11.589152031409547,5.2593562030126995,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Hydrolyzable tannins,NA,-1.6787117341800475,-1.5310169417459132,-1.3016729595563654,-0.8917932101912297,-0.6276276301086308
6602,75,depletolite,3,Day,3,1.7000000000000002,2.2,-11.589152031409547,5.2593562030126995,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Hydrolyzable tannins,-4.117965096600013,NA,NA,NA,NA,NA
6621,75,depletolite,3,Day,1,1.7000000000000002,2.2,-11.589152031409547,5.2593562030126995,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Hydrolyzable tannins,NA,-0.008675120276778595,-1.253873563360403,-1.325024354251224,-0.7890698767443447,-1.404536974019745
6621,75,depletolite,3,Day,3,1.7000000000000002,2.2,-11.589152031409547,5.2593562030126995,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Hydrolyzable tannins,-3.610528175202017,NA,NA,NA,NA,NA
6807,75,depletolite,3,Day,1,1.7000000000000002,2.2,-11.589152031409547,5.2593562030126995,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Hydrolyzable tannins,NA,-0.6743005787715135,-0.3700743494320728,-0.02804224581902587,NA,-1.2618177851793113
6807,75,depletolite,3,Day,3,1.7000000000000002,2.2,-11.589152031409547,5.2593562030126995,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Hydrolyzable tannins,-4.3544609244927255,NA,NA,NA,NA,NA
10312,80,depletolite,39,Day,2,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.2729047047021116,NA,-0.8359801906308834,-0.9886204091219217,-1.295231740566389,-0.5130808581940635
11599,80,depletolite,39,Day,2,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,NA,-2.542750974323523
11599,80,depletolite,39,Day,4,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-5.34990944278817,NA,NA,-3.8227756257722003,-3.8333858492316053,NA
1339,80,depletolite,39,Day,2,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.9210700635964332,-0.045765115501569406,-0.600338084122351,-0.5530966012289611,-0.9529857162018065,-0.7625143345399066
13543,80,depletolite,39,Day,2,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.205754662196732,NA,-0.8762319445509205,-0.7377423862369596,-0.3266110123915105,-2.2345017340899336
13543,80,depletolite,39,Day,4,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-3.6817596992149526,NA,NA,NA,NA
14449,80,depletolite,39,Day,2,-0.8571428571428568,1.2142857142857144,-17.549713461963,15.915633798532406,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.966089536818105,NA,NA,-0.006376786649732843,-0.04258846839804729,-2.232247475168728
