DayNight,OTU,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,Organism,sample_code,Experiment,Replicate,Timepoint,numOtus,reads,sum,ra,asin,Size,Taxonomy,Kingdom,Phylum,Class,Order,Family,Genus,OTU_id
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_T0D,dorcierr,1,T0,3869,1277,7980,0.1600250626566416,0.4115510269843205,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_T0D,dorcierr,1,T0,3869,1277,7980,0.1600250626566416,0.4115510269843205,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_T0D,dorcierr,1,T0,3869,1277,7980,0.1600250626566416,0.4115510269843205,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_T0D,dorcierr,1,T0,3869,1277,7980,0.1600250626566416,0.4115510269843205,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_T0D,dorcierr,1,T0,3869,1277,7980,0.1600250626566416,0.4115510269843205,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_T0D,dorcierr,1,T0,3869,1277,7980,0.1600250626566416,0.4115510269843205,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_T0D,dorcierr,2,T0,3869,1297,7979,0.16255169820779547,0.4149858768828745,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_T0D,dorcierr,2,T0,3869,1297,7979,0.16255169820779547,0.4149858768828745,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_T0D,dorcierr,2,T0,3869,1297,7979,0.16255169820779547,0.4149858768828745,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_T0D,dorcierr,2,T0,3869,1297,7979,0.16255169820779547,0.4149858768828745,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_T0D,dorcierr,2,T0,3869,1297,7979,0.16255169820779547,0.4149858768828745,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_T0D,dorcierr,2,T0,3869,1297,7979,0.16255169820779547,0.4149858768828745,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_TFD,dorcierr,2,TF,3869,239,7991,0.02990864722813165,0.17381505308129636,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_TFD,dorcierr,2,TF,3869,239,7991,0.02990864722813165,0.17381505308129636,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_TFD,dorcierr,2,TF,3869,239,7991,0.02990864722813165,0.17381505308129636,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_TFD,dorcierr,2,TF,3869,239,7991,0.02990864722813165,0.17381505308129636,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_TFD,dorcierr,2,TF,3869,239,7991,0.02990864722813165,0.17381505308129636,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_2_TFD,dorcierr,2,TF,3869,239,7991,0.02990864722813165,0.17381505308129636,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_3_TFD,dorcierr,3,TF,3869,264,7995,0.03302063789868668,0.18273103735833898,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_3_TFD,dorcierr,3,TF,3869,264,7995,0.03302063789868668,0.18273103735833898,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_3_TFD,dorcierr,3,TF,3869,264,7995,0.03302063789868668,0.18273103735833898,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_3_TFD,dorcierr,3,TF,3869,264,7995,0.03302063789868668,0.18273103735833898,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_3_TFD,dorcierr,3,TF,3869,264,7995,0.03302063789868668,0.18273103735833898,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_3_TFD,dorcierr,3,TF,3869,264,7995,0.03302063789868668,0.18273103735833898,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_4_TFD,dorcierr,4,TF,3869,341,7996,0.04264632316158079,0.20800658160537325,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_4_TFD,dorcierr,4,TF,3869,341,7996,0.04264632316158079,0.20800658160537325,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_4_TFD,dorcierr,4,TF,3869,341,7996,0.04264632316158079,0.20800658160537325,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_4_TFD,dorcierr,4,TF,3869,341,7996,0.04264632316158079,0.20800658160537325,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_4_TFD,dorcierr,4,TF,3869,341,7996,0.04264632316158079,0.20800658160537325,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_4_TFD,dorcierr,4,TF,3869,341,7996,0.04264632316158079,0.20800658160537325,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_TFD,dorcierr,1,TF,3869,325,7993,0.04066057800575504,0.20303680636821753,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_TFD,dorcierr,1,TF,3869,325,7993,0.04066057800575504,0.20303680636821753,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_TFD,dorcierr,1,TF,3869,325,7993,0.04066057800575504,0.20303680636821753,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_TFD,dorcierr,1,TF,3869,325,7993,0.04066057800575504,0.20303680636821753,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_TFD,dorcierr,1,TF,3869,325,7993,0.04066057800575504,0.20303680636821753,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0007,NA,0.0014781581706847199,NA,NA,NA,1,Dictyota,D_DT_1_TFD,dorcierr,1,TF,3869,325,7993,0.04066057800575504,0.20303680636821753,43232,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_T0D,dorcierr,1,T0,3869,236,7994,0.029522141606204654,0.17267693387844046,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_T0D,dorcierr,1,T0,3869,236,7994,0.029522141606204654,0.17267693387844046,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_T0D,dorcierr,1,T0,3869,236,7994,0.029522141606204654,0.17267693387844046,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_T0D,dorcierr,1,T0,3869,236,7994,0.029522141606204654,0.17267693387844046,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_T0D,dorcierr,1,T0,3869,236,7994,0.029522141606204654,0.17267693387844046,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_T0D,dorcierr,1,T0,3869,236,7994,0.029522141606204654,0.17267693387844046,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_TFD,dorcierr,1,TF,3869,278,7988,0.03480220330495744,0.18765287118729868,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_TFD,dorcierr,1,TF,3869,278,7988,0.03480220330495744,0.18765287118729868,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_TFD,dorcierr,1,TF,3869,278,7988,0.03480220330495744,0.18765287118729868,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_TFD,dorcierr,1,TF,3869,278,7988,0.03480220330495744,0.18765287118729868,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_TFD,dorcierr,1,TF,3869,278,7988,0.03480220330495744,0.18765287118729868,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_1_TFD,dorcierr,1,TF,3869,278,7988,0.03480220330495744,0.18765287118729868,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_T0D,dorcierr,2,T0,3869,194,7995,0.024265165728580364,0.1564097570407055,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_T0D,dorcierr,2,T0,3869,194,7995,0.024265165728580364,0.1564097570407055,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_T0D,dorcierr,2,T0,3869,194,7995,0.024265165728580364,0.1564097570407055,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_T0D,dorcierr,2,T0,3869,194,7995,0.024265165728580364,0.1564097570407055,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_T0D,dorcierr,2,T0,3869,194,7995,0.024265165728580364,0.1564097570407055,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_T0D,dorcierr,2,T0,3869,194,7995,0.024265165728580364,0.1564097570407055,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_TFD,dorcierr,2,TF,3869,213,7988,0.026664997496244368,0.16402876063686508,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_TFD,dorcierr,2,TF,3869,213,7988,0.026664997496244368,0.16402876063686508,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_TFD,dorcierr,2,TF,3869,213,7988,0.026664997496244368,0.16402876063686508,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_TFD,dorcierr,2,TF,3869,213,7988,0.026664997496244368,0.16402876063686508,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_TFD,dorcierr,2,TF,3869,213,7988,0.026664997496244368,0.16402876063686508,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_2_TFD,dorcierr,2,TF,3869,213,7988,0.026664997496244368,0.16402876063686508,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_3_TFD,dorcierr,3,TF,3869,246,7993,0.030776929813586887,0.1763461287407903,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_3_TFD,dorcierr,3,TF,3869,246,7993,0.030776929813586887,0.1763461287407903,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_3_TFD,dorcierr,3,TF,3869,246,7993,0.030776929813586887,0.1763461287407903,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_3_TFD,dorcierr,3,TF,3869,246,7993,0.030776929813586887,0.1763461287407903,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_3_TFD,dorcierr,3,TF,3869,246,7993,0.030776929813586887,0.1763461287407903,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_3_TFD,dorcierr,3,TF,3869,246,7993,0.030776929813586887,0.1763461287407903,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_4_TFD,dorcierr,4,TF,3869,165,8000,0.020625,0.14411237847451805,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_4_TFD,dorcierr,4,TF,3869,165,8000,0.020625,0.14411237847451805,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_4_TFD,dorcierr,4,TF,3869,165,8000,0.020625,0.14411237847451805,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
Day,Otu0016,NA,NA,6.214344515166812e-12,NA,NA,1,Pocillopora verrucosa,D_PV_4_TFD,dorcierr,4,TF,3869,165,8000,0.020625,0.14411237847451805,14708,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Nonlabens;,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,
