Plate Name,Gate Name,Table Code,sample_name,Organism,DayNight,Timepoint,Replicate,Event Count,Mean SSC,Mean SYBR,Cells µL-1,% Parent,% Total
DORCIERR_T4N-TFN,SYBR Polygon,H2,D_DT_2_TFN,Dictyota,Night,TF,2,21608,2802.736816,249594.40625,432.16,0.41777192999999996,0.41777192999999996
DORCIERR_T4N-TFN,SYBR Polygon,H3,D_DT_3_TFN,Dictyota,Night,TF,3,19504,2286.658447,194471.796875,390.08,0.47833231,0.47833231
DORCIERR_T4N-TFN,SYBR Polygon,H4,D_DT_4_TFN,Dictyota,Night,TF,4,19611,2414.71167,237625.671875,400.22449,0.46287292,0.46287292
DORCIERR_T4N-TFN,SYBR Polygon,H5,D_PV_1_TFN,Pocillopora verrucosa,Night,TF,1,16089,2548.184082,239617.015625,321.78,0.40102192999999997,0.40102192999999997
DORCIERR_T4N-TFN,SYBR Polygon,H6,D_PV_2_TFN,Pocillopora verrucosa,Night,TF,2,23070,2583.022217,254435.4375,470.816327,0.5409271,0.5409271
DORCIERR_T4N-TFN,SYBR Polygon,H7,D_PV_3_TFN,Pocillopora verrucosa,Night,TF,3,19993,2303.589844,244226.734375,399.86,0.47731938999999995,0.47731938999999995
DORCIERR_T4N-TFN,SYBR Polygon,H8,D_PV_4_TFN,Pocillopora verrucosa,Night,TF,4,19108,2576.56665,277089.3125,389.959184,0.45939318,0.45939318
DORCIERR_T4N-TFN,SYBR Polygon,G5,D_PL_1_TFN,Porites lobata,Night,TF,1,25479,2940.274902,276333.6875,519.979592,0.6088172000000001,0.6088172000000001
DORCIERR_T4N-TFN,SYBR Polygon,G6,D_PL_2_TFN,Porites lobata,Night,TF,2,24844,2715.405029,241898.265625,507.020408,0.59190432,0.59190432
DORCIERR_T4N-TFN,SYBR Polygon,G7,D_PL_3_TFN,Porites lobata,Night,TF,3,24996,2877.455566,276191.34375,510.122449,0.55277649,0.55277649
DORCIERR_T4N-TFN,SYBR Polygon,G8,D_PL_4_TFN,Porites lobata,Night,TF,4,25928,2771.797119,266134.46875,529.142857,0.5908438300000001,0.5908438300000001
DORCIERR_T4N-TFN,SYBR Polygon,H9,D_TR_1_TFN,Turf,Night,TF,1,21852,2422.630859,243761.671875,445.959184,0.50502669,0.50502669
DORCIERR_T4N-TFN,SYBR Polygon,H10,D_TR_2_TFN,Turf,Night,TF,2,21735,2496.468506,231246.265625,443.571429,0.44596508,0.44596508
DORCIERR_T4N-TFN,SYBR Polygon,H11,D_TR_3_TFN,Turf,Night,TF,3,21545,2390.729736,228103.984375,439.693878,0.44379673,0.44379673
DORCIERR_T4N-TFN,SYBR Polygon,H12,D_TR_4_TFN,Turf,Night,TF,4,21283,2364.351807,223939.703125,434.346939,0.45306114000000003,0.45306114000000003
