Tree#	Groups	WScore	
1	D_PL_4_TFN-D_TR_1_T0N	0.470379
1	D_PV_1_T0D-D_TR_1_T0N	0.274955
1	D_PV_1_T0N-D_TR_1_T0N	0.515564
1	D_PV_1_TFD-D_TR_1_T0N	0.479585
1	D_PV_1_TFN-D_TR_1_T0N	0.617009
1	D_PV_2_T0D-D_TR_1_T0N	0.310079
1	D_PV_2_T0N-D_TR_1_T0N	0.506974
1	D_PV_2_TFD-D_TR_1_T0N	0.473078
1	D_PV_2_TFN_SA503_SC704-D_TR_1_T0N	0.374322
1	D_PV_2_TFN_SA504_SC704-D_TR_1_T0N	0.372894
1	D_PV_3_TFD-D_TR_1_T0N	0.470648
1	D_PV_4_TFD-D_TR_1_T0N	0.387754
1	D_PV_4_TFN-D_TR_1_T0N	0.529466
1	D_TR_1_T0D-D_TR_1_T0N	0.453226
1	AL_2_T1-D_TR_1_TFD	0.906571
1	AL_2_T3-D_TR_1_TFD	0.633028
1	AR_2_T2-D_TR_1_TFD	0.397131
1	AW_2_T1-D_TR_1_TFD	0.505555
1	AW_2_T2-D_TR_1_TFD	0.378155
1	AW_2_T3-D_TR_1_TFD	0.431690
1	CL_2_T1-D_TR_1_TFD	0.749465
1	CL_2_T2-D_TR_1_TFD	0.476434
1	CR_2_T3-D_TR_1_TFD	0.579380
1	DORCIERR_D_WA_2_TFN-D_TR_1_TFD	0.597207
1	D_CC_1_T0D-D_TR_1_TFD	0.361840
1	D_CC_1_T0N-D_TR_1_TFD	0.394035
1	D_CC_1_TFD-D_TR_1_TFD	0.076000
1	D_CC_1_TFN-D_TR_1_TFD	0.438135
1	D_CC_2_T0D-D_TR_1_TFD	0.298027
1	D_CC_2_T0N-D_TR_1_TFD	0.424812
1	D_CC_2_TFD-D_TR_1_TFD	0.142077
1	D_CC_2_TFN-D_TR_1_TFD	0.288631
1	D_CC_3_TFD-D_TR_1_TFD	0.130871
1	D_CC_3_TFN-D_TR_1_TFD	0.367926
1	D_CC_4_TFD-D_TR_1_TFD	0.118963
1	D_CC_4_TFN-D_TR_1_TFD	0.492043
1	D_DT_1_T0D-D_TR_1_TFD	0.340660
1	D_DT_1_T0N-D_TR_1_TFD	0.359276
1	D_DT_1_TFN-D_TR_1_TFD	0.426228
1	D_DT_2_T0D-D_TR_1_TFD	0.336573
1	D_DT_2_T0N-D_TR_1_TFD	0.342329
1	D_DT_2_TFD-D_TR_1_TFD	0.245532
1	D_DT_2_TFN-D_TR_1_TFD	0.415637
1	D_DT_3_TFD-D_TR_1_TFD	0.218864
1	D_DT_3_TFN-D_TR_1_TFD	0.469342
1	D_DT_4_TFD-D_TR_1_TFD	0.244470
1	D_DT_4_TFN-D_TR_1_TFD	0.441360
1	D_IN_1_T0D-D_TR_1_TFD	0.266607
1	D_IN_1_T0N-D_TR_1_TFD	0.364739
1	D_IN_2_T0D-D_TR_1_TFD	0.281062
1	D_IN_2_T0N-D_TR_1_TFD	0.390817
1	D_OF_1_T0D-D_TR_1_TFD	0.499728
1	D_OF_1_T0N-D_TR_1_TFD	0.506298
1	D_OF_2_T0D-D_TR_1_TFD	0.457756
1	D_OF_2_T0N-D_TR_1_TFD	0.537743
1	D_PL_1_T0D-D_TR_1_TFD	0.493013
1	D_PL_1_T0N-D_TR_1_TFD	0.428957
1	D_PL_1_TFD-D_TR_1_TFD	0.349634
1	D_PL_1_TFN-D_TR_1_TFD	0.522861
1	D_PL_2_T0D-D_TR_1_TFD	0.499570
1	D_PL_2_T0N-D_TR_1_TFD	0.453679
1	D_PL_2_TFD-D_TR_1_TFD	0.328776
1	D_PL_2_TFN-D_TR_1_TFD	0.537355
1	D_PL_3_TFD-D_TR_1_TFD	0.362580
1	D_PL_4_TFD-D_TR_1_TFD	0.366687
1	D_PL_4_TFN-D_TR_1_TFD	0.574241
1	D_PV_1_T0D-D_TR_1_TFD	0.470644
1	D_PV_1_T0N-D_TR_1_TFD	0.369493
1	D_PV_1_TFD-D_TR_1_TFD	0.245249
1	D_PV_1_TFN-D_TR_1_TFD	0.729722
1	D_PV_2_T0D-D_TR_1_TFD	0.424742
1	D_PV_2_T0N-D_TR_1_TFD	0.363650
1	D_PV_2_TFD-D_TR_1_TFD	0.225051
1	D_PV_2_TFN_SA503_SC704-D_TR_1_TFD	0.426066
1	D_PV_2_TFN_SA504_SC704-D_TR_1_TFD	0.551272
1	D_PV_3_TFD-D_TR_1_TFD	0.229376
1	D_PV_4_TFD-D_TR_1_TFD	0.358798
1	D_PV_4_TFN-D_TR_1_TFD	0.655557
1	D_TR_1_T0D-D_TR_1_TFD	0.266357
1	D_TR_1_T0N-D_TR_1_TFD	0.547844
1	AL_2_T1-D_TR_1_TFN	0.718051
1	AL_2_T3-D_TR_1_TFN	0.647927
1	AR_2_T2-D_TR_1_TFN	0.685639
1	AW_2_T1-D_TR_1_TFN	0.684953
1	AW_2_T2-D_TR_1_TFN	0.736306
1	AW_2_T3-D_TR_1_TFN	0.789625
1	CL_2_T1-D_TR_1_TFN	0.534417
1	CL_2_T2-D_TR_1_TFN	0.686207
1	CR_2_T3-D_TR_1_TFN	0.673514
1	DORCIERR_D_WA_2_TFN-D_TR_1_TFN	0.253331
1	D_CC_1_T0D-D_TR_1_TFN	0.673190
1	D_CC_1_T0N-D_TR_1_TFN	0.757111
1	D_CC_1_TFD-D_TR_1_TFN	0.707104
1	D_CC_1_TFN-D_TR_1_TFN	0.408568
1	D_CC_2_T0D-D_TR_1_TFN	0.721778
1	D_CC_2_T0N-D_TR_1_TFN	0.759025
1	D_CC_2_TFD-D_TR_1_TFN	0.686303
1	D_CC_2_TFN-D_TR_1_TFN	0.564875
1	D_CC_3_TFD-D_TR_1_TFN	0.676869
1	D_CC_3_TFN-D_TR_1_TFN	0.521226
1	D_CC_4_TFD-D_TR_1_TFN	0.686651
1	D_CC_4_TFN-D_TR_1_TFN	0.349923
1	D_DT_1_T0D-D_TR_1_TFN	0.748541
1	D_DT_1_T0N-D_TR_1_TFN	0.731304
1	D_DT_1_TFN-D_TR_1_TFN	0.472465
1	D_DT_2_T0D-D_TR_1_TFN	0.749139
1	D_DT_2_T0N-D_TR_1_TFN	0.720442
1	D_DT_2_TFD-D_TR_1_TFN	0.647267
1	D_DT_2_TFN-D_TR_1_TFN	0.457110
1	D_DT_3_TFD-D_TR_1_TFN	0.657136
1	D_DT_3_TFN-D_TR_1_TFN	0.487851
1	D_DT_4_TFD-D_TR_1_TFN	0.650917
1	D_DT_4_TFN-D_TR_1_TFN	0.508740
1	D_IN_1_T0D-D_TR_1_TFN	0.799023
1	D_IN_1_T0N-D_TR_1_TFN	0.822948
1	D_IN_2_T0D-D_TR_1_TFN	0.798906
1	D_IN_2_T0N-D_TR_1_TFN	0.815200
1	D_OF_1_T0D-D_TR_1_TFN	0.787009
1	D_OF_1_T0N-D_TR_1_TFN	0.641163
1	D_OF_2_T0D-D_TR_1_TFN	0.776684
1	D_OF_2_T0N-D_TR_1_TFN	0.647471
1	D_PL_1_T0D-D_TR_1_TFN	0.625124
1	D_PL_1_T0N-D_TR_1_TFN	0.796739
1	D_PL_1_TFD-D_TR_1_TFN	0.608456
1	D_PL_1_TFN-D_TR_1_TFN	0.357753
1	D_PL_2_T0D-D_TR_1_TFN	0.606558
1	D_PL_2_T0N-D_TR_1_TFN	0.794741
1	D_PL_2_TFD-D_TR_1_TFN	0.639862
1	D_PL_2_TFN-D_TR_1_TFN	0.341124
1	D_PL_3_TFD-D_TR_1_TFN	0.609971
1	D_PL_4_TFD-D_TR_1_TFN	0.611444
1	D_PL_4_TFN-D_TR_1_TFN	0.310558
1	D_PV_1_T0D-D_TR_1_TFN	0.621080
1	D_PV_1_T0N-D_TR_1_TFN	0.788935
1	D_PV_1_TFD-D_TR_1_TFN	0.688730
1	D_PV_1_TFN-D_TR_1_TFN	0.187385
1	D_PV_2_T0D-D_TR_1_TFN	0.643676
1	D_PV_2_T0N-D_TR_1_TFN	0.783859
1	D_PV_2_TFD-D_TR_1_TFN	0.678385
1	D_PV_2_TFN_SA503_SC704-D_TR_1_TFN	0.421873
1	D_PV_2_TFN_SA504_SC704-D_TR_1_TFN	0.342133
1	D_PV_3_TFD-D_TR_1_TFN	0.676763
1	D_PV_4_TFD-D_TR_1_TFN	0.613738
1	D_PV_4_TFN-D_TR_1_TFN	0.253903
1	D_TR_1_T0D-D_TR_1_TFN	0.749516
1	D_TR_1_T0N-D_TR_1_TFN	0.525437
1	D_TR_1_TFD-D_TR_1_TFN	0.730869
1	AL_2_T1-D_TR_2_T0D	0.900559
1	AL_2_T3-D_TR_2_T0D	0.615545
1	AR_2_T2-D_TR_2_T0D	0.391040
1	AW_2_T1-D_TR_2_T0D	0.501369
1	AW_2_T2-D_TR_2_T0D	0.447680
1	AW_2_T3-D_TR_2_T0D	0.344846
1	CL_2_T1-D_TR_2_T0D	0.736645
1	CL_2_T2-D_TR_2_T0D	0.427075
1	CR_2_T3-D_TR_2_T0D	0.455971
1	DORCIERR_D_WA_2_TFN-D_TR_2_T0D	0.604265
1	D_CC_1_T0D-D_TR_2_T0D	0.204532
1	D_CC_1_T0N-D_TR_2_T0D	0.214608
1	D_CC_1_TFD-D_TR_2_T0D	0.300253
1	D_CC_1_TFN-D_TR_2_T0D	0.446283
1	D_CC_2_T0D-D_TR_2_T0D	0.087027
1	D_CC_2_T0N-D_TR_2_T0D	0.242547
1	D_CC_2_TFD-D_TR_2_T0D	0.345544
1	D_CC_2_TFN-D_TR_2_T0D	0.344065
1	D_CC_3_TFD-D_TR_2_T0D	0.298733
1	D_CC_3_TFN-D_TR_2_T0D	0.364027
1	D_CC_4_TFD-D_TR_2_T0D	0.302225
1	D_CC_4_TFN-D_TR_2_T0D	0.492709
1	D_DT_1_T0D-D_TR_2_T0D	0.197853
1	D_DT_1_T0N-D_TR_2_T0D	0.175762
1	D_DT_1_TFN-D_TR_2_T0D	0.431851
1	D_DT_2_T0D-D_TR_2_T0D	0.192503
1	D_DT_2_T0N-D_TR_2_T0D	0.165336
1	D_DT_2_TFD-D_TR_2_T0D	0.353072
1	D_DT_2_TFN-D_TR_2_T0D	0.424417
1	D_DT_3_TFD-D_TR_2_T0D	0.334243
1	D_DT_3_TFN-D_TR_2_T0D	0.469363
1	D_DT_4_TFD-D_TR_2_T0D	0.334809
1	D_DT_4_TFN-D_TR_2_T0D	0.452186
1	D_IN_1_T0D-D_TR_2_T0D	0.219734
1	D_IN_1_T0N-D_TR_2_T0D	0.333954
1	D_IN_2_T0D-D_TR_2_T0D	0.206183
1	D_IN_2_T0N-D_TR_2_T0D	0.300938
1	D_OF_1_T0D-D_TR_2_T0D	0.373509
1	D_OF_1_T0N-D_TR_2_T0D	0.364942
1	D_OF_2_T0D-D_TR_2_T0D	0.324216
1	D_OF_2_T0N-D_TR_2_T0D	0.409435
1	D_PL_1_T0D-D_TR_2_T0D	0.314337
1	D_PL_1_T0N-D_TR_2_T0D	0.251800
1	D_PL_1_TFD-D_TR_2_T0D	0.329566
1	D_PL_1_TFN-D_TR_2_T0D	0.541377
1	D_PL_2_T0D-D_TR_2_T0D	0.338859
1	D_PL_2_T0N-D_TR_2_T0D	0.270924
1	D_PL_2_TFD-D_TR_2_T0D	0.281729
1	D_PL_2_TFN-D_TR_2_T0D	0.544716
1	D_PL_3_TFD-D_TR_2_T0D	0.330188
1	D_PL_4_TFD-D_TR_2_T0D	0.337284
1	D_PL_4_TFN-D_TR_2_T0D	0.590463
1	D_PV_1_T0D-D_TR_2_T0D	0.394677
1	D_PV_1_T0N-D_TR_2_T0D	0.279029
1	D_PV_1_TFD-D_TR_2_T0D	0.330262
1	D_PV_1_TFN-D_TR_2_T0D	0.739581
1	D_PV_2_T0D-D_TR_2_T0D	0.321123
1	D_PV_2_T0N-D_TR_2_T0D	0.271294
1	D_PV_2_TFD-D_TR_2_T0D	0.329026
1	D_PV_2_TFN_SA503_SC704-D_TR_2_T0D	0.431879
1	D_PV_2_TFN_SA504_SC704-D_TR_2_T0D	0.556455
1	D_PV_3_TFD-D_TR_2_T0D	0.325170
1	D_PV_4_TFD-D_TR_2_T0D	0.375125
1	D_PV_4_TFN-D_TR_2_T0D	0.666810
1	D_TR_1_T0D-D_TR_2_T0D	0.051825
1	D_TR_1_T0N-D_TR_2_T0D	0.435140
1	D_TR_1_TFD-D_TR_2_T0D	0.279580
1	D_TR_1_TFN-D_TR_2_T0D	0.736852
1	AL_2_T1-D_TR_2_T0N	0.785733
1	AL_2_T3-D_TR_2_T0N	0.499213
1	AR_2_T2-D_TR_2_T0N	0.385945
1	AW_2_T1-D_TR_2_T0N	0.445757
1	AW_2_T2-D_TR_2_T0N	0.481277
1	AW_2_T3-D_TR_2_T0N	0.485050
1	CL_2_T1-D_TR_2_T0N	0.565000
1	CL_2_T2-D_TR_2_T0N	0.366338
1	CR_2_T3-D_TR_2_T0N	0.291313
1	DORCIERR_D_WA_2_TFN-D_TR_2_T0N	0.412874
1	D_CC_1_T0D-D_TR_2_T0N	0.251321
1	D_CC_1_T0N-D_TR_2_T0N	0.398727
1	D_CC_1_TFD-D_TR_2_T0N	0.469519
1	D_CC_1_TFN-D_TR_2_T0N	0.369472
1	D_CC_2_T0D-D_TR_2_T0N	0.367333
1	D_CC_2_T0N-D_TR_2_T0N	0.402610
1	D_CC_2_TFD-D_TR_2_T0N	0.463972
1	D_CC_2_TFN-D_TR_2_T0N	0.368164
1	D_CC_3_TFD-D_TR_2_T0N	0.434808
1	D_CC_3_TFN-D_TR_2_T0N	0.313534
1	D_CC_4_TFD-D_TR_2_T0N	0.450569
1	D_CC_4_TFN-D_TR_2_T0N	0.404109
1	D_DT_1_T0D-D_TR_2_T0N	0.370088
1	D_DT_1_T0N-D_TR_2_T0N	0.336478
1	D_DT_1_TFN-D_TR_2_T0N	0.323528
1	D_DT_2_T0D-D_TR_2_T0N	0.380212
1	D_DT_2_T0N-D_TR_2_T0N	0.318102
1	D_DT_2_TFD-D_TR_2_T0N	0.392078
1	D_DT_2_TFN-D_TR_2_T0N	0.344513
1	D_DT_3_TFD-D_TR_2_T0N	0.398460
1	D_DT_3_TFN-D_TR_2_T0N	0.320265
1	D_DT_4_TFD-D_TR_2_T0N	0.378871
1	D_DT_4_TFN-D_TR_2_T0N	0.337497
1	D_IN_1_T0D-D_TR_2_T0N	0.511054
1	D_IN_1_T0N-D_TR_2_T0N	0.552507
1	D_IN_2_T0D-D_TR_2_T0N	0.508895
1	D_IN_2_T0N-D_TR_2_T0N	0.539986
1	D_OF_1_T0D-D_TR_2_T0N	0.499014
1	D_OF_1_T0N-D_TR_2_T0N	0.249642
1	D_OF_2_T0D-D_TR_2_T0N	0.475328
1	D_OF_2_T0N-D_TR_2_T0N	0.267666
1	D_PL_1_T0D-D_TR_2_T0N	0.255406
1	D_PL_1_T0N-D_TR_2_T0N	0.475834
1	D_PL_1_TFD-D_TR_2_T0N	0.343862
1	D_PL_1_TFN-D_TR_2_T0N	0.461225
1	D_PL_2_T0D-D_TR_2_T0N	0.230813
1	D_PL_2_T0N-D_TR_2_T0N	0.475502
1	D_PL_2_TFD-D_TR_2_T0N	0.369893
1	D_PL_2_TFN-D_TR_2_T0N	0.456552
1	D_PL_3_TFD-D_TR_2_T0N	0.356700
1	D_PL_4_TFD-D_TR_2_T0N	0.329577
1	D_PL_4_TFN-D_TR_2_T0N	0.506055
1	D_PV_1_T0D-D_TR_2_T0N	0.255564
1	D_PV_1_T0N-D_TR_2_T0N	0.472571
1	D_PV_1_TFD-D_TR_2_T0N	0.451228
1	D_PV_1_TFN-D_TR_2_T0N	0.649141
1	D_PV_2_T0D-D_TR_2_T0N	0.247932
1	D_PV_2_T0N-D_TR_2_T0N	0.459188
1	D_PV_2_TFD-D_TR_2_T0N	0.447946
1	D_PV_2_TFN_SA503_SC704-D_TR_2_T0N	0.391555
1	D_PV_2_TFN_SA504_SC704-D_TR_2_T0N	0.404702
1	D_PV_3_TFD-D_TR_2_T0N	0.447145
1	D_PV_4_TFD-D_TR_2_T0N	0.369164
1	D_PV_4_TFN-D_TR_2_T0N	0.560862
1	D_TR_1_T0D-D_TR_2_T0N	0.381634
1	D_TR_1_T0N-D_TR_2_T0N	0.103565
1	D_TR_1_TFD-D_TR_2_T0N	0.507864
1	D_TR_1_TFN-D_TR_2_T0N	0.565917
1	D_TR_2_T0D-D_TR_2_T0N	0.361949
1	AL_2_T1-D_TR_2_TFD	0.898006
1	AL_2_T3-D_TR_2_TFD	0.621952
1	AR_2_T2-D_TR_2_TFD	0.379782
1	AW_2_T1-D_TR_2_TFD	0.490601
1	AW_2_T2-D_TR_2_TFD	0.363496
1	AW_2_T3-D_TR_2_TFD	0.436834
1	CL_2_T1-D_TR_2_TFD	0.733861
1	CL_2_T2-D_TR_2_TFD	0.460160
1	CR_2_T3-D_TR_2_TFD	0.561974
1	DORCIERR_D_WA_2_TFN-D_TR_2_TFD	0.577142
1	D_CC_1_T0D-D_TR_2_TFD	0.339730
1	D_CC_1_T0N-D_TR_2_TFD	0.400723
1	D_CC_1_TFD-D_TR_2_TFD	0.071125
1	D_CC_1_TFN-D_TR_2_TFD	0.410335
1	D_CC_2_T0D-D_TR_2_TFD	0.294112
1	D_CC_2_T0N-D_TR_2_TFD	0.429043
1	D_CC_2_TFD-D_TR_2_TFD	0.121775
1	D_CC_2_TFN-D_TR_2_TFD	0.260434
1	D_CC_3_TFD-D_TR_2_TFD	0.102236
1	D_CC_3_TFN-D_TR_2_TFD	0.341946
1	D_CC_4_TFD-D_TR_2_TFD	0.092977
1	D_CC_4_TFN-D_TR_2_TFD	0.467270
1	D_DT_1_T0D-D_TR_2_TFD	0.339430
1	D_DT_1_T0N-D_TR_2_TFD	0.361180
1	D_DT_1_TFN-D_TR_2_TFD	0.403138
1	D_DT_2_T0D-D_TR_2_TFD	0.334195
1	D_DT_2_T0N-D_TR_2_TFD	0.342591
1	D_DT_2_TFD-D_TR_2_TFD	0.220347
1	D_DT_2_TFN-D_TR_2_TFD	0.391056
1	D_DT_3_TFD-D_TR_2_TFD	0.192535
1	D_DT_3_TFN-D_TR_2_TFD	0.447146
1	D_DT_4_TFD-D_TR_2_TFD	0.218647
1	D_DT_4_TFN-D_TR_2_TFD	0.418990
1	D_IN_1_T0D-D_TR_2_TFD	0.276621
1	D_IN_1_T0N-D_TR_2_TFD	0.372092
1	D_IN_2_T0D-D_TR_2_TFD	0.288816
1	D_IN_2_T0N-D_TR_2_TFD	0.398351
1	D_OF_1_T0D-D_TR_2_TFD	0.502917
1	D_OF_1_T0N-D_TR_2_TFD	0.485627
1	D_OF_2_T0D-D_TR_2_TFD	0.461543
1	D_OF_2_T0N-D_TR_2_TFD	0.517362
1	D_PL_1_T0D-D_TR_2_TFD	0.470275
1	D_PL_1_T0N-D_TR_2_TFD	0.431419
1	D_PL_1_TFD-D_TR_2_TFD	0.317428
1	D_PL_1_TFN-D_TR_2_TFD	0.499794
1	D_PL_2_T0D-D_TR_2_TFD	0.476028
1	D_PL_2_T0N-D_TR_2_TFD	0.454270
1	D_PL_2_TFD-D_TR_2_TFD	0.297393
1	D_PL_2_TFN-D_TR_2_TFD	0.514876
1	D_PL_3_TFD-D_TR_2_TFD	0.329910
1	D_PL_4_TFD-D_TR_2_TFD	0.336018
1	D_PL_4_TFN-D_TR_2_TFD	0.551649
1	D_PV_1_T0D-D_TR_2_TFD	0.447077
1	D_PV_1_T0N-D_TR_2_TFD	0.372887
1	D_PV_1_TFD-D_TR_2_TFD	0.222670
1	D_PV_1_TFN-D_TR_2_TFD	0.714736
1	D_PV_2_T0D-D_TR_2_TFD	0.402005
1	D_PV_2_T0N-D_TR_2_TFD	0.365930
1	D_PV_2_TFD-D_TR_2_TFD	0.208146
1	D_PV_2_TFN_SA503_SC704-D_TR_2_TFD	0.403633
1	D_PV_2_TFN_SA504_SC704-D_TR_2_TFD	0.528360
1	D_PV_3_TFD-D_TR_2_TFD	0.210430
1	D_PV_4_TFD-D_TR_2_TFD	0.334165
1	D_PV_4_TFN-D_TR_2_TFD	0.639449
1	D_TR_1_T0D-D_TR_2_TFD	0.266900
1	D_TR_1_T0N-D_TR_2_TFD	0.527359
1	D_TR_1_TFD-D_TR_2_TFD	0.051903
1	D_TR_1_TFN-D_TR_2_TFD	0.714580
1	D_TR_2_T0D-D_TR_2_TFD	0.277481
1	D_TR_2_T0N-D_TR_2_TFD	0.487785
1	AL_2_T1-D_TR_2_TFN	0.650300
1	AL_2_T3-D_TR_2_TFN	0.494533
1	AR_2_T2-D_TR_2_TFN	0.564992
1	AW_2_T1-D_TR_2_TFN	0.588660
1	AW_2_T2-D_TR_2_TFN	0.641193
1	AW_2_T3-D_TR_2_TFN	0.726488
1	CL_2_T1-D_TR_2_TFN	0.404440
1	CL_2_T2-D_TR_2_TFN	0.547225
1	CR_2_T3-D_TR_2_TFN	0.529193
1	DORCIERR_D_WA_2_TFN-D_TR_2_TFN	0.185974
1	D_CC_1_T0D-D_TR_2_TFN	0.530890
1	D_CC_1_T0N-D_TR_2_TFN	0.678922
1	D_CC_1_TFD-D_TR_2_TFN	0.607030
1	D_CC_1_TFN-D_TR_2_TFN	0.321405
1	D_CC_2_T0D-D_TR_2_TFN	0.635373
1	D_CC_2_T0N-D_TR_2_TFN	0.681961
1	D_CC_2_TFD-D_TR_2_TFN	0.565543
1	D_CC_2_TFN-D_TR_2_TFN	0.426931
1	D_CC_3_TFD-D_TR_2_TFN	0.570537
1	D_CC_3_TFN-D_TR_2_TFN	0.355559
1	D_CC_4_TFD-D_TR_2_TFN	0.582488
1	D_CC_4_TFN-D_TR_2_TFN	0.297491
1	D_DT_1_T0D-D_TR_2_TFN	0.646821
1	D_DT_1_T0N-D_TR_2_TFN	0.640652
1	D_DT_1_TFN-D_TR_2_TFN	0.310797
1	D_DT_2_T0D-D_TR_2_TFN	0.652870
1	D_DT_2_T0N-D_TR_2_TFN	0.627205
1	D_DT_2_TFD-D_TR_2_TFN	0.493939
1	D_DT_2_TFN-D_TR_2_TFN	0.321931
1	D_DT_3_TFD-D_TR_2_TFN	0.513500
1	D_DT_3_TFN-D_TR_2_TFN	0.279225
1	D_DT_4_TFD-D_TR_2_TFN	0.500674
1	D_DT_4_TFN-D_TR_2_TFN	0.308900
1	D_IN_1_T0D-D_TR_2_TFN	0.722763
1	D_IN_1_T0N-D_TR_2_TFN	0.749996
1	D_IN_2_T0D-D_TR_2_TFN	0.722741
1	D_IN_2_T0N-D_TR_2_TFN	0.741259
1	D_OF_1_T0D-D_TR_2_TFN	0.718001
1	D_OF_1_T0N-D_TR_2_TFN	0.494882
1	D_OF_2_T0D-D_TR_2_TFN	0.707534
1	D_OF_2_T0N-D_TR_2_TFN	0.502004
1	D_PL_1_T0D-D_TR_2_TFN	0.498627
1	D_PL_1_T0N-D_TR_2_TFN	0.718977
1	D_PL_1_TFD-D_TR_2_TFN	0.508001
1	D_PL_1_TFN-D_TR_2_TFN	0.393825
1	D_PL_2_T0D-D_TR_2_TFN	0.471693
1	D_PL_2_T0N-D_TR_2_TFN	0.722057
1	D_PL_2_TFD-D_TR_2_TFN	0.552845
1	D_PL_2_TFN-D_TR_2_TFN	0.374835
1	D_PL_3_TFD-D_TR_2_TFN	0.523194
1	D_PL_4_TFD-D_TR_2_TFN	0.505019
1	D_PL_4_TFN-D_TR_2_TFN	0.363980
1	D_PV_1_T0D-D_TR_2_TFN	0.462136
1	D_PV_1_T0N-D_TR_2_TFN	0.707417
1	D_PV_1_TFD-D_TR_2_TFN	0.567015
1	D_PV_1_TFN-D_TR_2_TFN	0.416319
1	D_PV_2_T0D-D_TR_2_TFN	0.486556
1	D_PV_2_T0N-D_TR_2_TFN	0.702067
1	D_PV_2_TFD-D_TR_2_TFN	0.545552
1	D_PV_2_TFN_SA503_SC704-D_TR_2_TFN	0.409757
1	D_PV_2_TFN_SA504_SC704-D_TR_2_TFN	0.337826
1	D_PV_3_TFD-D_TR_2_TFN	0.543915
1	D_PV_4_TFD-D_TR_2_TFN	0.451703
1	D_PV_4_TFN-D_TR_2_TFN	0.375529
1	D_TR_1_T0D-D_TR_2_TFN	0.663759
1	D_TR_1_T0N-D_TR_2_TFN	0.343672
1	D_TR_1_TFD-D_TR_2_TFN	0.641868
1	D_TR_1_TFN-D_TR_2_TFN	0.304053
1	D_TR_2_T0D-D_TR_2_TFN	0.647783
1	D_TR_2_T0N-D_TR_2_TFN	0.409669
1	D_TR_2_TFD-D_TR_2_TFN	0.624041
1	AL_2_T1-D_TR_3_TFD	0.899044
1	AL_2_T3-D_TR_3_TFD	0.636057
1	AR_2_T2-D_TR_3_TFD	0.401810
1	AW_2_T1-D_TR_3_TFD	0.504100
1	AW_2_T2-D_TR_3_TFD	0.382307
1	AW_2_T3-D_TR_3_TFD	0.438893
1	CL_2_T1-D_TR_3_TFD	0.738995
1	CL_2_T2-D_TR_3_TFD	0.475083
1	CR_2_T3-D_TR_3_TFD	0.577324
1	DORCIERR_D_WA_2_TFN-D_TR_3_TFD	0.595174
1	D_CC_1_T0D-D_TR_3_TFD	0.370605
1	D_CC_1_T0N-D_TR_3_TFD	0.403871
1	D_CC_1_TFD-D_TR_3_TFD	0.084838
1	D_CC_1_TFN-D_TR_3_TFD	0.434314
1	D_CC_2_T0D-D_TR_3_TFD	0.308876
1	D_CC_2_T0N-D_TR_3_TFD	0.429684
1	D_CC_2_TFD-D_TR_3_TFD	0.141451
1	D_CC_2_TFN-D_TR_3_TFD	0.286367
1	D_CC_3_TFD-D_TR_3_TFD	0.137854
1	D_CC_3_TFN-D_TR_3_TFD	0.365881
1	D_CC_4_TFD-D_TR_3_TFD	0.123935
1	D_CC_4_TFN-D_TR_3_TFD	0.486498
1	D_DT_1_T0D-D_TR_3_TFD	0.346503
1	D_DT_1_T0N-D_TR_3_TFD	0.370724
1	D_DT_1_TFN-D_TR_3_TFD	0.424584
1	D_DT_2_T0D-D_TR_3_TFD	0.341334
1	D_DT_2_T0N-D_TR_3_TFD	0.352926
1	D_DT_2_TFD-D_TR_3_TFD	0.247450
1	D_DT_2_TFN-D_TR_3_TFD	0.413920
1	D_DT_3_TFD-D_TR_3_TFD	0.220175
1	D_DT_3_TFN-D_TR_3_TFD	0.468957
1	D_DT_4_TFD-D_TR_3_TFD	0.244919
1	D_DT_4_TFN-D_TR_3_TFD	0.437839
1	D_IN_1_T0D-D_TR_3_TFD	0.288450
1	D_IN_1_T0N-D_TR_3_TFD	0.375691
1	D_IN_2_T0D-D_TR_3_TFD	0.302542
1	D_IN_2_T0N-D_TR_3_TFD	0.406873
1	D_OF_1_T0D-D_TR_3_TFD	0.499879
1	D_OF_1_T0N-D_TR_3_TFD	0.504320
1	D_OF_2_T0D-D_TR_3_TFD	0.466985
1	D_OF_2_T0N-D_TR_3_TFD	0.536864
1	D_PL_1_T0D-D_TR_3_TFD	0.497008
1	D_PL_1_T0N-D_TR_3_TFD	0.442519
1	D_PL_1_TFD-D_TR_3_TFD	0.361738
1	D_PL_1_TFN-D_TR_3_TFD	0.530726
1	D_PL_2_T0D-D_TR_3_TFD	0.503812
1	D_PL_2_T0N-D_TR_3_TFD	0.460575
1	D_PL_2_TFD-D_TR_3_TFD	0.343933
1	D_PL_2_TFN-D_TR_3_TFD	0.540854
1	D_PL_3_TFD-D_TR_3_TFD	0.375367
1	D_PL_4_TFD-D_TR_3_TFD	0.378208
1	D_PL_4_TFN-D_TR_3_TFD	0.578261
1	D_PV_1_T0D-D_TR_3_TFD	0.470402
1	D_PV_1_T0N-D_TR_3_TFD	0.378049
1	D_PV_1_TFD-D_TR_3_TFD	0.248520
1	D_PV_1_TFN-D_TR_3_TFD	0.729856
1	D_PV_2_T0D-D_TR_3_TFD	0.431452
1	D_PV_2_T0N-D_TR_3_TFD	0.373041
