Tree#	Groups	WScore	
1	D_WA_1_TFN-INTFlag01	0.564666
1	D_WA_2_T0D-INTFlag01	0.355300
1	D_WA_2_T0N-INTFlag01	0.399342
1	D_WA_2_TFD-INTFlag01	0.508404
1	D_WA_3_TFD-INTFlag01	0.476085
1	D_WA_3_TFN-INTFlag01	0.559226
1	D_WA_4_TFD-INTFlag01	0.501177
1	D_WA_4_TFN_SA503_SC703-INTFlag01	0.557800
1	D_WA_4_TFN_SA504_SC703-INTFlag01	0.554026
1	Dorcierr_D_DT_1_TFD-INTFlag01	0.562674
1	Dorcierr_unlabeled_SC505_SA709-INTFlag01	0.418644
1	Dorcierr_unlabeled_SC505_SA710-INTFlag01	0.412890
1	AL_2_T1-INTFlag02	0.646540
1	AL_2_T3-INTFlag02	0.577287
1	AR_2_T2-INTFlag02	0.560667
1	AW_2_T1-INTFlag02	0.601275
1	AW_2_T2-INTFlag02	0.614139
1	AW_2_T3-INTFlag02	0.465518
1	CL_2_T1-INTFlag02	0.603300
1	CL_2_T2-INTFlag02	0.542475
1	CR_2_T3-INTFlag02	0.495854
1	DORCIERR_D_WA_2_TFN-INTFlag02	0.577482
1	D_CC_1_T0D-INTFlag02	0.460241
1	D_CC_1_T0N-INTFlag02	0.432995
1	D_CC_1_TFD-INTFlag02	0.583253
1	D_CC_1_TFN-INTFlag02	0.574501
1	D_CC_2_T0D-INTFlag02	0.436483
1	D_CC_2_T0N-INTFlag02	0.423051
1	D_CC_2_TFD-INTFlag02	0.591158
1	D_CC_2_TFN-INTFlag02	0.569968
1	D_CC_3_TFD-INTFlag02	0.574518
1	D_CC_3_TFN-INTFlag02	0.552440
1	D_CC_4_TFD-INTFlag02	0.577262
1	D_CC_4_TFN-INTFlag02	0.574833
1	D_DT_1_T0D-INTFlag02	0.459977
1	D_DT_1_T0N-INTFlag02	0.415080
1	D_DT_1_TFN-INTFlag02	0.558007
1	D_DT_2_T0D-INTFlag02	0.466696
1	D_DT_2_T0N-INTFlag02	0.417418
1	D_DT_2_TFD-INTFlag02	0.583804
1	D_DT_2_TFN-INTFlag02	0.555440
1	D_DT_3_TFD-INTFlag02	0.576913
1	D_DT_3_TFN-INTFlag02	0.566702
1	D_DT_4_TFD-INTFlag02	0.571631
1	D_DT_4_TFN-INTFlag02	0.569968
1	D_IN_1_T0D-INTFlag02	0.408740
1	D_IN_1_T0N-INTFlag02	0.430928
1	D_IN_2_T0D-INTFlag02	0.386429
1	D_IN_2_T0N-INTFlag02	0.397006
1	D_OF_1_T0D-INTFlag02	0.427543
1	D_OF_1_T0N-INTFlag02	0.429839
1	D_OF_2_T0D-INTFlag02	0.391517
1	D_OF_2_T0N-INTFlag02	0.440631
1	D_PL_1_T0D-INTFlag02	0.401250
1	D_PL_1_T0N-INTFlag02	0.254767
1	D_PL_1_TFD-INTFlag02	0.516372
1	D_PL_1_TFN-INTFlag02	0.549600
1	D_PL_2_T0D-INTFlag02	0.422943
1	D_PL_2_T0N-INTFlag02	0.210738
1	D_PL_2_TFD-INTFlag02	0.506472
1	D_PL_2_TFN-INTFlag02	0.558459
1	D_PL_3_TFD-INTFlag02	0.515044
1	D_PL_4_TFD-INTFlag02	0.513598
1	D_PL_4_TFN-INTFlag02	0.569996
1	D_PV_1_T0D-INTFlag02	0.510997
1	D_PV_1_T0N-INTFlag02	0.423260
1	D_PV_1_TFD-INTFlag02	0.578543
1	D_PV_1_TFN-INTFlag02	0.610079
1	D_PV_2_T0D-INTFlag02	0.495595
1	D_PV_2_T0N-INTFlag02	0.426178
1	D_PV_2_TFD-INTFlag02	0.584072
1	D_PV_2_TFN_SA503_SC704-INTFlag02	0.555288
1	D_PV_2_TFN_SA504_SC704-INTFlag02	0.564838
1	D_PV_3_TFD-INTFlag02	0.580184
1	D_PV_4_TFD-INTFlag02	0.568210
1	D_PV_4_TFN-INTFlag02	0.590403
1	D_TR_1_T0D-INTFlag02	0.414138
1	D_TR_1_T0N-INTFlag02	0.499650
1	D_TR_1_TFD-INTFlag02	0.575251
1	D_TR_1_TFN-INTFlag02	0.599589
1	D_TR_2_T0D-INTFlag02	0.402325
1	D_TR_2_T0N-INTFlag02	0.482915
1	D_TR_2_TFD-INTFlag02	0.564751
1	D_TR_2_TFN-INTFlag02	0.584120
1	D_TR_3_TFD-INTFlag02	0.585357
1	D_TR_3_TFN-INTFlag02	0.564514
1	D_TR_4_TFD-INTFlag02	0.595019
1	D_TR_4_TFN-INTFlag02	0.569817
1	D_WA_1_T0D-INTFlag02	0.414974
1	D_WA_1_T0N-INTFlag02	0.380175
1	D_WA_1_TFD-INTFlag02	0.504716
1	D_WA_1_TFN-INTFlag02	0.570000
1	D_WA_2_T0D-INTFlag02	0.366610
1	D_WA_2_T0N-INTFlag02	0.410279
1	D_WA_2_TFD-INTFlag02	0.516879
1	D_WA_3_TFD-INTFlag02	0.485111
1	D_WA_3_TFN-INTFlag02	0.566638
1	D_WA_4_TFD-INTFlag02	0.511174
1	D_WA_4_TFN_SA503_SC703-INTFlag02	0.561821
1	D_WA_4_TFN_SA504_SC703-INTFlag02	0.561003
1	Dorcierr_D_DT_1_TFD-INTFlag02	0.573796
1	Dorcierr_unlabeled_SC505_SA709-INTFlag02	0.423009
1	Dorcierr_unlabeled_SC505_SA710-INTFlag02	0.416171
1	INTFlag01-INTFlag02	0.084767
1	AL_2_T1-INTFlag17	0.658554
1	AL_2_T3-INTFlag17	0.612667
1	AR_2_T2-INTFlag17	0.596297
1	AW_2_T1-INTFlag17	0.634367
1	AW_2_T2-INTFlag17	0.646396
1	AW_2_T3-INTFlag17	0.444068
1	CL_2_T1-INTFlag17	0.622051
1	CL_2_T2-INTFlag17	0.574125
1	CR_2_T3-INTFlag17	0.525165
1	DORCIERR_D_WA_2_TFN-INTFlag17	0.613873
1	D_CC_1_T0D-INTFlag17	0.499035
1	D_CC_1_T0N-INTFlag17	0.455852
1	D_CC_1_TFD-INTFlag17	0.622213
1	D_CC_1_TFN-INTFlag17	0.608596
1	D_CC_2_T0D-INTFlag17	0.478685
1	D_CC_2_T0N-INTFlag17	0.440337
1	D_CC_2_TFD-INTFlag17	0.629723
1	D_CC_2_TFN-INTFlag17	0.608216
1	D_CC_3_TFD-INTFlag17	0.612397
1	D_CC_3_TFN-INTFlag17	0.590977
1	D_CC_4_TFD-INTFlag17	0.616536
1	D_CC_4_TFN-INTFlag17	0.610950
1	D_DT_1_T0D-INTFlag17	0.486986
1	D_DT_1_T0N-INTFlag17	0.445532
1	D_DT_1_TFN-INTFlag17	0.595646
1	D_DT_2_T0D-INTFlag17	0.492996
1	D_DT_2_T0N-INTFlag17	0.445303
1	D_DT_2_TFD-INTFlag17	0.622858
1	D_DT_2_TFN-INTFlag17	0.594712
1	D_DT_3_TFD-INTFlag17	0.617125
1	D_DT_3_TFN-INTFlag17	0.605478
1	D_DT_4_TFD-INTFlag17	0.611474
1	D_DT_4_TFN-INTFlag17	0.608060
1	D_IN_1_T0D-INTFlag17	0.426561
1	D_IN_1_T0N-INTFlag17	0.358555
1	D_IN_2_T0D-INTFlag17	0.403887
1	D_IN_2_T0N-INTFlag17	0.328909
1	D_OF_1_T0D-INTFlag17	0.348779
1	D_OF_1_T0N-INTFlag17	0.464300
1	D_OF_2_T0D-INTFlag17	0.317704
1	D_OF_2_T0N-INTFlag17	0.475216
1	D_PL_1_T0D-INTFlag17	0.424168
1	D_PL_1_T0N-INTFlag17	0.298261
1	D_PL_1_TFD-INTFlag17	0.556831
1	D_PL_1_TFN-INTFlag17	0.586816
1	D_PL_2_T0D-INTFlag17	0.447355
1	D_PL_2_T0N-INTFlag17	0.283373
1	D_PL_2_TFD-INTFlag17	0.546903
1	D_PL_2_TFN-INTFlag17	0.593796
1	D_PL_3_TFD-INTFlag17	0.555529
1	D_PL_4_TFD-INTFlag17	0.553616
1	D_PL_4_TFN-INTFlag17	0.601179
1	D_PV_1_T0D-INTFlag17	0.543378
1	D_PV_1_T0N-INTFlag17	0.350718
1	D_PV_1_TFD-INTFlag17	0.617012
1	D_PV_1_TFN-INTFlag17	0.626287
1	D_PV_2_T0D-INTFlag17	0.534272
1	D_PV_2_T0N-INTFlag17	0.361335
1	D_PV_2_TFD-INTFlag17	0.622421
1	D_PV_2_TFN_SA503_SC704-INTFlag17	0.597663
1	D_PV_2_TFN_SA504_SC704-INTFlag17	0.601506
1	D_PV_3_TFD-INTFlag17	0.618834
1	D_PV_4_TFD-INTFlag17	0.606798
1	D_PV_4_TFN-INTFlag17	0.614136
1	D_TR_1_T0D-INTFlag17	0.448290
1	D_TR_1_T0N-INTFlag17	0.528129
1	D_TR_1_TFD-INTFlag17	0.611037
1	D_TR_1_TFN-INTFlag17	0.621852
1	D_TR_2_T0D-INTFlag17	0.441760
1	D_TR_2_T0N-INTFlag17	0.513341
1	D_TR_2_TFD-INTFlag17	0.597865
1	D_TR_2_TFN-INTFlag17	0.614301
1	D_TR_3_TFD-INTFlag17	0.618256
1	D_TR_3_TFN-INTFlag17	0.602108
1	D_TR_4_TFD-INTFlag17	0.630044
1	D_TR_4_TFN-INTFlag17	0.606164
1	D_WA_1_T0D-INTFlag17	0.444839
1	D_WA_1_T0N-INTFlag17	0.425028
1	D_WA_1_TFD-INTFlag17	0.547038
1	D_WA_1_TFN-INTFlag17	0.607708
1	D_WA_2_T0D-INTFlag17	0.419170
1	D_WA_2_T0N-INTFlag17	0.447576
1	D_WA_2_TFD-INTFlag17	0.553785
1	D_WA_3_TFD-INTFlag17	0.529064
1	D_WA_3_TFN-INTFlag17	0.604364
1	D_WA_4_TFD-INTFlag17	0.551891
1	D_WA_4_TFN_SA503_SC703-INTFlag17	0.597636
1	D_WA_4_TFN_SA504_SC703-INTFlag17	0.599861
1	Dorcierr_D_DT_1_TFD-INTFlag17	0.613225
1	Dorcierr_unlabeled_SC505_SA709-INTFlag17	0.451825
1	Dorcierr_unlabeled_SC505_SA710-INTFlag17	0.445439
1	INTFlag01-INTFlag17	0.255914
1	INTFlag02-INTFlag17	0.250108
1	AL_2_T1-INTFlag20	0.663564
1	AL_2_T3-INTFlag20	0.562604
1	AR_2_T2-INTFlag20	0.534471
1	AW_2_T1-INTFlag20	0.576872
1	AW_2_T2-INTFlag20	0.589294
1	AW_2_T3-INTFlag20	0.451797
1	CL_2_T1-INTFlag20	0.617509
1	CL_2_T2-INTFlag20	0.516415
1	CR_2_T3-INTFlag20	0.488124
1	DORCIERR_D_WA_2_TFN-INTFlag20	0.574330
1	D_CC_1_T0D-INTFlag20	0.433002
1	D_CC_1_T0N-INTFlag20	0.389358
1	D_CC_1_TFD-INTFlag20	0.552369
1	D_CC_1_TFN-INTFlag20	0.559739
1	D_CC_2_T0D-INTFlag20	0.397347
1	D_CC_2_T0N-INTFlag20	0.394611
1	D_CC_2_TFD-INTFlag20	0.562087
1	D_CC_2_TFN-INTFlag20	0.541267
1	D_CC_3_TFD-INTFlag20	0.543049
1	D_CC_3_TFN-INTFlag20	0.527419
1	D_CC_4_TFD-INTFlag20	0.545680
1	D_CC_4_TFN-INTFlag20	0.554617
1	D_DT_1_T0D-INTFlag20	0.429654
1	D_DT_1_T0N-INTFlag20	0.379315
1	D_DT_1_TFN-INTFlag20	0.536688
1	D_DT_2_T0D-INTFlag20	0.433538
1	D_DT_2_T0N-INTFlag20	0.379607
1	D_DT_2_TFD-INTFlag20	0.557469
1	D_DT_2_TFN-INTFlag20	0.534168
1	D_DT_3_TFD-INTFlag20	0.550213
1	D_DT_3_TFN-INTFlag20	0.551382
1	D_DT_4_TFD-INTFlag20	0.545114
1	D_DT_4_TFN-INTFlag20	0.555158
1	D_IN_1_T0D-INTFlag20	0.365038
1	D_IN_1_T0N-INTFlag20	0.404443
1	D_IN_2_T0D-INTFlag20	0.342801
1	D_IN_2_T0N-INTFlag20	0.368662
1	D_OF_1_T0D-INTFlag20	0.430055
1	D_OF_1_T0N-INTFlag20	0.417734
1	D_OF_2_T0D-INTFlag20	0.389024
1	D_OF_2_T0N-INTFlag20	0.430035
1	D_PL_1_T0D-INTFlag20	0.410330
1	D_PL_1_T0N-INTFlag20	0.224070
1	D_PL_1_TFD-INTFlag20	0.490663
1	D_PL_1_TFN-INTFlag20	0.550283
1	D_PL_2_T0D-INTFlag20	0.431733
1	D_PL_2_T0N-INTFlag20	0.184809
1	D_PL_2_TFD-INTFlag20	0.476407
1	D_PL_2_TFN-INTFlag20	0.562444
1	D_PL_3_TFD-INTFlag20	0.491126
1	D_PL_4_TFD-INTFlag20	0.491039
1	D_PL_4_TFN-INTFlag20	0.579688
1	D_PV_1_T0D-INTFlag20	0.495929
1	D_PV_1_T0N-INTFlag20	0.400173
1	D_PV_1_TFD-INTFlag20	0.547766
1	D_PV_1_TFN-INTFlag20	0.626290
1	D_PV_2_T0D-INTFlag20	0.475690
1	D_PV_2_T0N-INTFlag20	0.408861
1	D_PV_2_TFD-INTFlag20	0.551750
1	D_PV_2_TFN_SA503_SC704-INTFlag20	0.530767
1	D_PV_2_TFN_SA504_SC704-INTFlag20	0.567954
1	D_PV_3_TFD-INTFlag20	0.547718
1	D_PV_4_TFD-INTFlag20	0.542544
1	D_PV_4_TFN-INTFlag20	0.604707
1	D_TR_1_T0D-INTFlag20	0.372235
1	D_TR_1_T0N-INTFlag20	0.504611
1	D_TR_1_TFD-INTFlag20	0.542301
1	D_TR_1_TFN-INTFlag20	0.612357
1	D_TR_2_T0D-INTFlag20	0.364163
1	D_TR_2_T0N-INTFlag20	0.484922
1	D_TR_2_TFD-INTFlag20	0.531836
1	D_TR_2_TFN-INTFlag20	0.588575
1	D_TR_3_TFD-INTFlag20	0.550592
1	D_TR_3_TFN-INTFlag20	0.540240
1	D_TR_4_TFD-INTFlag20	0.565936
1	D_TR_4_TFN-INTFlag20	0.556143
1	D_WA_1_T0D-INTFlag20	0.400540
1	D_WA_1_T0N-INTFlag20	0.360433
1	D_WA_1_TFD-INTFlag20	0.477074
1	D_WA_1_TFN-INTFlag20	0.555821
1	D_WA_2_T0D-INTFlag20	0.342018
1	D_WA_2_T0N-INTFlag20	0.384943
1	D_WA_2_TFD-INTFlag20	0.490497
1	D_WA_3_TFD-INTFlag20	0.453435
1	D_WA_3_TFN-INTFlag20	0.550236
1	D_WA_4_TFD-INTFlag20	0.480390
1	D_WA_4_TFN_SA503_SC703-INTFlag20	0.559295
1	D_WA_4_TFN_SA504_SC703-INTFlag20	0.545283
1	Dorcierr_D_DT_1_TFD-INTFlag20	0.546810
1	Dorcierr_unlabeled_SC505_SA709-INTFlag20	0.410404
1	Dorcierr_unlabeled_SC505_SA710-INTFlag20	0.410781
1	INTFlag01-INTFlag20	0.094538
1	INTFlag02-INTFlag20	0.121272
1	INTFlag17-INTFlag20	0.274094
1	AL_2_T1-M1ALT2	0.208177
1	AL_2_T3-M1ALT2	0.207949
1	AR_2_T2-M1ALT2	0.272094
1	AW_2_T1-M1ALT2	0.262443
1	AW_2_T2-M1ALT2	0.317427
1	AW_2_T3-M1ALT2	0.454581
1	CL_2_T1-M1ALT2	0.132047
1	CL_2_T2-M1ALT2	0.248098
1	CR_2_T3-M1ALT2	0.265698
1	DORCIERR_D_WA_2_TFN-M1ALT2	0.205816
1	D_CC_1_T0D-M1ALT2	0.291839
1	D_CC_1_T0N-M1ALT2	0.512646
1	D_CC_1_TFD-M1ALT2	0.401497
1	D_CC_1_TFN-M1ALT2	0.228677
1	D_CC_2_T0D-M1ALT2	0.421066
1	D_CC_2_T0N-M1ALT2	0.510468
1	D_CC_2_TFD-M1ALT2	0.363783
1	D_CC_2_TFN-M1ALT2	0.296053
1	D_CC_3_TFD-M1ALT2	0.366545
1	D_CC_3_TFN-M1ALT2	0.246104
1	D_CC_4_TFD-M1ALT2	0.366215
1	D_CC_4_TFN-M1ALT2	0.231543
1	D_DT_1_T0D-M1ALT2	0.421563
1	D_DT_1_T0N-M1ALT2	0.454123
1	D_DT_1_TFN-M1ALT2	0.225564
1	D_DT_2_T0D-M1ALT2	0.434850
1	D_DT_2_T0N-M1ALT2	0.423711
1	D_DT_2_TFD-M1ALT2	0.301489
1	D_DT_2_TFN-M1ALT2	0.236826
1	D_DT_3_TFD-M1ALT2	0.302887
1	D_DT_3_TFN-M1ALT2	0.187009
1	D_DT_4_TFD-M1ALT2	0.294218
1	D_DT_4_TFN-M1ALT2	0.215586
1	D_IN_1_T0D-M1ALT2	0.594443
1	D_IN_1_T0N-M1ALT2	0.654394
1	D_IN_2_T0D-M1ALT2	0.587429
1	D_IN_2_T0N-M1ALT2	0.628907
1	D_OF_1_T0D-M1ALT2	0.555668
1	D_OF_1_T0N-M1ALT2	0.299410
1	D_OF_2_T0D-M1ALT2	0.521941
1	D_OF_2_T0N-M1ALT2	0.290045
1	D_PL_1_T0D-M1ALT2	0.282762
1	D_PL_1_T0N-M1ALT2	0.559967
1	D_PL_1_TFD-M1ALT2	0.297276
1	D_PL_1_TFN-M1ALT2	0.242996
1	D_PL_2_T0D-M1ALT2	0.266178
1	D_PL_2_T0N-M1ALT2	0.560052
1	D_PL_2_TFD-M1ALT2	0.328535
1	D_PL_2_TFN-M1ALT2	0.233461
1	D_PL_3_TFD-M1ALT2	0.296080
1	D_PL_4_TFD-M1ALT2	0.281208
1	D_PL_4_TFN-M1ALT2	0.238012
1	D_PV_1_T0D-M1ALT2	0.251796
1	D_PV_1_T0N-M1ALT2	0.555247
1	D_PV_1_TFD-M1ALT2	0.353928
1	D_PV_1_TFN-M1ALT2	0.251917
1	D_PV_2_T0D-M1ALT2	0.256199
1	D_PV_2_T0N-M1ALT2	0.545677
1	D_PV_2_TFD-M1ALT2	0.365646
1	D_PV_2_TFN_SA503_SC704-M1ALT2	0.253932
1	D_PV_2_TFN_SA504_SC704-M1ALT2	0.194217
1	D_PV_3_TFD-M1ALT2	0.355907
1	D_PV_4_TFD-M1ALT2	0.276888
1	D_PV_4_TFN-M1ALT2	0.236757
1	D_TR_1_T0D-M1ALT2	0.461053
1	D_TR_1_T0N-M1ALT2	0.202881
1	D_TR_1_TFD-M1ALT2	0.453661
1	D_TR_1_TFN-M1ALT2	0.222118
1	D_TR_2_T0D-M1ALT2	0.441549
1	D_TR_2_T0N-M1ALT2	0.218214
1	D_TR_2_TFD-M1ALT2	0.437024
1	D_TR_2_TFN-M1ALT2	0.187450
1	D_TR_3_TFD-M1ALT2	0.462964
1	D_TR_3_TFN-M1ALT2	0.244051
1	D_TR_4_TFD-M1ALT2	0.416168
1	D_TR_4_TFN-M1ALT2	0.192622
1	D_WA_1_T0D-M1ALT2	0.328251
1	D_WA_1_T0N-M1ALT2	0.372441
1	D_WA_1_TFD-M1ALT2	0.293150
1	D_WA_1_TFN-M1ALT2	0.209651
1	D_WA_2_T0D-M1ALT2	0.392224
1	D_WA_2_T0N-M1ALT2	0.377024
1	D_WA_2_TFD-M1ALT2	0.284543
1	D_WA_3_TFD-M1ALT2	0.318215
1	D_WA_3_TFN-M1ALT2	0.213743
1	D_WA_4_TFD-M1ALT2	0.311994
1	D_WA_4_TFN_SA503_SC703-M1ALT2	0.242199
1	D_WA_4_TFN_SA504_SC703-M1ALT2	0.224398
1	Dorcierr_D_DT_1_TFD-M1ALT2	0.308968
1	Dorcierr_unlabeled_SC505_SA709-M1ALT2	0.292660
1	Dorcierr_unlabeled_SC505_SA710-M1ALT2	0.313009
1	INTFlag01-M1ALT2	0.609761
1	INTFlag02-M1ALT2	0.598483
1	INTFlag17-M1ALT2	0.623666
1	INTFlag20-M1ALT2	0.609808
1	AL_2_T1-M1ALT3	0.221435
1	AL_2_T3-M1ALT3	0.177454
1	AR_2_T2-M1ALT3	0.257565
1	AW_2_T1-M1ALT3	0.268683
1	AW_2_T2-M1ALT3	0.324412
1	AW_2_T3-M1ALT3	0.390415
1	CL_2_T1-M1ALT3	0.136659
1	CL_2_T2-M1ALT3	0.183177
1	CR_2_T3-M1ALT3	0.193985
1	DORCIERR_D_WA_2_TFN-M1ALT3	0.216533
1	D_CC_1_T0D-M1ALT3	0.269122
1	D_CC_1_T0N-M1ALT3	0.491956
1	D_CC_1_TFD-M1ALT3	0.388790
1	D_CC_1_TFN-M1ALT3	0.230874
1	D_CC_2_T0D-M1ALT3	0.400615
1	D_CC_2_T0N-M1ALT3	0.488092
1	D_CC_2_TFD-M1ALT3	0.340864
1	D_CC_2_TFN-M1ALT3	0.300166
1	D_CC_3_TFD-M1ALT3	0.352583
1	D_CC_3_TFN-M1ALT3	0.252236
1	D_CC_4_TFD-M1ALT3	0.357391
1	D_CC_4_TFN-M1ALT3	0.238121
1	D_DT_1_T0D-M1ALT3	0.397065
1	D_DT_1_T0N-M1ALT3	0.429033
1	D_DT_1_TFN-M1ALT3	0.226168
1	D_DT_2_T0D-M1ALT3	0.407781
1	D_DT_2_T0N-M1ALT3	0.399550
1	D_DT_2_TFD-M1ALT3	0.295471
1	D_DT_2_TFN-M1ALT3	0.240115
1	D_DT_3_TFD-M1ALT3	0.301104
1	D_DT_3_TFN-M1ALT3	0.198477
1	D_DT_4_TFD-M1ALT3	0.292554
1	D_DT_4_TFN-M1ALT3	0.211994
1	D_IN_1_T0D-M1ALT3	0.530626
1	D_IN_1_T0N-M1ALT3	0.582162
1	D_IN_2_T0D-M1ALT3	0.524271
1	D_IN_2_T0N-M1ALT3	0.560779
1	D_OF_1_T0D-M1ALT3	0.492330
1	D_OF_1_T0N-M1ALT3	0.226553
1	D_OF_2_T0D-M1ALT3	0.462917
1	D_OF_2_T0N-M1ALT3	0.215883
1	D_PL_1_T0D-M1ALT3	0.220087
1	D_PL_1_T0N-M1ALT3	0.514028
1	D_PL_1_TFD-M1ALT3	0.287117
1	D_PL_1_TFN-M1ALT3	0.257612
1	D_PL_2_T0D-M1ALT3	0.201987
1	D_PL_2_T0N-M1ALT3	0.511071
1	D_PL_2_TFD-M1ALT3	0.312586
1	D_PL_2_TFN-M1ALT3	0.250752
1	D_PL_3_TFD-M1ALT3	0.293054
1	D_PL_4_TFD-M1ALT3	0.269503
1	D_PL_4_TFN-M1ALT3	0.250513
1	D_PV_1_T0D-M1ALT3	0.206938
1	D_PV_1_T0N-M1ALT3	0.505019
1	D_PV_1_TFD-M1ALT3	0.343812
1	D_PV_1_TFN-M1ALT3	0.275228
1	D_PV_2_T0D-M1ALT3	0.234598
1	D_PV_2_T0N-M1ALT3	0.497440
1	D_PV_2_TFD-M1ALT3	0.353690
1	D_PV_2_TFN_SA503_SC704-M1ALT3	0.264758
1	D_PV_2_TFN_SA504_SC704-M1ALT3	0.209061
1	D_PV_3_TFD-M1ALT3	0.340121
1	D_PV_4_TFD-M1ALT3	0.254057
1	D_PV_4_TFN-M1ALT3	0.263832
1	D_TR_1_T0D-M1ALT3	0.437161
1	D_TR_1_T0N-M1ALT3	0.158336
1	D_TR_1_TFD-M1ALT3	0.440709
1	D_TR_1_TFN-M1ALT3	0.246615
1	D_TR_2_T0D-M1ALT3	0.418099
1	D_TR_2_T0N-M1ALT3	0.204002
1	D_TR_2_TFD-M1ALT3	0.423947
1	D_TR_2_TFN-M1ALT3	0.196249
1	D_TR_3_TFD-M1ALT3	0.445495
1	D_TR_3_TFN-M1ALT3	0.244424
1	D_TR_4_TFD-M1ALT3	0.394775
1	D_TR_4_TFN-M1ALT3	0.205812
1	D_WA_1_T0D-M1ALT3	0.275471
1	D_WA_1_T0N-M1ALT3	0.351626
1	D_WA_1_TFD-M1ALT3	0.283760
1	D_WA_1_TFN-M1ALT3	0.222701
1	D_WA_2_T0D-M1ALT3	0.346831
1	D_WA_2_T0N-M1ALT3	0.354732
1	D_WA_2_TFD-M1ALT3	0.269573
1	D_WA_3_TFD-M1ALT3	0.301730
1	D_WA_3_TFN-M1ALT3	0.226034
1	D_WA_4_TFD-M1ALT3	0.293696
1	D_WA_4_TFN_SA503_SC703-M1ALT3	0.261685
1	D_WA_4_TFN_SA504_SC703-M1ALT3	0.229468
1	Dorcierr_D_DT_1_TFD-M1ALT3	0.306268
1	Dorcierr_unlabeled_SC505_SA709-M1ALT3	0.235282
1	Dorcierr_unlabeled_SC505_SA710-M1ALT3	0.260083
1	INTFlag01-M1ALT3	0.554337
1	INTFlag02-M1ALT3	0.544937
1	INTFlag17-M1ALT3	0.572836
1	INTFlag20-M1ALT3	0.555653
1	M1ALT2-M1ALT3	0.133136
1	AL_2_T1-M1ART2	0.399502
1	AL_2_T3-M1ART2	0.348058
1	AR_2_T2-M1ART2	0.289324
1	AW_2_T1-M1ART2	0.348227
1	AW_2_T2-M1ART2	0.348325
1	AW_2_T3-M1ART2	0.342501
1	CL_2_T1-M1ART2	0.323649
1	CL_2_T2-M1ART2	0.239702
1	CR_2_T3-M1ART2	0.252298
1	DORCIERR_D_WA_2_TFN-M1ART2	0.346033
1	D_CC_1_T0D-M1ART2	0.213988
1	D_CC_1_T0N-M1ART2	0.337860
1	D_CC_1_TFD-M1ART2	0.374085
1	D_CC_1_TFN-M1ART2	0.326335
1	D_CC_2_T0D-M1ART2	0.299009
1	D_CC_2_T0N-M1ART2	0.334466
1	D_CC_2_TFD-M1ART2	0.361668
1	D_CC_2_TFN-M1ART2	0.323974
1	D_CC_3_TFD-M1ART2	0.343382
1	D_CC_3_TFN-M1ART2	0.304556
1	D_CC_4_TFD-M1ART2	0.343591
1	D_CC_4_TFN-M1ART2	0.337370
1	D_DT_1_T0D-M1ART2	0.305133
1	D_DT_1_T0N-M1ART2	0.294375
1	D_DT_1_TFN-M1ART2	0.317913
1	D_DT_2_T0D-M1ART2	0.307650
1	D_DT_2_T0N-M1ART2	0.266380
1	D_DT_2_TFD-M1ART2	0.347788
1	D_DT_2_TFN-M1ART2	0.323737
1	D_DT_3_TFD-M1ART2	0.335942
1	D_DT_3_TFN-M1ART2	0.314011
1	D_DT_4_TFD-M1ART2	0.330679
1	D_DT_4_TFN-M1ART2	0.331005
1	D_IN_1_T0D-M1ART2	0.440101
1	D_IN_1_T0N-M1ART2	0.497331
1	D_IN_2_T0D-M1ART2	0.432801
1	D_IN_2_T0N-M1ART2	0.473746
1	D_OF_1_T0D-M1ART2	0.402091
1	D_OF_1_T0N-M1ART2	0.210589
1	D_OF_2_T0D-M1ART2	0.360780
1	D_OF_2_T0N-M1ART2	0.239106
1	D_PL_1_T0D-M1ART2	0.228079
1	D_PL_1_T0N-M1ART2	0.398990
1	D_PL_1_TFD-M1ART2	0.302377
1	D_PL_1_TFN-M1ART2	0.352282
1	D_PL_2_T0D-M1ART2	0.230090
1	D_PL_2_T0N-M1ART2	0.397612
1	D_PL_2_TFD-M1ART2	0.294452
1	D_PL_2_TFN-M1ART2	0.348763
1	D_PL_3_TFD-M1ART2	0.293894
1	D_PL_4_TFD-M1ART2	0.293999
1	D_PL_4_TFN-M1ART2	0.360829
1	D_PV_1_T0D-M1ART2	0.259769
1	D_PV_1_T0N-M1ART2	0.397890
1	D_PV_1_TFD-M1ART2	0.351567
1	D_PV_1_TFN-M1ART2	0.399331
1	D_PV_2_T0D-M1ART2	0.244757
1	D_PV_2_T0N-M1ART2	0.388588
1	D_PV_2_TFD-M1ART2	0.359218
1	D_PV_2_TFN_SA503_SC704-M1ART2	0.330033
1	D_PV_2_TFN_SA504_SC704-M1ART2	0.304463
1	D_PV_3_TFD-M1ART2	0.352089
1	D_PV_4_TFD-M1ART2	0.336330
1	D_PV_4_TFN-M1ART2	0.376415
1	D_TR_1_T0D-M1ART2	0.311278
1	D_TR_1_T0N-M1ART2	0.230585
1	D_TR_1_TFD-M1ART2	0.407294
1	D_TR_1_TFN-M1ART2	0.369330
1	D_TR_2_T0D-M1ART2	0.290256
1	D_TR_2_T0N-M1ART2	0.199133
1	D_TR_2_TFD-M1ART2	0.392833
1	D_TR_2_TFN-M1ART2	0.344224
1	D_TR_3_TFD-M1ART2	0.414716
