Tree#	Groups	WScore	
1	D_DT_2_T0N-D_DT_2_TFD	0.323476
1	AL_2_T1-D_DT_2_TFN	0.290715
1	AL_2_T3-D_DT_2_TFN	0.248734
1	AR_2_T2-D_DT_2_TFN	0.272020
1	AW_2_T1-D_DT_2_TFN	0.199383
1	AW_2_T2-D_DT_2_TFN	0.318337
1	AW_2_T3-D_DT_2_TFN	0.437708
1	CL_2_T1-D_DT_2_TFN	0.256039
1	CL_2_T2-D_DT_2_TFN	0.269041
1	CR_2_T3-D_DT_2_TFN	0.292053
1	DORCIERR_D_WA_2_TFN-D_DT_2_TFN	0.120412
1	D_CC_1_T0D-D_DT_2_TFN	0.246705
1	D_CC_1_T0N-D_DT_2_TFN	0.429671
1	D_CC_1_TFD-D_DT_2_TFN	0.271928
1	D_CC_1_TFN-D_DT_2_TFN	0.065905
1	D_CC_2_T0D-D_DT_2_TFN	0.311385
1	D_CC_2_T0N-D_DT_2_TFN	0.432280
1	D_CC_2_TFD-D_DT_2_TFN	0.243786
1	D_CC_2_TFN-D_DT_2_TFN	0.139024
1	D_CC_3_TFD-D_DT_2_TFN	0.228811
1	D_CC_3_TFN-D_DT_2_TFN	0.090631
1	D_CC_4_TFD-D_DT_2_TFN	0.224219
1	D_CC_4_TFN-D_DT_2_TFN	0.074411
1	D_DT_1_T0D-D_DT_2_TFN	0.361708
1	D_DT_1_T0N-D_DT_2_TFN	0.339401
1	D_DT_1_TFN-D_DT_2_TFN	0.033452
1	D_DT_2_T0D-D_DT_2_TFN	0.367659
1	D_DT_2_T0N-D_DT_2_TFN	0.310615
1	D_DT_2_TFD-D_DT_2_TFN	0.172478
1	AL_2_T1-D_DT_3_TFD	0.362171
1	AL_2_T3-D_DT_3_TFD	0.307172
1	AR_2_T2-D_DT_3_TFD	0.201674
1	AW_2_T1-D_DT_3_TFD	0.267817
1	AW_2_T2-D_DT_3_TFD	0.242780
1	AW_2_T3-D_DT_3_TFD	0.380867
1	CL_2_T1-D_DT_3_TFD	0.330371
1	CL_2_T2-D_DT_3_TFD	0.256101
1	CR_2_T3-D_DT_3_TFD	0.322096
1	DORCIERR_D_WA_2_TFN-D_DT_3_TFD	0.252306
1	D_CC_1_T0D-D_DT_3_TFD	0.222884
1	D_CC_1_T0N-D_DT_3_TFD	0.413917
1	D_CC_1_TFD-D_DT_3_TFD	0.131171
1	D_CC_1_TFN-D_DT_3_TFD	0.182305
1	D_CC_2_T0D-D_DT_3_TFD	0.291782
1	D_CC_2_T0N-D_DT_3_TFD	0.427700
1	D_CC_2_TFD-D_DT_3_TFD	0.108647
1	D_CC_2_TFN-D_DT_3_TFD	0.095018
1	D_CC_3_TFD-D_DT_3_TFD	0.092829
1	D_CC_3_TFN-D_DT_3_TFD	0.146032
1	D_CC_4_TFD-D_DT_3_TFD	0.090111
1	D_CC_4_TFN-D_DT_3_TFD	0.218011
1	D_DT_1_T0D-D_DT_3_TFD	0.285942
1	D_DT_1_T0N-D_DT_3_TFD	0.339645
1	D_DT_1_TFN-D_DT_3_TFD	0.179127
1	D_DT_2_T0D-D_DT_3_TFD	0.292479
1	D_DT_2_T0N-D_DT_3_TFD	0.311452
1	D_DT_2_TFD-D_DT_3_TFD	0.024551
1	D_DT_2_TFN-D_DT_3_TFD	0.179231
1	AL_2_T1-D_DT_3_TFN	0.249424
1	AL_2_T3-D_DT_3_TFN	0.218908
1	AR_2_T2-D_DT_3_TFN	0.265315
1	AW_2_T1-D_DT_3_TFN	0.219743
1	AW_2_T2-D_DT_3_TFN	0.310048
1	AW_2_T3-D_DT_3_TFN	0.435653
1	CL_2_T1-D_DT_3_TFN	0.214440
1	CL_2_T2-D_DT_3_TFN	0.260797
1	CR_2_T3-D_DT_3_TFN	0.273534
1	DORCIERR_D_WA_2_TFN-D_DT_3_TFN	0.119120
1	D_CC_1_T0D-D_DT_3_TFN	0.248599
1	D_CC_1_T0N-D_DT_3_TFN	0.444439
1	D_CC_1_TFD-D_DT_3_TFN	0.287998
1	D_CC_1_TFN-D_DT_3_TFN	0.088909
1	D_CC_2_T0D-D_DT_3_TFN	0.336644
1	D_CC_2_T0N-D_DT_3_TFN	0.447695
1	D_CC_2_TFD-D_DT_3_TFN	0.252830
1	D_CC_2_TFN-D_DT_3_TFN	0.157099
1	D_CC_3_TFD-D_DT_3_TFN	0.243153
1	D_CC_3_TFN-D_DT_3_TFN	0.104268
1	D_CC_4_TFD-D_DT_3_TFN	0.243247
1	D_CC_4_TFN-D_DT_3_TFN	0.085287
1	D_DT_1_T0D-D_DT_3_TFN	0.368011
1	D_DT_1_T0N-D_DT_3_TFN	0.350972
1	D_DT_1_TFN-D_DT_3_TFN	0.057529
1	D_DT_2_T0D-D_DT_3_TFN	0.375971
1	D_DT_2_T0N-D_DT_3_TFN	0.319555
1	D_DT_2_TFD-D_DT_3_TFN	0.179020
1	D_DT_2_TFN-D_DT_3_TFN	0.070235
1	D_DT_3_TFD-D_DT_3_TFN	0.185528
1	AL_2_T1-D_DT_4_TFD	0.353476
1	AL_2_T3-D_DT_4_TFD	0.295901
1	AR_2_T2-D_DT_4_TFD	0.194908
1	AW_2_T1-D_DT_4_TFD	0.264517
1	AW_2_T2-D_DT_4_TFD	0.246763
1	AW_2_T3-D_DT_4_TFD	0.379245
1	CL_2_T1-D_DT_4_TFD	0.321711
1	CL_2_T2-D_DT_4_TFD	0.246295
1	CR_2_T3-D_DT_4_TFD	0.310736
1	DORCIERR_D_WA_2_TFN-D_DT_4_TFD	0.247072
1	D_CC_1_T0D-D_DT_4_TFD	0.211957
1	D_CC_1_T0N-D_DT_4_TFD	0.409233
1	D_CC_1_TFD-D_DT_4_TFD	0.139283
1	D_CC_1_TFN-D_DT_4_TFD	0.177965
1	D_CC_2_T0D-D_DT_4_TFD	0.285252
1	D_CC_2_T0N-D_DT_4_TFD	0.423489
1	D_CC_2_TFD-D_DT_4_TFD	0.117737
1	D_CC_2_TFN-D_DT_4_TFD	0.089896
1	D_CC_3_TFD-D_DT_4_TFD	0.103070
1	D_CC_3_TFN-D_DT_4_TFD	0.140486
1	D_CC_4_TFD-D_DT_4_TFD	0.102082
1	D_CC_4_TFN-D_DT_4_TFD	0.213791
1	D_DT_1_T0D-D_DT_4_TFD	0.279633
1	D_DT_1_T0N-D_DT_4_TFD	0.333454
1	D_DT_1_TFN-D_DT_4_TFD	0.174185
1	D_DT_2_T0D-D_DT_4_TFD	0.285734
1	D_DT_2_T0N-D_DT_4_TFD	0.306055
1	D_DT_2_TFD-D_DT_4_TFD	0.031875
1	D_DT_2_TFN-D_DT_4_TFD	0.173513
1	D_DT_3_TFD-D_DT_4_TFD	0.023961
1	D_DT_3_TFN-D_DT_4_TFD	0.179712
1	AL_2_T1-D_DT_4_TFN	0.264465
1	AL_2_T3-D_DT_4_TFN	0.228292
1	AR_2_T2-D_DT_4_TFN	0.260925
1	AW_2_T1-D_DT_4_TFN	0.217863
1	AW_2_T2-D_DT_4_TFN	0.305924
1	AW_2_T3-D_DT_4_TFN	0.429562
1	CL_2_T1-D_DT_4_TFN	0.229337
